Year,SI_POV,GeoAreaName,Value
2003,SI_POV_UMIC,Austria,0.7
2004,SI_POV_DDAY,Austria,0.1
2004,SI_POV_LMIC,Austria,0.1
2004,SI_POV_UMIC,Austria,0.4
2005,SI_POV_DDAY,Austria,0.2
2005,SI_POV_LMIC,Austria,0.2
2005,SI_POV_UMIC,Austria,0.5
2006,SI_POV_DDAY,Austria,0.1
2006,SI_POV_LMIC,Austria,0.2
2006,SI_POV_UMIC,Austria,0.5
2007,SI_POV_DDAY,Austria,0.4
2007,SI_POV_LMIC,Austria,0.6
2007,SI_POV_UMIC,Austria,0.8
2008,SI_POV_DDAY,Austria,0.5
2008,SI_POV_LMIC,Austria,0.6
2008,SI_POV_UMIC,Austria,1.0
2009,SI_POV_DDAY,Austria,0.7
2009,SI_POV_LMIC,Austria,0.7
2009,SI_POV_UMIC,Austria,1.0
2010,SI_POV_DDAY,Austria,0.5
2010,SI_POV_LMIC,Austria,0.6
2010,SI_POV_UMIC,Austria,0.8
2011,SI_POV_DDAY,Austria,0.4
2011,SI_POV_LMIC,Austria,0.6
2011,SI_POV_UMIC,Austria,1.0
2012,SI_POV_DDAY,Austria,0.6
2012,SI_POV_LMIC,Austria,0.7
2012,SI_POV_UMIC,Austria,1.1
2013,SI_POV_DDAY,Austria,0.3
2013,SI_POV_LMIC,Austria,0.4
2013,SI_POV_UMIC,Austria,0.7
2014,SI_POV_DDAY,Austria,0.2
2014,SI_POV_LMIC,Austria,0.3
2014,SI_POV_UMIC,Austria,0.7
2015,SI_POV_DDAY,Austria,0.7
2015,SI_POV_LMIC,Austria,0.7
2015,SI_POV_UMIC,Austria,1.0
2016,SI_POV_DDAY,Austria,0.7
2016,SI_POV_LMIC,Austria,0.9
2016,SI_POV_UMIC,Austria,1.3
2017,SI_POV_DDAY,Austria,0.3
2017,SI_POV_LMIC,Austria,0.4
2017,SI_POV_UMIC,Austria,0.7
2018,SI_POV_DDAY,Austria,0.6
2018,SI_POV_LMIC,Austria,0.7
2018,SI_POV_UMIC,Austria,1.2
2019,SI_POV_DDAY,Austria,0.6
2019,SI_POV_LMIC,Austria,0.7
2019,SI_POV_UMIC,Austria,0.8
2020,SI_POV_DDAY,Austria,0.7
2020,SI_POV_LMIC,Austria,0.9
2020,SI_POV_UMIC,Austria,1.0
2000,SI_POV_DDAY,Belgium,0.3
2000,SI_POV_LMIC,Belgium,0.7
2000,SI_POV_UMIC,Belgium,1.0
2003,SI_POV_DDAY,Belgium,0.3
2003,SI_POV_LMIC,Belgium,0.5
2003,SI_POV_UMIC,Belgium,0.9
2004,SI_POV_DDAY,Belgium,0.1
2004,SI_POV_LMIC,Belgium,0.1
2004,SI_POV_UMIC,Belgium,0.4
2005,SI_POV_DDAY,Belgium,0.2
2005,SI_POV_LMIC,Belgium,0.3
2005,SI_POV_UMIC,Belgium,0.5
2006,SI_POV_DDAY,Belgium,0.2
2006,SI_POV_LMIC,Belgium,0.2
2006,SI_POV_UMIC,Belgium,0.4
2007,SI_POV_DDAY,Belgium,0.2
2007,SI_POV_LMIC,Belgium,0.2
2007,SI_POV_UMIC,Belgium,0.4
2008,SI_POV_DDAY,Belgium,0.1
2008,SI_POV_LMIC,Belgium,0.1
2008,SI_POV_UMIC,Belgium,0.3
2009,SI_POV_DDAY,Belgium,0.1
2009,SI_POV_LMIC,Belgium,0.2
2009,SI_POV_UMIC,Belgium,0.3
2010,SI_POV_DDAY,Belgium,0.1
2010,SI_POV_LMIC,Belgium,0.2
2010,SI_POV_UMIC,Belgium,0.5
2011,SI_POV_DDAY,Belgium,0.2
2011,SI_POV_LMIC,Belgium,0.3
2011,SI_POV_UMIC,Belgium,0.6
2012,SI_POV_DDAY,Belgium,0.2
2012,SI_POV_LMIC,Belgium,0.2
2012,SI_POV_UMIC,Belgium,0.5
2013,SI_POV_DDAY,Belgium,0.1
2013,SI_POV_LMIC,Belgium,0.2
2013,SI_POV_UMIC,Belgium,0.5
2014,SI_POV_DDAY,Belgium,0.1
2014,SI_POV_LMIC,Belgium,0.1
2014,SI_POV_UMIC,Belgium,0.3
2015,SI_POV_DDAY,Belgium,0.1
2015,SI_POV_LMIC,Belgium,0.2
2015,SI_POV_UMIC,Belgium,0.2
2016,SI_POV_DDAY,Belgium,0.1
2016,SI_POV_LMIC,Belgium,0.1
2016,SI_POV_UMIC,Belgium,0.3
2017,SI_POV_DDAY,Belgium,0.1
2017,SI_POV_LMIC,Belgium,0.2
2017,SI_POV_UMIC,Belgium,0.4
2018,SI_POV_DDAY,Belgium,0.1
2018,SI_POV_LMIC,Belgium,0.1
2018,SI_POV_UMIC,Belgium,0.2
2019,SI_POV_DDAY,Belgium,0.1
2019,SI_POV_LMIC,Belgium,0.1
2019,SI_POV_UMIC,Belgium,0.2
2020,SI_POV_DDAY,Belgium,0.1
2020,SI_POV_LMIC,Belgium,0.1
2020,SI_POV_UMIC,Belgium,0.3
2006,SI_POV_DDAY,Bulgaria,5.8
2006,SI_POV_LMIC,Bulgaria,11.5
2006,SI_POV_UMIC,Bulgaria,28.5
2007,SI_POV_DDAY,Bulgaria,1.8
2007,SI_POV_LMIC,Bulgaria,4.9
2007,SI_POV_UMIC,Bulgaria,15.0
2008,SI_POV_DDAY,Bulgaria,1.3
2008,SI_POV_LMIC,Bulgaria,3.5
2008,SI_POV_UMIC,Bulgaria,11.3
2009,SI_POV_DDAY,Bulgaria,1.3
2009,SI_POV_LMIC,Bulgaria,3.0
2009,SI_POV_UMIC,Bulgaria,11.0
2010,SI_POV_DDAY,Bulgaria,2.0
2010,SI_POV_LMIC,Bulgaria,4.6
2010,SI_POV_UMIC,Bulgaria,13.4
2011,SI_POV_DDAY,Bulgaria,2.5
2011,SI_POV_LMIC,Bulgaria,5.1
2011,SI_POV_UMIC,Bulgaria,14.1
2012,SI_POV_DDAY,Bulgaria,2.3
2012,SI_POV_LMIC,Bulgaria,5.5
2012,SI_POV_UMIC,Bulgaria,14.1
2013,SI_POV_DDAY,Bulgaria,1.8
2013,SI_POV_LMIC,Bulgaria,5.0
2013,SI_POV_UMIC,Bulgaria,13.2
2014,SI_POV_DDAY,Bulgaria,1.7
2014,SI_POV_LMIC,Bulgaria,3.9
2014,SI_POV_UMIC,Bulgaria,11.0
2015,SI_POV_DDAY,Bulgaria,3.4
2015,SI_POV_LMIC,Bulgaria,6.1
2015,SI_POV_UMIC,Bulgaria,14.1
2016,SI_POV_DDAY,Bulgaria,2.0
2016,SI_POV_LMIC,Bulgaria,4.8
2016,SI_POV_UMIC,Bulgaria,10.4
2017,SI_POV_DDAY,Bulgaria,1.4
2017,SI_POV_LMIC,Bulgaria,3.5
2017,SI_POV_UMIC,Bulgaria,9.4
2018,SI_POV_DDAY,Bulgaria,0.9
2018,SI_POV_LMIC,Bulgaria,2.3
2018,SI_POV_UMIC,Bulgaria,8.0
2019,SI_POV_DDAY,Bulgaria,0.9
2019,SI_POV_LMIC,Bulgaria,2.8
2019,SI_POV_UMIC,Bulgaria,7.2
2020,SI_POV_DDAY,Bulgaria,0.2
2020,SI_POV_LMIC,Bulgaria,1.4
2020,SI_POV_UMIC,Bulgaria,4.5
2009,SI_POV_DDAY,Croatia,0.9
2009,SI_POV_LMIC,Croatia,1.6
2009,SI_POV_UMIC,Croatia,5.1
2010,SI_POV_DDAY,Croatia,1.2
2010,SI_POV_LMIC,Croatia,2.2
2010,SI_POV_UMIC,Croatia,6.6
2011,SI_POV_DDAY,Croatia,0.6
2011,SI_POV_LMIC,Croatia,1.8
2011,SI_POV_UMIC,Croatia,7.5
2012,SI_POV_DDAY,Croatia,0.8
2012,SI_POV_LMIC,Croatia,2.0
2012,SI_POV_UMIC,Croatia,8.1
2013,SI_POV_DDAY,Croatia,0.7
2013,SI_POV_LMIC,Croatia,2.0
2013,SI_POV_UMIC,Croatia,7.8
2014,SI_POV_DDAY,Croatia,1.0
2014,SI_POV_LMIC,Croatia,1.7
2014,SI_POV_UMIC,Croatia,6.6
2015,SI_POV_DDAY,Croatia,0.6
2015,SI_POV_LMIC,Croatia,1.3
2015,SI_POV_UMIC,Croatia,5.8
2016,SI_POV_DDAY,Croatia,0.6
2016,SI_POV_LMIC,Croatia,1.3
2016,SI_POV_UMIC,Croatia,4.7
2017,SI_POV_DDAY,Croatia,0.5
2017,SI_POV_LMIC,Croatia,1.1
2017,SI_POV_UMIC,Croatia,4.2
2018,SI_POV_DDAY,Croatia,0.4
2018,SI_POV_LMIC,Croatia,0.7
2018,SI_POV_UMIC,Croatia,2.7
2019,SI_POV_DDAY,Croatia,0.3
2019,SI_POV_LMIC,Croatia,0.6
2019,SI_POV_UMIC,Croatia,2.4
2020,SI_POV_DDAY,Croatia,0.3
2020,SI_POV_LMIC,Croatia,0.7
2020,SI_POV_UMIC,Croatia,2.1
2004,SI_POV_DDAY,Cyprus,0.1
2004,SI_POV_LMIC,Cyprus,0.1
2004,SI_POV_UMIC,Cyprus,0.3
2005,SI_POV_DDAY,Cyprus,0.0
2005,SI_POV_LMIC,Cyprus,0.1
2005,SI_POV_UMIC,Cyprus,0.1
2006,SI_POV_DDAY,Cyprus,0.0
2006,SI_POV_LMIC,Cyprus,0.0
2006,SI_POV_UMIC,Cyprus,0.0
2007,SI_POV_DDAY,Cyprus,0.0
2007,SI_POV_LMIC,Cyprus,0.0
2007,SI_POV_UMIC,Cyprus,0.1
2008,SI_POV_DDAY,Cyprus,0.0
2008,SI_POV_LMIC,Cyprus,0.0
2008,SI_POV_UMIC,Cyprus,0.0
2009,SI_POV_DDAY,Cyprus,0.1
2009,SI_POV_LMIC,Cyprus,0.1
2009,SI_POV_UMIC,Cyprus,0.2
2010,SI_POV_DDAY,Cyprus,0.0
2010,SI_POV_LMIC,Cyprus,0.1
2010,SI_POV_UMIC,Cyprus,0.2
2011,SI_POV_DDAY,Cyprus,0.0
2011,SI_POV_LMIC,Cyprus,0.0
2011,SI_POV_UMIC,Cyprus,0.2
2012,SI_POV_DDAY,Cyprus,0.0
2012,SI_POV_LMIC,Cyprus,0.0
2012,SI_POV_UMIC,Cyprus,0.1
2013,SI_POV_DDAY,Cyprus,0.1
2013,SI_POV_LMIC,Cyprus,0.2
2013,SI_POV_UMIC,Cyprus,0.3
2014,SI_POV_DDAY,Cyprus,0.1
2014,SI_POV_LMIC,Cyprus,0.2
2014,SI_POV_UMIC,Cyprus,0.4
2015,SI_POV_DDAY,Cyprus,0.0
2015,SI_POV_LMIC,Cyprus,0.1
2015,SI_POV_UMIC,Cyprus,0.1
2016,SI_POV_DDAY,Cyprus,0.0
2016,SI_POV_LMIC,Cyprus,0.1
2016,SI_POV_UMIC,Cyprus,0.1
2017,SI_POV_DDAY,Cyprus,0.0
2017,SI_POV_LMIC,Cyprus,0.1
2017,SI_POV_UMIC,Cyprus,0.1
2018,SI_POV_DDAY,Cyprus,0.0
2018,SI_POV_LMIC,Cyprus,0.1
2018,SI_POV_UMIC,Cyprus,0.2
2019,SI_POV_DDAY,Cyprus,0.2
2019,SI_POV_LMIC,Cyprus,0.2
2019,SI_POV_UMIC,Cyprus,0.3
2020,SI_POV_DDAY,Cyprus,0.0
2020,SI_POV_LMIC,Cyprus,0.1
2020,SI_POV_UMIC,Cyprus,0.2
2002,SI_POV_DDAY,Czechia,0.0
2002,SI_POV_LMIC,Czechia,0.0
2002,SI_POV_UMIC,Czechia,0.7
2004,SI_POV_DDAY,Czechia,0.0
2004,SI_POV_LMIC,Czechia,0.0
2004,SI_POV_UMIC,Czechia,1.3
2005,SI_POV_DDAY,Czechia,0.0
2005,SI_POV_LMIC,Czechia,0.1
2005,SI_POV_UMIC,Czechia,0.8
2006,SI_POV_DDAY,Czechia,0.1
2006,SI_POV_LMIC,Czechia,0.1
2006,SI_POV_UMIC,Czechia,0.8
2007,SI_POV_DDAY,Czechia,0.1
2007,SI_POV_LMIC,Czechia,0.2
2007,SI_POV_UMIC,Czechia,0.7
2008,SI_POV_DDAY,Czechia,0.0
2008,SI_POV_LMIC,Czechia,0.1
2008,SI_POV_UMIC,Czechia,0.5
2009,SI_POV_DDAY,Czechia,0.0
2009,SI_POV_LMIC,Czechia,0.1
2009,SI_POV_UMIC,Czechia,0.8
2010,SI_POV_DDAY,Czechia,0.0
2010,SI_POV_LMIC,Czechia,0.1
2010,SI_POV_UMIC,Czechia,0.9
2011,SI_POV_DDAY,Czechia,0.0
2011,SI_POV_LMIC,Czechia,0.1
2011,SI_POV_UMIC,Czechia,0.8
2012,SI_POV_DDAY,Czechia,0.0
2012,SI_POV_LMIC,Czechia,0.1
2012,SI_POV_UMIC,Czechia,0.9
2013,SI_POV_DDAY,Czechia,0.0
2013,SI_POV_LMIC,Czechia,0.1
2013,SI_POV_UMIC,Czechia,0.7
2014,SI_POV_DDAY,Czechia,0.0
2014,SI_POV_LMIC,Czechia,0.1
2014,SI_POV_UMIC,Czechia,0.8
2015,SI_POV_DDAY,Czechia,0.0
2015,SI_POV_LMIC,Czechia,0.0
2015,SI_POV_UMIC,Czechia,0.4
2016,SI_POV_DDAY,Czechia,0.0
2016,SI_POV_LMIC,Czechia,0.1
2016,SI_POV_UMIC,Czechia,0.7
2017,SI_POV_DDAY,Czechia,0.0
2017,SI_POV_LMIC,Czechia,0.1
2017,SI_POV_UMIC,Czechia,0.5
2018,SI_POV_DDAY,Czechia,0.0
2018,SI_POV_LMIC,Czechia,0.0
2018,SI_POV_UMIC,Czechia,0.2
2019,SI_POV_DDAY,Czechia,0.0
2019,SI_POV_LMIC,Czechia,0.0
2019,SI_POV_UMIC,Czechia,0.3
2020,SI_POV_DDAY,Czechia,0.0
2020,SI_POV_LMIC,Czechia,0.0
2020,SI_POV_UMIC,Czechia,0.4
2000,SI_POV_DDAY,Denmark,0.0
2000,SI_POV_LMIC,Denmark,0.0
2000,SI_POV_UMIC,Denmark,0.2
2003,SI_POV_DDAY,Denmark,0.3
2003,SI_POV_LMIC,Denmark,0.4
2003,SI_POV_UMIC,Denmark,0.4
2004,SI_POV_DDAY,Denmark,0.3
2004,SI_POV_LMIC,Denmark,0.3
2004,SI_POV_UMIC,Denmark,0.4
2005,SI_POV_DDAY,Denmark,0.3
2005,SI_POV_LMIC,Denmark,0.3
2005,SI_POV_UMIC,Denmark,0.5
2006,SI_POV_DDAY,Denmark,0.1
2006,SI_POV_LMIC,Denmark,0.2
2006,SI_POV_UMIC,Denmark,0.3
2007,SI_POV_DDAY,Denmark,0.0
2007,SI_POV_LMIC,Denmark,0.3
2007,SI_POV_UMIC,Denmark,0.6
2008,SI_POV_DDAY,Denmark,0.1
2008,SI_POV_LMIC,Denmark,0.4
2008,SI_POV_UMIC,Denmark,0.8
2009,SI_POV_DDAY,Denmark,0.5
2009,SI_POV_LMIC,Denmark,0.6
2009,SI_POV_UMIC,Denmark,1.0
2010,SI_POV_DDAY,Denmark,0.1
2010,SI_POV_LMIC,Denmark,0.1
2010,SI_POV_UMIC,Denmark,0.2
2011,SI_POV_DDAY,Denmark,0.0
2011,SI_POV_LMIC,Denmark,0.0
2011,SI_POV_UMIC,Denmark,0.6
2012,SI_POV_DDAY,Denmark,0.0
2012,SI_POV_LMIC,Denmark,0.0
2012,SI_POV_UMIC,Denmark,0.4
2013,SI_POV_DDAY,Denmark,0.3
2013,SI_POV_LMIC,Denmark,0.3
2013,SI_POV_UMIC,Denmark,0.6
2014,SI_POV_DDAY,Denmark,0.2
2014,SI_POV_LMIC,Denmark,0.2
2014,SI_POV_UMIC,Denmark,0.7
2015,SI_POV_DDAY,Denmark,0.2
2015,SI_POV_LMIC,Denmark,0.3
2015,SI_POV_UMIC,Denmark,0.4
2016,SI_POV_DDAY,Denmark,0.3
2016,SI_POV_LMIC,Denmark,0.3
2016,SI_POV_UMIC,Denmark,0.5
2017,SI_POV_DDAY,Denmark,0.1
2017,SI_POV_LMIC,Denmark,0.2
2017,SI_POV_UMIC,Denmark,0.3
2018,SI_POV_DDAY,Denmark,0.2
2018,SI_POV_LMIC,Denmark,0.2
2018,SI_POV_UMIC,Denmark,0.3
2019,SI_POV_DDAY,Denmark,0.3
2019,SI_POV_LMIC,Denmark,0.3
2019,SI_POV_UMIC,Denmark,0.4
2020,SI_POV_DDAY,Denmark,0.2
2020,SI_POV_LMIC,Denmark,0.2
2020,SI_POV_UMIC,Denmark,0.4
2003,SI_POV_DDAY,Estonia,2.5
2003,SI_POV_LMIC,Estonia,5.5
2003,SI_POV_UMIC,Estonia,16.9
2004,SI_POV_DDAY,Estonia,1.1
2004,SI_POV_LMIC,Estonia,3.2
2004,SI_POV_UMIC,Estonia,10.9
2005,SI_POV_DDAY,Estonia,0.8
2005,SI_POV_LMIC,Estonia,1.9
2005,SI_POV_UMIC,Estonia,7.6
2006,SI_POV_DDAY,Estonia,0.8
2006,SI_POV_LMIC,Estonia,1.4
2006,SI_POV_UMIC,Estonia,4.6
2007,SI_POV_DDAY,Estonia,0.4
2007,SI_POV_LMIC,Estonia,0.9
2007,SI_POV_UMIC,Estonia,3.0
2008,SI_POV_DDAY,Estonia,0.4
2008,SI_POV_LMIC,Estonia,0.9
2008,SI_POV_UMIC,Estonia,3.0
2009,SI_POV_DDAY,Estonia,0.6
2009,SI_POV_LMIC,Estonia,1.2
2009,SI_POV_UMIC,Estonia,4.0
2010,SI_POV_DDAY,Estonia,0.8
2010,SI_POV_LMIC,Estonia,1.8
2010,SI_POV_UMIC,Estonia,5.8
2011,SI_POV_DDAY,Estonia,1.0
2011,SI_POV_LMIC,Estonia,1.6
2011,SI_POV_UMIC,Estonia,4.7
2012,SI_POV_DDAY,Estonia,0.7
2012,SI_POV_LMIC,Estonia,1.5
2012,SI_POV_UMIC,Estonia,4.1
2013,SI_POV_DDAY,Estonia,0.9
2013,SI_POV_LMIC,Estonia,1.6
2013,SI_POV_UMIC,Estonia,4.2
2014,SI_POV_DDAY,Estonia,0.8
2014,SI_POV_LMIC,Estonia,1.4
2014,SI_POV_UMIC,Estonia,4.0
2015,SI_POV_DDAY,Estonia,0.6
2015,SI_POV_LMIC,Estonia,0.9
2015,SI_POV_UMIC,Estonia,2.3
2016,SI_POV_DDAY,Estonia,0.5
2016,SI_POV_LMIC,Estonia,0.7
2016,SI_POV_UMIC,Estonia,1.8
2017,SI_POV_DDAY,Estonia,0.3
2017,SI_POV_LMIC,Estonia,0.6
2017,SI_POV_UMIC,Estonia,1.3
2018,SI_POV_DDAY,Estonia,0.2
2018,SI_POV_LMIC,Estonia,0.5
2018,SI_POV_UMIC,Estonia,1.1
2019,SI_POV_DDAY,Estonia,0.6
2019,SI_POV_LMIC,Estonia,0.9
2019,SI_POV_UMIC,Estonia,1.4
2020,SI_POV_DDAY,Estonia,0.3
2020,SI_POV_LMIC,Estonia,0.5
2020,SI_POV_UMIC,Estonia,1.3
2000,SI_POV_DDAY,Finland,0.0
2000,SI_POV_LMIC,Finland,0.0
2000,SI_POV_UMIC,Finland,0.2
2003,SI_POV_DDAY,Finland,0.0
2003,SI_POV_LMIC,Finland,0.1
2003,SI_POV_UMIC,Finland,0.2
2004,SI_POV_DDAY,Finland,0.0
2004,SI_POV_LMIC,Finland,0.1
2004,SI_POV_UMIC,Finland,0.2
2005,SI_POV_DDAY,Finland,0.1
2005,SI_POV_LMIC,Finland,0.1
2005,SI_POV_UMIC,Finland,0.2
2006,SI_POV_DDAY,Finland,0.1
2006,SI_POV_LMIC,Finland,0.1
2006,SI_POV_UMIC,Finland,0.2
2007,SI_POV_DDAY,Finland,0.1
2007,SI_POV_LMIC,Finland,0.1
2007,SI_POV_UMIC,Finland,0.1
2008,SI_POV_DDAY,Finland,0.1
2008,SI_POV_LMIC,Finland,0.1
2008,SI_POV_UMIC,Finland,0.2
2009,SI_POV_DDAY,Finland,0.1
2009,SI_POV_LMIC,Finland,0.1
2009,SI_POV_UMIC,Finland,0.1
2010,SI_POV_DDAY,Finland,0.1
2010,SI_POV_LMIC,Finland,0.1
2010,SI_POV_UMIC,Finland,0.2
2011,SI_POV_DDAY,Finland,0.0
2011,SI_POV_LMIC,Finland,0.1
2011,SI_POV_UMIC,Finland,0.1
2012,SI_POV_DDAY,Finland,0.1
2012,SI_POV_LMIC,Finland,0.1
2012,SI_POV_UMIC,Finland,0.2
2013,SI_POV_DDAY,Finland,0.1
2013,SI_POV_LMIC,Finland,0.1
2013,SI_POV_UMIC,Finland,0.2
2014,SI_POV_DDAY,Finland,0.1
2014,SI_POV_LMIC,Finland,0.1
2014,SI_POV_UMIC,Finland,0.2
2015,SI_POV_DDAY,Finland,0.1
2015,SI_POV_LMIC,Finland,0.1
2015,SI_POV_UMIC,Finland,0.2
2016,SI_POV_DDAY,Finland,0.0
2016,SI_POV_LMIC,Finland,0.1
2016,SI_POV_UMIC,Finland,0.2
2017,SI_POV_DDAY,Finland,0.1
2017,SI_POV_LMIC,Finland,0.1
2017,SI_POV_UMIC,Finland,0.1
2018,SI_POV_DDAY,Finland,0.1
2018,SI_POV_LMIC,Finland,0.1
2018,SI_POV_UMIC,Finland,0.2
2019,SI_POV_DDAY,Finland,0.0
2019,SI_POV_LMIC,Finland,0.1
2019,SI_POV_UMIC,Finland,0.2
2020,SI_POV_DDAY,Finland,0.0
2020,SI_POV_LMIC,Finland,0.0
2020,SI_POV_UMIC,Finland,0.1
1998,SI_POV_DDAY,France,0.0
1998,SI_POV_LMIC,France,0.2
1998,SI_POV_UMIC,France,0.5
1999,SI_POV_DDAY,France,0.0
1999,SI_POV_LMIC,France,0.2
1999,SI_POV_UMIC,France,0.5
2000,SI_POV_DDAY,France,0.0
2000,SI_POV_LMIC,France,0.2
2000,SI_POV_UMIC,France,0.5
2001,SI_POV_DDAY,France,0.0
2001,SI_POV_LMIC,France,0.2
2001,SI_POV_UMIC,France,0.2
2002,SI_POV_DDAY,France,0.0
2002,SI_POV_LMIC,France,0.0
2002,SI_POV_UMIC,France,0.2
2003,SI_POV_DDAY,France,0.2
2003,SI_POV_LMIC,France,0.2
2003,SI_POV_UMIC,France,0.4
2004,SI_POV_DDAY,France,0.0
2004,SI_POV_LMIC,France,0.1
2004,SI_POV_UMIC,France,0.3
2005,SI_POV_DDAY,France,0.0
2005,SI_POV_LMIC,France,0.1
2005,SI_POV_UMIC,France,0.3
2006,SI_POV_DDAY,France,0.0
2006,SI_POV_LMIC,France,0.1
2006,SI_POV_UMIC,France,0.2
2007,SI_POV_DDAY,France,0.0
2007,SI_POV_LMIC,France,0.0
2007,SI_POV_UMIC,France,0.1
2008,SI_POV_DDAY,France,0.0
2008,SI_POV_LMIC,France,0.0
2008,SI_POV_UMIC,France,0.1
2009,SI_POV_DDAY,France,0.0
2009,SI_POV_LMIC,France,0.1
2009,SI_POV_UMIC,France,0.4
2010,SI_POV_DDAY,France,0.1
2010,SI_POV_LMIC,France,0.1
2010,SI_POV_UMIC,France,0.3
2011,SI_POV_DDAY,France,0.0
2011,SI_POV_LMIC,France,0.1
2011,SI_POV_UMIC,France,0.2
2012,SI_POV_DDAY,France,0.1
2012,SI_POV_LMIC,France,0.1
2012,SI_POV_UMIC,France,0.3
2013,SI_POV_DDAY,France,0.1
2013,SI_POV_LMIC,France,0.1
2013,SI_POV_UMIC,France,0.2
2014,SI_POV_DDAY,France,0.0
2014,SI_POV_LMIC,France,0.0
2014,SI_POV_UMIC,France,0.2
2015,SI_POV_DDAY,France,0.1
2015,SI_POV_LMIC,France,0.2
2015,SI_POV_UMIC,France,0.3
2016,SI_POV_DDAY,France,0.1
2016,SI_POV_LMIC,France,0.1
2016,SI_POV_UMIC,France,0.3
2017,SI_POV_DDAY,France,0.0
2017,SI_POV_LMIC,France,0.0
2017,SI_POV_UMIC,France,0.1
2018,SI_POV_DDAY,France,0.0
2018,SI_POV_LMIC,France,0.1
2018,SI_POV_UMIC,France,0.1
2019,SI_POV_DDAY,France,0.1
2019,SI_POV_LMIC,France,0.1
2019,SI_POV_UMIC,France,0.4
2020,SI_POV_DDAY,France,0.1
2020,SI_POV_LMIC,France,0.2
2020,SI_POV_UMIC,France,0.4
1998,SI_POV_DDAY,Germany,0.0
1998,SI_POV_LMIC,Germany,0.0
1998,SI_POV_UMIC,Germany,0.2
1999,SI_POV_DDAY,Germany,0.0
1999,SI_POV_LMIC,Germany,0.2
1999,SI_POV_UMIC,Germany,0.2
2000,SI_POV_DDAY,Germany,0.0
2000,SI_POV_LMIC,Germany,0.0
2000,SI_POV_UMIC,Germany,0.2
2001,SI_POV_DDAY,Germany,0.0
2001,SI_POV_LMIC,Germany,0.2
2001,SI_POV_UMIC,Germany,0.2
2002,SI_POV_DDAY,Germany,0.0
2002,SI_POV_LMIC,Germany,0.0
2002,SI_POV_UMIC,Germany,0.2
2003,SI_POV_DDAY,Germany,0.0
2003,SI_POV_LMIC,Germany,0.2
2003,SI_POV_UMIC,Germany,0.5
2004,SI_POV_DDAY,Germany,0.0
2004,SI_POV_LMIC,Germany,0.0
2004,SI_POV_UMIC,Germany,0.2
2005,SI_POV_DDAY,Germany,0.0
2005,SI_POV_LMIC,Germany,0.0
2005,SI_POV_UMIC,Germany,0.2
2006,SI_POV_DDAY,Germany,0.0
2006,SI_POV_LMIC,Germany,0.0
2006,SI_POV_UMIC,Germany,0.2
2007,SI_POV_DDAY,Germany,0.0
2007,SI_POV_LMIC,Germany,0.0
2007,SI_POV_UMIC,Germany,0.2
2008,SI_POV_DDAY,Germany,0.0
2008,SI_POV_LMIC,Germany,0.2
2008,SI_POV_UMIC,Germany,0.2
2009,SI_POV_DDAY,Germany,0.0
2009,SI_POV_LMIC,Germany,0.0
2009,SI_POV_UMIC,Germany,0.2
2010,SI_POV_DDAY,Germany,0.0
2010,SI_POV_LMIC,Germany,0.2
2010,SI_POV_UMIC,Germany,0.2
2011,SI_POV_DDAY,Germany,0.0
2011,SI_POV_LMIC,Germany,0.0
2011,SI_POV_UMIC,Germany,0.2
2012,SI_POV_DDAY,Germany,0.0
2012,SI_POV_LMIC,Germany,0.0
2012,SI_POV_UMIC,Germany,0.2
2013,SI_POV_DDAY,Germany,0.0
2013,SI_POV_LMIC,Germany,0.0
2013,SI_POV_UMIC,Germany,0.2
2014,SI_POV_DDAY,Germany,0.0
2014,SI_POV_LMIC,Germany,0.2
2014,SI_POV_UMIC,Germany,0.2
2015,SI_POV_DDAY,Germany,0.0
2015,SI_POV_LMIC,Germany,0.0
2015,SI_POV_UMIC,Germany,0.2
2016,SI_POV_DDAY,Germany,0.0
2016,SI_POV_LMIC,Germany,0.2
2016,SI_POV_UMIC,Germany,0.2
2017,SI_POV_DDAY,Germany,0.2
2017,SI_POV_LMIC,Germany,0.5
2017,SI_POV_UMIC,Germany,1.0
2018,SI_POV_DDAY,Germany,0.0
2018,SI_POV_LMIC,Germany,0.2
2018,SI_POV_UMIC,Germany,0.2
2019,SI_POV_DDAY,Germany,0.0
2019,SI_POV_LMIC,Germany,0.2
2019,SI_POV_UMIC,Germany,0.2
2000,SI_POV_DDAY,Greece,0.5
2000,SI_POV_LMIC,Greece,1.0
2000,SI_POV_UMIC,Greece,2.7
2003,SI_POV_DDAY,Greece,0.5
2003,SI_POV_LMIC,Greece,0.7
2003,SI_POV_UMIC,Greece,1.9
2004,SI_POV_DDAY,Greece,0.6
2004,SI_POV_LMIC,Greece,1.0
2004,SI_POV_UMIC,Greece,1.9
2005,SI_POV_DDAY,Greece,0.3
2005,SI_POV_LMIC,Greece,0.5
2005,SI_POV_UMIC,Greece,1.7
2006,SI_POV_DDAY,Greece,0.6
2006,SI_POV_LMIC,Greece,0.9
2006,SI_POV_UMIC,Greece,2.2
2007,SI_POV_DDAY,Greece,0.5
2007,SI_POV_LMIC,Greece,0.7
2007,SI_POV_UMIC,Greece,1.7
2008,SI_POV_DDAY,Greece,0.3
2008,SI_POV_LMIC,Greece,0.5
2008,SI_POV_UMIC,Greece,1.6
