Year,SeriesCode,Country,Education level,Location,Quantile,Sex,Value
2008,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,98
2008,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,98
2008,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,97
2009,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,86
2009,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,83
2009,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,80
2009,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,80
2009,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2009,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,81
2009,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2009,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,98
2009,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,97
2009,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,97
2009,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,98
2009,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2009,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,99
2009,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,98
2009,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,82
2009,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,84
2009,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,82
2009,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2009,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2009,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2009,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,80
2009,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2009,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2009,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2009,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,98
2009,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,97
2009,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,98
2010,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,99
2010,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,99
2010,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,76
2010,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2010,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2010,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,99
2010,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,82
2010,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,99
2010,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,96
2010,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,98
2010,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2010,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2010,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,98
2010,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,97
2010,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,97
2010,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,98
2010,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,97
2010,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2010,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2010,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,77
2010,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2010,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,73
2010,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,80
2010,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,87
2010,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,93
2010,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,87
2010,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,81
2011,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,84
2011,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,87
2011,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,91
2011,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2011,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,77
2011,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2011,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2011,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2011,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,98
2011,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,99
2011,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,85
2011,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,80
2011,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,75
2011,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2011,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,79
2011,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2011,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,82
2011,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2011,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2011,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,97
2011,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,97
2011,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2011,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2011,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2011,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2011,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,98
2011,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,100
2012,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,98
2012,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,97
2012,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,95
2012,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,98
2012,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,97
2012,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2012,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,99
2012,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,77
2012,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,83
2012,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,90
2012,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,95
2012,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,91
2012,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,85
2012,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,99
2012,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,99
2012,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2012,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,80
2012,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,99
2012,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2012,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,99
2012,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,86
2012,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2012,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,80
2012,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2012,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,98
2012,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2012,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2013,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,83
2013,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2013,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,89
2013,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,99
2013,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,97
2013,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,89
2013,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,93
2013,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,96
2013,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,93
2013,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,89
2013,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,78
2013,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,84
2013,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,99
2013,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,98
2013,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,98
2013,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,98
2013,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2014,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2014,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,98
2014,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2014,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2014,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,89
2014,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2014,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,84
2014,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2014,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,82
2014,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,96
2014,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,98
2014,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,99
2014,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,99
2014,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2014,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2014,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2014,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,87
2014,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2014,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,90
2014,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,92
2014,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,93
2014,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,91
2014,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,87
2014,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,99
2014,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,94
2014,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,97
2014,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,99
2015,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,92
2015,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,93
2015,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,94
2015,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,89
2015,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,83
2015,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,75
2015,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2015,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2015,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,99
2015,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,100
2015,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,98
2015,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,98
2015,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2015,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2015,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2015,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,83
2015,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,86
2015,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2015,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2015,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2015,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,80
2015,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2015,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2015,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,99
2015,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2015,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,99
2015,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,99
2016,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2016,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,80
2016,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2016,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,90
2016,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,86
2016,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,98
2016,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2016,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2016,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2016,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,99
2016,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,99
2016,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,99
2016,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2016,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,85
2016,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,79
2016,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2016,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2016,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,72
2016,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,86
2016,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,90
2016,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,94
2017,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,86
2017,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2017,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,84
2017,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2017,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2017,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,100
2017,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,90
2017,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,94
2017,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,94
2017,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,95
2017,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,69
2017,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2017,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,77
2017,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,87
2017,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,99
2017,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,100
2018,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2018,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2018,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,98
2018,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,100
2018,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,98
2018,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,99
2018,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2018,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2018,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,86
2018,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,89
2018,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,92
2018,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,95
2018,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,93
2018,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2018,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2018,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2018,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,88
2018,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2018,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2018,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2018,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,90
2018,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,87
2018,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,99
2018,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,98
2018,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2018,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,99
2019,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Male,84
2019,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Male,100
2019,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Both sexes,100
2019,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Both sexes,87
2019,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Both sexes,86
2019,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2019,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2019,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2019,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2019,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Female,100
2019,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Both sexes,100
2019,SE_TOT_CPLR,Latvia,LOWSEC,Urban,Total or no breakdown,Male,100
2019,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Female,98
2019,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Female,89
2019,SE_TOT_CPLR,Latvia,UPPSEC,Rural,Total or no breakdown,Female,91
2019,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Female,88
2019,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Both sexes,86
2019,SE_TOT_CPLR,Latvia,UPPSEC,Urban,Total or no breakdown,Male,84
2019,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2019,SE_TOT_CPLR,Latvia,UPPSEC,All areas,Total or no breakdown,Male,84
2019,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Female,100
2019,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Female,100
2019,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Male,100
2019,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Both sexes,97
2019,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Male,99
2019,SE_TOT_CPLR,Latvia,LOWSEC,Rural,Total or no breakdown,Female,95
2019,SE_TOT_CPLR,Latvia,LOWSEC,All areas,Total or no breakdown,Male,100
2020,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Male,100
2020,SE_TOT_CPLR,Latvia,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2020,SE_TOT_CPLR,Latvia,PRIMAR,Urban,Total or no breakdown,Female,100
2020,SE_TOT_CPLR,Latvia,PRIMAR,Rural,Total or no breakdown,Both sexes,100
