Year,SeriesCode,Country,Age,Location,Sex,Value
2014,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,45
2016,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,21
2016,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,14
2017,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,22
2017,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,17
2017,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,23
2014,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,40
2015,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,41
2015,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,43
2015,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,40
2015,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,35
2017,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,21
2017,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,19
2017,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,20
2018,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,17
2018,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,23
2018,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,24
2018,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,23
2018,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,20
2018,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,22
2019,SD_MDP_MUHC,Luxembourg,ALLAGE,Rural,Both sexes,19
2015,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,55
2015,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,43
2016,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,39
2016,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,40
2016,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,54
2016,SD_MDP_MUHC,North Macedonia,ALLAGE,Rural,Both sexes,45
2016,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,41
2017,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,46
2017,SD_MDP_MUHC,North Macedonia,ALLAGE,Urban,Both sexes,41
2017,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,42
2017,SD_MDP_MUHC,North Macedonia,ALLAGE,Rural,Both sexes,44
2017,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,42
2019,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,20
2019,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,22
2019,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,26
2019,SD_MDP_MUHC,Luxembourg,ALLAGE,Urban,Both sexes,22
2019,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,21
2016,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,32
2016,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,29
2016,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,26
2016,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,28
2016,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,29
2016,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,34
2016,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,42
2016,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,46
2017,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,41
2017,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,37
2017,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,39
2017,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,40
2017,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,52
2017,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,33
2018,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,26
2020,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,21
2020,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,21
2020,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,21
2020,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,24
2021,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Female,26
2018,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,33
2018,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,31
2018,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,47
2018,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,35
2018,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,33
2021,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Both sexes,23
2021,SD_MDP_MUHC,Luxembourg,<16Y,All areas,Both sexes,21
2021,SD_MDP_MUHC,Luxembourg,ALLAGE,All areas,Male,20
2010,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,20
2010,SD_MDP_MUHC,Malta,<18Y,All areas,Both sexes,27
2019,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,34
2019,SD_MDP_MUHC,Bulgaria,ALLAGE,Rural,Both sexes,49
2019,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,33
2019,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,31
2019,SD_MDP_MUHC,Bulgaria,ALLAGE,Urban,Both sexes,26
2017,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,24
2017,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,30
2017,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,26
2017,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,25
2017,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,25
2019,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,34
2020,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,32
2020,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,30
2020,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,33
2020,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,34
2010,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,21
2010,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,21
2010,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,22
2011,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,21
2011,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,23
2017,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,24
2018,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,26
2018,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,23
2018,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,24
2018,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,25
2021,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,29
2021,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,32
2021,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,34
2021,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,33
2022,SD_MDP_MUHC,Bulgaria,<16Y,All areas,Both sexes,34
2011,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,27
2011,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,22
2011,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,22
2012,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,22
2012,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,24
2012,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,23
2012,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,31
2012,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,23
2013,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,25
2013,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,25
2018,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,23
2018,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,25
2019,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,23
2019,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,25
2019,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,21
2019,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,23
2019,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,22
2019,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,22
2020,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,23
2020,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,20
2022,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Female,35
2022,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Both sexes,32
2022,SD_MDP_MUHC,Bulgaria,ALLAGE,All areas,Male,29
2011,SD_MDP_MUHC,Chile,<18Y,All areas,Both sexes,26
2011,SD_MDP_MUHC,Chile,ALLAGE,Rural,Both sexes,43
2013,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,33
2013,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,24
2013,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,26
2014,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,24
2014,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,23
2020,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,22
2020,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,21
2021,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,20
2021,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,16
2021,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,17
2011,SD_MDP_MUHC,Chile,ALLAGE,All areas,Both sexes,24
2011,SD_MDP_MUHC,Chile,ALLAGE,All areas,Male,25
2011,SD_MDP_MUHC,Chile,ALLAGE,Urban,Both sexes,22
2011,SD_MDP_MUHC,Chile,ALLAGE,All areas,Female,24
2013,SD_MDP_MUHC,Chile,ALLAGE,Rural,Both sexes,35
2013,SD_MDP_MUHC,Chile,ALLAGE,All areas,Both sexes,20
2013,SD_MDP_MUHC,Chile,ALLAGE,Urban,Both sexes,18
2014,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,32
2014,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,25
2014,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,24
2015,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,22
2015,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,23
2015,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,23
2015,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,28
2015,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,24
2016,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,20
2016,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,23
2013,SD_MDP_MUHC,Chile,ALLAGE,All areas,Female,20
2013,SD_MDP_MUHC,Chile,<18Y,All areas,Both sexes,23
2013,SD_MDP_MUHC,Chile,ALLAGE,All areas,Male,21
2015,SD_MDP_MUHC,Chile,ALLAGE,All areas,Female,20
2015,SD_MDP_MUHC,Chile,ALLAGE,Urban,Both sexes,19
2015,SD_MDP_MUHC,Chile,ALLAGE,All areas,Both sexes,21
2021,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,19
2010,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,14
2010,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,16
2010,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,13
2010,SD_MDP_MUHC,Czechia,<18Y,All areas,Both sexes,19
2016,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,20
2016,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,20
2016,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,20
2017,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,19
2017,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,20
2017,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,19
2017,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,19
2017,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,23
2018,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,21
2018,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,19
2015,SD_MDP_MUHC,Chile,<18Y,All areas,Both sexes,23
2015,SD_MDP_MUHC,Chile,ALLAGE,All areas,Male,21
2015,SD_MDP_MUHC,Chile,ALLAGE,Rural,Both sexes,33
2017,SD_MDP_MUHC,Chile,ALLAGE,Rural,Both sexes,37
2017,SD_MDP_MUHC,Chile,ALLAGE,All areas,Both sexes,21
2017,SD_MDP_MUHC,Chile,ALLAGE,Urban,Both sexes,18
2018,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,17
2018,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,19
2018,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,23
2019,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,24
2019,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,20
2010,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,16
2010,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,13
2011,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,15
2011,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,17
2011,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,14
2019,SD_MDP_MUHC,Malta,ALLAGE,Urban,Both sexes,20
2019,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,19
2019,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,21
2020,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,22
2020,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,18
2011,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,19
2011,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,14
2011,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,17
2012,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,15
2012,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,17
2020,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,19
2020,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,21
2021,SD_MDP_MUHC,Malta,ALLAGE,All areas,Both sexes,20
2021,SD_MDP_MUHC,Malta,<16Y,All areas,Both sexes,23
2021,SD_MDP_MUHC,Malta,ALLAGE,All areas,Female,22
2017,SD_MDP_MUHC,Chile,ALLAGE,All areas,Female,20
2017,SD_MDP_MUHC,Chile,<18Y,All areas,Both sexes,23
2017,SD_MDP_MUHC,Chile,ALLAGE,All areas,Male,21
2010,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,23
2010,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,51
2010,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,30
2017,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,42
2018,SD_MDP_MUHC,North Macedonia,ALLAGE,Urban,Both sexes,39
2018,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Female,41
2018,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,41
2018,SD_MDP_MUHC,North Macedonia,<16Y,All areas,Both sexes,45
2018,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,41
2012,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,14
2012,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,15
2012,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,15
2012,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,18
2013,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,16
2013,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,16
2013,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,14
2013,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,15
2013,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,13
2013,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,15
2014,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,16
2014,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,13
2014,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,15
2014,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,15
2014,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,19
2014,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,15
2015,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,18
2015,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,15
2015,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,14
2015,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,16
2021,SD_MDP_MUHC,Malta,ALLAGE,All areas,Male,19
2010,SD_MDP_MUHC,Mexico,ALLAGE,Urban,Both sexes,40
2010,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Male,46
2010,SD_MDP_MUHC,Mexico,ALLAGE,Rural,Both sexes,65
2010,SD_MDP_MUHC,Mexico,<18Y,All areas,Both sexes,54
2010,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Both sexes,46
2010,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Female,46
2018,SD_MDP_MUHC,North Macedonia,ALLAGE,Rural,Both sexes,47
2019,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Both sexes,40
2019,SD_MDP_MUHC,North Macedonia,ALLAGE,Rural,Both sexes,48
2019,SD_MDP_MUHC,North Macedonia,ALLAGE,Urban,Both sexes,38
2020,SD_MDP_MUHC,North Macedonia,ALLAGE,All areas,Male,40
2011,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,29
2011,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,22
2011,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,52
2012,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,47
2012,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,20
2012,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,27
2013,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,18
2012,SD_MDP_MUHC,Mexico,ALLAGE,Rural,Both sexes,62
2012,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Male,45
2012,SD_MDP_MUHC,Mexico,<18Y,All areas,Both sexes,54
2013,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,45
2013,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,24
2014,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,15
2014,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,22
2014,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,43
2015,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,20
2015,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,39
2012,SD_MDP_MUHC,Mexico,ALLAGE,Urban,Both sexes,41
2012,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Both sexes,46
2012,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Female,46
2015,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,12
2015,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,13
2016,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,14
2016,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,15
2016,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,13
2015,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,14
2016,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,12
2016,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,18
2016,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,37
2017,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,12
2018,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,39
2018,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,19
2014,SD_MDP_MUHC,Mexico,ALLAGE,Rural,Both sexes,61
2014,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Both sexes,46
2014,SD_MDP_MUHC,Mexico,<18Y,All areas,Both sexes,54
2014,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Female,46
2014,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Male,46
2014,SD_MDP_MUHC,Mexico,ALLAGE,Urban,Both sexes,42
2016,SD_MDP_MUHC,Mexico,ALLAGE,Rural,Both sexes,61
2016,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Male,43
2016,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Female,44
2018,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,13
2019,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,35
2019,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,18
2019,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,12
2019,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Male,18
2019,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Female,17
2020,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,18
2016,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,11
2016,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,12
2016,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,18
2017,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,14
2017,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,11
2016,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Both sexes,43
2016,SD_MDP_MUHC,Mexico,<18Y,All areas,Both sexes,51
2016,SD_MDP_MUHC,Mexico,ALLAGE,Urban,Both sexes,38
2020,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Male,18
2020,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,37
2020,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Female,18
2020,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,13
2021,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Male,16
2021,SD_MDP_MUHC,Colombia,ALLAGE,Rural,Both sexes,31
2021,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Both sexes,16
2017,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,12
2017,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,12
2017,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,14
2017,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,13
2018,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,13
2018,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Female,43
2018,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Both sexes,42
2018,SD_MDP_MUHC,Mexico,ALLAGE,Urban,Both sexes,37
2018,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Male,41
2018,SD_MDP_MUHC,Mexico,<18Y,All areas,Both sexes,50
2018,SD_MDP_MUHC,Mexico,ALLAGE,Rural,Both sexes,58
2020,SD_MDP_MUHC,Mexico,ALLAGE,Rural,Both sexes,57
2020,SD_MDP_MUHC,Mexico,<18Y,All areas,Both sexes,53
2020,SD_MDP_MUHC,Mexico,ALLAGE,All areas,Both sexes,44
2018,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,10
2018,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,12
2018,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,14
2018,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,13
2018,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,12
2019,SD_MDP_MUHC,Czechia,ALLAGE,Rural,Both sexes,12
2019,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,15
2019,SD_MDP_MUHC,Czechia,ALLAGE,Urban,Both sexes,13
2019,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,10
2019,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,13
2019,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,13
2020,SD_MDP_MUHC,Czechia,<16Y,All areas,Both sexes,13
2020,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Male,10
2020,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Both sexes,12
2020,SD_MDP_MUHC,Czechia,ALLAGE,All areas,Female,14
2021,SD_MDP_MUHC,Colombia,ALLAGE,Urban,Both sexes,12
2021,SD_MDP_MUHC,Colombia,ALLAGE,All areas,Female,16
2010,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Both sexes,31
2010,SD_MDP_MUHC,Costa Rica,ALLAGE,Rural,Both sexes,52
2010,SD_MDP_MUHC,Costa Rica,<18Y,All areas,Both sexes,38
2010,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Female,30
2010,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Male,32
2010,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,23
2011,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Male,30
2011,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Both sexes,29
2011,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,21
2011,SD_MDP_MUHC,Costa Rica,ALLAGE,Rural,Both sexes,48
2011,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Female,28
2011,SD_MDP_MUHC,Costa Rica,<18Y,All areas,Both sexes,36
2012,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,19
2012,SD_MDP_MUHC,Costa Rica,<18Y,All areas,Both sexes,29
2012,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Female,21
2012,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Male,23
2012,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Both sexes,26
2012,SD_MDP_MUHC,Costa Rica,ALLAGE,Rural,Both sexes,45
2013,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Both sexes,25
2013,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Female,24
2013,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Male,26
2013,SD_MDP_MUHC,Costa Rica,ALLAGE,Rural,Both sexes,44
2013,SD_MDP_MUHC,Costa Rica,<18Y,All areas,Both sexes,32
2013,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,18
2014,SD_MDP_MUHC,Costa Rica,<18Y,All areas,Both sexes,32
2014,SD_MDP_MUHC,Costa Rica,ALLAGE,All areas,Male,27
