Year,SeriesCode,GeoAreaName,Age,Name of non-communicable disease,Sex,Value
2005,"SH_DTH_NCOM","Uzbekistan","30-70","","MALE",41
2005,"SH_DTH_NCOM","Israel","30-70","","BOTHSEX",12.2
2005,"SH_DTH_NCOM","Israel","30-70","","MALE",15
2010,"SH_DTH_NCOM","Israel","30-70","","BOTHSEX",10.4
2010,"SH_DTH_NCOM","Israel","30-70","","FEMALE",8.2
2010,"SH_DTH_NCOM","Israel","30-70","","MALE",12.8
2015,"SH_DTH_NCOM","Israel","30-70","","BOTHSEX",9.6
2015,"SH_DTH_NCOM","Israel","30-70","","FEMALE",7.4
2015,"SH_DTH_NCOM","Israel","30-70","","MALE",11.8
2010,"SH_DTH_NCOM","Uzbekistan","30-70","","BOTHSEX",28.9
2010,"SH_DTH_NCOM","Uzbekistan","30-70","","FEMALE",23.6
2010,"SH_DTH_NCOM","Uzbekistan","30-70","","MALE",34.4
2015,"SH_DTH_NCOM","Uzbekistan","30-70","","MALE",32.1
2015,"SH_DTH_NCOM","Uzbekistan","30-70","","FEMALE",22.2
2015,"SH_DTH_NCOM","Uzbekistan","30-70","","BOTHSEX",27
2019,"SH_DTH_NCOM","Uzbekistan","30-70","","BOTHSEX",25.3
2019,"SH_DTH_NCOM","Uzbekistan","30-70","","FEMALE",21.2
2019,"SH_DTH_NCOM","Israel","30-70","","MALE",10.9
2019,"SH_DTH_NCOM","Israel","30-70","","BOTHSEX",8.8
2019,"SH_DTH_NCOM","Israel","30-70","","FEMALE",6.8
2000,"SH_DTH_NCOM","Italy","30-70","","MALE",18.1
2000,"SH_DTH_NCOM","Italy","30-70","","BOTHSEX",13.6
2000,"SH_DTH_NCOM","Italy","30-70","","FEMALE",9.3
2005,"SH_DTH_NCOM","Italy","30-70","","BOTHSEX",11.8
2005,"SH_DTH_NCOM","Italy","30-70","","MALE",15.4
2005,"SH_DTH_NCOM","Italy","30-70","","FEMALE",8.3
2010,"SH_DTH_NCOM","Italy","30-70","","FEMALE",7.6
2010,"SH_DTH_NCOM","Italy","30-70","","BOTHSEX",10.4
2010,"SH_DTH_NCOM","Italy","30-70","","MALE",13.5
2015,"SH_DTH_NCOM","Italy","30-70","","FEMALE",7.3
2015,"SH_DTH_NCOM","Italy","30-70","","MALE",12.4
2015,"SH_DTH_NCOM","Italy","30-70","","BOTHSEX",9.8
2019,"SH_DTH_NCOM","Italy","30-70","","BOTHSEX",9
2019,"SH_DTH_NCOM","Italy","30-70","","FEMALE",6.8
2019,"SH_DTH_NCOM","Italy","30-70","","MALE",11.3
2000,"SH_DTH_NCOM","Japan","30-70","","MALE",15.4
2000,"SH_DTH_NCOM","Japan","30-70","","BOTHSEX",11.4
2000,"SH_DTH_NCOM","Japan","30-70","","FEMALE",7.5
2005,"SH_DTH_NCOM","Japan","30-70","","BOTHSEX",10.3
2005,"SH_DTH_NCOM","Japan","30-70","","MALE",13.9
2005,"SH_DTH_NCOM","Japan","30-70","","FEMALE",6.9
2010,"SH_DTH_NCOM","Japan","30-70","","BOTHSEX",9.5
2010,"SH_DTH_NCOM","Japan","30-70","","FEMALE",6.3
2010,"SH_DTH_NCOM","Japan","30-70","","MALE",12.8
2015,"SH_DTH_NCOM","Japan","30-70","","BOTHSEX",8.6
2015,"SH_DTH_NCOM","Japan","30-70","","FEMALE",5.8
2015,"SH_DTH_NCOM","Japan","30-70","","MALE",11.5
2019,"SH_DTH_NCOM","Japan","30-70","","MALE",10.9
2019,"SH_DTH_NCOM","Japan","30-70","","FEMALE",5.7
2019,"SH_DTH_NCOM","Japan","30-70","","BOTHSEX",8.3
2000,"SH_DTH_NCOM","Kazakhstan","30-70","","MALE",54.2
2000,"SH_DTH_NCOM","Kazakhstan","30-70","","BOTHSEX",41.5
2000,"SH_DTH_NCOM","Kazakhstan","30-70","","FEMALE",29.7
2005,"SH_DTH_NCOM","Kazakhstan","30-70","","MALE",50.1
2005,"SH_DTH_NCOM","Kazakhstan","30-70","","BOTHSEX",37.6
2005,"SH_DTH_NCOM","Kazakhstan","30-70","","FEMALE",26.4
2010,"SH_DTH_NCOM","Kazakhstan","30-70","","MALE",42.4
2010,"SH_DTH_NCOM","Kazakhstan","30-70","","FEMALE",22
2010,"SH_DTH_NCOM","Kazakhstan","30-70","","BOTHSEX",31.4
2015,"SH_DTH_NCOM","Kazakhstan","30-70","","FEMALE",17.5
2015,"SH_DTH_NCOM","Kazakhstan","30-70","","MALE",35.2
2015,"SH_DTH_NCOM","Kazakhstan","30-70","","BOTHSEX",25.6
2019,"SH_DTH_NCOM","Kazakhstan","30-70","","BOTHSEX",22.4
2019,"SH_DTH_NCOM","Kazakhstan","30-70","","FEMALE",15.3
2019,"SH_DTH_NCOM","Kazakhstan","30-70","","MALE",31.1
2000,"SH_DTH_NCOM","Republic of Korea","30-70","","MALE",23
2000,"SH_DTH_NCOM","Republic of Korea","30-70","","BOTHSEX",16.5
2000,"SH_DTH_NCOM","Republic of Korea","30-70","","FEMALE",10.6
2005,"SH_DTH_NCOM","Republic of Korea","30-70","","BOTHSEX",13.5
2005,"SH_DTH_NCOM","Republic of Korea","30-70","","FEMALE",8.5
2005,"SH_DTH_NCOM","Republic of Korea","30-70","","MALE",18.7
2010,"SH_DTH_NCOM","Republic of Korea","30-70","","MALE",14.9
2010,"SH_DTH_NCOM","Republic of Korea","30-70","","FEMALE",6.4
2010,"SH_DTH_NCOM","Republic of Korea","30-70","","BOTHSEX",10.6
2015,"SH_DTH_NCOM","Republic of Korea","30-70","","BOTHSEX",8.4
2015,"SH_DTH_NCOM","Republic of Korea","30-70","","FEMALE",5.1
2015,"SH_DTH_NCOM","Republic of Korea","30-70","","MALE",11.7
2019,"SH_DTH_NCOM","Republic of Korea","30-70","","BOTHSEX",7.3
2019,"SH_DTH_NCOM","Republic of Korea","30-70","","FEMALE",4.4
2019,"SH_DTH_NCOM","Republic of Korea","30-70","","MALE",10.1
2000,"SH_DTH_NCOM","Kyrgyzstan","30-70","","BOTHSEX",33.5
2000,"SH_DTH_NCOM","Kyrgyzstan","30-70","","FEMALE",25.6
2000,"SH_DTH_NCOM","Kyrgyzstan","30-70","","MALE",41.8
2005,"SH_DTH_NCOM","Kyrgyzstan","30-70","","BOTHSEX",32.5
2005,"SH_DTH_NCOM","Kyrgyzstan","30-70","","FEMALE",24.5
2005,"SH_DTH_NCOM","Kyrgyzstan","30-70","","MALE",41
2010,"SH_DTH_NCOM","Kyrgyzstan","30-70","","BOTHSEX",27.9
2010,"SH_DTH_NCOM","Kyrgyzstan","30-70","","FEMALE",20.3
2010,"SH_DTH_NCOM","Kyrgyzstan","30-70","","MALE",36.2
2015,"SH_DTH_NCOM","Kyrgyzstan","30-70","","MALE",33.1
2015,"SH_DTH_NCOM","Kyrgyzstan","30-70","","BOTHSEX",24.9
2015,"SH_DTH_NCOM","Kyrgyzstan","30-70","","FEMALE",17.7
2019,"SH_DTH_NCOM","Kyrgyzstan","30-70","","BOTHSEX",20.3
2019,"SH_DTH_NCOM","Kyrgyzstan","30-70","","FEMALE",15
2019,"SH_DTH_NCOM","Kyrgyzstan","30-70","","MALE",26.5
2000,"SH_DTH_NCOM","Latvia","30-70","","MALE",40
2000,"SH_DTH_NCOM","Latvia","30-70","","BOTHSEX",27.9
2000,"SH_DTH_NCOM","Latvia","30-70","","FEMALE",17.9
2005,"SH_DTH_NCOM","Latvia","30-70","","BOTHSEX",28.4
2005,"SH_DTH_NCOM","Latvia","30-70","","FEMALE",17.3
2005,"SH_DTH_NCOM","Latvia","30-70","","MALE",41.6
2010,"SH_DTH_NCOM","Latvia","30-70","","BOTHSEX",26
2010,"SH_DTH_NCOM","Latvia","30-70","","FEMALE",16.6
2010,"SH_DTH_NCOM","Latvia","30-70","","MALE",37.5
2015,"SH_DTH_NCOM","Latvia","30-70","","BOTHSEX",22
2015,"SH_DTH_NCOM","Latvia","30-70","","FEMALE",13.9
2015,"SH_DTH_NCOM","Latvia","30-70","","MALE",31.9
2019,"SH_DTH_NCOM","Latvia","30-70","","BOTHSEX",21.6
2019,"SH_DTH_NCOM","Latvia","30-70","","FEMALE",13.5
2019,"SH_DTH_NCOM","Latvia","30-70","","MALE",31.2
2000,"SH_DTH_NCOM","Lithuania","30-70","","BOTHSEX",24.2
2000,"SH_DTH_NCOM","Lithuania","30-70","","MALE",34.6
2000,"SH_DTH_NCOM","Lithuania","30-70","","FEMALE",15.5
2005,"SH_DTH_NCOM","Lithuania","30-70","","BOTHSEX",25.7
2005,"SH_DTH_NCOM","Lithuania","30-70","","FEMALE",15.4
2005,"SH_DTH_NCOM","Lithuania","30-70","","MALE",37.7
2010,"SH_DTH_NCOM","Lithuania","30-70","","MALE",35
2010,"SH_DTH_NCOM","Lithuania","30-70","","BOTHSEX",23.7
2010,"SH_DTH_NCOM","Lithuania","30-70","","FEMALE",14.2
2015,"SH_DTH_NCOM","Lithuania","30-70","","FEMALE",13.2
2015,"SH_DTH_NCOM","Lithuania","30-70","","BOTHSEX",22.2
2015,"SH_DTH_NCOM","Lithuania","30-70","","MALE",32.8
2019,"SH_DTH_NCOM","Lithuania","30-70","","BOTHSEX",19.3
2019,"SH_DTH_NCOM","Lithuania","30-70","","FEMALE",11.7
2019,"SH_DTH_NCOM","Lithuania","30-70","","MALE",28.4
2000,"SH_DTH_NCOM","Luxembourg","30-70","","BOTHSEX",15.2
2000,"SH_DTH_NCOM","Luxembourg","30-70","","FEMALE",10.9
2000,"SH_DTH_NCOM","Luxembourg","30-70","","MALE",19.5
2005,"SH_DTH_NCOM","Luxembourg","30-70","","FEMALE",9.7
2005,"SH_DTH_NCOM","Luxembourg","30-70","","MALE",17.5
2005,"SH_DTH_NCOM","Luxembourg","30-70","","BOTHSEX",13.6
2010,"SH_DTH_NCOM","Luxembourg","30-70","","BOTHSEX",11.8
2010,"SH_DTH_NCOM","Luxembourg","30-70","","FEMALE",9.1
2010,"SH_DTH_NCOM","Luxembourg","30-70","","MALE",14.4
2015,"SH_DTH_NCOM","Luxembourg","30-70","","BOTHSEX",9.7
2015,"SH_DTH_NCOM","Luxembourg","30-70","","FEMALE",7.4
2015,"SH_DTH_NCOM","Luxembourg","30-70","","MALE",11.9
2019,"SH_DTH_NCOM","Luxembourg","30-70","","BOTHSEX",9.7
2019,"SH_DTH_NCOM","Luxembourg","30-70","","FEMALE",7.4
2019,"SH_DTH_NCOM","Luxembourg","30-70","","MALE",12
2000,"SH_DTH_NCOM","Malta","30-70","","FEMALE",11.9
2000,"SH_DTH_NCOM","Malta","30-70","","MALE",20.1
2000,"SH_DTH_NCOM","Malta","30-70","","BOTHSEX",15.8
2005,"SH_DTH_NCOM","Malta","30-70","","BOTHSEX",13.2
2005,"SH_DTH_NCOM","Malta","30-70","","FEMALE",10.2
2005,"SH_DTH_NCOM","Malta","30-70","","MALE",16.5
2010,"SH_DTH_NCOM","Malta","30-70","","MALE",14.8
2010,"SH_DTH_NCOM","Malta","30-70","","BOTHSEX",11.8
2010,"SH_DTH_NCOM","Malta","30-70","","FEMALE",8.8
2015,"SH_DTH_NCOM","Malta","30-70","","BOTHSEX",10.7
2015,"SH_DTH_NCOM","Malta","30-70","","FEMALE",8.1
2015,"SH_DTH_NCOM","Malta","30-70","","MALE",13.4
2019,"SH_DTH_NCOM","Malta","30-70","","FEMALE",8.2
2019,"SH_DTH_NCOM","Malta","30-70","","MALE",12.9
2019,"SH_DTH_NCOM","Malta","30-70","","BOTHSEX",10.5
2000,"SH_DTH_NCOM","Mexico","30-70","","FEMALE",16
2000,"SH_DTH_NCOM","Mexico","30-70","","MALE",17.6
2000,"SH_DTH_NCOM","Mexico","30-70","","BOTHSEX",16.7
2005,"SH_DTH_NCOM","Mexico","30-70","","BOTHSEX",16.7
2005,"SH_DTH_NCOM","Mexico","30-70","","FEMALE",15.7
2005,"SH_DTH_NCOM","Mexico","30-70","","MALE",17.8
2010,"SH_DTH_NCOM","Mexico","30-70","","BOTHSEX",15.9
2010,"SH_DTH_NCOM","Mexico","30-70","","FEMALE",14.5
2010,"SH_DTH_NCOM","Mexico","30-70","","MALE",17.5
2015,"SH_DTH_NCOM","Mexico","30-70","","BOTHSEX",15.7
2015,"SH_DTH_NCOM","Mexico","30-70","","FEMALE",13.9
2015,"SH_DTH_NCOM","Mexico","30-70","","MALE",17.7
2019,"SH_DTH_NCOM","Mexico","30-70","","BOTHSEX",15.6
2019,"SH_DTH_NCOM","Mexico","30-70","","FEMALE",13.5
2019,"SH_DTH_NCOM","Uzbekistan","30-70","","MALE",29.8
2019,"SH_DTH_NCOM","Mexico","30-70","","MALE",18
2019,"SH_DTH_NCOM","Mexico","30-70","","MALE",18
