Year,SeriesCode,Страна ,Age,Freq,Location,Sex,Value
2019,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,6.3
2020,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,5.9
2021,AG_PRD_FIESMS,Greece,15+,,ALLAREA,FEMALE,6.8
2021,AG_PRD_FIESMS,Greece,15+,,ALLAREA,MALE,5.8
2021,AG_PRD_FIESMS,Greece,ALLAGE,,ALLAREA,BOTHSEX,6.3
2015,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,11.3
2015,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,9.5
2015,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,13.1
2016,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,8.0
2016,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,10.8
2016,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,9.4
2017,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,7.3
2017,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,10.4
2017,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,8.8
2018,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,6.9
2018,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,8.1
2019,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,5.7
2019,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,6.0
2020,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,7.7
2020,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,6.8
2020,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,8.6
2021,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,FEMALE,9.8
2021,AG_PRD_FIESMS,Slovakia,15+,,ALLAREA,MALE,6.7
2021,AG_PRD_FIESMS,Slovakia,ALLAGE,,ALLAREA,BOTHSEX,8.3
2018,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,5.7
2019,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,7.2
2019,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,8.6
2019,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,10.0
2020,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,10.6
2020,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,11.9
2020,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,9.3
2021,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,FEMALE,14.1
2021,AG_PRD_FIESMS,Hungary,ALLAGE,,ALLAREA,BOTHSEX,12.6
2021,AG_PRD_FIESMS,Hungary,15+,,ALLAREA,MALE,11.1
2015,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,5.3
2015,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,7.5
2015,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,6.4
2016,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,7.2
2016,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,8.7
2016,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,5.7
2017,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,8.1
2017,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,5.5
2017,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,6.8
2018,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,7.2
2018,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,5.7
2018,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,8.7
2019,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,7.3
2019,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,6.0
2019,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,6.6
2020,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,6.3
2020,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,5.9
2020,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,6.8
2021,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,FEMALE,6.5
2021,AG_PRD_FIESMS,Iceland,15+,,ALLAREA,MALE,5.8
2021,AG_PRD_FIESMS,Iceland,ALLAGE,,ALLAREA,BOTHSEX,6.1
2017,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,FEMALE,6.8
2017,AG_PRD_FIESMS,Viet Nam,ALLAGE,,ALLAREA,BOTHSEX,6.2
2017,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,MALE,5.7
2018,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,FEMALE,7.3
2018,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,MALE,5.2
2018,AG_PRD_FIESMS,Viet Nam,ALLAGE,,ALLAREA,BOTHSEX,6.2
2019,AG_PRD_FIESMS,Viet Nam,ALLAGE,,ALLAREA,BOTHSEX,6.5
2019,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,MALE,5.1
2019,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,FEMALE,7.8
2020,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,FEMALE,8.7
2020,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,MALE,6.6
2015,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,9.3
2015,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,8.6
2015,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,8.9
2016,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,7.2
2016,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,7.6
2020,AG_PRD_FIESMS,Viet Nam,ALLAGE,,ALLAREA,BOTHSEX,7.6
2021,AG_PRD_FIESMS,Viet Nam,ALLAGE,,ALLAREA,BOTHSEX,9.0
2021,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,MALE,7.7
2021,AG_PRD_FIESMS,Viet Nam,15+,,ALLAREA,FEMALE,10.2
2015,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,14.6
2015,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,10.1
2015,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,12.3
2016,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,14.4
2016,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,9.3
2016,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,11.8
2017,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,11.2
2017,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,8.9
2017,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,13.5
2018,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,12.2
2018,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,10.2
2016,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,6.7
2017,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,6.0
2017,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,6.6
2017,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,7.2
2018,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,7.2
2018,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,8.5
2018,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,5.9
2019,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,6.9
2019,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,9.7
2018,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,8.3
2019,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,7.2
2019,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,8.2
2019,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,9.3
2020,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,9.3
2020,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,5.5
2020,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,7.4
2021,AG_PRD_FIESMS,Slovenia,ALLAGE,,ALLAREA,BOTHSEX,7.0
2021,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,MALE,4.8
2019,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,8.3
2020,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,5.5
2020,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,6.5
2020,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,7.6
2021,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,FEMALE,4.5
2021,AG_PRD_FIESMS,Ireland,ALLAGE,,ALLAREA,BOTHSEX,5.4
2021,AG_PRD_FIESMS,Ireland,15+,,ALLAREA,MALE,6.4
2021,AG_PRD_FIESMS,Slovenia,15+,,ALLAREA,FEMALE,9.2
2015,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,6.6
2015,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,7.5
2015,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,7.1
2016,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,6.6
2016,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,7.5
2016,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,8.5
2017,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,6.1
2017,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,7.5
2017,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,8.9
2018,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,8.6
2018,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,10.8
2018,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,6.4
2019,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,7.7
2019,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,10.0
2019,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,8.8
2020,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,8.6
2020,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,7.6
2020,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,9.7
2021,AG_PRD_FIESMS,Spain,15+,,ALLAREA,FEMALE,8.8
2021,AG_PRD_FIESMS,Spain,15+,,ALLAREA,MALE,7.1
2021,AG_PRD_FIESMS,Spain,ALLAGE,,ALLAREA,BOTHSEX,8.0
2015,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,11.3
2015,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,10.6
2015,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,11.0
2016,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,11.6
2016,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,10.9
2016,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,12.3
2017,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,11.5
2017,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,12.3
2017,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,13.0
2018,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,12.9
2018,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,12.8
2018,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,13.1
2019,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,13.7
2019,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,14.3
2019,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,13.0
2020,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,13.3
2020,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,15.1
2015,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,4.5
2015,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,4.3
2015,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,4.7
2016,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,5.7
2016,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,5.0
2016,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,5.3
2017,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,5.6
2017,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,5.4
2017,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,5.2
2018,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,5.8
2018,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,5.6
2018,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,5.7
2019,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,5.3
2019,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,5.2
2019,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,5.5
2020,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,5.0
2020,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,5.6
2020,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,14.2
2021,AG_PRD_FIESMS,Israel,ALLAGE,,ALLAREA,BOTHSEX,13.2
2021,AG_PRD_FIESMS,Israel,15+,,ALLAREA,FEMALE,12.6
2021,AG_PRD_FIESMS,Israel,15+,,ALLAREA,MALE,13.9
2015,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,9.3
2015,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,7.8
2020,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,5.3
2021,AG_PRD_FIESMS,Sweden,ALLAGE,,ALLAREA,BOTHSEX,5.4
2021,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,MALE,5.3
2021,AG_PRD_FIESMS,Sweden,15+,,ALLAREA,FEMALE,5.5
2015,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,5.3
2015,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,4.8
2015,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,4.3
2016,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,4.2
2016,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,4.2
2016,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,4.2
2017,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,3.1
2017,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,3.7
2017,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,2.6
2018,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,2.3
2018,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,3.0
2015,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,8.6
2016,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,7.2
2016,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,7.6
2016,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,8.1
2017,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,7.5
2017,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,7.2
2017,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,7.8
2018,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,7.2
2018,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,7.1
2018,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,2.6
2019,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,2.0
2019,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,2.4
2019,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,1.5
2020,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,1.8
2020,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,2.5
2020,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,2.2
2021,AG_PRD_FIESMS,Switzerland,ALLAGE,,ALLAREA,BOTHSEX,2.1
2021,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,FEMALE,1.9
2021,AG_PRD_FIESMS,Switzerland,15+,,ALLAREA,MALE,2.3
2020,AG_PRD_FIESMS,United Arab Emirates,15+,,ALLAREA,MALE,11.0
2020,AG_PRD_FIESMS,United Arab Emirates,15+,,ALLAREA,FEMALE,8.1
2020,AG_PRD_FIESMS,United Arab Emirates,ALLAGE,,ALLAREA,BOTHSEX,7.5
2021,AG_PRD_FIESMS,United Arab Emirates,ALLAGE,,ALLAREA,BOTHSEX,9.8
2021,AG_PRD_FIESMS,United Arab Emirates,15+,,ALLAREA,FEMALE,8.2
2021,AG_PRD_FIESMS,United Arab Emirates,15+,,ALLAREA,MALE,11.4
2015,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,17.2
2015,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,22.5
2015,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,19.8
2016,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,19.7
2016,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,24.8
2016,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,22.3
2017,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,21.5
2017,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,23.8
2017,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,19.2
2018,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,15.6
2018,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,21.1
2018,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,18.3
2019,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,19.9
2019,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,22.3
2019,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,17.5
2020,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,20.5
2020,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,25.0
2020,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,22.7
2021,AG_PRD_FIESMS,Ukraine,ALLAGE,,ALLAREA,BOTHSEX,28.2
2021,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,FEMALE,31.4
2021,AG_PRD_FIESMS,Ukraine,15+,,ALLAREA,MALE,25.0
2015,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,12.9
2015,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,17.4
2015,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,15.1
2016,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,13.7
2016,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,12.3
2016,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,15.2
2017,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,14.3
2017,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,14.7
2017,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,13.8
2018,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,14.4
2018,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,15.1
2018,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,13.8
2019,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,17.5
2019,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,17.9
2019,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,17.7
2020,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,20.9
2020,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,22.0
2020,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,19.9
2021,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,MALE,23.2
2021,AG_PRD_FIESMS,North Macedonia,15+,,ALLAREA,FEMALE,24.8
2021,AG_PRD_FIESMS,North Macedonia,ALLAGE,,ALLAREA,BOTHSEX,24.0
2015,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,3.0
2015,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,6.3
2015,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,9.6
2016,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,6.1
2016,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,4.3
2016,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,8.0
2017,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,6.1
2017,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,5.6
2017,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,5.1
2018,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,4.9
2018,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,5.8
2018,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,4.0
2019,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,3.5
2019,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,3.9
2019,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,4.3
2020,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,3.5
2020,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,3.5
2020,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,3.4
2021,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,ALLAGE,,ALLAREA,BOTHSEX,4.1
2021,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,MALE,3.4
2021,AG_PRD_FIESMS,United Kingdom of Great Britain and Northern Ireland,15+,,ALLAREA,FEMALE,4.7
2015,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,12.4
2015,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,MALE,9.9
2015,AG_PRD_FIESMS,Узбекистан,ALLAGE,,ALLAREA,BOTHSEX,11.2
2016,AG_PRD_FIESMS,Узбекистан,ALLAGE,,ALLAREA,BOTHSEX,13.4
2016,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,14.1
2016,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,MALE,12.7
2017,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,MALE,14.7
2017,AG_PRD_FIESMS,Узбекистан,ALLAGE,,ALLAREA,BOTHSEX,14.9
2017,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,15.2
2018,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,MALE,16.9
2018,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,17.5
2018,AG_PRD_FIESMS,Узбекистан,ALLAGE,,ALLAREA,BOTHSEX,17.2
2019,AG_PRD_FIESMS,Узбекистан,ALLAGE,,ALLAREA,BOTHSEX,19.7
2019,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,MALE,18.2
2019,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,21.3
2020,AG_PRD_FIESMS,Узбекистан,ALLAGE,,ALLAREA,BOTHSEX,23.6
2020,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,24.2
2020,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,MALE,22.9
2021,AG_PRD_FIESMS,Узбекистан,15+,,ALLAREA,FEMALE,26.6
2018,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,7.4
2019,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,6.7
2019,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,6.6
2019,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,6.7
2020,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,6.3
2020,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,6.6
2020,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,6.1
2021,AG_PRD_FIESMS,Italy,15+,,ALLAREA,FEMALE,5.0
2021,AG_PRD_FIESMS,Italy,15+,,ALLAREA,MALE,6.4
2021,AG_PRD_FIESMS,Italy,ALLAGE,,ALLAREA,BOTHSEX,5.7
2015,AG_PRD_FIESMS,Japan,15+,,ALLAREA,MALE,3.3
2015,AG_PRD_FIESMS,Japan,15+,,ALLAREA,FEMALE,2.0
2015,AG_PRD_FIESMS,Japan,ALLAGE,,ALLAREA,BOTHSEX,2.6
2016,AG_PRD_FIESMS,Japan,15+,,ALLAREA,MALE,3.3
2016,AG_PRD_FIESMS,Japan,ALLAGE,,ALLAREA,BOTHSEX,2.7
2016,AG_PRD_FIESMS,Japan,15+,,ALLAREA,FEMALE,2.1
