Year,Country,Location,Value
2000,France,RURAL,95
2001,France,ALLAREA,95
2001,France,RURAL,95
2001,France,URBAN,95
2002,France,ALLAREA,95
2002,France,RURAL,95
2002,France,URBAN,95
2020,Romania,URBAN,95
2020,Romania,ALLAREA,95
2020,Romania,RURAL,95
2021,Romania,URBAN,95
2021,Romania,ALLAREA,95
2021,Romania,RURAL,95
2000,Serbia,ALLAREA,58
2000,Serbia,URBAN,82
2000,Serbia,RURAL,30
2001,Serbia,ALLAREA,59
2001,Serbia,RURAL,31
2001,Serbia,URBAN,83
2002,Serbia,ALLAREA,60
2002,Serbia,URBAN,83
2002,Serbia,RURAL,33
2003,Serbia,ALLAREA,61
2003,Serbia,RURAL,34
2003,Serbia,URBAN,84
2004,Serbia,ALLAREA,62
2004,Serbia,RURAL,36
2004,Serbia,URBAN,84
2005,Serbia,ALLAREA,63
2005,Serbia,RURAL,37
2005,Serbia,URBAN,85
2006,Serbia,ALLAREA,64
2006,Serbia,RURAL,38
2006,Serbia,URBAN,85
2007,Serbia,RURAL,40
2007,Serbia,URBAN,85
2007,Serbia,ALLAREA,65
2008,Serbia,ALLAREA,66
2008,Serbia,RURAL,41
2008,Serbia,URBAN,86
2009,Serbia,ALLAREA,67
2009,Serbia,RURAL,42
2009,Serbia,URBAN,86
2010,Serbia,ALLAREA,68
2010,Serbia,RURAL,44
2010,Serbia,URBAN,86
2011,Serbia,ALLAREA,68
2011,Serbia,URBAN,87
2011,Serbia,RURAL,46
2012,Serbia,RURAL,47
2012,Serbia,URBAN,87
2015,Italy,RURAL,95
2015,Italy,ALLAREA,95
2016,Italy,URBAN,95
2016,Italy,RURAL,95
2016,Italy,ALLAREA,95
2017,Italy,ALLAREA,95
2017,Italy,URBAN,95
2017,Italy,RURAL,95
2018,Italy,URBAN,95
2018,Italy,RURAL,95
2018,Italy,ALLAREA,95
2003,France,ALLAREA,95
2003,France,RURAL,95
2003,France,URBAN,95
2004,France,ALLAREA,95
2000,Türkiye,URBAN,95
2000,Türkiye,ALLAREA,90
2000,Türkiye,RURAL,78
2001,Türkiye,ALLAREA,91
2001,Türkiye,RURAL,79
2001,Türkiye,URBAN,95
2002,Türkiye,URBAN,95
2002,Türkiye,ALLAREA,91
2002,Türkiye,RURAL,80
2003,Türkiye,ALLAREA,92
2003,Türkiye,RURAL,80
2003,Türkiye,URBAN,95
2004,Türkiye,RURAL,81
2004,Türkiye,URBAN,95
2004,Türkiye,ALLAREA,92
2005,Türkiye,ALLAREA,93
2005,Türkiye,RURAL,81
2005,Türkiye,URBAN,95
2006,Türkiye,ALLAREA,93
2006,Türkiye,RURAL,82
2006,Türkiye,URBAN,95
2007,Türkiye,ALLAREA,93
2007,Türkiye,RURAL,82
2007,Türkiye,URBAN,95
2008,Türkiye,ALLAREA,94
2008,Türkiye,URBAN,95
2008,Türkiye,RURAL,82
2009,Türkiye,RURAL,83
2009,Türkiye,URBAN,95
2009,Türkiye,ALLAREA,94
2010,Türkiye,ALLAREA,94
2010,Türkiye,RURAL,83
2010,Türkiye,URBAN,95
2011,Türkiye,URBAN,95
2011,Türkiye,RURAL,83
2011,Türkiye,ALLAREA,94
2012,Türkiye,ALLAREA,94
2012,Türkiye,RURAL,84
2012,Türkiye,URBAN,95
2013,Türkiye,ALLAREA,95
2013,Türkiye,RURAL,84
2013,Türkiye,URBAN,95
2014,Türkiye,RURAL,84
2014,Türkiye,ALLAREA,95
2014,Türkiye,URBAN,95
2015,Türkiye,ALLAREA,95
2015,Türkiye,RURAL,84
2015,Türkiye,URBAN,95
2016,Türkiye,ALLAREA,95
2016,Türkiye,RURAL,84
2016,Türkiye,URBAN,95
2019,Italy,RURAL,95
2019,Italy,ALLAREA,95
2019,Italy,URBAN,95
2020,Italy,ALLAREA,95
2020,Italy,URBAN,95
2020,Italy,RURAL,95
2021,Italy,RURAL,95
2021,Italy,URBAN,95
2021,Italy,ALLAREA,95
2000,Kazakhstan,ALLAREA,85
2000,Kazakhstan,URBAN,95
2017,Türkiye,ALLAREA,95
2017,Türkiye,URBAN,95
2017,Türkiye,RURAL,84
2018,Türkiye,ALLAREA,95
2018,Türkiye,RURAL,84
2018,Türkiye,URBAN,95
2019,Türkiye,RURAL,84
2019,Türkiye,URBAN,95
2019,Türkiye,ALLAREA,95
2020,Türkiye,ALLAREA,95
2020,Türkiye,URBAN,95
2020,Türkiye,RURAL,85
2021,Türkiye,ALLAREA,95
2021,Türkiye,RURAL,85
2021,Türkiye,URBAN,95
2000,Turkmenistan,ALLAREA,95
2000,Turkmenistan,RURAL,95
2000,Turkmenistan,URBAN,95
2001,Turkmenistan,ALLAREA,95
2001,Turkmenistan,URBAN,95
2001,Turkmenistan,RURAL,95
2002,Turkmenistan,RURAL,95
2012,Serbia,ALLAREA,69
2013,Serbia,ALLAREA,71
2013,Serbia,RURAL,49
2013,Serbia,URBAN,88
2014,Serbia,ALLAREA,72
2014,Serbia,RURAL,51
2014,Serbia,URBAN,88
2015,Serbia,RURAL,53
2015,Serbia,ALLAREA,73
2015,Serbia,URBAN,89
2016,Serbia,ALLAREA,74
2000,Kazakhstan,RURAL,69
2001,Kazakhstan,URBAN,95
2001,Kazakhstan,RURAL,70
2001,Kazakhstan,ALLAREA,86
2002,Kazakhstan,RURAL,72
2002,Kazakhstan,ALLAREA,86
2002,Kazakhstan,URBAN,95
2003,Kazakhstan,ALLAREA,87
2003,Kazakhstan,URBAN,95
2003,Kazakhstan,RURAL,74
2004,Kazakhstan,URBAN,95
2002,Turkmenistan,URBAN,95
2002,Turkmenistan,ALLAREA,95
2003,Turkmenistan,ALLAREA,95
2003,Turkmenistan,RURAL,95
2003,Turkmenistan,URBAN,95
2004,Turkmenistan,ALLAREA,95
2004,Turkmenistan,URBAN,95
2004,Turkmenistan,RURAL,95
2005,Turkmenistan,RURAL,95
2005,Turkmenistan,ALLAREA,95
2005,Turkmenistan,URBAN,95
2016,Serbia,RURAL,55
2016,Serbia,URBAN,89
2017,Serbia,RURAL,57
2017,Serbia,URBAN,90
2017,Serbia,ALLAREA,76
2018,Serbia,ALLAREA,77
2018,Serbia,URBAN,90
2018,Serbia,RURAL,59
2019,Serbia,URBAN,91
2019,Serbia,ALLAREA,78
2019,Serbia,RURAL,62
2004,Kazakhstan,RURAL,75
2004,Kazakhstan,ALLAREA,88
2005,Kazakhstan,RURAL,77
2005,Kazakhstan,ALLAREA,88
2005,Kazakhstan,URBAN,95
2006,Kazakhstan,ALLAREA,89
2006,Kazakhstan,URBAN,95
2006,Kazakhstan,RURAL,78
2007,Kazakhstan,RURAL,80
2007,Kazakhstan,URBAN,95
2007,Kazakhstan,ALLAREA,90
2006,Turkmenistan,RURAL,95
2006,Turkmenistan,ALLAREA,95
2006,Turkmenistan,URBAN,95
2007,Turkmenistan,RURAL,95
2007,Turkmenistan,ALLAREA,95
2007,Turkmenistan,URBAN,95
2008,Turkmenistan,URBAN,95
2008,Turkmenistan,ALLAREA,95
2008,Turkmenistan,RURAL,95
2009,Turkmenistan,ALLAREA,95
2009,Turkmenistan,RURAL,95
2008,Kazakhstan,URBAN,95
2008,Kazakhstan,RURAL,81
2008,Kazakhstan,ALLAREA,90
2009,Kazakhstan,ALLAREA,91
2009,Kazakhstan,URBAN,95
2009,Kazakhstan,RURAL,82
2010,Kazakhstan,URBAN,95
2010,Kazakhstan,RURAL,83
2010,Kazakhstan,ALLAREA,92
2011,Kazakhstan,URBAN,95
2011,Kazakhstan,RURAL,84
2020,Serbia,ALLAREA,80
2020,Serbia,RURAL,64
2020,Serbia,URBAN,91
2021,Serbia,ALLAREA,81
2021,Serbia,RURAL,66
2021,Serbia,URBAN,92
2000,Slovakia,ALLAREA,95
2000,Slovakia,RURAL,95
2000,Slovakia,URBAN,95
2001,Slovakia,ALLAREA,95
2001,Slovakia,RURAL,95
2001,Slovakia,URBAN,95
2002,Slovakia,ALLAREA,95
2002,Slovakia,RURAL,95
2002,Slovakia,URBAN,95
2003,Slovakia,ALLAREA,95
2003,Slovakia,RURAL,95
2003,Slovakia,URBAN,95
2004,Slovakia,RURAL,95
2004,Slovakia,URBAN,95
2004,Slovakia,ALLAREA,95
2005,Slovakia,RURAL,95
2009,Turkmenistan,URBAN,95
2010,Turkmenistan,RURAL,95
2010,Turkmenistan,URBAN,95
2010,Turkmenistan,ALLAREA,95
2011,Turkmenistan,RURAL,95
2011,Turkmenistan,ALLAREA,95
2011,Turkmenistan,URBAN,95
2012,Turkmenistan,ALLAREA,95
2012,Turkmenistan,RURAL,95
2012,Turkmenistan,URBAN,95
2013,Turkmenistan,RURAL,95
2013,Turkmenistan,URBAN,95
2013,Turkmenistan,ALLAREA,95
2014,Turkmenistan,URBAN,95
2014,Turkmenistan,ALLAREA,95
2014,Turkmenistan,RURAL,95
2015,Turkmenistan,URBAN,95
2015,Turkmenistan,RURAL,95
2015,Turkmenistan,ALLAREA,95
2016,Turkmenistan,URBAN,95
2016,Turkmenistan,RURAL,95
2016,Turkmenistan,ALLAREA,95
2011,Kazakhstan,ALLAREA,92
2012,Kazakhstan,ALLAREA,92
2012,Kazakhstan,RURAL,85
2012,Kazakhstan,URBAN,95
2013,Kazakhstan,URBAN,95
2013,Kazakhstan,RURAL,86
2013,Kazakhstan,ALLAREA,93
2014,Kazakhstan,URBAN,95
2014,Kazakhstan,RURAL,86
2014,Kazakhstan,ALLAREA,93
2015,Kazakhstan,ALLAREA,93
2005,Slovakia,URBAN,95
2005,Slovakia,ALLAREA,95
2006,Slovakia,RURAL,95
2006,Slovakia,URBAN,95
2006,Slovakia,ALLAREA,95
2007,Slovakia,ALLAREA,95
2007,Slovakia,RURAL,95
2007,Slovakia,URBAN,95
2008,Slovakia,ALLAREA,95
2008,Slovakia,RURAL,95
2008,Slovakia,URBAN,95
2015,Kazakhstan,RURAL,87
2015,Kazakhstan,URBAN,95
2016,Kazakhstan,URBAN,95
2016,Kazakhstan,RURAL,88
2016,Kazakhstan,ALLAREA,93
2017,Kazakhstan,URBAN,95
2017,Kazakhstan,RURAL,88
2017,Kazakhstan,ALLAREA,94
2018,Kazakhstan,RURAL,88
2018,Kazakhstan,ALLAREA,94
2018,Kazakhstan,URBAN,95
2017,Turkmenistan,URBAN,95
2017,Turkmenistan,RURAL,95
2017,Turkmenistan,ALLAREA,95
2018,Turkmenistan,URBAN,95
2018,Turkmenistan,ALLAREA,95
2018,Turkmenistan,RURAL,95
2019,Turkmenistan,ALLAREA,95
2019,Turkmenistan,RURAL,95
2019,Turkmenistan,URBAN,95
2020,Turkmenistan,ALLAREA,95
2020,Turkmenistan,RURAL,95
2009,Slovakia,RURAL,95
2009,Slovakia,URBAN,95
2009,Slovakia,ALLAREA,95
2010,Slovakia,ALLAREA,95
2010,Slovakia,RURAL,95
2010,Slovakia,URBAN,95
2011,Slovakia,ALLAREA,95
2011,Slovakia,URBAN,95
2011,Slovakia,RURAL,95
2012,Slovakia,ALLAREA,95
2012,Slovakia,RURAL,95
2020,Turkmenistan,URBAN,95
2021,Turkmenistan,ALLAREA,95
2021,Turkmenistan,URBAN,95
2021,Turkmenistan,RURAL,95
2000,Ukraine,ALLAREA,91
2000,Ukraine,RURAL,85
2000,Ukraine,URBAN,95
2001,Ukraine,ALLAREA,92
2001,Ukraine,RURAL,85
2001,Ukraine,URBAN,95
2002,Ukraine,ALLAREA,92
2012,Slovakia,URBAN,95
2013,Slovakia,URBAN,95
2013,Slovakia,ALLAREA,95
2013,Slovakia,RURAL,95
2014,Slovakia,RURAL,95
2014,Slovakia,URBAN,95
2014,Slovakia,ALLAREA,95
2015,Slovakia,ALLAREA,95
2015,Slovakia,RURAL,95
2015,Slovakia,URBAN,95
2016,Slovakia,ALLAREA,95
2002,Ukraine,RURAL,86
2002,Ukraine,URBAN,95
2003,Ukraine,ALLAREA,92
2003,Ukraine,RURAL,86
2003,Ukraine,URBAN,95
2004,Ukraine,ALLAREA,93
2004,Ukraine,RURAL,86
2004,Ukraine,URBAN,95
2005,Ukraine,ALLAREA,93
2005,Ukraine,RURAL,86
2005,Ukraine,URBAN,95
2016,Slovakia,RURAL,95
2016,Slovakia,URBAN,95
2017,Slovakia,ALLAREA,95
2017,Slovakia,RURAL,95
2017,Slovakia,URBAN,95
2018,Slovakia,ALLAREA,95
2018,Slovakia,RURAL,95
2018,Slovakia,URBAN,95
2019,Slovakia,RURAL,95
2019,Slovakia,URBAN,95
2019,Slovakia,ALLAREA,95
2019,Kazakhstan,URBAN,95
2019,Kazakhstan,RURAL,88
2019,Kazakhstan,ALLAREA,94
2020,Kazakhstan,URBAN,95
2020,Kazakhstan,RURAL,89
2020,Kazakhstan,ALLAREA,94
2021,Kazakhstan,ALLAREA,94
2021,Kazakhstan,RURAL,90
2021,Kazakhstan,URBAN,95
2000,Kyrgyzstan,ALLAREA,54
2000,Kyrgyzstan,RURAL,36
2006,Ukraine,ALLAREA,94
2006,Ukraine,URBAN,95
2006,Ukraine,RURAL,86
2007,Ukraine,URBAN,95
2007,Ukraine,ALLAREA,94
2007,Ukraine,RURAL,87
2008,Ukraine,ALLAREA,94
2008,Ukraine,RURAL,87
2008,Ukraine,URBAN,95
2009,Ukraine,ALLAREA,94
2009,Ukraine,RURAL,87
2020,Slovakia,ALLAREA,95
2020,Slovakia,RURAL,95
2020,Slovakia,URBAN,95
2021,Slovakia,ALLAREA,95
2021,Slovakia,RURAL,95
2021,Slovakia,URBAN,95
2000,Slovenia,ALLAREA,95
2000,Slovenia,RURAL,95
2000,Slovenia,URBAN,95
2001,Slovenia,ALLAREA,95
2001,Slovenia,RURAL,95
2000,Kyrgyzstan,URBAN,86
2001,Kyrgyzstan,URBAN,87
2001,Kyrgyzstan,RURAL,38
2001,Kyrgyzstan,ALLAREA,56
2002,Kyrgyzstan,URBAN,88
2002,Kyrgyzstan,RURAL,40
2002,Kyrgyzstan,ALLAREA,57
2003,Kyrgyzstan,ALLAREA,59
2003,Kyrgyzstan,RURAL,42
2003,Kyrgyzstan,URBAN,88
2004,Kyrgyzstan,URBAN,89
2009,Ukraine,URBAN,95
2010,Ukraine,ALLAREA,94
2010,Ukraine,RURAL,87
2010,Ukraine,URBAN,95
2011,Ukraine,URBAN,95
2011,Ukraine,ALLAREA,94
2011,Ukraine,RURAL,87
2012,Ukraine,ALLAREA,95
2012,Ukraine,URBAN,95
2012,Ukraine,RURAL,88
2013,Ukraine,ALLAREA,95
2001,Slovenia,URBAN,95
2002,Slovenia,RURAL,95
2002,Slovenia,URBAN,95
2002,Slovenia,ALLAREA,95
2003,Slovenia,URBAN,95
2003,Slovenia,ALLAREA,95
2003,Slovenia,RURAL,95
2004,Slovenia,RURAL,95
2004,Slovenia,ALLAREA,95
2004,Slovenia,URBAN,95
2005,Slovenia,ALLAREA,95
2013,Ukraine,RURAL,88
2013,Ukraine,URBAN,95
2014,Ukraine,ALLAREA,95
2014,Ukraine,RURAL,88
2014,Ukraine,URBAN,95
2015,Ukraine,ALLAREA,95
2015,Ukraine,RURAL,88
2015,Ukraine,URBAN,95
2016,Ukraine,RURAL,88
2016,Ukraine,URBAN,95
2016,Ukraine,ALLAREA,95
2017,Ukraine,ALLAREA,95
2017,Ukraine,RURAL,88
2017,Ukraine,URBAN,95
2018,Ukraine,ALLAREA,95
2018,Ukraine,RURAL,88
2018,Ukraine,URBAN,95
2019,Ukraine,ALLAREA,95
2019,Ukraine,RURAL,88
2019,Ukraine,URBAN,95
2020,Ukraine,RURAL,88
2020,Ukraine,ALLAREA,95
2004,Kyrgyzstan,RURAL,44
2004,Kyrgyzstan,ALLAREA,61
2005,Kyrgyzstan,URBAN,90
2005,Kyrgyzstan,RURAL,47
2005,Kyrgyzstan,ALLAREA,63
2006,Kyrgyzstan,ALLAREA,64
2006,Kyrgyzstan,RURAL,49
2006,Kyrgyzstan,URBAN,91
2007,Kyrgyzstan,URBAN,91
2007,Kyrgyzstan,RURAL,52
2007,Kyrgyzstan,ALLAREA,66
2005,Slovenia,RURAL,95
2005,Slovenia,URBAN,95
2006,Slovenia,ALLAREA,95
2006,Slovenia,RURAL,95
2006,Slovenia,URBAN,95
2007,Slovenia,RURAL,95
2007,Slovenia,URBAN,95
2007,Slovenia,ALLAREA,95
2008,Slovenia,ALLAREA,95
2008,Slovenia,RURAL,95
2008,Slovenia,URBAN,95
2020,Ukraine,URBAN,95
2021,Ukraine,RURAL,88
2021,Ukraine,URBAN,95
2021,Ukraine,ALLAREA,95
2000,North Macedonia,RURAL,37
2000,North Macedonia,ALLAREA,56
2000,North Macedonia,URBAN,69
2001,North Macedonia,URBAN,71
2001,North Macedonia,RURAL,37
2001,North Macedonia,ALLAREA,58
2002,North Macedonia,ALLAREA,59
2008,Kyrgyzstan,URBAN,92
2008,Kyrgyzstan,RURAL,54
2008,Kyrgyzstan,ALLAREA,68
2009,Kyrgyzstan,RURAL,56
2009,Kyrgyzstan,URBAN,92
2009,Kyrgyzstan,ALLAREA,70
2010,Kyrgyzstan,URBAN,93
2010,Kyrgyzstan,RURAL,58
2010,Kyrgyzstan,ALLAREA,71
2011,Kyrgyzstan,URBAN,93
2011,Kyrgyzstan,RURAL,60
2009,Slovenia,ALLAREA,95
2009,Slovenia,RURAL,95
2009,Slovenia,URBAN,95
2010,Slovenia,ALLAREA,95
2010,Slovenia,RURAL,95
2010,Slovenia,URBAN,95
2011,Slovenia,ALLAREA,95
2011,Slovenia,RURAL,95
2011,Slovenia,URBAN,95
2012,Slovenia,RURAL,95
2012,Slovenia,URBAN,95
2002,North Macedonia,RURAL,38
2002,North Macedonia,URBAN,73
2003,North Macedonia,ALLAREA,60
2003,North Macedonia,URBAN,75
2003,North Macedonia,RURAL,39
2004,North Macedonia,URBAN,76
2004,North Macedonia,RURAL,39
2004,North Macedonia,ALLAREA,61
2005,North Macedonia,RURAL,39
2005,North Macedonia,ALLAREA,62
2005,North Macedonia,URBAN,78
2011,Kyrgyzstan,ALLAREA,73
2012,Kyrgyzstan,ALLAREA,74
2012,Kyrgyzstan,RURAL,62
2012,Kyrgyzstan,URBAN,94
2013,Kyrgyzstan,URBAN,94
2013,Kyrgyzstan,RURAL,64
2013,Kyrgyzstan,ALLAREA,75
2014,Kyrgyzstan,URBAN,94
2014,Kyrgyzstan,RURAL,65
2014,Kyrgyzstan,ALLAREA,76
2015,Kyrgyzstan,ALLAREA,76
2012,Slovenia,ALLAREA,95
2013,Slovenia,ALLAREA,95
2013,Slovenia,RURAL,95
2013,Slovenia,URBAN,95
2014,Slovenia,ALLAREA,95
2014,Slovenia,RURAL,95
2014,Slovenia,URBAN,95
2015,Slovenia,ALLAREA,95
2015,Slovenia,RURAL,95
2015,Slovenia,URBAN,95
2016,Slovenia,ALLAREA,95
2006,North Macedonia,RURAL,40
2006,North Macedonia,ALLAREA,64
2006,North Macedonia,URBAN,80
2007,North Macedonia,ALLAREA,65
2007,North Macedonia,URBAN,81
2007,North Macedonia,RURAL,41
2008,North Macedonia,URBAN,83
2008,North Macedonia,RURAL,42
2008,North Macedonia,ALLAREA,66
2009,North Macedonia,URBAN,84
2009,North Macedonia,RURAL,43
2016,Slovenia,RURAL,95
2016,Slovenia,URBAN,95
2017,Slovenia,RURAL,95
2017,Slovenia,URBAN,95
2017,Slovenia,ALLAREA,95
2018,Slovenia,ALLAREA,95
2018,Slovenia,RURAL,95
2018,Slovenia,URBAN,95
2019,Slovenia,URBAN,95
2019,Slovenia,ALLAREA,95
2019,Slovenia,RURAL,95
2009,North Macedonia,ALLAREA,67
2010,North Macedonia,URBAN,85
2010,North Macedonia,ALLAREA,68
2010,North Macedonia,RURAL,44
2011,North Macedonia,ALLAREA,69
2011,North Macedonia,URBAN,86
2011,North Macedonia,RURAL,45
2012,North Macedonia,URBAN,88
2012,North Macedonia,RURAL,46
2012,North Macedonia,ALLAREA,70
2013,North Macedonia,ALLAREA,71
2013,North Macedonia,URBAN,88
2013,North Macedonia,RURAL,47
2014,North Macedonia,URBAN,89
2014,North Macedonia,RURAL,49
2014,North Macedonia,ALLAREA,72
2015,North Macedonia,URBAN,90
2015,North Macedonia,RURAL,50
2015,North Macedonia,ALLAREA,73
2016,North Macedonia,RURAL,51
2016,North Macedonia,ALLAREA,74
2016,North Macedonia,URBAN,90
2011,Albania,ALLAREA,68
2011,Albania,RURAL,47
2011,Albania,URBAN,87
2012,Albania,ALLAREA,70
2012,Albania,RURAL,50
2012,Albania,URBAN,88
2013,Albania,RURAL,52
2013,Albania,ALLAREA,72
2013,Albania,URBAN,89
2014,Albania,ALLAREA,74
2014,Albania,RURAL,55
2015,Kyrgyzstan,URBAN,94
2015,Kyrgyzstan,RURAL,66
2016,Kyrgyzstan,URBAN,94
2016,Kyrgyzstan,RURAL,66
2016,Kyrgyzstan,ALLAREA,77
2017,Kyrgyzstan,ALLAREA,77
2017,Kyrgyzstan,URBAN,95
2017,Kyrgyzstan,RURAL,67
2018,Kyrgyzstan,RURAL,67
2018,Kyrgyzstan,URBAN,95
2018,Kyrgyzstan,ALLAREA,78
2014,Albania,URBAN,90
2015,Albania,ALLAREA,76
2015,Albania,RURAL,57
2015,Albania,URBAN,91
2016,Albania,ALLAREA,78
2016,Albania,RURAL,59
2016,Albania,URBAN,91
2017,Albania,ALLAREA,79
2017,Albania,RURAL,61
2017,Albania,URBAN,92
2018,Albania,ALLAREA,80
2017,North Macedonia,URBAN,91
2017,North Macedonia,RURAL,53
2017,North Macedonia,ALLAREA,76
2018,North Macedonia,ALLAREA,76
2018,North Macedonia,URBAN,91
2018,North Macedonia,RURAL,55
2019,North Macedonia,ALLAREA,77
2019,North Macedonia,RURAL,56
2019,North Macedonia,URBAN,92
2020,North Macedonia,RURAL,58
2020,North Macedonia,ALLAREA,78
2020,Slovenia,ALLAREA,95
2020,Slovenia,RURAL,95
2020,Slovenia,URBAN,95
2021,Slovenia,ALLAREA,95
2021,Slovenia,RURAL,95
2021,Slovenia,URBAN,95
2000,Spain,RURAL,95
2000,Spain,URBAN,95
2000,Spain,ALLAREA,95
2001,Spain,ALLAREA,95
2001,Spain,RURAL,95
2020,North Macedonia,URBAN,92
2021,North Macedonia,ALLAREA,79
2021,North Macedonia,URBAN,92
2021,North Macedonia,RURAL,59
2000,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2000,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2000,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2001,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2001,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2001,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2001,Spain,URBAN,95
2002,Spain,ALLAREA,95
2002,Spain,RURAL,95
2002,Spain,URBAN,95
2003,Spain,URBAN,95
2003,Spain,ALLAREA,95
2003,Spain,RURAL,95
2004,Spain,RURAL,95
2004,Spain,ALLAREA,95
2004,Spain,URBAN,95
2005,Spain,ALLAREA,95
2019,Kyrgyzstan,URBAN,95
2019,Kyrgyzstan,RURAL,68
2019,Kyrgyzstan,ALLAREA,78
2020,Kyrgyzstan,URBAN,95
2020,Kyrgyzstan,RURAL,68
2020,Kyrgyzstan,ALLAREA,78
2021,Kyrgyzstan,URBAN,95
2021,Kyrgyzstan,RURAL,68
2021,Kyrgyzstan,ALLAREA,78
2000,Latvia,URBAN,95
2000,Latvia,RURAL,95
2002,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2002,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2002,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2003,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2003,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2003,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2004,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2004,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2004,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2005,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2005,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2005,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2006,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2006,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2006,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2007,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2007,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2007,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2008,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2008,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2008,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2009,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2009,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2009,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2010,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2010,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2010,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2011,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2011,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2011,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2005,Spain,URBAN,95
2005,Spain,RURAL,95
2006,Spain,ALLAREA,95
2006,Spain,RURAL,95
2006,Spain,URBAN,95
2007,Spain,ALLAREA,95
2007,Spain,RURAL,95
2007,Spain,URBAN,95
2008,Spain,URBAN,95
2008,Spain,ALLAREA,95
2008,Spain,RURAL,95
2012,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2012,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2012,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2013,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2013,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2013,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2014,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2014,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2014,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2015,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2009,Spain,ALLAREA,95
2009,Spain,RURAL,95
2009,Spain,URBAN,95
2010,Spain,ALLAREA,95
2010,Spain,RURAL,95
2010,Spain,URBAN,95
2011,Spain,ALLAREA,95
2011,Spain,URBAN,95
2011,Spain,RURAL,95
2012,Spain,ALLAREA,95
2012,Spain,RURAL,95
2000,Latvia,ALLAREA,95
2001,Latvia,URBAN,95
2001,Latvia,RURAL,95
2001,Latvia,ALLAREA,95
2002,Latvia,URBAN,95
2002,Latvia,RURAL,95
2002,Latvia,ALLAREA,95
2003,Latvia,URBAN,95
2003,Latvia,ALLAREA,95
2003,Latvia,RURAL,95
2004,Latvia,URBAN,95
2015,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2015,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2016,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2016,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2016,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2017,United Kingdom of Great Britain and Northern Ireland,URBAN,95
2017,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2017,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2018,United Kingdom of Great Britain and Northern Ireland,ALLAREA,95
2018,United Kingdom of Great Britain and Northern Ireland,RURAL,95
2012,Spain,URBAN,95
2013,Spain,URBAN,95
2013,Spain,ALLAREA,95
2013,Spain,RURAL,95
2014,Spain,ALLAREA,95
2014,Spain,RURAL,95
2014,Spain,URBAN,95
2015,Spain,ALLAREA,95
2015,Spain,RURAL,95
2015,Spain,URBAN,95
2016,Spain,URBAN,95
