Year,SeriesCode,Country,Age,Education level,Location,Quantile,Sex,Value
2011,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Male,88.40424
2011,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,94.48297
2011,FB_BNK_ACCSS,Israel,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,73.74561
2014,FB_BNK_ACCSS,Israel,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,67.34444
2014,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,93.20479
2014,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Male,89.88589
2014,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,85.06932
2011,FB_BNK_ACCSS,Portugal,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,74.94094
2011,FB_BNK_ACCSS,Portugal,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,75.12838
2011,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,86.44176
2011,FB_BNK_ACCSS,Portugal,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,85.9822
2011,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,81.22942
2014,FB_BNK_ACCSS,Portugal,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.57042
2014,FB_BNK_ACCSS,Portugal,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,80.32256
2014,FB_BNK_ACCSS,Israel,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,83.69196
2014,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,89.95277
2014,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Female,90.01668
2014,FB_BNK_ACCSS,Israel,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,90.18211
2014,FB_BNK_ACCSS,Israel,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.06393
2017,FB_BNK_ACCSS,Israel,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,93.03419
2017,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Female,93.70039
2017,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,92.81496
2017,FB_BNK_ACCSS,Israel,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,88.29243
2017,FB_BNK_ACCSS,Israel,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.87472
2017,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,85.69012
2017,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Male,91.89485
2017,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.55431
2017,FB_BNK_ACCSS,Israel,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,70.28389
2014,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.0032
2014,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.5444
2014,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.10332
2017,FB_BNK_ACCSS,Canada,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.83173
2017,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.8528
2017,FB_BNK_ACCSS,Canada,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2017,FB_BNK_ACCSS,Canada,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,94.73225
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,95.52018
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Male,93.96504
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,89.02403
2021,FB_BNK_ACCSS,Israel,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,62.75657
2021,FB_BNK_ACCSS,Israel,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,71.04865
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,Rural,Total or no breakdown,Both sexes,90.74318
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,92.92522
2017,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.77783
2017,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.72688
2017,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.69299
2017,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.5923
2017,FB_BNK_ACCSS,Canada,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.68819
2021,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.50555
2021,FB_BNK_ACCSS,Canada,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,All areas,Total or no breakdown,Female,91.93179
2021,FB_BNK_ACCSS,Israel,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,92.99236
2021,FB_BNK_ACCSS,Israel,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,94.26554
2021,FB_BNK_ACCSS,Israel,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.59682
2011,FB_BNK_ACCSS,Italy,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,64.25581
2011,FB_BNK_ACCSS,Italy,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,76.55457
2011,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Male,79.1312
2021,FB_BNK_ACCSS,Canada,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.88272
2021,FB_BNK_ACCSS,Canada,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.58033
2021,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.76778
2021,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.80956
2021,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.63462
2021,FB_BNK_ACCSS,Canada,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.37212
2021,FB_BNK_ACCSS,Canada,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,90.16257
2011,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,71.00853
2011,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,62.35211
2011,FB_BNK_ACCSS,Italy,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,77.4399
2011,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Female,64.34535
2011,FB_BNK_ACCSS,Italy,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,31.75473
2011,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,76.73464
2014,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Female,83.15963
2014,FB_BNK_ACCSS,Italy,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,94.63657
2014,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.33458
2014,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Male,91.86937
2014,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,90.64137
2014,FB_BNK_ACCSS,Italy,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,60.79763
2014,FB_BNK_ACCSS,Italy,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,91.4782
2014,FB_BNK_ACCSS,Italy,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,79.48219
2014,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,82.62798
2017,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Male,96.13545
2017,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,93.78502
2017,FB_BNK_ACCSS,Italy,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,95.73492
2017,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Female,91.62444
2017,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,90.63109
2017,FB_BNK_ACCSS,Italy,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,92.00822
2014,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Female,86.10841
2014,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,80.1758
2014,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Male,88.8363
2014,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.38635
2014,FB_BNK_ACCSS,Portugal,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,95.06419
2014,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,92.74017
2014,FB_BNK_ACCSS,Portugal,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,85.69331
2017,FB_BNK_ACCSS,Italy,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.65889
2017,FB_BNK_ACCSS,Italy,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,63.90962
2017,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,95.77914
2021,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.29456
2021,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Male,97.48341
2021,FB_BNK_ACCSS,Italy,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.06812
2021,FB_BNK_ACCSS,Italy,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,97.25324
2017,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Female,90.62212
2017,FB_BNK_ACCSS,Portugal,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,87.5662
2017,FB_BNK_ACCSS,Portugal,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.21747
2017,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,95.58088
2017,FB_BNK_ACCSS,Portugal,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,79.40793
2017,FB_BNK_ACCSS,Portugal,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,95.08457
2017,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,92.34099
2017,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Male,94.2271
2017,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,87.461
2021,FB_BNK_ACCSS,Portugal,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.52267
2021,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,87.62025
2021,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Male,95.37363
2021,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,92.64951
2021,FB_BNK_ACCSS,Portugal,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,94.09826
2021,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,94.79102
2021,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.95731
2021,FB_BNK_ACCSS,Italy,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,82.7702
2021,FB_BNK_ACCSS,Italy,15+,Total or no breakdown,All areas,Total or no breakdown,Female,97.09161
2021,FB_BNK_ACCSS,Italy,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,97.32424
2011,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,96.8449
2011,FB_BNK_ACCSS,Japan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,85.85368
2021,FB_BNK_ACCSS,Portugal,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,78.15639
2021,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,95.99883
2021,FB_BNK_ACCSS,Portugal,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,89.88844
2021,FB_BNK_ACCSS,Portugal,15+,Total or no breakdown,All areas,Total or no breakdown,Female,90.18295
2011,FB_BNK_ACCSS,Romania,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,37.04285
2011,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,53.14651
2011,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,31.74612
2011,FB_BNK_ACCSS,Romania,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,26.88733
2011,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Female,41.06061
2011,FB_BNK_ACCSS,Romania,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,46.21888
2011,FB_BNK_ACCSS,Romania,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,51.348
2011,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,44.59163
2011,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Male,48.53238
2014,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,44.84652
2014,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Male,65.15222
2014,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,60.83715
2014,FB_BNK_ACCSS,Romania,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,72.39155
2014,FB_BNK_ACCSS,Romania,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,61.82456
2014,FB_BNK_ACCSS,Romania,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,34.5522
2014,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,71.46287
2014,FB_BNK_ACCSS,Romania,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,55.03464
2014,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Female,56.86905
2017,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Female,53.59092
2017,FB_BNK_ACCSS,Romania,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,51.06214
2017,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,70.9994
2017,FB_BNK_ACCSS,Romania,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,31.85953
2017,FB_BNK_ACCSS,Romania,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,58.87795
2017,FB_BNK_ACCSS,Romania,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,69.52075
2011,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.16521
2011,FB_BNK_ACCSS,Japan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,89.56608
2011,FB_BNK_ACCSS,Japan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.94605
2011,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,95.9716
2011,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,95.30056
2011,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.42204
2011,FB_BNK_ACCSS,Japan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.24908
2017,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,57.7518
2017,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Male,62.39824
2017,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,37.8349
2021,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Male,72.6786
2021,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,69.1155
2021,FB_BNK_ACCSS,Romania,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,75.96964
2021,FB_BNK_ACCSS,Romania,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,68.69563
2011,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,49.94728
2011,FB_BNK_ACCSS,Chile,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,38.91171
2011,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Female,40.97443
2011,FB_BNK_ACCSS,Chile,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,43.10867
2011,FB_BNK_ACCSS,Chile,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,51.2101
2011,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,42.17929
2011,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,30.44932
2011,FB_BNK_ACCSS,Chile,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,24.41991
2011,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Male,43.44199
2014,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Female,59.16445
2014,FB_BNK_ACCSS,Chile,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,71.08826
2014,FB_BNK_ACCSS,Chile,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,63.45414
2014,FB_BNK_ACCSS,Chile,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,62.49315
2014,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,69.54208
2021,FB_BNK_ACCSS,Romania,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,37.48746
2021,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,57.12011
2021,FB_BNK_ACCSS,Romania,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,71.92287
2021,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,77.09908
2021,FB_BNK_ACCSS,Romania,15+,Total or no breakdown,All areas,Total or no breakdown,Female,65.74443
2011,FB_BNK_ACCSS,Serbia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,71.17567
2011,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,62.21622
2014,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Male,67.8176
2014,FB_BNK_ACCSS,Chile,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,36.6842
2014,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,53.80359
2014,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,63.25888
2017,FB_BNK_ACCSS,Chile,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.2838
2017,FB_BNK_ACCSS,Chile,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,80.86274
2017,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Female,71.27379
2011,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,62.10524
2011,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,48.65464
2011,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,71.19083
2011,FB_BNK_ACCSS,Serbia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,40.16358
2011,FB_BNK_ACCSS,Serbia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,28.93017
2011,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,62.31583
2011,FB_BNK_ACCSS,Serbia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,67.57958
2014,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,82.9674
2014,FB_BNK_ACCSS,Serbia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,75.52573
2014,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,83.47656
2014,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,82.51584
2014,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,83.22865
2014,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.09234
2014,FB_BNK_ACCSS,Serbia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,86.7891
2014,FB_BNK_ACCSS,Japan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,81.50843
2014,FB_BNK_ACCSS,Japan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.45305
2014,FB_BNK_ACCSS,Japan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,83.65997
2014,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,96.39456
2014,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,97.01545
2014,FB_BNK_ACCSS,Japan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.92844
2014,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.64558
2014,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,96.9743
2014,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,96.23654
2017,FB_BNK_ACCSS,Japan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,91.43134
2017,FB_BNK_ACCSS,Japan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.23931
2017,FB_BNK_ACCSS,Japan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,86.66759
2017,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.45735
2017,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,97.53993
2017,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.34924
2017,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,66.87199
2017,FB_BNK_ACCSS,Chile,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,54.18003
2017,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Male,77.75387
2017,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,79.31116
2017,FB_BNK_ACCSS,Chile,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.64117
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Female,86.6153
2021,FB_BNK_ACCSS,Chile,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,89.99969
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,Rural,Total or no breakdown,Both sexes,78.47425
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,89.3392
2021,FB_BNK_ACCSS,Chile,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,86.41335
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,87.48209
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Male,87.56344
2021,FB_BNK_ACCSS,Chile,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,68.84787
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,86.42882
2021,FB_BNK_ACCSS,Chile,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.06207
2021,FB_BNK_ACCSS,Chile,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,93.04007
2011,FB_BNK_ACCSS,China,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,63.54573
2011,FB_BNK_ACCSS,China,15+,Total or no breakdown,All areas,Total or no breakdown,Male,67.58479
2011,FB_BNK_ACCSS,China,15+,Total or no breakdown,All areas,Total or no breakdown,Female,60.00867
2011,FB_BNK_ACCSS,China,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,75.26369
2014,FB_BNK_ACCSS,Serbia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.89097
2014,FB_BNK_ACCSS,Serbia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,77.76267
2017,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,76.04527
2017,FB_BNK_ACCSS,Serbia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,51.48439
2017,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,72.87623
2017,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,64.52927
2017,FB_BNK_ACCSS,Serbia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,70.12701
2017,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.24339
2017,FB_BNK_ACCSS,Japan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.4361
2017,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.06467
2017,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.71212
2021,FB_BNK_ACCSS,Japan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.22803
2021,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.50393
2021,FB_BNK_ACCSS,Japan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.84163
2011,FB_BNK_ACCSS,China,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,46.62636
