Year,SeriesCode,Country,Education level,Type of skill,Value
2015,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.11483
2015,SE_TOT_GPI,Hungary,PRIMAR,SKILL_MATH,0.99067
2015,SE_TOT_GPI,Hungary,LOWSEC,SKILL_MATH,0.94753
2016,SE_TOT_GPI,Hungary,PRIMAR,SKILL_READ,1.01231
2018,SE_TOT_GPI,Hungary,LOWSEC,SKILL_READ,1.12027
2019,SE_TOT_GPI,Hungary,LOWSEC,SKILL_MATH,0.94801
2019,SE_TOT_GPI,Hungary,PRIMAR,SKILL_MATH,1.05039
2000,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.02388
2000,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.13071
2001,SE_TOT_GPI,Iceland,GRAD23,SKILL_READ,1.05184
2003,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.07607
2003,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.1922
2006,SE_TOT_GPI,Iceland,GRAD23,SKILL_READ,1.04892
2006,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.18016
2006,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.03646
2009,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.02192
2009,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.1547
2012,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.20184
2012,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.04395
2015,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.02099
2015,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.15673
2018,SE_TOT_GPI,Iceland,LOWSEC,SKILL_READ,1.19017
2018,SE_TOT_GPI,Iceland,LOWSEC,SKILL_MATH,1.06588
2000,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.98512
2000,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.0569
2003,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.07182
2003,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.95614
2006,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.09688
2006,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.97741
2009,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.13404
2009,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.99433
2011,SE_TOT_GPI,Ireland,GRAD23,SKILL_READ,1.01608
2011,SE_TOT_GPI,Ireland,GRAD23,SKILL_MATH,0.98895
2012,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.95897
2012,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.07408
2015,SE_TOT_GPI,Ireland,GRAD23,SKILL_MATH,1.00423
2015,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.04618
2015,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.98019
2016,SE_TOT_GPI,Ireland,GRAD23,SKILL_READ,1.00556
2018,SE_TOT_GPI,Ireland,LOWSEC,SKILL_MATH,0.99965
2018,SE_TOT_GPI,Ireland,LOWSEC,SKILL_READ,1.07177
2019,SE_TOT_GPI,Ireland,GRAD23,SKILL_MATH,1.01919
2000,SE_TOT_GPI,Israel,LOWSEC,SKILL_MATH,0.96179
2000,SE_TOT_GPI,Israel,LOWSEC,SKILL_READ,1.08511
2001,SE_TOT_GPI,Israel,PRIMAR,SKILL_READ,1.05764
2006,SE_TOT_GPI,Israel,LOWSEC,SKILL_READ,1.22643
2006,SE_TOT_GPI,Israel,PRIMAR,SKILL_READ,1.03971
2006,SE_TOT_GPI,Israel,LOWSEC,SKILL_MATH,0.93984
2009,SE_TOT_GPI,Israel,LOWSEC,SKILL_READ,1.18312
2009,SE_TOT_GPI,Israel,LOWSEC,SKILL_MATH,0.99637
2011,SE_TOT_GPI,Israel,PRIMAR,SKILL_READ,1.0275
2012,SE_TOT_GPI,Israel,LOWSEC,SKILL_MATH,1.00375
2012,SE_TOT_GPI,Israel,LOWSEC,SKILL_READ,1.20222
2015,SE_TOT_GPI,Israel,LOWSEC,SKILL_READ,1.12587
2015,SE_TOT_GPI,Israel,LOWSEC,SKILL_MATH,1.00313
2016,SE_TOT_GPI,Israel,PRIMAR,SKILL_READ,1.05016
2018,SE_TOT_GPI,Israel,LOWSEC,SKILL_READ,1.22369
2018,SE_TOT_GPI,Israel,LOWSEC,SKILL_MATH,1.08539
2000,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.13781
2001,SE_TOT_GPI,Italy,PRIMAR,SKILL_READ,1.00324
2003,SE_TOT_GPI,Italy,LOWSEC,SKILL_MATH,0.95988
2003,SE_TOT_GPI,Italy,PRIMAR,SKILL_MATH,0.9248
2003,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.16707
2006,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.16286
2006,SE_TOT_GPI,Italy,PRIMAR,SKILL_READ,1.00749
2007,SE_TOT_GPI,Italy,LOWSEC,SKILL_MATH,0.94899
2007,SE_TOT_GPI,Italy,PRIMAR,SKILL_MATH,0.88935
2009,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.18566
2011,SE_TOT_GPI,Italy,PRIMAR,SKILL_MATH,0.93539
2011,SE_TOT_GPI,Italy,LOWSEC,SKILL_MATH,0.91761
2011,SE_TOT_GPI,Italy,PRIMAR,SKILL_READ,1.00765
2012,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.15294
2015,SE_TOT_GPI,Italy,PRIMAR,SKILL_MATH,0.88459
2015,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.07489
2015,SE_TOT_GPI,Italy,LOWSEC,SKILL_MATH,0.95744
2016,SE_TOT_GPI,Italy,PRIMAR,SKILL_READ,1.0173
2018,SE_TOT_GPI,Italy,LOWSEC,SKILL_READ,1.11162
2019,SE_TOT_GPI,Italy,LOWSEC,SKILL_MATH,0.9167
2019,SE_TOT_GPI,Italy,PRIMAR,SKILL_MATH,1.06323
2007,SE_TOT_GPI,Kazakhstan,PRIMAR,SKILL_MATH,1.04473
2009,SE_TOT_GPI,Kazakhstan,LOWSEC,SKILL_READ,1.35334
2009,SE_TOT_GPI,Kazakhstan,LOWSEC,SKILL_MATH,1.00707
2011,SE_TOT_GPI,Kazakhstan,PRIMAR,SKILL_MATH,0.9583
2012,SE_TOT_GPI,Kazakhstan,LOWSEC,SKILL_MATH,1.00999
2012,SE_TOT_GPI,Kazakhstan,LOWSEC,SKILL_READ,1.36844
2015,SE_TOT_GPI,Kazakhstan,PRIMAR,SKILL_MATH,1.01665
2016,SE_TOT_GPI,Kazakhstan,PRIMAR,SKILL_READ,1.00743
2018,SE_TOT_GPI,Kazakhstan,LOWSEC,SKILL_MATH,0.99808
2018,SE_TOT_GPI,Kazakhstan,LOWSEC,SKILL_READ,1.31236
2019,SE_TOT_GPI,Kazakhstan,PRIMAR,SKILL_MATH,0.99031
2000,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,0.96624
2000,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.0373
2003,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.04102
2003,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,0.973
2006,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,1.00503
2006,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.05077
2009,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.06548
2009,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,1.02269
2011,SE_TOT_GPI,Republic of Korea,PRIMAR,SKILL_MATH,1.00149
2012,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,1.0011
2012,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.06168
2015,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.12481
2015,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,1.0551
2015,SE_TOT_GPI,Republic of Korea,PRIMAR,SKILL_MATH,1.00524
2018,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_MATH,1.01392
2018,SE_TOT_GPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_MATH,0.97413
2018,SE_TOT_GPI,United Kingdom of Great Britain and Northern Ireland,LOWSEC,SKILL_READ,1.07409
2019,SE_TOT_GPI,United Kingdom of Great Britain and Northern Ireland,PRIMAR,SKILL_MATH,0.99666
2018,SE_TOT_GPI,Republic of Korea,LOWSEC,SKILL_READ,1.08497
2019,SE_TOT_GPI,Republic of Korea,PRIMAR,SKILL_MATH,0.99042
2000,SE_TOT_GPI,Latvia,LOWSEC,SKILL_MATH,0.99239
2000,SE_TOT_GPI,Latvia,LOWSEC,SKILL_READ,1.25676
2000,SE_TOT_GPI,Latvia,LOWSEC,SKILL_READ,1.25676
