Year,SeriesCode,Country,Migratory status,Sex,Value
2009,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,132.91
2009,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,92.03
2014,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1520.46
2014,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1415.5
2014,SL_EMP_INJUR,Slovenia,NONMIG,Male,1903.07
2014,SL_EMP_INJUR,Slovenia,NONMIG,Female,824.86
2014,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2074.99
2014,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,831.32
2009,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,50.54
2009,SL_EMP_INJUR,Bulgaria,NONMIG,Male,132.69
2010,SL_EMP_INJUR,Bulgaria,NONMIG,Female,54.89
2010,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,91.17
2010,SL_EMP_INJUR,Bulgaria,NONMIG,Male,127.58
2010,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,127.73
2015,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1512.11
2015,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2050.21
2015,SL_EMP_INJUR,Slovenia,NONMIG,Both sexes,1419.3
2015,SL_EMP_INJUR,Slovenia,NONMIG,Female,847.1
2015,SL_EMP_INJUR,Slovenia,NONMIG,Male,1896.59
2015,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,849.73
2011,SL_EMP_INJUR,Hungary,NONMIG,Male,674.08
2011,SL_EMP_INJUR,Hungary,NONMIG,Female,358.67
2011,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,514.94
2011,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,674.92
2011,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,515.64
2011,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,359.15
2016,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1431.14
2017,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1534.73
2018,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1460.6
2019,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1518.47
2019,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,896.89
2019,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,2021.68
2020,SL_EMP_INJUR,Slovenia,Total or no breakdown,Both sexes,1867.77
2012,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,398.05
2012,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,640.09
2012,SL_EMP_INJUR,Hungary,NONMIG,Female,398.79
2012,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,527.94
2012,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,528.02
2012,SL_EMP_INJUR,Hungary,NONMIG,Male,639.46
2010,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,91.21
2010,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,54.81
2011,SL_EMP_INJUR,Bulgaria,NONMIG,Male,124.81
2011,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,87.21
2011,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,50.07
2011,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,125.0
2020,SL_EMP_INJUR,Slovenia,Total or no breakdown,Male,1918.14
2020,SL_EMP_INJUR,Slovenia,Total or no breakdown,Female,1805.47
2000,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,7549.23
2000,SL_EMP_INJUR,Spain,Total or no breakdown,Male,10171.06
2000,SL_EMP_INJUR,Spain,Total or no breakdown,Female,3428.53
2001,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,7341.91
2001,SL_EMP_INJUR,Spain,Total or no breakdown,Male,9931.07
2001,SL_EMP_INJUR,Spain,Total or no breakdown,Female,3419.09
2002,SL_EMP_INJUR,Spain,Total or no breakdown,Female,3290.34
2002,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,7034.7
2002,SL_EMP_INJUR,Spain,Total or no breakdown,Male,9482.99
2003,SL_EMP_INJUR,Spain,Total or no breakdown,Male,8559.85
2003,SL_EMP_INJUR,Spain,Total or no breakdown,Female,3180.79
2003,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,6371.25
2004,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,6121.31
2004,SL_EMP_INJUR,Spain,Total or no breakdown,Female,3041.58
2011,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,87.34
2011,SL_EMP_INJUR,Bulgaria,NONMIG,Female,49.99
2012,SL_EMP_INJUR,Bulgaria,NONMIG,Male,124.82
2012,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,53.07
2012,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,88.9
2012,SL_EMP_INJUR,Bulgaria,NONMIG,Female,52.85
2004,SL_EMP_INJUR,Spain,Total or no breakdown,Male,8272.48
2005,SL_EMP_INJUR,Spain,Total or no breakdown,Female,2955.0
2005,SL_EMP_INJUR,Spain,Total or no breakdown,Male,8125.0
2005,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,5999.0
2006,SL_EMP_INJUR,Spain,Total or no breakdown,Female,2918.0
2006,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,5868.0
2006,SL_EMP_INJUR,Spain,Total or no breakdown,Male,7966.0
2007,SL_EMP_INJUR,Spain,Total or no breakdown,Female,2960.0
2013,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,358.31
2013,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,583.12
2013,SL_EMP_INJUR,Hungary,NONMIG,Male,582.39
2013,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,478.51
2013,SL_EMP_INJUR,Hungary,NONMIG,Female,356.68
2013,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,479.81
2007,SL_EMP_INJUR,Spain,Total or no breakdown,Male,7796.0
2007,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,5748.0
2008,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,5055.0
2008,SL_EMP_INJUR,Spain,Total or no breakdown,Female,2799.0
2008,SL_EMP_INJUR,Spain,Total or no breakdown,Male,6801.0
2009,SL_EMP_INJUR,Spain,Total or no breakdown,Female,2430.19
2009,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,4121.03
2009,SL_EMP_INJUR,Spain,Total or no breakdown,Male,5505.3
2014,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,534.12
2014,SL_EMP_INJUR,Hungary,NONMIG,Male,660.05
2014,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,393.32
2014,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,661.53
2014,SL_EMP_INJUR,Hungary,NONMIG,Female,392.19
2014,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,532.66
2015,SL_EMP_INJUR,Hungary,NONMIG,Male,680.76
2015,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,681.58
2015,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,412.61
2015,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,554.55
2015,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,553.28
2015,SL_EMP_INJUR,Hungary,NONMIG,Female,411.07
2010,SL_EMP_INJUR,Spain,Total or no breakdown,Female,2317.1
2010,SL_EMP_INJUR,Spain,Total or no breakdown,Male,5159.96
2010,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,3861.11
2011,SL_EMP_INJUR,Spain,NONMIG,Both sexes,3242.15
2011,SL_EMP_INJUR,Spain,NONMIG,Male,4245.15
2011,SL_EMP_INJUR,Spain,NONMIG,Female,2044.37
2016,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,530.0
2016,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,620.0
2016,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,410.0
2017,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,640.44
2018,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,587.18
2019,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,591.57
2020,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,536.3
2011,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,3205.83
2011,SL_EMP_INJUR,Spain,Total or no breakdown,Male,4251.36
2011,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1983.47
2012,SL_EMP_INJUR,Spain,NONMIG,Male,3432.07
2012,SL_EMP_INJUR,Spain,NONMIG,Female,1664.5
2012,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2570.27
2012,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,88.79
2012,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,124.86
2013,SL_EMP_INJUR,Bulgaria,NONMIG,Female,47.93
2013,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,83.25
2013,SL_EMP_INJUR,Bulgaria,NONMIG,Male,118.8
2013,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,83.22
2012,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2600.52
2012,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3437.8
2012,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1612.43
2013,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3370.21
2013,SL_EMP_INJUR,Spain,NONMIG,Female,1777.4
2013,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2623.32
2013,SL_EMP_INJUR,Spain,NONMIG,Male,3377.47
2013,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2580.64
2013,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1710.26
2014,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2788.52
2014,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2831.84
2014,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3681.94
2020,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,441.42
2020,SL_EMP_INJUR,Hungary,MIGPER,Both sexes,6.41
2020,SL_EMP_INJUR,Hungary,MIGPER,Female,4.44
2020,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,332.12
2020,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,435.0
2020,SL_EMP_INJUR,Hungary,NONMIG,Male,528.18
2020,SL_EMP_INJUR,Hungary,NONMIG,Female,327.67
2014,SL_EMP_INJUR,Spain,NONMIG,Female,1905.49
2014,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1835.74
2014,SL_EMP_INJUR,Spain,NONMIG,Male,3690.86
2015,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1824.18
2015,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3620.78
2015,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2804.82
2020,SL_EMP_INJUR,Hungary,MIGPER,Male,8.12
2021,SL_EMP_INJUR,Hungary,NONMIG,Both sexes,457.67
2021,SL_EMP_INJUR,Hungary,Total or no breakdown,Female,351.13
2021,SL_EMP_INJUR,Hungary,NONMIG,Female,162.0
2021,SL_EMP_INJUR,Hungary,MIGPER,Both sexes,6.39
2021,SL_EMP_INJUR,Hungary,MIGPER,Male,4.51
2021,SL_EMP_INJUR,Hungary,NONMIG,Male,295.67
2015,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2767.57
2015,SL_EMP_INJUR,Spain,NONMIG,Male,3620.26
2015,SL_EMP_INJUR,Spain,NONMIG,Female,1894.01
2016,SL_EMP_INJUR,Spain,MIGPER,Female,1645.92
2016,SL_EMP_INJUR,Spain,MIGPER,Male,4100.44
2016,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3690.73
2016,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2807.18
2016,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2791.47
2016,SL_EMP_INJUR,Spain,NONMIG,Female,1851.89
2016,SL_EMP_INJUR,Spain,NONMIG,Male,3647.81
2016,SL_EMP_INJUR,Spain,MIGPER,Both sexes,2960.79
2016,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1833.23
2017,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2816.07
2017,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3777.71
2017,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2842.41
2017,SL_EMP_INJUR,Spain,MIGPER,Female,1687.48
2017,SL_EMP_INJUR,Spain,MIGPER,Male,4266.35
2017,SL_EMP_INJUR,Spain,NONMIG,Male,3724.05
2017,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1807.16
2017,SL_EMP_INJUR,Spain,NONMIG,Female,1819.23
2017,SL_EMP_INJUR,Spain,MIGPER,Both sexes,3092.03
2018,SL_EMP_INJUR,Spain,MIGPER,Female,1732.49
2018,SL_EMP_INJUR,Spain,NONMIG,Male,3718.84
2013,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,47.86
2013,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,118.92
2014,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,121.69
2014,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,49.17
2014,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,85.22
2014,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,85.37
2018,SL_EMP_INJUR,Spain,MIGPER,Male,4333.88
2018,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2786.84
2018,SL_EMP_INJUR,Spain,NONMIG,Female,1765.82
2018,SL_EMP_INJUR,Spain,MIGPER,Both sexes,3158.33
2018,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1762.65
2018,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2823.92
2018,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3782.89
2019,SL_EMP_INJUR,Spain,NONMIG,Female,1551.67
2019,SL_EMP_INJUR,Spain,MIGPER,Male,3861.94
2019,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1552.51
2019,SL_EMP_INJUR,Spain,MIGPER,Both sexes,2851.35
2019,SL_EMP_INJUR,Spain,MIGPER,Female,1560.05
2019,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2513.2
2019,SL_EMP_INJUR,Spain,NONMIG,Male,3269.13
2019,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2473.35
2019,SL_EMP_INJUR,Spain,Total or no breakdown,Male,3334.15
2021,SL_EMP_INJUR,Hungary,Total or no breakdown,Both sexes,464.06
2021,SL_EMP_INJUR,Hungary,Total or no breakdown,Male,562.37
2021,SL_EMP_INJUR,Hungary,MIGPER,Female,1.88
2011,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,534.39
2012,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,957.32
2013,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,1038.95
2014,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,688.38
2014,SL_EMP_INJUR,Bulgaria,NONMIG,Male,121.6
2014,SL_EMP_INJUR,Bulgaria,NONMIG,Female,48.94
2015,SL_EMP_INJUR,Bulgaria,NONMIG,Both sexes,86.12
2015,SL_EMP_INJUR,Bulgaria,NONMIG,Female,50.89
2015,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,86.16
2015,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,50.98
2015,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,121.26
2015,SL_EMP_INJUR,Bulgaria,NONMIG,Male,121.27
2016,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,82.7
2016,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,111.88
2016,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,53.49
2017,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,80.74
2017,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,53.05
2017,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,109.46
2018,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,82.54
2018,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,53.22
2018,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,111.48
2019,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,86.42
2019,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,115.09
2015,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,1054.73
2015,SL_EMP_INJUR,Iceland,Total or no breakdown,Female,811.97
2015,SL_EMP_INJUR,Iceland,Total or no breakdown,Male,1275.97
2016,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,681.97
2017,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,674.13
2018,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,698.8
2019,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,657.16
2020,SL_EMP_INJUR,Spain,Total or no breakdown,Male,2714.68
2020,SL_EMP_INJUR,Spain,Total or no breakdown,Female,1257.69
2020,SL_EMP_INJUR,Spain,NONMIG,Male,2661.94
2020,SL_EMP_INJUR,Spain,NONMIG,Female,1271.14
2020,SL_EMP_INJUR,Spain,Total or no breakdown,Both sexes,2042.51
2020,SL_EMP_INJUR,Spain,MIGPER,Female,1135.42
2020,SL_EMP_INJUR,Spain,MIGPER,Both sexes,2269.83
2020,SL_EMP_INJUR,Spain,NONMIG,Both sexes,2015.73
2019,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,58.21
2020,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Both sexes,76.96
2020,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Female,47.61
2020,SL_EMP_INJUR,Bulgaria,Total or no breakdown,Male,105.85
2000,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,102.8
2000,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,302.6
2000,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,198.7
2020,SL_EMP_INJUR,Spain,MIGPER,Male,3137.87
2000,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,810.0
2000,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,970.0
2000,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,1110.0
2001,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,912.0
2001,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,721.0
2001,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,1088.0
2002,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,1057.0
2001,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,87.9
2001,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,265.8
2001,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,173.9
2002,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,234.1
2002,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,149.7
2002,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,72.4
2003,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,220.1
2003,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,72.8
2002,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,907.0
2002,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,744.0
2003,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,828.0
2003,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,959.0
2003,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,687.0
2004,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,782.0
2004,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,893.0
2004,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,661.0
2003,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,143.1
2004,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,210.7
2004,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,68.7
2004,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,136.1
2005,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,58.4
2005,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,111.1
2005,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,168.0
2006,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,50.9
2006,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,94.7
2006,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,141.7
2007,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,43.4
2007,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,127.7
2007,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,83.9
2008,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,78.2
2008,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,117.9
2008,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,43.3
2020,SL_EMP_INJUR,Iceland,Total or no breakdown,Both sexes,553.11
2000,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,232.5
2001,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,341.7
2002,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,306.5
2003,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,300.0
2004,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,291.9
2005,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,325.0
2006,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,276.6
2007,SL_EMP_INJUR,India,Total or no breakdown,Both sexes,325.0
2000,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,542.9
2000,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,471.42
2000,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,699.38
2001,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,681.94
2001,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,534.58
2001,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,320.96
2005,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,757.0
2005,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,866.0
2005,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,639.0
2006,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,848.0
2006,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,645.0
2006,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,751.0
2007,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,674.0
2007,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,565.0
2002,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,448.03
2002,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,589.94
2002,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,249.73
2003,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,1220.0
2004,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,1130.0
2005,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,1200.0
2006,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,1160.0
2007,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,1350.0
2009,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,1640.21
2009,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,1155.09
2009,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,2049.02
2010,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,1554.78
2010,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,2182.98
2009,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,70.0
2009,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,100.0
2009,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,40.0
2010,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,30.0
2010,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,90.0
2010,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,60.0
2011,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,56.6
2011,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,88.6
2011,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,26.8
2012,SL_EMP_INJUR,Belarus,Total or no breakdown,Both sexes,51.6
2012,SL_EMP_INJUR,Belarus,Total or no breakdown,Male,79.7
2012,SL_EMP_INJUR,Belarus,Total or no breakdown,Female,26.3
2010,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,2727.19
2011,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,2600.0
2011,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,1840.0
2011,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,2250.0
2012,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,733.58
2012,SL_EMP_INJUR,Ireland,NONMIG,Male,852.93
2012,SL_EMP_INJUR,Ireland,NONMIG,Female,715.83
2012,SL_EMP_INJUR,Ireland,NONMIG,Both sexes,788.71
2012,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,908.84
2012,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,827.11
2013,SL_EMP_INJUR,Ireland,NONMIG,Male,1063.21
2013,SL_EMP_INJUR,Ireland,NONMIG,Both sexes,888.68
2013,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,725.7
2007,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,774.0
2008,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,739.0
2008,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,534.0
2008,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,641.0
2009,SL_EMP_INJUR,Sweden,NONMIG,Male,0.0
2009,SL_EMP_INJUR,Sweden,Total or no breakdown,Female,637.08
2009,SL_EMP_INJUR,Sweden,NONMIG,Both sexes,0.0
2013,SL_EMP_INJUR,Ireland,NONMIG,Female,685.98
2013,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,1150.68
2013,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,955.21
2014,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,945.02
2014,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,638.32
2014,SL_EMP_INJUR,Ireland,NONMIG,Female,616.53
2014,SL_EMP_INJUR,Ireland,NONMIG,Male,1144.81
2009,SL_EMP_INJUR,Sweden,Total or no breakdown,Male,827.16
2009,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,736.08
2009,SL_EMP_INJUR,Sweden,NONMIG,Female,0.0
2010,SL_EMP_INJUR,Sweden,NONMIG,Male,0.0
2010,SL_EMP_INJUR,Sweden,Total or no breakdown,Both sexes,781.44
2010,SL_EMP_INJUR,Sweden,NONMIG,Female,0.0
2014,SL_EMP_INJUR,Ireland,NONMIG,Both sexes,901.96
2014,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,1203.23
2015,SL_EMP_INJUR,Ireland,Total or no breakdown,Female,551.38
2015,SL_EMP_INJUR,Ireland,NONMIG,Female,523.88
2015,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,845.77
2015,SL_EMP_INJUR,Ireland,NONMIG,Both sexes,808.13
2015,SL_EMP_INJUR,Ireland,Total or no breakdown,Male,1092.42
2015,SL_EMP_INJUR,Ireland,NONMIG,Male,1049.14
2016,SL_EMP_INJUR,Ireland,Total or no breakdown,Both sexes,702.61
