Year,Poverty line,Country,Value
2015,$6.85 a day (2017 PPP) UMIC,China,37.9
2016,$2.15 a day (2017 PPP) dollar-a-day,China,0.8
2016,$3.65 a day (2017 PPP) LMIC,China,7.8
2016,$6.85 a day (2017 PPP) UMIC,China,34.2
2017,$2.15 a day (2017 PPP) dollar-a-day,China,0.7
2017,$3.65 a day (2017 PPP) LMIC,China,6.8
2017,$6.85 a day (2017 PPP) UMIC,China,32.0
2018,$2.15 a day (2017 PPP) dollar-a-day,China,0.4
2018,$3.65 a day (2017 PPP) LMIC,China,5.0
2018,$6.85 a day (2017 PPP) UMIC,China,28.1
2019,$2.15 a day (2017 PPP) dollar-a-day,China,0.1
2019,$3.65 a day (2017 PPP) LMIC,China,3.0
2019,$6.85 a day (2017 PPP) UMIC,China,24.7
2020,$2.15 a day (2017 PPP) dollar-a-day,China,0.1
2020,$3.65 a day (2017 PPP) LMIC,China,2.0
2020,$6.85 a day (2017 PPP) UMIC,China,24.7
1999,$2.15 a day (2017 PPP) dollar-a-day,Colombia,21.4
1999,$3.65 a day (2017 PPP) LMIC,Colombia,38.2
1999,$6.85 a day (2017 PPP) UMIC,Colombia,64.3
2000,$2.15 a day (2017 PPP) dollar-a-day,Colombia,17.5
2000,$3.65 a day (2017 PPP) LMIC,Colombia,33.2
2000,$6.85 a day (2017 PPP) UMIC,Colombia,59.5
2001,$2.15 a day (2017 PPP) dollar-a-day,Colombia,21.0
2001,$3.65 a day (2017 PPP) LMIC,Colombia,39.5
2001,$6.85 a day (2017 PPP) UMIC,Colombia,67.0
2002,$2.15 a day (2017 PPP) dollar-a-day,Colombia,14.2
2002,$3.65 a day (2017 PPP) LMIC,Colombia,30.9
2002,$6.85 a day (2017 PPP) UMIC,Colombia,57.7
2003,$2.15 a day (2017 PPP) dollar-a-day,Colombia,13.0
2003,$3.65 a day (2017 PPP) LMIC,Colombia,29.3
2003,$6.85 a day (2017 PPP) UMIC,Colombia,58.0
2004,$2.15 a day (2017 PPP) dollar-a-day,Colombia,12.0
2004,$3.65 a day (2017 PPP) LMIC,Colombia,28.8
2004,$6.85 a day (2017 PPP) UMIC,Colombia,57.3
2005,$2.15 a day (2017 PPP) dollar-a-day,Colombia,10.7
2005,$3.65 a day (2017 PPP) LMIC,Colombia,25.6
2005,$6.85 a day (2017 PPP) UMIC,Colombia,53.5
2008,$2.15 a day (2017 PPP) dollar-a-day,Colombia,11.0
2008,$3.65 a day (2017 PPP) LMIC,Colombia,24.1
2008,$6.85 a day (2017 PPP) UMIC,Colombia,48.5
2009,$2.15 a day (2017 PPP) dollar-a-day,Colombia,9.6
2009,$3.65 a day (2017 PPP) LMIC,Colombia,22.2
2009,$6.85 a day (2017 PPP) UMIC,Colombia,47.3
2010,$2.15 a day (2017 PPP) dollar-a-day,Colombia,8.3
2010,$3.65 a day (2017 PPP) LMIC,Colombia,20.0
2010,$6.85 a day (2017 PPP) UMIC,Colombia,44.6
2011,$2.15 a day (2017 PPP) dollar-a-day,Colombia,6.8
2011,$3.65 a day (2017 PPP) LMIC,Colombia,17.9
2011,$6.85 a day (2017 PPP) UMIC,Colombia,41.6
2012,$2.15 a day (2017 PPP) dollar-a-day,Colombia,6.7
2012,$3.65 a day (2017 PPP) LMIC,Colombia,16.8
2012,$6.85 a day (2017 PPP) UMIC,Colombia,39.8
2013,$2.15 a day (2017 PPP) dollar-a-day,Colombia,6.1
2013,$3.65 a day (2017 PPP) LMIC,Colombia,15.3
2013,$6.85 a day (2017 PPP) UMIC,Colombia,37.6
2014,$2.15 a day (2017 PPP) dollar-a-day,Colombia,5.4
2014,$3.65 a day (2017 PPP) LMIC,Colombia,14.3
2014,$6.85 a day (2017 PPP) UMIC,Colombia,35.4
2015,$2.15 a day (2017 PPP) dollar-a-day,Colombia,4.9
2015,$3.65 a day (2017 PPP) LMIC,Colombia,13.0
2015,$6.85 a day (2017 PPP) UMIC,Colombia,34.6
2016,$2.15 a day (2017 PPP) dollar-a-day,Colombia,4.9
2016,$3.65 a day (2017 PPP) LMIC,Colombia,12.9
2016,$6.85 a day (2017 PPP) UMIC,Colombia,34.3
2017,$2.15 a day (2017 PPP) dollar-a-day,Colombia,4.3
2017,$3.65 a day (2017 PPP) LMIC,Colombia,12.1
2017,$6.85 a day (2017 PPP) UMIC,Colombia,33.7
2018,$2.15 a day (2017 PPP) dollar-a-day,Colombia,4.5
2018,$3.65 a day (2017 PPP) LMIC,Colombia,12.2
2018,$6.85 a day (2017 PPP) UMIC,Colombia,33.9
2019,$2.15 a day (2017 PPP) dollar-a-day,Colombia,5.3
2019,$3.65 a day (2017 PPP) LMIC,Colombia,13.7
2019,$6.85 a day (2017 PPP) UMIC,Colombia,34.8
2020,$2.15 a day (2017 PPP) dollar-a-day,Colombia,9.4
2020,$3.65 a day (2017 PPP) LMIC,Colombia,19.3
2020,$6.85 a day (2017 PPP) UMIC,Colombia,42.2
2021,$2.15 a day (2017 PPP) dollar-a-day,Colombia,6.6
2021,$3.65 a day (2017 PPP) LMIC,Colombia,16.0
2021,$6.85 a day (2017 PPP) UMIC,Colombia,39.2
1998,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,5.2
1998,$3.65 a day (2017 PPP) LMIC,Costa Rica,11.9
1998,$6.85 a day (2017 PPP) UMIC,Costa Rica,33.6
1999,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,6.8
1999,$3.65 a day (2017 PPP) LMIC,Costa Rica,14.0
1999,$6.85 a day (2017 PPP) UMIC,Costa Rica,36.1
2000,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,6.9
2000,$3.65 a day (2017 PPP) LMIC,Costa Rica,14.8
2000,$6.85 a day (2017 PPP) UMIC,Costa Rica,36.1
2001,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,5.1
2001,$3.65 a day (2017 PPP) LMIC,Costa Rica,11.5
2001,$6.85 a day (2017 PPP) UMIC,Costa Rica,28.0
2002,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,4.7
2002,$3.65 a day (2017 PPP) LMIC,Costa Rica,10.5
2002,$6.85 a day (2017 PPP) UMIC,Costa Rica,27.8
2003,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,4.7
2003,$3.65 a day (2017 PPP) LMIC,Costa Rica,10.5
2003,$6.85 a day (2017 PPP) UMIC,Costa Rica,26.5
2004,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,4.7
2004,$3.65 a day (2017 PPP) LMIC,Costa Rica,9.8
2004,$6.85 a day (2017 PPP) UMIC,Costa Rica,27.9
2005,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,3.3
2005,$3.65 a day (2017 PPP) LMIC,Costa Rica,8.5
2005,$6.85 a day (2017 PPP) UMIC,Costa Rica,25.4
2006,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,3.3
2006,$3.65 a day (2017 PPP) LMIC,Costa Rica,8.2
2006,$6.85 a day (2017 PPP) UMIC,Costa Rica,25.1
2007,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.8
2007,$3.65 a day (2017 PPP) LMIC,Costa Rica,5.9
2007,$6.85 a day (2017 PPP) UMIC,Costa Rica,20.3
2008,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,2.4
2008,$3.65 a day (2017 PPP) LMIC,Costa Rica,5.7
2008,$6.85 a day (2017 PPP) UMIC,Costa Rica,20.0
2009,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,2.5
2009,$3.65 a day (2017 PPP) LMIC,Costa Rica,6.1
2009,$6.85 a day (2017 PPP) UMIC,Costa Rica,19.4
2010,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.5
2010,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.1
2010,$6.85 a day (2017 PPP) UMIC,Costa Rica,15.6
2011,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.8
2011,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.8
2011,$6.85 a day (2017 PPP) UMIC,Costa Rica,16.4
2012,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.7
2012,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.4
2012,$6.85 a day (2017 PPP) UMIC,Costa Rica,15.6
2013,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.6
2013,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.3
2013,$6.85 a day (2017 PPP) UMIC,Costa Rica,15.6
2014,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.5
2014,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.3
2014,$6.85 a day (2017 PPP) UMIC,Costa Rica,15.1
2015,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.6
2015,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.4
2015,$6.85 a day (2017 PPP) UMIC,Costa Rica,14.8
2016,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.3
2016,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.1
2016,$6.85 a day (2017 PPP) UMIC,Costa Rica,14.2
2017,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.2
2017,$3.65 a day (2017 PPP) LMIC,Costa Rica,3.1
2017,$6.85 a day (2017 PPP) UMIC,Costa Rica,12.9
2018,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.5
2018,$3.65 a day (2017 PPP) LMIC,Costa Rica,4.0
2018,$6.85 a day (2017 PPP) UMIC,Costa Rica,13.9
2019,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.1
2019,$3.65 a day (2017 PPP) LMIC,Costa Rica,3.5
2019,$6.85 a day (2017 PPP) UMIC,Costa Rica,13.7
2020,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,2.3
2020,$3.65 a day (2017 PPP) LMIC,Costa Rica,6.0
2020,$6.85 a day (2017 PPP) UMIC,Costa Rica,19.9
2021,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,1.2
2021,$3.65 a day (2017 PPP) LMIC,Costa Rica,3.7
2021,$6.85 a day (2017 PPP) UMIC,Costa Rica,14.5
2022,$2.15 a day (2017 PPP) dollar-a-day,Costa Rica,0.9
2022,$3.65 a day (2017 PPP) LMIC,Costa Rica,3.3
2022,$6.85 a day (2017 PPP) UMIC,Costa Rica,14.1
2004,$2.15 a day (2017 PPP) dollar-a-day,India,39.9
2004,$3.65 a day (2017 PPP) LMIC,India,76.6
2004,$6.85 a day (2017 PPP) UMIC,India,94.4
2009,$2.15 a day (2017 PPP) dollar-a-day,India,32.9
2009,$3.65 a day (2017 PPP) LMIC,India,71.6
2009,$6.85 a day (2017 PPP) UMIC,India,92.9
2011,$2.15 a day (2017 PPP) dollar-a-day,India,22.5
2011,$3.65 a day (2017 PPP) LMIC,India,62.3
2011,$6.85 a day (2017 PPP) UMIC,India,89.9
2015,$2.15 a day (2017 PPP) dollar-a-day,India,18.7
2015,$3.65 a day (2017 PPP) LMIC,India,60.9
2015,$6.85 a day (2017 PPP) UMIC,India,88.9
2016,$2.15 a day (2017 PPP) dollar-a-day,India,18.1
2016,$3.65 a day (2017 PPP) LMIC,India,59.8
2016,$6.85 a day (2017 PPP) UMIC,India,88.7
2017,$2.15 a day (2017 PPP) dollar-a-day,India,13.4
2017,$3.65 a day (2017 PPP) LMIC,India,54.3
2017,$6.85 a day (2017 PPP) UMIC,India,85.3
2018,$2.15 a day (2017 PPP) dollar-a-day,India,11.1
2018,$3.65 a day (2017 PPP) LMIC,India,46.8
2018,$6.85 a day (2017 PPP) UMIC,India,82.6
2019,$2.15 a day (2017 PPP) dollar-a-day,India,12.7
2019,$3.65 a day (2017 PPP) LMIC,India,45.9
2019,$6.85 a day (2017 PPP) UMIC,India,82.4
2020,$2.15 a day (2017 PPP) dollar-a-day,India,14.7
2020,$3.65 a day (2017 PPP) LMIC,India,49.7
2020,$6.85 a day (2017 PPP) UMIC,India,84.0
2021,$2.15 a day (2017 PPP) dollar-a-day,India,11.9
2021,$3.65 a day (2017 PPP) LMIC,India,46.5
2021,$6.85 a day (2017 PPP) UMIC,India,83.0
2001,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.2
2001,$3.65 a day (2017 PPP) LMIC,Israel,0.5
2001,$6.85 a day (2017 PPP) UMIC,Israel,4.2
2002,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2002,$3.65 a day (2017 PPP) LMIC,Israel,1.7
2002,$6.85 a day (2017 PPP) UMIC,Israel,8.5
2003,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2003,$3.65 a day (2017 PPP) LMIC,Israel,2.0
2003,$6.85 a day (2017 PPP) UMIC,Israel,9.0
2004,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2004,$3.65 a day (2017 PPP) LMIC,Israel,2.0
2004,$6.85 a day (2017 PPP) UMIC,Israel,9.7
2005,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2005,$3.65 a day (2017 PPP) LMIC,Israel,1.5
2005,$6.85 a day (2017 PPP) UMIC,Israel,9.4
2006,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.2
2006,$3.65 a day (2017 PPP) LMIC,Israel,1.2
2006,$6.85 a day (2017 PPP) UMIC,Israel,9.0
2007,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2007,$3.65 a day (2017 PPP) LMIC,Israel,1.0
2007,$6.85 a day (2017 PPP) UMIC,Israel,7.2
2008,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2008,$3.65 a day (2017 PPP) LMIC,Israel,1.5
2008,$6.85 a day (2017 PPP) UMIC,Israel,7.2
2009,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2009,$3.65 a day (2017 PPP) LMIC,Israel,1.7
2009,$6.85 a day (2017 PPP) UMIC,Israel,8.2
2010,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.2
2010,$3.65 a day (2017 PPP) LMIC,Israel,1.2
2010,$6.85 a day (2017 PPP) UMIC,Israel,7.2
2011,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.2
2011,$3.65 a day (2017 PPP) LMIC,Israel,1.5
2011,$6.85 a day (2017 PPP) UMIC,Israel,7.0
2012,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.7
2012,$3.65 a day (2017 PPP) LMIC,Israel,1.5
2012,$6.85 a day (2017 PPP) UMIC,Israel,6.7
2013,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2013,$3.65 a day (2017 PPP) LMIC,Israel,1.0
2013,$6.85 a day (2017 PPP) UMIC,Israel,5.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2014,$3.65 a day (2017 PPP) LMIC,Israel,1.2
2014,$6.85 a day (2017 PPP) UMIC,Israel,5.5
2015,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2015,$3.65 a day (2017 PPP) LMIC,Israel,0.7
2015,$6.85 a day (2017 PPP) UMIC,Israel,5.0
2016,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.2
2016,$3.65 a day (2017 PPP) LMIC,Israel,1.0
2016,$6.85 a day (2017 PPP) UMIC,Israel,4.0
2017,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2017,$3.65 a day (2017 PPP) LMIC,Israel,1.2
2017,$6.85 a day (2017 PPP) UMIC,Israel,4.2
2018,$2.15 a day (2017 PPP) dollar-a-day,Israel,0.5
2018,$3.65 a day (2017 PPP) LMIC,Israel,1.0
2018,$6.85 a day (2017 PPP) UMIC,Israel,3.2
2008,$2.15 a day (2017 PPP) dollar-a-day,Japan,0.5
2008,$3.65 a day (2017 PPP) LMIC,Japan,1.0
2008,$6.85 a day (2017 PPP) UMIC,Japan,2.2
2010,$2.15 a day (2017 PPP) dollar-a-day,Japan,0.0
2010,$3.65 a day (2017 PPP) LMIC,Japan,0.2
2010,$6.85 a day (2017 PPP) UMIC,Japan,0.5
2013,$2.15 a day (2017 PPP) dollar-a-day,Japan,0.7
2013,$3.65 a day (2017 PPP) LMIC,Japan,0.9
2013,$6.85 a day (2017 PPP) UMIC,Japan,1.4
1998,$2.15 a day (2017 PPP) dollar-a-day,Mexico,12.9
1998,$3.65 a day (2017 PPP) LMIC,Mexico,27.8
1998,$6.85 a day (2017 PPP) UMIC,Mexico,55.2
2000,$2.15 a day (2017 PPP) dollar-a-day,Mexico,8.9
2000,$3.65 a day (2017 PPP) LMIC,Mexico,21.3
2000,$6.85 a day (2017 PPP) UMIC,Mexico,48.2
2002,$2.15 a day (2017 PPP) dollar-a-day,Mexico,6.6
2002,$3.65 a day (2017 PPP) LMIC,Mexico,19.0
2002,$6.85 a day (2017 PPP) UMIC,Mexico,45.3
2004,$2.15 a day (2017 PPP) dollar-a-day,Mexico,6.0
2004,$3.65 a day (2017 PPP) LMIC,Mexico,16.0
2004,$6.85 a day (2017 PPP) UMIC,Mexico,42.1
2005,$2.15 a day (2017 PPP) dollar-a-day,Mexico,6.5
2005,$3.65 a day (2017 PPP) LMIC,Mexico,16.1
2005,$6.85 a day (2017 PPP) UMIC,Mexico,40.9
2006,$2.15 a day (2017 PPP) dollar-a-day,Mexico,4.2
2006,$3.65 a day (2017 PPP) LMIC,Mexico,13.1
2006,$6.85 a day (2017 PPP) UMIC,Mexico,37.2
2008,$2.15 a day (2017 PPP) dollar-a-day,Mexico,5.4
2008,$3.65 a day (2017 PPP) LMIC,Mexico,14.5
2008,$6.85 a day (2017 PPP) UMIC,Mexico,37.8
2010,$2.15 a day (2017 PPP) dollar-a-day,Mexico,4.5
2010,$3.65 a day (2017 PPP) LMIC,Mexico,12.8
2010,$6.85 a day (2017 PPP) UMIC,Mexico,38.1
2012,$2.15 a day (2017 PPP) dollar-a-day,Mexico,3.8
2012,$3.65 a day (2017 PPP) LMIC,Mexico,12.2
2012,$6.85 a day (2017 PPP) UMIC,Mexico,35.4
2014,$2.15 a day (2017 PPP) dollar-a-day,Mexico,3.7
2014,$3.65 a day (2017 PPP) LMIC,Mexico,12.0
2014,$6.85 a day (2017 PPP) UMIC,Mexico,38.3
2016,$2.15 a day (2017 PPP) dollar-a-day,Mexico,3.2
2016,$3.65 a day (2017 PPP) LMIC,Mexico,10.7
2016,$6.85 a day (2017 PPP) UMIC,Mexico,33.6
2018,$2.15 a day (2017 PPP) dollar-a-day,Mexico,2.6
2018,$3.65 a day (2017 PPP) LMIC,Mexico,9.4
2018,$6.85 a day (2017 PPP) UMIC,Mexico,31.1
2020,$2.15 a day (2017 PPP) dollar-a-day,Mexico,3.1
2020,$3.65 a day (2017 PPP) LMIC,Mexico,9.9
2020,$6.85 a day (2017 PPP) UMIC,Mexico,32.5
2006,$2.15 a day (2017 PPP) dollar-a-day,"Korea, Rep.",0.2
2006,$3.65 a day (2017 PPP) LMIC,"Korea, Rep.",0.7
2006,$6.85 a day (2017 PPP) UMIC,"Korea, Rep.",2.0
2008,$2.15 a day (2017 PPP) dollar-a-day,"Korea, Rep.",0.2
2008,$3.65 a day (2017 PPP) LMIC,"Korea, Rep.",0.7
2008,$6.85 a day (2017 PPP) UMIC,"Korea, Rep.",1.7
2010,$2.15 a day (2017 PPP) dollar-a-day,"Korea, Rep.",0.5
2010,$3.65 a day (2017 PPP) LMIC,"Korea, Rep.",0.7
2010,$6.85 a day (2017 PPP) UMIC,"Korea, Rep.",2.2
2012,$2.15 a day (2017 PPP) dollar-a-day,"Korea, Rep.",0.2
2012,$3.65 a day (2017 PPP) LMIC,"Korea, Rep.",0.7
2012,$6.85 a day (2017 PPP) UMIC,"Korea, Rep.",1.7
2014,$2.15 a day (2017 PPP) dollar-a-day,"Korea, Rep.",0.2
2014,$3.65 a day (2017 PPP) LMIC,"Korea, Rep.",0.5
2014,$6.85 a day (2017 PPP) UMIC,"Korea, Rep.",1.5
2016,$2.15 a day (2017 PPP) dollar-a-day,"Korea, Rep.",0.2
2016,$3.65 a day (2017 PPP) LMIC,"Korea, Rep.",0.5
2016,$6.85 a day (2017 PPP) UMIC,"Korea, Rep.",1.2
2013,$2.15 a day (2017 PPP) dollar-a-day,United Arab Emirates,0.0
2013,$3.65 a day (2017 PPP) LMIC,United Arab Emirates,0.0
2013,$6.85 a day (2017 PPP) UMIC,United Arab Emirates,0.0
2018,$2.15 a day (2017 PPP) dollar-a-day,United Arab Emirates,0.0
2018,$3.65 a day (2017 PPP) LMIC,United Arab Emirates,0.0
2018,$6.85 a day (2017 PPP) UMIC,United Arab Emirates,0.4
2002,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,29.9
2002,$3.65 a day (2017 PPP) LMIC,Viet Nam,65.6
2002,$6.85 a day (2017 PPP) UMIC,Viet Nam,88.9
2004,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,20.1
2004,$3.65 a day (2017 PPP) LMIC,Viet Nam,54.1
2004,$6.85 a day (2017 PPP) UMIC,Viet Nam,84.2
2006,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,14.9
2006,$3.65 a day (2017 PPP) LMIC,Viet Nam,44.6
2006,$6.85 a day (2017 PPP) UMIC,Viet Nam,79.8
2008,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,11.1
2008,$3.65 a day (2017 PPP) LMIC,Viet Nam,39.7
2008,$6.85 a day (2017 PPP) UMIC,Viet Nam,77.7
2010,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,2.9
2010,$3.65 a day (2017 PPP) LMIC,Viet Nam,14.0
2010,$6.85 a day (2017 PPP) UMIC,Viet Nam,46.7
2012,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,1.7
2012,$3.65 a day (2017 PPP) LMIC,Viet Nam,10.2
2012,$6.85 a day (2017 PPP) UMIC,Viet Nam,40.7
2014,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,1.9
2014,$3.65 a day (2017 PPP) LMIC,Viet Nam,8.8
2014,$6.85 a day (2017 PPP) UMIC,Viet Nam,34.9
2016,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,1.3
2016,$3.65 a day (2017 PPP) LMIC,Viet Nam,6.4
2016,$6.85 a day (2017 PPP) UMIC,Viet Nam,27.1
2018,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,1.2
2018,$3.65 a day (2017 PPP) LMIC,Viet Nam,5.3
2018,$6.85 a day (2017 PPP) UMIC,Viet Nam,22.2
2020,$2.15 a day (2017 PPP) dollar-a-day,Viet Nam,0.7
2020,$3.65 a day (2017 PPP) LMIC,Viet Nam,3.8
2020,$6.85 a day (2017 PPP) UMIC,Viet Nam,18.7
1998,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.2
1998,$3.65 a day (2017 PPP) LMIC,Austria,0.5
1998,$6.85 a day (2017 PPP) UMIC,Austria,1.0
1999,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.2
1999,$3.65 a day (2017 PPP) LMIC,Austria,0.2
1999,$6.85 a day (2017 PPP) UMIC,Austria,0.5
2000,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.0
2000,$3.65 a day (2017 PPP) LMIC,Austria,0.2
2000,$6.85 a day (2017 PPP) UMIC,Austria,0.6
2003,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.3
2003,$3.65 a day (2017 PPP) LMIC,Austria,0.4
2003,$6.85 a day (2017 PPP) UMIC,Austria,0.7
2004,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.1
2004,$3.65 a day (2017 PPP) LMIC,Austria,0.1
2004,$6.85 a day (2017 PPP) UMIC,Austria,0.4
2005,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.2
2005,$3.65 a day (2017 PPP) LMIC,Austria,0.2
2005,$6.85 a day (2017 PPP) UMIC,Austria,0.5
2006,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.1
2006,$3.65 a day (2017 PPP) LMIC,Austria,0.2
2006,$6.85 a day (2017 PPP) UMIC,Austria,0.5
2007,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.4
2007,$3.65 a day (2017 PPP) LMIC,Austria,0.6
2007,$6.85 a day (2017 PPP) UMIC,Austria,0.8
2008,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.5
2008,$3.65 a day (2017 PPP) LMIC,Austria,0.6
2008,$6.85 a day (2017 PPP) UMIC,Austria,1.0
2009,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.7
2009,$3.65 a day (2017 PPP) LMIC,Austria,0.7
2009,$6.85 a day (2017 PPP) UMIC,Austria,1.0
2010,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.5
2010,$3.65 a day (2017 PPP) LMIC,Austria,0.6
2010,$6.85 a day (2017 PPP) UMIC,Austria,0.8
2011,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.4
2011,$3.65 a day (2017 PPP) LMIC,Austria,0.6
2011,$6.85 a day (2017 PPP) UMIC,Austria,1.0
2012,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.6
2012,$3.65 a day (2017 PPP) LMIC,Austria,0.7
2012,$6.85 a day (2017 PPP) UMIC,Austria,1.1
2013,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.3
2013,$3.65 a day (2017 PPP) LMIC,Austria,0.4
2013,$6.85 a day (2017 PPP) UMIC,Austria,0.7
2014,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.2
2014,$3.65 a day (2017 PPP) LMIC,Austria,0.3
2014,$6.85 a day (2017 PPP) UMIC,Austria,0.7
2015,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.7
2015,$3.65 a day (2017 PPP) LMIC,Austria,0.7
2015,$6.85 a day (2017 PPP) UMIC,Austria,1.0
2016,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.7
2016,$3.65 a day (2017 PPP) LMIC,Austria,0.9
2016,$6.85 a day (2017 PPP) UMIC,Austria,1.3
2017,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.3
2017,$3.65 a day (2017 PPP) LMIC,Austria,0.4
2017,$6.85 a day (2017 PPP) UMIC,Austria,0.7
2018,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.6
2018,$3.65 a day (2017 PPP) LMIC,Austria,0.7
2018,$6.85 a day (2017 PPP) UMIC,Austria,1.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.6
2019,$3.65 a day (2017 PPP) LMIC,Austria,0.7
2019,$6.85 a day (2017 PPP) UMIC,Austria,0.8
2020,$2.15 a day (2017 PPP) dollar-a-day,Austria,0.7
2020,$3.65 a day (2017 PPP) LMIC,Austria,0.9
2020,$6.85 a day (2017 PPP) UMIC,Austria,1.0
2000,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.3
2000,$3.65 a day (2017 PPP) LMIC,Belgium,0.7
2000,$6.85 a day (2017 PPP) UMIC,Belgium,1.0
2003,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.3
2003,$3.65 a day (2017 PPP) LMIC,Belgium,0.5
2003,$6.85 a day (2017 PPP) UMIC,Belgium,0.9
2004,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2004,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2004,$6.85 a day (2017 PPP) UMIC,Belgium,0.4
2005,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.2
2005,$3.65 a day (2017 PPP) LMIC,Belgium,0.3
2005,$6.85 a day (2017 PPP) UMIC,Belgium,0.5
2006,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.2
2006,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2006,$6.85 a day (2017 PPP) UMIC,Belgium,0.4
2007,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.2
2007,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2007,$6.85 a day (2017 PPP) UMIC,Belgium,0.4
