Year,SeriesCode,Country,Education level,Value
2009,SE_GPI_TCAQ,Colombia,SECOND,1.02015
2009,SE_GPI_TCAQ,Colombia,LOWSEC,1.02379
2009,SE_GPI_TCAQ,Colombia,PRIMAR,1.0
2009,SE_GPI_TCAQ,Colombia,PREPRI,1.0
2009,SE_GPI_TCAQ,Colombia,UPPSEC,1.01369
2010,SE_GPI_TCAQ,Colombia,LOWSEC,1.0239
2010,SE_GPI_TCAQ,Colombia,SECOND,1.02024
2010,SE_GPI_TCAQ,Colombia,UPPSEC,1.01375
2010,SE_GPI_TCAQ,Colombia,PREPRI,1.0
2010,SE_GPI_TCAQ,Colombia,PRIMAR,1.0
2011,SE_GPI_TCAQ,Colombia,PRIMAR,1.0
2011,SE_GPI_TCAQ,Colombia,PREPRI,1.0
2011,SE_GPI_TCAQ,Colombia,UPPSEC,1.00313
2011,SE_GPI_TCAQ,Colombia,SECOND,1.00791
2011,SE_GPI_TCAQ,Colombia,LOWSEC,1.01044
2012,SE_GPI_TCAQ,Colombia,SECOND,1.0125
2012,SE_GPI_TCAQ,Colombia,UPPSEC,1.00649
2012,SE_GPI_TCAQ,Colombia,PREPRI,1.0
2012,SE_GPI_TCAQ,Colombia,PRIMAR,1.0
2012,SE_GPI_TCAQ,Colombia,LOWSEC,1.01557
2013,SE_GPI_TCAQ,Colombia,PRIMAR,1.01673
2013,SE_GPI_TCAQ,Colombia,PREPRI,1.04136
2013,SE_GPI_TCAQ,Colombia,UPPSEC,0.99345
2013,SE_GPI_TCAQ,Colombia,SECOND,1.00557
2013,SE_GPI_TCAQ,Colombia,LOWSEC,1.01055
2014,SE_GPI_TCAQ,Colombia,PRIMAR,1.02144
2014,SE_GPI_TCAQ,Colombia,LOWSEC,1.00666
2014,SE_GPI_TCAQ,Colombia,SECOND,1.00543
2014,SE_GPI_TCAQ,Colombia,UPPSEC,1.00341
2014,SE_GPI_TCAQ,Colombia,PREPRI,1.04847
2015,SE_GPI_TCAQ,Colombia,PRIMAR,1.04473
2015,SE_GPI_TCAQ,Colombia,UPPSEC,1.0097
2015,SE_GPI_TCAQ,Colombia,SECOND,1.01243
2015,SE_GPI_TCAQ,Colombia,LOWSEC,1.0143
2016,SE_GPI_TCAQ,Colombia,LOWSEC,1.01281
2016,SE_GPI_TCAQ,Colombia,SECOND,1.01163
2016,SE_GPI_TCAQ,Colombia,UPPSEC,1.00985
2016,SE_GPI_TCAQ,Colombia,PRIMAR,1.04416
2017,SE_GPI_TCAQ,Colombia,PRIMAR,1.04727
2017,SE_GPI_TCAQ,Colombia,UPPSEC,1.00874
2017,SE_GPI_TCAQ,Colombia,SECOND,1.01041
2017,SE_GPI_TCAQ,Colombia,LOWSEC,1.01158
2019,SE_GPI_TCAQ,Colombia,LOWSEC,1.00542
2019,SE_GPI_TCAQ,Colombia,SECOND,1.00536
2019,SE_GPI_TCAQ,Colombia,UPPSEC,1.00532
2019,SE_GPI_TCAQ,Colombia,PRIMAR,1.0294
2019,SE_GPI_TCAQ,Colombia,PREPRI,1.03534
2020,SE_GPI_TCAQ,Colombia,PREPRI,1.00675
2020,SE_GPI_TCAQ,Colombia,PRIMAR,1.0007
2020,SE_GPI_TCAQ,Colombia,UPPSEC,1.00588
2020,SE_GPI_TCAQ,Colombia,SECOND,1.00486
2020,SE_GPI_TCAQ,Colombia,LOWSEC,1.00507
2021,SE_GPI_TCAQ,Colombia,PRIMAR,1.04705
2021,SE_GPI_TCAQ,Colombia,PREPRI,1.00613
2021,SE_GPI_TCAQ,Colombia,LOWSEC,1.00992
2021,SE_GPI_TCAQ,Colombia,SECOND,1.00853
2018,SE_GPI_TCAQ,Lithuania,PRIMAR,1.18763
2019,SE_GPI_TCAQ,Lithuania,PRIMAR,1.20188
2019,SE_GPI_TCAQ,Lithuania,PREPRI,1.29169
2019,SE_GPI_TCAQ,Lithuania,SECOND,1.04019
2020,SE_GPI_TCAQ,Lithuania,SECOND,1.03151
2020,SE_GPI_TCAQ,Lithuania,PREPRI,1.34845
2020,SE_GPI_TCAQ,Lithuania,PRIMAR,1.22267
2019,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.79895
2019,SE_GPI_TCAQ,Uzbekistan,SECOND,1.00604
2019,SE_GPI_TCAQ,Uzbekistan,PRIMAR,0.99974
2020,SE_GPI_TCAQ,Uzbekistan,SECOND,1.01924
2020,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.03274
2020,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.00823
2021,SE_GPI_TCAQ,Uzbekistan,PREPRI,1.0
2021,SE_GPI_TCAQ,Uzbekistan,PRIMAR,1.0
2021,SE_GPI_TCAQ,Uzbekistan,SECOND,1.0
2021,SE_GPI_TCAQ,Colombia,UPPSEC,1.00798
2021,SE_GPI_TCAQ,Colombia,UPPSEC,1.00798
