Year,SeriesCode,Country,Age,Sex,Type of occupation,Value
2017,SL_EMP_EARN,Greece,,Female,isco08-X,6.29
2017,SL_EMP_EARN,Greece,,Both sexes,isco08-5,4.4
2017,SL_EMP_EARN,Greece,,Both sexes,isco08-4,5.41
2017,SL_EMP_EARN,Greece,,Female,Total or no breakdown,5.55
2017,SL_EMP_EARN,Greece,,Both sexes,isco08-2,8.1
2017,SL_EMP_EARN,Greece,,Both sexes,isco08-1,9.35
2017,SL_EMP_EARN,Greece,,Both sexes,Total or no breakdown,5.62
2017,SL_EMP_EARN,Greece,,Female,isco08-2,8.05
2017,SL_EMP_EARN,Greece,,Female,isco08-1,9.5
2006,SL_EMP_EARN,Cyprus,,Male,isco88-8,9.24
2006,SL_EMP_EARN,Cyprus,,Male,isco88-9,7.97
2006,SL_EMP_EARN,Cyprus,,Male,isco88-5,8.62
2006,SL_EMP_EARN,Cyprus,,Male,isco88-1,26.67
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-3,11.88
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-1,26.37
2002,SL_EMP_EARN,Italy,,Male,isco88-8,8.94
2002,SL_EMP_EARN,Italy,,Male,isco88-1,35.32
2006,SL_EMP_EARN,Italy,,Male,isco88-1,35.28
2006,SL_EMP_EARN,Italy,,Female,isco88-8,9.79
2006,SL_EMP_EARN,Italy,,Female,isco88-7,8.49
2006,SL_EMP_EARN,Italy,,Female,isco88-5,9.59
2017,SL_EMP_EARN,Greece,,Both sexes,isco08-7,4.82
2017,SL_EMP_EARN,Greece,,Both sexes,isco08-8,4.84
2017,SL_EMP_EARN,Greece,,Male,isco08-7,4.88
2017,SL_EMP_EARN,Greece,,Female,isco08-6,3.89
2017,SL_EMP_EARN,Greece,,Female,isco08-7,4.24
2017,SL_EMP_EARN,Greece,,Male,isco08-5,4.7
2017,SL_EMP_EARN,Greece,,Male,isco08-4,5.48
2017,SL_EMP_EARN,Greece,,Male,isco08-6,4.38
2017,SL_EMP_EARN,Greece,,Female,isco08-5,4.1
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-5,7.12
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-6,6.89
2006,SL_EMP_EARN,Cyprus,,Male,isco88-2,18.78
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-4,8.01
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-2,18.11
2006,SL_EMP_EARN,Cyprus,,Both sexes,Total or no breakdown,11.04
2006,SL_EMP_EARN,Italy,,Male,isco88-6,9.64
2006,SL_EMP_EARN,Italy,,Male,isco88-7,10.48
2006,SL_EMP_EARN,Italy,,Male,isco88-9,9.59
2006,SL_EMP_EARN,Italy,,Male,isco88-2,23.29
2006,SL_EMP_EARN,Italy,,Male,isco88-3,16.29
2006,SL_EMP_EARN,Italy,,Male,isco88-4,14.38
2017,SL_EMP_EARN,Greece,,Female,isco08-4,5.36
2017,SL_EMP_EARN,Greece,,Female,isco08-3,5.73
2017,SL_EMP_EARN,Greece,,Male,isco08-2,8.16
2018,SL_EMP_EARN,Greece,,Female,isco08-9,4.02
2018,SL_EMP_EARN,Greece,,Female,isco08-8,4.32
2018,SL_EMP_EARN,Greece,,Female,isco08-4,5.23
2018,SL_EMP_EARN,Greece,,Female,isco08-X,6.62
2018,SL_EMP_EARN,Greece,,Male,isco08-2,8.36
2018,SL_EMP_EARN,Greece,,Male,Total or no breakdown,5.73
2018,SL_EMP_EARN,Italy,,Female,isco08-8,11.0
2018,SL_EMP_EARN,Italy,,Female,isco08-9,10.0
2018,SL_EMP_EARN,Italy,,Male,isco08-1,46.0
2018,SL_EMP_EARN,Italy,,Male,isco08-5,11.0
2018,SL_EMP_EARN,Italy,,Male,isco08-7,12.0
2018,SL_EMP_EARN,Italy,,Male,isco08-6,12.0
2006,SL_EMP_EARN,Cyprus,,Female,isco88-1,25.03
2006,SL_EMP_EARN,Cyprus,,Female,isco88-2,17.6
2006,SL_EMP_EARN,Cyprus,,Both sexes,isco88-9,6.96
2006,SL_EMP_EARN,Cyprus,,Female,Total or no breakdown,9.63
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-5,7.16
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-6,7.88
2006,SL_EMP_EARN,Italy,,Male,isco88-5,11.28
2006,SL_EMP_EARN,Italy,,Male,isco88-8,11.23
2006,SL_EMP_EARN,Italy,,Both sexes,isco88-8,10.95
2006,SL_EMP_EARN,Italy,,Both sexes,isco88-7,10.08
2006,SL_EMP_EARN,Italy,,Both sexes,isco88-1,34.09
2006,SL_EMP_EARN,Italy,,Both sexes,isco88-5,10.33
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-7,10.52
2010,SL_EMP_EARN,Cyprus,,Female,isco08-2,19.79
2010,SL_EMP_EARN,Cyprus,,Male,isco08-4,10.42
2010,SL_EMP_EARN,Cyprus,,Female,isco08-7,8.24
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-1,31.16
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-2,19.95
2006,SL_EMP_EARN,Italy,,Both sexes,isco88-3,15.05
2006,SL_EMP_EARN,Italy,,Both sexes,isco88-4,13.03
2006,SL_EMP_EARN,Italy,,Female,isco88-2,21.81
2006,SL_EMP_EARN,Lithuania,,Male,isco88-8,2.34
2006,SL_EMP_EARN,Lithuania,,Male,isco88-9,1.8
2006,SL_EMP_EARN,Lithuania,,Male,isco88-7,2.67
2010,SL_EMP_EARN,Cyprus,,Both sexes,Total or no breakdown,12.08
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-4,9.64
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-3,14.76
2010,SL_EMP_EARN,Cyprus,,Male,isco08-5,8.24
2010,SL_EMP_EARN,Cyprus,,Male,isco08-2,20.13
2010,SL_EMP_EARN,Cyprus,,Male,isco08-9,7.89
2018,SL_EMP_EARN,Greece,,Male,isco08-3,6.46
2018,SL_EMP_EARN,Greece,,Male,isco08-9,4.33
2018,SL_EMP_EARN,Greece,,Male,isco08-X,6.49
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-X,6.5
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-9,4.17
2018,SL_EMP_EARN,Greece,,Female,isco08-1,8.58
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-8,4.9
2018,SL_EMP_EARN,Greece,,Female,isco08-3,5.78
2018,SL_EMP_EARN,Greece,,Female,isco08-7,4.23
2010,SL_EMP_EARN,Cyprus,,Male,isco08-7,10.64
2010,SL_EMP_EARN,Cyprus,,Male,isco08-8,9.05
2010,SL_EMP_EARN,Cyprus,,Female,isco08-4,9.3
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-8,8.71
2010,SL_EMP_EARN,Cyprus,,Both sexes,isco08-9,6.82
2010,SL_EMP_EARN,Cyprus,,Male,isco08-6,7.88
2006,SL_EMP_EARN,Lithuania,,Male,isco88-0,4.15
2010,SL_EMP_EARN,Lithuania,,Female,isco08-3,2.97
2010,SL_EMP_EARN,Lithuania,,Female,isco08-2,4.4
2010,SL_EMP_EARN,Lithuania,,Female,isco08-1,5.19
2010,SL_EMP_EARN,Lithuania,,Male,isco08-5,2.44
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-7,2.72
2010,SL_EMP_EARN,Lithuania,,Female,Total or no breakdown,3.24
2010,SL_EMP_EARN,Lithuania,,Female,isco08-9,1.75
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-1,5.94
2010,SL_EMP_EARN,Lithuania,,Both sexes,Total or no breakdown,3.44
2010,SL_EMP_EARN,Lithuania,,Male,isco08-9,2.08
2010,SL_EMP_EARN,Lithuania,,Male,isco08-2,5.03
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-4,15722.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-1,28414.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-1,28945.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-X,20461.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-5,15188.0
2010,SL_EMP_EARN,Lithuania,,Male,isco08-7,2.92
2010,SL_EMP_EARN,Lithuania,,Male,isco08-8,2.85
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-9,1.86
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-8,2.82
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-6,2.04
2010,SL_EMP_EARN,Lithuania,,Female,isco08-8,2.63
2018,SL_EMP_EARN,Greece,,Female,isco08-5,4.19
2018,SL_EMP_EARN,Greece,,Male,isco08-4,5.6
2018,SL_EMP_EARN,Greece,,Male,isco08-6,4.16
2018,SL_EMP_EARN,Greece,,Male,isco08-5,4.81
2018,SL_EMP_EARN,Greece,,Female,isco08-6,3.62
2018,SL_EMP_EARN,Greece,,Male,isco08-7,4.87
2018,SL_EMP_EARN,Greece,,Male,isco08-8,4.96
2018,SL_EMP_EARN,Greece,,Male,isco08-1,8.84
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-7,4.81
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-5,2.06
2010,SL_EMP_EARN,Lithuania,,Female,isco08-5,1.94
2010,SL_EMP_EARN,Lithuania,,Female,isco08-4,2.56
2010,SL_EMP_EARN,Lithuania,,Female,isco08-7,2.18
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-4,2.73
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-3,3.34
2018,SL_EMP_EARN,Greece,,Female,isco08-2,7.82
2018,SL_EMP_EARN,Greece,,Both sexes,Total or no breakdown,5.63
2018,SL_EMP_EARN,Greece,,Female,Total or no breakdown,5.51
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-1,8.75
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-4,5.38
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-5,4.5
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-2,8.07
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-6,4.07
2018,SL_EMP_EARN,Greece,,Both sexes,isco08-3,6.1
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-X,12670.0
2009,SL_EMP_EARN,Republic of Korea,,Male,Total or no breakdown,16313.0
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-9,6414.0
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-5,8721.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-9,7270.0
2010,SL_EMP_EARN,Lithuania,,Both sexes,isco08-2,4.58
2010,SL_EMP_EARN,Lithuania,,Male,isco08-1,6.52
2010,SL_EMP_EARN,Lithuania,,Male,Total or no breakdown,3.68
2010,SL_EMP_EARN,Lithuania,,Male,isco08-3,3.93
2010,SL_EMP_EARN,Lithuania,,Male,isco08-4,3.2
2014,SL_EMP_EARN,Lithuania,,Male,isco08-4,3.74
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-6,4.58
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-5,4.42
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-4,5.29
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-3,6.17
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-2,8.59
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-1,8.66
2019,SL_EMP_EARN,Greece,,Female,Total or no breakdown,5.57
2019,SL_EMP_EARN,Greece,,Both sexes,Total or no breakdown,5.73
2019,SL_EMP_EARN,Greece,,Male,isco08-1,8.97
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-8,8312.0
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-7,7185.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-4,18932.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-6,11069.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-5,12249.0
2019,SL_EMP_EARN,Greece,,Male,isco08-8,4.93
2019,SL_EMP_EARN,Greece,,Male,isco08-7,5.05
2019,SL_EMP_EARN,Greece,,Male,isco08-6,4.68
2019,SL_EMP_EARN,Greece,,Female,isco08-6,3.77
2019,SL_EMP_EARN,Greece,,Female,isco08-5,4.12
2019,SL_EMP_EARN,Greece,,Male,isco08-5,4.74
2019,SL_EMP_EARN,Greece,,Male,isco08-4,5.48
2019,SL_EMP_EARN,Greece,,Female,isco08-2,8.38
2019,SL_EMP_EARN,Greece,,Female,isco08-1,7.99
2014,SL_EMP_EARN,Lithuania,,Male,isco08-3,4.35
2014,SL_EMP_EARN,Lithuania,,Female,isco08-1,6.23
2014,SL_EMP_EARN,Lithuania,,Female,isco08-4,2.98
2014,SL_EMP_EARN,Lithuania,,Female,isco08-3,3.3
2014,SL_EMP_EARN,Lithuania,,Male,isco08-8,3.33
2014,SL_EMP_EARN,Lithuania,,Male,isco08-9,2.39
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,Total or no breakdown,14463.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-7,12281.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-6,10240.0
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-6,7058.0
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-4,11410.0
2010,SL_EMP_EARN,Cyprus,,Male,isco08-3,15.76
2010,SL_EMP_EARN,Cyprus,,Female,isco08-5,6.51
2010,SL_EMP_EARN,Cyprus,,Female,isco08-1,29.62
2010,SL_EMP_EARN,Cyprus,,Male,isco08-1,31.55
2010,SL_EMP_EARN,Cyprus,,Female,isco08-3,13.47
2010,SL_EMP_EARN,Cyprus,,Female,isco08-8,5.18
2014,SL_EMP_EARN,Lithuania,,Male,isco08-1,7.67
2014,SL_EMP_EARN,Lithuania,,Both sexes,Total or no breakdown,3.91
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-3,3.74
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-1,7.08
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-9,2.23
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-5,2.42
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-7,4.95
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-8,4.88
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-9,4.31
2019,SL_EMP_EARN,Greece,,Both sexes,isco08-X,6.78
2019,SL_EMP_EARN,Greece,,Male,isco08-X,6.75
2019,SL_EMP_EARN,Greece,,Male,isco08-9,4.56
2019,SL_EMP_EARN,Greece,,Male,isco08-3,6.67
2019,SL_EMP_EARN,Greece,,Male,Total or no breakdown,5.87
2019,SL_EMP_EARN,Greece,,Female,isco08-7,4.05
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-7,3.2
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-8,3.28
2014,SL_EMP_EARN,Lithuania,,Male,Total or no breakdown,4.2
2014,SL_EMP_EARN,Lithuania,,Male,isco08-7,3.34
2014,SL_EMP_EARN,Lithuania,,Male,isco08-5,2.67
2014,SL_EMP_EARN,Lithuania,,Male,isco08-2,5.87
2010,SL_EMP_EARN,Cyprus,,Female,isco08-9,5.88
2010,SL_EMP_EARN,Cyprus,,Male,Total or no breakdown,13.12
2010,SL_EMP_EARN,Cyprus,,Female,Total or no breakdown,10.91
2014,SL_EMP_EARN,Cyprus,,Female,isco08-3,12.19
2014,SL_EMP_EARN,Cyprus,,Female,isco08-5,6.37
2014,SL_EMP_EARN,Cyprus,,Female,isco08-4,8.71
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-2,5.1
2014,SL_EMP_EARN,Lithuania,,Both sexes,isco08-4,3.19
2014,SL_EMP_EARN,Lithuania,,Female,isco08-7,2.77
2014,SL_EMP_EARN,Lithuania,,Female,isco08-2,4.78
2014,SL_EMP_EARN,Lithuania,,Female,isco08-5,2.35
2014,SL_EMP_EARN,Lithuania,,Female,isco08-9,2.11
2019,SL_EMP_EARN,Greece,,Female,isco08-3,5.72
2019,SL_EMP_EARN,Greece,,Male,isco08-2,8.83
2019,SL_EMP_EARN,Greece,,Female,isco08-4,5.17
2019,SL_EMP_EARN,Greece,,Female,isco08-X,7.02
2019,SL_EMP_EARN,Greece,,Female,isco08-8,4.4
2019,SL_EMP_EARN,Greece,,Female,isco08-9,4.08
2020,SL_EMP_EARN,Greece,,Female,isco08-X,6.98
2020,SL_EMP_EARN,Greece,,Female,isco08-4,5.45
2020,SL_EMP_EARN,Greece,,Male,isco08-2,9.15
2014,SL_EMP_EARN,Lithuania,,Female,isco08-8,2.99
2014,SL_EMP_EARN,Lithuania,,Female,Total or no breakdown,3.65
2018,SL_EMP_EARN,Lithuania,,Female,isco08-8,4.13
2018,SL_EMP_EARN,Lithuania,,Female,isco08-9,2.81
2018,SL_EMP_EARN,Lithuania,,Female,isco08-5,3.26
2018,SL_EMP_EARN,Lithuania,,Female,isco08-3,4.33
2014,SL_EMP_EARN,Cyprus,,Both sexes,Total or no breakdown,11.09
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-1,26.82
2014,SL_EMP_EARN,Cyprus,,Female,Total or no breakdown,10.25
2014,SL_EMP_EARN,Cyprus,,Female,isco08-8,6.82
2014,SL_EMP_EARN,Cyprus,,Female,isco08-7,6.08
2014,SL_EMP_EARN,Cyprus,,Male,Total or no breakdown,11.94
2009,SL_EMP_EARN,Republic of Korea,,Female,Total or no breakdown,10589.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-8,11544.0
2009,SL_EMP_EARN,Republic of Korea,,Female,isco08-1,22478.0
2009,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-X,17728.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-8,12181.0
2020,SL_EMP_EARN,Greece,,Female,isco08-3,5.8
2020,SL_EMP_EARN,Greece,,Female,isco08-7,4.42
2020,SL_EMP_EARN,Greece,,Male,isco08-7,5.28
2020,SL_EMP_EARN,Greece,,Male,isco08-4,5.74
2020,SL_EMP_EARN,Greece,,Female,isco08-6,3.29
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-8,5.04
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-7,5.19
2020,SL_EMP_EARN,Greece,,Female,isco08-1,9.55
2020,SL_EMP_EARN,Greece,,Female,isco08-2,8.7
2018,SL_EMP_EARN,Lithuania,,Female,isco08-4,4.01
2018,SL_EMP_EARN,Lithuania,,Female,isco08-2,6.02
2018,SL_EMP_EARN,Lithuania,,Female,isco08-1,7.84
2018,SL_EMP_EARN,Lithuania,,Male,isco08-6,3.29
2018,SL_EMP_EARN,Lithuania,,Male,isco08-7,4.51
2018,SL_EMP_EARN,Lithuania,,Male,Total or no breakdown,5.52
2018,SL_EMP_EARN,Lithuania,,Male,isco08-1,8.67
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-9,7853.0
2009,SL_EMP_EARN,Republic of Korea,,Male,isco08-7,13071.0
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-X,18716.0
2010,SL_EMP_EARN,Republic of Korea,,Female,isco08-1,23272.0
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-5,12750.0
2018,SL_EMP_EARN,Lithuania,,Male,isco08-3,5.57
2018,SL_EMP_EARN,Lithuania,,Male,isco08-2,7.59
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-7,4.36
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-8,4.32
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-6,3.21
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-5,3.41
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-9,2.99
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-4,16406.0
2010,SL_EMP_EARN,Republic of Korea,,Female,Total or no breakdown,11174.0
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-8,11561.0
2010,SL_EMP_EARN,Republic of Korea,,Female,isco08-7,7458.0
2010,SL_EMP_EARN,Republic of Korea,,Female,isco08-8,8334.0
2020,SL_EMP_EARN,Greece,,Both sexes,Total or no breakdown,5.97
2020,SL_EMP_EARN,Greece,,Female,Total or no breakdown,5.85
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-1,8.7
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-3,6.2
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-2,8.91
2020,SL_EMP_EARN,Greece,,Female,isco08-9,4.22
2020,SL_EMP_EARN,Greece,,Female,isco08-8,4.51
2020,SL_EMP_EARN,Greece,,Male,isco08-8,5.08
2020,SL_EMP_EARN,Greece,,Male,isco08-5,4.91
2018,SL_EMP_EARN,Lithuania,,Female,isco08-7,3.88
2018,SL_EMP_EARN,Lithuania,,Female,Total or no breakdown,4.83
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-4,4.24
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-2,6.52
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-3,4.84
2018,SL_EMP_EARN,Lithuania,,Both sexes,isco08-1,8.35
2018,SL_EMP_EARN,Lithuania,,Both sexes,Total or no breakdown,5.17
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-6,11377.0
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-7,12787.0
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,isco08-1,30221.0
2010,SL_EMP_EARN,Republic of Korea,,Both sexes,Total or no breakdown,15088.0
2010,SL_EMP_EARN,Republic of Korea,,Male,isco08-6,12244.0
2020,SL_EMP_EARN,Greece,,Female,isco08-5,4.2
2020,SL_EMP_EARN,Greece,,Male,isco08-6,4.13
2020,SL_EMP_EARN,Greece,,Male,Total or no breakdown,6.06
2020,SL_EMP_EARN,Greece,,Male,isco08-3,6.79
2020,SL_EMP_EARN,Greece,,Male,isco08-1,8.3
2020,SL_EMP_EARN,Greece,,Male,isco08-9,4.45
2020,SL_EMP_EARN,Greece,,Male,isco08-X,7.16
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-9,4.33
2020,SL_EMP_EARN,Greece,,Both sexes,isco08-X,7.14
2018,SL_EMP_EARN,Lithuania,,Male,isco08-8,4.36
2018,SL_EMP_EARN,Lithuania,,Male,isco08-9,3.26
2018,SL_EMP_EARN,Lithuania,,Male,isco08-4,4.76
2018,SL_EMP_EARN,Lithuania,,Male,isco08-5,3.81
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-9,12.18
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-2,23.03
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-1,27.52
2002,SL_EMP_EARN,Luxembourg,,Male,Total or no breakdown,16.94
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-8,12.98
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-7,13.07
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-5,11.62
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-4,18.97
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-3,21.66
2014,SL_EMP_EARN,Cyprus,,Female,isco08-9,5.87
2014,SL_EMP_EARN,Cyprus,,Male,isco08-4,9.13
2014,SL_EMP_EARN,Cyprus,,Male,isco08-6,6.83
2014,SL_EMP_EARN,Cyprus,,Male,isco08-9,6.72
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-9,6.24
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-8,8.27
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-2,17.23
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-6,6.83
2014,SL_EMP_EARN,Cyprus,,Male,isco08-5,7.19
2014,SL_EMP_EARN,Cyprus,,Female,isco08-2,17.12
2014,SL_EMP_EARN,Cyprus,,Male,isco08-1,27.79
2014,SL_EMP_EARN,Cyprus,,Female,isco08-1,23.33
2014,SL_EMP_EARN,Cyprus,,Male,isco08-8,8.43
2014,SL_EMP_EARN,Cyprus,,Male,isco08-7,8.94
2014,SL_EMP_EARN,Cyprus,,Male,isco08-2,17.38
2014,SL_EMP_EARN,Cyprus,,Male,isco08-3,14.62
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-3,13.46
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-4,8.83
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-2,25.75
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-2,25.14
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-3,20.76
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-1,34.24
2002,SL_EMP_EARN,Luxembourg,,Female,Total or no breakdown,13.73
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-9,10.4
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-7,8.73
2014,SL_EMP_EARN,Cyprus,,Both sexes,isco08-5,6.7
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-1,32.0
2018,SL_EMP_EARN,Cyprus,,Male,isco08-8,9.0
2018,SL_EMP_EARN,Cyprus,,Female,isco08-4,8.0
2018,SL_EMP_EARN,Cyprus,,Female,Total or no breakdown,11.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-6,6.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-8,9.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-9,6.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,Total or no breakdown,11.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-5,7.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-3,13.0
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-4,16.81
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-8,12.69
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-7,12.97
2002,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-5,10.78
2002,SL_EMP_EARN,Luxembourg,,Male,isco88-1,35.52
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-3,18.74
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-5,9.49
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-4,15.36
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-8,9.92
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-9,8.85
2002,SL_EMP_EARN,Luxembourg,,Female,isco88-7,10.35
2002,SL_EMP_EARN,Luxembourg,,Both sexes,Total or no breakdown,15.88
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-4,8.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-2,17.0
2018,SL_EMP_EARN,Cyprus,,Both sexes,isco08-7,9.0
2018,SL_EMP_EARN,Cyprus,,Male,isco08-9,7.0
2018,SL_EMP_EARN,Cyprus,,Male,isco08-3,13.0
2018,SL_EMP_EARN,Cyprus,,Female,isco08-9,6.0
2006,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-7,14.26
2006,SL_EMP_EARN,Luxembourg,,Female,Total or no breakdown,17.82
2006,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-3,24.42
2006,SL_EMP_EARN,Luxembourg,,Male,isco88-1,44.59
2006,SL_EMP_EARN,Luxembourg,,Male,isco88-2,28.95
2006,SL_EMP_EARN,Luxembourg,,Male,isco88-3,24.78
2006,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-4,17.12
2006,SL_EMP_EARN,Luxembourg,,Both sexes,isco88-5,12.7
2006,SL_EMP_EARN,Luxembourg,,Both sexes,Total or no breakdown,19.19
