Year,SeriesCode,GeoAreaName,Deviation Level,Value
2018,EN_LKW_QLTRB,Tajikistan,EXTREME,22.58046
2018,EN_LKW_QLTRB,Tajikistan,LOW,49.88355
2018,EN_LKW_QLTRB,Tajikistan,MEDIUM,10.22875
2018,EN_LKW_QLTRB,Tajikistan,HIGH,17.30725
2019,EN_LKW_QLTRB,Tajikistan,HIGH,15.45283
2019,EN_LKW_QLTRB,Tajikistan,LOW,58.28911
2019,EN_LKW_QLTRB,Tajikistan,MEDIUM,11.38478
2019,EN_LKW_QLTRB,Tajikistan,EXTREME,14.87329
2020,EN_LKW_QLTRB,Tajikistan,LOW,71.53745
2020,EN_LKW_QLTRB,Tajikistan,EXTREME,9.29259
2020,EN_LKW_QLTRB,Tajikistan,HIGH,8.8894
2020,EN_LKW_QLTRB,Tajikistan,MEDIUM,10.28055
2021,EN_LKW_QLTRB,Tajikistan,MEDIUM,10.15807
2021,EN_LKW_QLTRB,Tajikistan,EXTREME,9.65507
2021,EN_LKW_QLTRB,Tajikistan,LOW,70.7467
2021,EN_LKW_QLTRB,Tajikistan,HIGH,9.44017
2017,EN_LKW_QLTRB,Türkiye,HIGH,11.74617
2017,EN_LKW_QLTRB,Türkiye,MEDIUM,14.84926
2017,EN_LKW_QLTRB,Türkiye,LOW,63.86854
2017,EN_LKW_QLTRB,Türkiye,EXTREME,9.53603
2018,EN_LKW_QLTRB,Türkiye,LOW,63.83105
2018,EN_LKW_QLTRB,Türkiye,HIGH,11.17782
2018,EN_LKW_QLTRB,Türkiye,MEDIUM,14.21209
2018,EN_LKW_QLTRB,Türkiye,EXTREME,10.77904
2019,EN_LKW_QLTRB,Türkiye,MEDIUM,11.35151
2019,EN_LKW_QLTRB,Türkiye,LOW,65.05593
2019,EN_LKW_QLTRB,Türkiye,EXTREME,11.75782
2019,EN_LKW_QLTRB,Türkiye,HIGH,11.83474
2020,EN_LKW_QLTRB,Türkiye,HIGH,11.49842
2020,EN_LKW_QLTRB,Türkiye,MEDIUM,11.83581
2020,EN_LKW_QLTRB,Türkiye,LOW,68.36641
2020,EN_LKW_QLTRB,Türkiye,EXTREME,8.29937
2021,EN_LKW_QLTRB,Türkiye,LOW,71.29239
2021,EN_LKW_QLTRB,Türkiye,MEDIUM,9.48914
2021,EN_LKW_QLTRB,Türkiye,EXTREME,10.37651
2021,EN_LKW_QLTRB,Türkiye,HIGH,8.84197
2017,EN_LKW_QLTRB,Turkmenistan,MEDIUM,5.65408
2017,EN_LKW_QLTRB,Turkmenistan,HIGH,4.03968
2017,EN_LKW_QLTRB,Turkmenistan,EXTREME,4.10493
2017,EN_LKW_QLTRB,Turkmenistan,LOW,86.20131
2018,EN_LKW_QLTRB,Turkmenistan,EXTREME,5.22066
2018,EN_LKW_QLTRB,Turkmenistan,HIGH,4.0337
2018,EN_LKW_QLTRB,Turkmenistan,LOW,85.76669
2018,EN_LKW_QLTRB,Turkmenistan,MEDIUM,4.97896
2019,EN_LKW_QLTRB,Turkmenistan,MEDIUM,3.77377
2019,EN_LKW_QLTRB,Turkmenistan,EXTREME,4.49774
2019,EN_LKW_QLTRB,Turkmenistan,LOW,88.77962
2019,EN_LKW_QLTRB,Turkmenistan,HIGH,2.94886
2020,EN_LKW_QLTRB,Turkmenistan,EXTREME,6.93022
2020,EN_LKW_QLTRB,Turkmenistan,HIGH,4.90064
2020,EN_LKW_QLTRB,Turkmenistan,MEDIUM,8.84161
2020,EN_LKW_QLTRB,Turkmenistan,LOW,79.32753
2021,EN_LKW_QLTRB,Turkmenistan,LOW,77.78273
2021,EN_LKW_QLTRB,Turkmenistan,EXTREME,8.23727
2021,EN_LKW_QLTRB,Turkmenistan,MEDIUM,8.99714
2021,EN_LKW_QLTRB,Turkmenistan,HIGH,4.98285
2017,EN_LKW_QLTRB,Ukraine,EXTREME,20.63114
2017,EN_LKW_QLTRB,Ukraine,LOW,57.86089
2017,EN_LKW_QLTRB,Ukraine,MEDIUM,10.30035
2017,EN_LKW_QLTRB,Ukraine,HIGH,11.20761
2018,EN_LKW_QLTRB,Ukraine,HIGH,10.62949
2018,EN_LKW_QLTRB,Ukraine,EXTREME,18.58905
2018,EN_LKW_QLTRB,Ukraine,MEDIUM,9.58778
2018,EN_LKW_QLTRB,Ukraine,LOW,61.19369
2019,EN_LKW_QLTRB,Ukraine,LOW,60.51566
2019,EN_LKW_QLTRB,Ukraine,MEDIUM,10.39693
2019,EN_LKW_QLTRB,Ukraine,EXTREME,17.27147
2019,EN_LKW_QLTRB,Ukraine,HIGH,11.81594
2020,EN_LKW_QLTRB,Ukraine,EXTREME,20.42416
2020,EN_LKW_QLTRB,Ukraine,MEDIUM,8.81049
2020,EN_LKW_QLTRB,Ukraine,HIGH,12.14575
2020,EN_LKW_QLTRB,Ukraine,LOW,58.61961
2021,EN_LKW_QLTRB,Ukraine,MEDIUM,9.58638
2021,EN_LKW_QLTRB,Ukraine,EXTREME,22.39596
2021,EN_LKW_QLTRB,Ukraine,LOW,54.66703
2021,EN_LKW_QLTRB,Ukraine,HIGH,13.35063
2017,EN_LKW_QLTRB,North Macedonia,HIGH,11.44588
2017,EN_LKW_QLTRB,North Macedonia,EXTREME,3.07312
2017,EN_LKW_QLTRB,North Macedonia,MEDIUM,19.7923
2017,EN_LKW_QLTRB,North Macedonia,LOW,65.6887
2018,EN_LKW_QLTRB,North Macedonia,EXTREME,4.07243
2018,EN_LKW_QLTRB,North Macedonia,MEDIUM,17.58523
2018,EN_LKW_QLTRB,North Macedonia,HIGH,10.58229
2018,EN_LKW_QLTRB,North Macedonia,LOW,67.76005
2019,EN_LKW_QLTRB,North Macedonia,EXTREME,3.67867
2019,EN_LKW_QLTRB,North Macedonia,LOW,62.32096
2019,EN_LKW_QLTRB,North Macedonia,MEDIUM,20.2724
2019,EN_LKW_QLTRB,North Macedonia,HIGH,13.72797
2020,EN_LKW_QLTRB,North Macedonia,EXTREME,5.18824
2020,EN_LKW_QLTRB,North Macedonia,MEDIUM,17.03754
2020,EN_LKW_QLTRB,North Macedonia,HIGH,12.01907
2020,EN_LKW_QLTRB,North Macedonia,LOW,65.75515
2021,EN_LKW_QLTRB,North Macedonia,MEDIUM,22.48605
2021,EN_LKW_QLTRB,North Macedonia,LOW,58.82375
2021,EN_LKW_QLTRB,North Macedonia,EXTREME,4.76009
2021,EN_LKW_QLTRB,North Macedonia,HIGH,13.93011
2017,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,LOW,60.10977
2017,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,EXTREME,19.99555
2017,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,HIGH,11.17567
2017,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,MEDIUM,8.71902
2018,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,MEDIUM,10.26376
2018,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,LOW,59.82346
2018,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,HIGH,10.98955
2018,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,EXTREME,18.92323
2019,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,EXTREME,26.54294
2019,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,HIGH,13.93131
2019,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,LOW,49.32331
2019,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,MEDIUM,10.20244
2020,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,LOW,49.38864
2020,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,MEDIUM,11.25818
2020,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,EXTREME,24.4086
2020,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,HIGH,14.94459
2021,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,EXTREME,24.31395
2021,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,LOW,50.52172
2021,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,HIGH,14.62735
2021,EN_LKW_QLTRB,United Kingdom of Great Britain and Northern Ireland,MEDIUM,10.53698
2017,EN_LKW_QLTRB,Uzbekistan,LOW,64.56971
2017,EN_LKW_QLTRB,Uzbekistan,EXTREME,15.44227
2017,EN_LKW_QLTRB,Uzbekistan,MEDIUM,9.96271
2017,EN_LKW_QLTRB,Uzbekistan,HIGH,10.02531
2018,EN_LKW_QLTRB,Uzbekistan,EXTREME,16.26286
2018,EN_LKW_QLTRB,Uzbekistan,HIGH,8.15434
2018,EN_LKW_QLTRB,Uzbekistan,LOW,66.21871
2018,EN_LKW_QLTRB,Uzbekistan,MEDIUM,9.3641
2019,EN_LKW_QLTRB,Uzbekistan,EXTREME,10.23594
2019,EN_LKW_QLTRB,Uzbekistan,MEDIUM,9.12412
2020,EN_LKW_QLTRB,India,MEDIUM,8.13662
2021,EN_LKW_QLTRB,India,MEDIUM,7.34816
2021,EN_LKW_QLTRB,India,HIGH,6.53319
2021,EN_LKW_QLTRB,India,EXTREME,6.23365
2021,EN_LKW_QLTRB,India,LOW,79.88499
2019,EN_LKW_QLTRB,Uzbekistan,HIGH,8.61283
2019,EN_LKW_QLTRB,Uzbekistan,LOW,72.02711
2020,EN_LKW_QLTRB,Uzbekistan,LOW,73.87093
2020,EN_LKW_QLTRB,Uzbekistan,EXTREME,12.42946
2020,EN_LKW_QLTRB,Uzbekistan,HIGH,6.67639
2020,EN_LKW_QLTRB,Uzbekistan,MEDIUM,7.02322
2021,EN_LKW_QLTRB,Uzbekistan,EXTREME,16.3809
2021,EN_LKW_QLTRB,Uzbekistan,LOW,69.87068
2021,EN_LKW_QLTRB,Uzbekistan,MEDIUM,5.79144
2021,EN_LKW_QLTRB,Uzbekistan,HIGH,7.95698
2021,EN_LKW_QLTRB,Uzbekistan,HIGH,7.95698
