Year,SeriesCode,Country,Disability status,Grounds of discrimination,Location,Sex,Value
2018,VC_VOV_GDSD,Georgia,Persons without disability,Disability,All areas,Both sexes,0.4
2018,VC_VOV_GDSD,Georgia,Persons without disability,Sex,All areas,Both sexes,1.27
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Age,All areas,Female,5.2
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,All or no breakdown,All areas,Female,20.1
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Socioeconomic status,All areas,Male,4.0
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Sexual orientation,All areas,Both sexes,0.7
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,All or no breakdown,All areas,Both sexes,20.2
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Ethnic or immigration status,All areas,Female,1.5
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sexual orientation,Rural,Female,0.0
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Other,Urban,Female,2.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,All or no breakdown,Rural,Female,4.8
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Age,All areas,Both sexes,5.3
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Geographic location,All areas,Both sexes,4.0
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Socioeconomic status,All areas,Female,3.2
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Sexual orientation,All areas,Male,0.6
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Other,All areas,Male,13.2
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Other,All areas,Female,11.5
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Religion or belief,All areas,Female,6.5
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Religion or belief,All areas,Male,5.0
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Sex,All areas,Male,1.1
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Geographic location,All areas,Male,4.4
2018,VC_VOV_GDSD,Georgia,Persons without disability,Religion or belief,All areas,Male,1.7
2018,VC_VOV_GDSD,Georgia,Persons without disability,Religion or belief,All areas,Female,2.0
2018,VC_VOV_GDSD,Georgia,Persons without disability,Other,All areas,Female,0.9
2018,VC_VOV_GDSD,Georgia,Persons with disability,Other,All areas,Male,0.8
2018,VC_VOV_GDSD,Georgia,Persons with disability,Religion or belief,All areas,Male,2.4
2018,VC_VOV_GDSD,Georgia,Persons with disability,Sex,All areas,Male,0.4
2018,VC_VOV_GDSD,Georgia,Persons with disability,Sex,All areas,Female,2.3
2018,VC_VOV_GDSD,Georgia,Persons with disability,Sexual orientation,All areas,Female,0.6
2018,VC_VOV_GDSD,Georgia,Persons with disability,Sexual orientation,All areas,Both sexes,0.4
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Disability,Urban,Male,0.3
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Age,Urban,Female,2.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Religion or belief,Urban,Female,0.9
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sex,All areas,Female,3.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Age,Rural,Female,0.8
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Sex,All areas,Both sexes,3.6
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Sex,All areas,Female,5.9
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Other,All areas,Both sexes,12.3
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Geographic location,All areas,Female,3.6
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Sexual orientation,All areas,Female,0.8
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Age,Urban,Both sexes,2.0
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Age,Urban,Female,2.3
2018,VC_VOV_GDSD,Georgia,Total or no breakdown,Disability,All areas,Female,0.4
2015,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Both sexes,12.5
2015,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Female,12.6
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Other,Rural,Female,1.6
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,All or no breakdown,Urban,Female,8.1
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Disability,Urban,Female,0.5
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Disability,All areas,Female,0.4
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Socioeconomic status,All areas,Both sexes,3.6
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,All or no breakdown,Urban,Both sexes,20.9
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,All or no breakdown,Rural,Both sexes,17.6
2017,VC_VOV_GDSD,Mexico,Total or no breakdown,Religion or belief,All areas,Both sexes,5.8
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Age,All areas,Both sexes,18.0
2015,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Male,12.5
2015,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Rural,Both sexes,13.21
2015,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Urban,Both sexes,12.27
2017,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Both sexes,9.85
2017,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Male,10.0
2017,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Female,9.7
2017,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Rural,Both sexes,10.16
2017,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Urban,Both sexes,9.81
2019,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Rural,Both sexes,9.55
2019,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Both sexes,8.57
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Other,All areas,Female,2.1
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sex,Urban,Female,4.3
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Ethnic or immigration status,Rural,Female,1.0
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Religion or belief,Rural,Female,0.4
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Religion or belief,All areas,Both sexes,3.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,All or no breakdown,Urban,Both sexes,28.6
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Sex,All areas,Both sexes,17.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Other,All areas,Both sexes,26.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Ethnic,All areas,Both sexes,13.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Disability,All areas,Both sexes,8.0
2019,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Female,8.44
2019,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Male,8.55
2019,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Urban,Both sexes,7.72
2019,VC_VOV_GDSD,Germany,Persons without disability,All or no breakdown,All areas,Both sexes,7.25
2019,VC_VOV_GDSD,Germany,Persons with disability,All or no breakdown,All areas,Both sexes,15.88
2021,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Female,6.63
2021,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Male,9.16
2021,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,All areas,Both sexes,7.84
2021,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Rural,Both sexes,7.69
2021,VC_VOV_GDSD,Germany,Total or no breakdown,All or no breakdown,Urban,Both sexes,7.47
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sexual orientation,Urban,Female,0.5
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Religion or belief,All areas,Female,0.7
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Disability,Rural,Female,0.4
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Sex,Rural,Female,2.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,Socioeconomic status,All areas,Both sexes,23.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,All or no breakdown,All areas,Both sexes,26.3
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,All or no breakdown,All areas,Female,26.0
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,All or no breakdown,Rural,Both sexes,24.2
2018,VC_VOV_GDSD,Moldova,Total or no breakdown,All or no breakdown,All areas,Male,26.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Rural,Both sexes,1.0
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,All or no breakdown,All areas,Female,6.9
2019,VC_VOV_GDSD,Serbia,Total or no breakdown,Ethnic or immigration status,Urban,Female,1.8
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,All areas,Male,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Urban,Male,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Rural,Male,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sexual orientation,All areas,Male,0.1
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,Rural,Both sexes,3.55
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,Rural,Male,1.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,All areas,Both sexes,0.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,All areas,Male,0.4
2021,VC_VOV_GDSD,Germany,Persons without disability,All or no breakdown,All areas,Both sexes,6.64
2021,VC_VOV_GDSD,Germany,Persons with disability,All or no breakdown,All areas,Both sexes,13.72
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Sex,All areas,Male,3.4
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Other,All areas,Male,42.9
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Sex,All areas,Female,14.3
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,All areas,Both sexes,6.05
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,All areas,Both sexes,0.15
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Rural,Both sexes,1.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Rural,Both sexes,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Rural,Female,1.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,Rural,Male,3.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Rural,Male,0.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Rural,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Urban,Male,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,Urban,Both sexes,2.9
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Rural,Both sexes,0.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,All areas,Both sexes,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Urban,Both sexes,0.25
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Rural,Both sexes,1.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Urban,Both sexes,7.05
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,All areas,Both sexes,0.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Rural,Female,0.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,All areas,Both sexes,2.25
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,All areas,Both sexes,1.25
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Rural,Female,2.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,All areas,Male,0.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Urban,Both sexes,0.45
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,Urban,Both sexes,1.0
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Urban,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,All areas,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Urban,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Rural,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Rural,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,All areas,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,All areas,Male,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,All areas,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,All areas,Female,0.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,All areas,Female,0.9
2014,VC_VOV_GDSD,Ireland,Persons with disability,All or no breakdown,All areas,Both sexes,16.4
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Disability,All areas,Both sexes,6.0
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Age,All areas,Both sexes,24.2
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,"Ethnicity, colour, language, nationality",All areas,Female,17.1
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Other,All areas,Female,38.9
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Urban,Male,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,All areas,Female,1.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Rural,Male,1.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,All areas,Male,6.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Rural,Male,2.0
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,All areas,Female,0.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,All areas,Female,0.6
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,All areas,Female,2.6
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Rural,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,Urban,Female,2.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Rural,Female,0.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Rural,Female,0.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Rural,Male,0.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Rural,Female,0.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Urban,Female,1.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,All areas,Female,2.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Urban,Female,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Urban,Female,0.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,All or no breakdown,All areas,Male,3.6
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Rural,Female,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,All areas,Male,0.1
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,All areas,Male,0.2
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Other,All areas,Both sexes,40.7
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Sex,All areas,Both sexes,9.3
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Family status,All areas,Male,4.1
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Marital status,All areas,Female,4.6
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,All or no breakdown,All areas,Male,11.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,All areas,Female,1.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Rural,Female,0.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,All areas,Male,0.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,All areas,Female,0.3
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Rural,Both sexes,3.85
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,All areas,Male,2.0
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,Rural,Male,2.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,Urban,Male,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Disability,All areas,Both sexes,0.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Other,Rural,Both sexes,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Urban,Both sexes,0.15
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,Rural,Both sexes,1.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Urban,Both sexes,0.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Urban,Both sexes,0.2
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Rural,Both sexes,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Rural,Female,0.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sexual orientation,Urban,Female,0.3
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Disability,All areas,Female,6.2
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Marital status,All areas,Both sexes,2.8
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,"Ethnicity, colour, language, nationality",All areas,Both sexes,21.3
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Disability,All areas,Male,5.7
2014,VC_VOV_GDSD,Ireland,Persons without disability,All or no breakdown,All areas,Both sexes,11.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Urban,Both sexes,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Urban,Both sexes,1.05
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,All areas,Both sexes,2.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Urban,Female,1.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Urban,Female,2.7
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Age,All areas,Male,25.0
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,All or no breakdown,All areas,Female,12.6
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,All or no breakdown,All areas,Both sexes,11.8
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Marital status,All areas,Male,0.7
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,"Ethnicity, colour, language, nationality",All areas,Male,26.4
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Family status,All areas,Both sexes,9.3
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Age,All areas,Female,23.5
2014,VC_VOV_GDSD,Ireland,Total or no breakdown,Family status,All areas,Female,13.6
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Disability,All areas,Both sexes,4.9
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Other,All areas,Female,31.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Urban,Female,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Urban,Female,6.9
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Rural,Female,0.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Urban,Both sexes,0.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Rural,Both sexes,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,All areas,Both sexes,1.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Rural,Both sexes,0.65
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Rural,Both sexes,0.05
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Urban,Both sexes,2.65
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Urban,Both sexes,1.65
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Other,All areas,Both sexes,32.2
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Sex,All areas,Female,29.1
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,"Ethnicity, colour, language, nationality",All areas,Both sexes,21.9
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,"Ethnicity, colour, language, nationality",All areas,Female,16.0
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Family status,All areas,Both sexes,11.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Urban,Both sexes,3.25
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,All areas,Male,2.9
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,All areas,Female,1.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,All areas,Male,0.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Urban,Male,0.3
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Other,All areas,Male,32.9
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Disability,All areas,Male,4.8
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Disability,All areas,Female,5.0
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Age,All areas,Female,34.1
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Sex,All areas,Male,7.8
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Age,All areas,Male,34.2
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Family status,All areas,Female,14.1
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Marital status,All areas,Both sexes,5.0
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Sexual orientation,All areas,Male,9.5
2019,VC_VOV_GDSD,Ireland,Persons with disability,All or no breakdown,All areas,Both sexes,24.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,All areas,Male,3.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Rural,Male,0.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,All areas,Male,0.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,All areas,Female,0.3
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Rural,Male,0.0
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,All or no breakdown,All areas,Both sexes,17.7
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Age,All areas,Both sexes,34.1
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,All or no breakdown,All areas,Female,18.8
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,All or no breakdown,All areas,Male,16.6
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Sexual orientation,All areas,Female,8.8
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Rural,Female,0.9
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,Rural,Male,0.5
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Ethnic or migration origin,Urban,Male,1.3
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Sex,Urban,Male,0.4
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Age,Rural,Female,0.7
2021,VC_VOV_GDSD,Viet Nam,Total or no breakdown,Religion or belief,Urban,Female,0.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Urban,Male,0.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,All areas,Male,0.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Rural,Male,1.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Urban,Male,0.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Urban,Male,3.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Urban,Male,3.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Urban,Male,7.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,All areas,Female,2.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Urban,Female,1.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Urban,Female,0.4
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Sexual orientation,All areas,Both sexes,9.1
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Marital status,All areas,Male,5.6
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Marital status,All areas,Female,4.4
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Family status,All areas,Male,9.0
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,Sex,All areas,Both sexes,18.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Urban,Female,3.3
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,All areas,Female,5.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Rural,Male,5.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Rural,Female,0.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Rural,Male,0.0
2019,VC_VOV_GDSD,Ireland,Total or no breakdown,"Ethnicity, colour, language, nationality",All areas,Male,28.4
2019,VC_VOV_GDSD,Ireland,Persons without disability,All or no breakdown,All areas,Both sexes,16.7
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Urban,Both sexes,7.3
2017,VC_VOV_GDSD,Israel,Persons without disability,Age,All areas,Both sexes,6.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,5.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Urban,Both sexes,5.9
2017,VC_VOV_GDSD,Israel,Persons with disability,Disability or health status,All areas,Both sexes,11.0
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Male,1.5
2017,VC_VOV_GDSD,Israel,Persons without disability,All or no breakdown,All areas,Both sexes,25.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Male,25.8
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Female,26.7
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Urban,Both sexes,26.9
2017,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,32.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Female,10.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Rural,Both sexes,19.5
2017,VC_VOV_GDSD,Israel,Persons without disability,Sex,All areas,Both sexes,5.8
