Year,Country,Location,Value
2015,Netherlands (Kingdom of the),RURAL,100.0
2016,Netherlands (Kingdom of the),URBAN,100.0
2016,Netherlands (Kingdom of the),ALLAREA,100.0
2016,Netherlands (Kingdom of the),RURAL,100.0
2017,Netherlands (Kingdom of the),RURAL,100.0
2017,Netherlands (Kingdom of the),ALLAREA,100.0
2017,Netherlands (Kingdom of the),URBAN,100.0
2018,Netherlands (Kingdom of the),URBAN,100.0
2018,Netherlands (Kingdom of the),ALLAREA,100.0
2018,Netherlands (Kingdom of the),RURAL,100.0
2002,Greece,ALLAREA,100.0
2002,Greece,URBAN,100.0
2002,Greece,RURAL,100.0
2003,Greece,RURAL,100.0
2003,Greece,URBAN,100.0
2003,Greece,ALLAREA,100.0
2004,Greece,URBAN,100.0
2004,Greece,ALLAREA,100.0
2004,Greece,RURAL,100.0
2005,Greece,RURAL,100.0
2005,Greece,ALLAREA,100.0
2005,Greece,URBAN,100.0
2006,Greece,ALLAREA,100.0
2020,Romania,URBAN,100.0
2020,Romania,RURAL,100.0
2021,Romania,RURAL,100.0
2021,Romania,URBAN,100.0
2021,Romania,ALLAREA,100.0
2000,Serbia,ALLAREA,99.9
2000,Serbia,URBAN,99.6
2000,Serbia,RURAL,100.0
2001,Serbia,RURAL,100.0
2001,Serbia,URBAN,99.6
2001,Serbia,ALLAREA,99.8
2002,Serbia,ALLAREA,100.0
2002,Serbia,URBAN,99.6
2006,Greece,RURAL,100.0
2006,Greece,URBAN,100.0
2007,Greece,URBAN,100.0
2007,Greece,RURAL,100.0
2007,Greece,ALLAREA,100.0
2008,Greece,ALLAREA,100.0
2008,Greece,URBAN,100.0
2008,Greece,RURAL,100.0
2009,Greece,URBAN,100.0
2009,Greece,RURAL,100.0
2009,Greece,ALLAREA,100.0
2010,Greece,ALLAREA,100.0
2010,Greece,RURAL,100.0
2002,Serbia,RURAL,100.0
2003,Serbia,RURAL,99.9
2003,Serbia,URBAN,99.5
2003,Serbia,ALLAREA,99.7
2004,Serbia,ALLAREA,99.6
2004,Serbia,RURAL,99.8
2004,Serbia,URBAN,99.5
2005,Serbia,RURAL,99.6
2005,Serbia,ALLAREA,99.7
2005,Serbia,URBAN,99.8
2006,Serbia,RURAL,99.7
2006,Serbia,URBAN,99.5
2006,Serbia,ALLAREA,99.6
2008,Belgium,URBAN,100.0
2008,Belgium,ALLAREA,100.0
2008,Belgium,RURAL,100.0
2009,Belgium,RURAL,100.0
2009,Belgium,URBAN,100.0
2009,Belgium,ALLAREA,100.0
2010,Belgium,URBAN,100.0
2010,Belgium,RURAL,100.0
2010,Belgium,ALLAREA,100.0
2011,Belgium,RURAL,100.0
2011,Belgium,URBAN,100.0
2011,Belgium,ALLAREA,100.0
2012,Belgium,ALLAREA,100.0
2007,Serbia,URBAN,99.5
2007,Serbia,ALLAREA,99.6
2007,Serbia,RURAL,99.7
2008,Serbia,URBAN,99.6
2008,Serbia,RURAL,99.6
2008,Serbia,ALLAREA,99.6
2009,Serbia,ALLAREA,99.6
2009,Serbia,URBAN,99.7
2009,Serbia,RURAL,99.6
2010,Serbia,RURAL,99.5
2010,Serbia,URBAN,99.9
2010,Serbia,ALLAREA,99.7
2011,Serbia,ALLAREA,99.7
2010,Greece,URBAN,100.0
2011,Greece,URBAN,100.0
2011,Greece,RURAL,100.0
2011,Greece,ALLAREA,100.0
2012,Greece,ALLAREA,100.0
2012,Greece,RURAL,100.0
2012,Greece,URBAN,100.0
2013,Greece,URBAN,100.0
2013,Greece,RURAL,100.0
2013,Greece,ALLAREA,100.0
2014,Greece,ALLAREA,100.0
2014,Greece,RURAL,100.0
2014,Greece,URBAN,100.0
2019,Netherlands (Kingdom of the),RURAL,100.0
2019,Netherlands (Kingdom of the),ALLAREA,100.0
2019,Netherlands (Kingdom of the),URBAN,100.0
2020,Netherlands (Kingdom of the),URBAN,100.0
2020,Netherlands (Kingdom of the),ALLAREA,100.0
2020,Netherlands (Kingdom of the),RURAL,100.0
2021,Netherlands (Kingdom of the),RURAL,100.0
2021,Netherlands (Kingdom of the),ALLAREA,100.0
2021,Netherlands (Kingdom of the),URBAN,100.0
2000,Norway,RURAL,100.0
2000,Norway,ALLAREA,100.0
2000,Norway,URBAN,100.0
2001,Norway,URBAN,100.0
2015,Greece,URBAN,100.0
2015,Greece,RURAL,100.0
2015,Greece,ALLAREA,100.0
2016,Greece,ALLAREA,100.0
2016,Greece,RURAL,100.0
2016,Greece,URBAN,100.0
2017,Greece,URBAN,100.0
2017,Greece,RURAL,100.0
2017,Greece,ALLAREA,100.0
2018,Greece,ALLAREA,100.0
2018,Greece,RURAL,100.0
2018,Greece,URBAN,100.0
2019,Greece,RURAL,100.0
2001,Norway,RURAL,100.0
2001,Norway,ALLAREA,100.0
2002,Norway,ALLAREA,100.0
2002,Norway,RURAL,100.0
2002,Norway,URBAN,100.0
2003,Norway,ALLAREA,100.0
2003,Norway,URBAN,100.0
2003,Norway,RURAL,100.0
2004,Norway,ALLAREA,100.0
2004,Norway,RURAL,100.0
2004,Norway,URBAN,100.0
2005,Norway,URBAN,100.0
2005,Norway,RURAL,100.0
2005,Norway,ALLAREA,100.0
2006,Norway,ALLAREA,100.0
2006,Norway,RURAL,100.0
2006,Norway,URBAN,100.0
2007,Norway,URBAN,100.0
2007,Norway,RURAL,100.0
2007,Norway,ALLAREA,100.0
2008,Norway,ALLAREA,100.0
2008,Norway,RURAL,100.0
2008,Norway,URBAN,100.0
2009,Norway,URBAN,100.0
2009,Norway,RURAL,100.0
2009,Norway,ALLAREA,100.0
2011,Serbia,URBAN,99.8
2011,Serbia,RURAL,99.6
2012,Serbia,ALLAREA,99.8
2012,Serbia,RURAL,99.6
2012,Serbia,URBAN,99.9
2013,Serbia,ALLAREA,99.9
2013,Serbia,URBAN,99.9
2013,Serbia,RURAL,99.9
2014,Serbia,RURAL,99.5
2014,Serbia,URBAN,99.8
2014,Serbia,ALLAREA,99.7
2015,Serbia,ALLAREA,99.9
2015,Serbia,URBAN,99.9
2012,Belgium,URBAN,100.0
2012,Belgium,RURAL,100.0
2013,Belgium,RURAL,100.0
2013,Belgium,ALLAREA,100.0
2013,Belgium,URBAN,100.0
2014,Belgium,ALLAREA,100.0
2014,Belgium,RURAL,100.0
2014,Belgium,URBAN,100.0
2015,Belgium,URBAN,100.0
2015,Belgium,RURAL,100.0
2015,Belgium,ALLAREA,100.0
2016,Belgium,ALLAREA,100.0
2016,Belgium,RURAL,100.0
2019,Greece,URBAN,100.0
2019,Greece,ALLAREA,100.0
2020,Greece,ALLAREA,100.0
2020,Greece,URBAN,100.0
2020,Greece,RURAL,100.0
2021,Greece,RURAL,100.0
2021,Greece,URBAN,100.0
2021,Greece,ALLAREA,100.0
2000,Hungary,URBAN,100.0
2000,Hungary,RURAL,100.0
2000,Hungary,ALLAREA,100.0
2001,Hungary,ALLAREA,100.0
2001,Hungary,URBAN,100.0
2010,Norway,URBAN,100.0
2010,Norway,ALLAREA,100.0
2010,Norway,RURAL,100.0
2011,Norway,RURAL,100.0
2011,Norway,URBAN,100.0
2011,Norway,ALLAREA,100.0
2012,Norway,ALLAREA,100.0
2012,Norway,URBAN,100.0
2012,Norway,RURAL,100.0
2013,Norway,RURAL,100.0
2013,Norway,URBAN,100.0
2013,Norway,ALLAREA,100.0
2014,Norway,ALLAREA,100.0
2001,Hungary,RURAL,100.0
2002,Hungary,RURAL,100.0
2002,Hungary,URBAN,99.9
2002,Hungary,ALLAREA,100.0
2003,Hungary,ALLAREA,100.0
2003,Hungary,URBAN,99.9
2003,Hungary,RURAL,100.0
2004,Hungary,RURAL,100.0
2004,Hungary,URBAN,99.8
2004,Hungary,ALLAREA,100.0
2005,Hungary,ALLAREA,99.9
2005,Hungary,URBAN,99.8
2005,Hungary,RURAL,100.0
2014,Norway,URBAN,100.0
2014,Norway,RURAL,100.0
2015,Norway,RURAL,100.0
2015,Norway,URBAN,100.0
2015,Norway,ALLAREA,100.0
2016,Norway,ALLAREA,100.0
2016,Norway,URBAN,100.0
2016,Norway,RURAL,100.0
2017,Norway,ALLAREA,100.0
2017,Norway,RURAL,100.0
2017,Norway,URBAN,100.0
2018,Norway,ALLAREA,100.0
2018,Norway,URBAN,100.0
2015,Serbia,RURAL,99.9
2016,Serbia,RURAL,99.9
2016,Serbia,URBAN,100.0
2016,Serbia,ALLAREA,99.9
2017,Serbia,URBAN,100.0
2017,Serbia,ALLAREA,100.0
2017,Serbia,RURAL,100.0
2018,Serbia,RURAL,100.0
2018,Serbia,ALLAREA,100.0
2018,Serbia,URBAN,100.0
2019,Serbia,RURAL,99.7
2019,Serbia,URBAN,99.9
2019,Serbia,ALLAREA,99.8
2016,Belgium,URBAN,100.0
2017,Belgium,RURAL,100.0
2017,Belgium,URBAN,100.0
2017,Belgium,ALLAREA,100.0
2018,Belgium,ALLAREA,100.0
2018,Belgium,URBAN,100.0
2018,Belgium,RURAL,100.0
2019,Belgium,RURAL,100.0
2019,Belgium,URBAN,100.0
2019,Belgium,ALLAREA,100.0
2020,Belgium,ALLAREA,100.0
2020,Belgium,URBAN,100.0
2020,Belgium,RURAL,100.0
2006,Hungary,RURAL,100.0
2006,Hungary,URBAN,99.8
2006,Hungary,ALLAREA,99.9
2007,Hungary,URBAN,100.0
2007,Hungary,RURAL,100.0
2007,Hungary,ALLAREA,100.0
2008,Hungary,ALLAREA,100.0
2008,Hungary,RURAL,100.0
2008,Hungary,URBAN,100.0
2009,Hungary,URBAN,100.0
2009,Hungary,RURAL,100.0
2009,Hungary,ALLAREA,100.0
2010,Hungary,RURAL,100.0
2018,Norway,RURAL,100.0
2019,Norway,RURAL,100.0
2019,Norway,URBAN,100.0
2019,Norway,ALLAREA,100.0
2020,Norway,ALLAREA,100.0
2020,Norway,URBAN,100.0
2020,Norway,RURAL,100.0
2021,Norway,RURAL,100.0
2021,Norway,URBAN,100.0
2021,Norway,ALLAREA,100.0
2000,Türkiye,ALLAREA,99.9
2000,Türkiye,URBAN,99.6
2000,Türkiye,RURAL,100.0
2020,Serbia,RURAL,100.0
2020,Serbia,ALLAREA,100.0
2020,Serbia,URBAN,100.0
2021,Serbia,URBAN,100.0
2021,Serbia,ALLAREA,100.0
2021,Serbia,RURAL,100.0
2000,Slovakia,ALLAREA,100.0
2000,Slovakia,RURAL,100.0
2000,Slovakia,URBAN,100.0
2001,Slovakia,ALLAREA,100.0
2001,Slovakia,URBAN,100.0
2001,Slovakia,RURAL,100.0
2002,Slovakia,ALLAREA,100.0
2010,Hungary,URBAN,100.0
2010,Hungary,ALLAREA,100.0
2011,Hungary,ALLAREA,100.0
2011,Hungary,URBAN,100.0
2011,Hungary,RURAL,100.0
2012,Hungary,URBAN,100.0
2012,Hungary,ALLAREA,100.0
2012,Hungary,RURAL,99.9
2013,Hungary,RURAL,100.0
2013,Hungary,URBAN,100.0
2013,Hungary,ALLAREA,100.0
2014,Hungary,RURAL,100.0
2014,Hungary,ALLAREA,100.0
2014,Hungary,URBAN,100.0
2015,Hungary,RURAL,100.0
2015,Hungary,ALLAREA,100.0
2015,Hungary,URBAN,100.0
2016,Hungary,RURAL,100.0
2016,Hungary,ALLAREA,100.0
2016,Hungary,URBAN,100.0
2017,Hungary,URBAN,100.0
2017,Hungary,ALLAREA,100.0
2017,Hungary,RURAL,100.0
2018,Hungary,RURAL,100.0
2018,Hungary,ALLAREA,100.0
2018,Hungary,URBAN,100.0
2001,Türkiye,RURAL,100.0
2001,Türkiye,URBAN,99.5
2001,Türkiye,ALLAREA,99.9
2002,Türkiye,ALLAREA,99.8
2002,Türkiye,RURAL,100.0
2002,Türkiye,URBAN,99.5
2003,Türkiye,RURAL,100.0
2003,Türkiye,URBAN,99.5
2003,Türkiye,ALLAREA,99.8
2004,Türkiye,ALLAREA,99.7
2004,Türkiye,RURAL,100.0
2004,Türkiye,URBAN,99.4
2005,Türkiye,URBAN,99.4
2005,Türkiye,RURAL,100.0
2005,Türkiye,ALLAREA,99.7
2006,Türkiye,ALLAREA,99.7
2006,Türkiye,RURAL,100.0
2006,Türkiye,URBAN,99.5
2007,Türkiye,URBAN,99.5
2007,Türkiye,RURAL,100.0
2007,Türkiye,ALLAREA,99.7
2008,Türkiye,ALLAREA,99.7
2008,Türkiye,RURAL,99.9
2008,Türkiye,URBAN,99.6
2009,Türkiye,URBAN,99.7
2009,Türkiye,RURAL,99.9
2002,Slovakia,URBAN,99.9
2002,Slovakia,RURAL,100.0
2003,Slovakia,RURAL,100.0
2003,Slovakia,URBAN,99.8
2003,Slovakia,ALLAREA,100.0
2004,Slovakia,ALLAREA,100.0
2004,Slovakia,URBAN,99.8
2004,Slovakia,RURAL,100.0
2005,Slovakia,RURAL,100.0
2005,Slovakia,URBAN,99.8
2005,Slovakia,ALLAREA,99.9
2006,Slovakia,ALLAREA,99.9
2006,Slovakia,URBAN,99.8
2019,Hungary,URBAN,100.0
2019,Hungary,ALLAREA,100.0
2019,Hungary,RURAL,100.0
2020,Hungary,RURAL,100.0
2020,Hungary,ALLAREA,100.0
2020,Hungary,URBAN,100.0
2021,Hungary,URBAN,100.0
2021,Hungary,ALLAREA,100.0
2021,Hungary,RURAL,100.0
2000,Iceland,URBAN,100.0
2000,Iceland,RURAL,100.0
2000,Iceland,ALLAREA,100.0
2001,Iceland,RURAL,100.0
2009,Türkiye,ALLAREA,99.7
2010,Türkiye,ALLAREA,100.0
2010,Türkiye,RURAL,100.0
2010,Türkiye,URBAN,100.0
2011,Türkiye,RURAL,100.0
2011,Türkiye,URBAN,100.0
2011,Türkiye,ALLAREA,100.0
2012,Türkiye,ALLAREA,100.0
2012,Türkiye,URBAN,100.0
2012,Türkiye,RURAL,100.0
2013,Türkiye,RURAL,100.0
2013,Türkiye,URBAN,100.0
2013,Türkiye,ALLAREA,100.0
2014,Türkiye,ALLAREA,100.0
2014,Türkiye,RURAL,100.0
2014,Türkiye,URBAN,100.0
2015,Türkiye,URBAN,100.0
2015,Türkiye,RURAL,100.0
2015,Türkiye,ALLAREA,100.0
2016,Türkiye,ALLAREA,100.0
2016,Türkiye,URBAN,100.0
2016,Türkiye,RURAL,100.0
2017,Türkiye,RURAL,100.0
2017,Türkiye,URBAN,100.0
2017,Türkiye,ALLAREA,100.0
2018,Türkiye,ALLAREA,100.0
2001,Iceland,URBAN,100.0
2001,Iceland,ALLAREA,100.0
2002,Iceland,ALLAREA,100.0
2002,Iceland,URBAN,100.0
2002,Iceland,RURAL,100.0
2003,Iceland,RURAL,100.0
2003,Iceland,URBAN,100.0
2003,Iceland,ALLAREA,100.0
2004,Iceland,ALLAREA,100.0
2004,Iceland,URBAN,100.0
2004,Iceland,RURAL,100.0
2005,Iceland,RURAL,100.0
2005,Iceland,URBAN,100.0
2018,Türkiye,URBAN,100.0
2018,Türkiye,RURAL,100.0
2019,Türkiye,ALLAREA,100.0
2019,Türkiye,RURAL,100.0
2019,Türkiye,URBAN,100.0
2020,Türkiye,ALLAREA,100.0
2020,Türkiye,URBAN,100.0
2020,Türkiye,RURAL,100.0
2021,Türkiye,RURAL,100.0
2021,Türkiye,ALLAREA,100.0
2021,Türkiye,URBAN,100.0
2000,Turkmenistan,URBAN,99.7
2000,Turkmenistan,ALLAREA,99.6
2000,Turkmenistan,RURAL,99.5
2001,Turkmenistan,RURAL,99.6
2001,Turkmenistan,ALLAREA,99.6
2001,Turkmenistan,URBAN,99.7
2002,Turkmenistan,URBAN,99.6
2002,Turkmenistan,ALLAREA,99.6
2002,Turkmenistan,RURAL,99.6
2003,Turkmenistan,RURAL,99.5
2003,Turkmenistan,ALLAREA,99.6
2003,Turkmenistan,URBAN,99.6
2004,Turkmenistan,ALLAREA,99.5
2004,Turkmenistan,RURAL,99.5
2004,Turkmenistan,URBAN,99.6
2005,Iceland,ALLAREA,100.0
2006,Iceland,URBAN,100.0
2006,Iceland,ALLAREA,100.0
2006,Iceland,RURAL,100.0
2007,Iceland,ALLAREA,100.0
2007,Iceland,URBAN,100.0
2007,Iceland,RURAL,100.0
2008,Iceland,RURAL,100.0
2008,Iceland,ALLAREA,100.0
2008,Iceland,URBAN,100.0
2009,Iceland,URBAN,100.0
2009,Iceland,ALLAREA,100.0
2009,Iceland,RURAL,100.0
2005,Turkmenistan,RURAL,99.5
2005,Turkmenistan,ALLAREA,99.5
2005,Turkmenistan,URBAN,99.6
2006,Turkmenistan,URBAN,99.9
2006,Turkmenistan,ALLAREA,99.8
2006,Turkmenistan,RURAL,99.8
2007,Turkmenistan,RURAL,99.5
2007,Turkmenistan,ALLAREA,99.6
2007,Turkmenistan,URBAN,99.6
2008,Turkmenistan,URBAN,99.7
2008,Turkmenistan,ALLAREA,99.6
2008,Turkmenistan,RURAL,99.5
2009,Turkmenistan,URBAN,99.8
2009,Turkmenistan,ALLAREA,99.7
2009,Turkmenistan,RURAL,99.6
2010,Turkmenistan,ALLAREA,100.0
2010,Turkmenistan,URBAN,100.0
2010,Turkmenistan,RURAL,100.0
2011,Turkmenistan,RURAL,99.7
2011,Turkmenistan,URBAN,99.9
2011,Turkmenistan,ALLAREA,99.8
2012,Turkmenistan,ALLAREA,99.9
2012,Turkmenistan,URBAN,100.0
2012,Turkmenistan,RURAL,99.8
2013,Turkmenistan,RURAL,99.9
2013,Turkmenistan,ALLAREA,99.9
2010,Iceland,RURAL,100.0
2010,Iceland,ALLAREA,100.0
2010,Iceland,URBAN,100.0
2011,Iceland,URBAN,100.0
2011,Iceland,ALLAREA,100.0
2011,Iceland,RURAL,100.0
2012,Iceland,RURAL,100.0
2012,Iceland,ALLAREA,100.0
2012,Iceland,URBAN,100.0
2013,Iceland,RURAL,100.0
2013,Iceland,URBAN,100.0
2013,Iceland,ALLAREA,100.0
2014,Iceland,RURAL,100.0
2013,Turkmenistan,URBAN,100.0
2014,Turkmenistan,URBAN,100.0
2014,Turkmenistan,ALLAREA,100.0
2014,Turkmenistan,RURAL,100.0
2015,Turkmenistan,RURAL,100.0
2015,Turkmenistan,URBAN,100.0
2015,Turkmenistan,ALLAREA,100.0
2016,Turkmenistan,ALLAREA,100.0
2016,Turkmenistan,RURAL,100.0
2016,Turkmenistan,URBAN,100.0
2017,Turkmenistan,ALLAREA,100.0
2017,Turkmenistan,RURAL,100.0
2017,Turkmenistan,URBAN,100.0
2006,Slovakia,RURAL,100.0
2007,Slovakia,RURAL,100.0
2007,Slovakia,URBAN,100.0
2007,Slovakia,ALLAREA,100.0
2008,Slovakia,URBAN,100.0
2008,Slovakia,RURAL,100.0
2008,Slovakia,ALLAREA,100.0
2009,Slovakia,RURAL,100.0
2009,Slovakia,URBAN,100.0
2009,Slovakia,ALLAREA,100.0
2010,Slovakia,ALLAREA,100.0
2010,Slovakia,URBAN,100.0
2010,Slovakia,RURAL,100.0
2014,Iceland,ALLAREA,100.0
2014,Iceland,URBAN,100.0
2015,Iceland,URBAN,100.0
2015,Iceland,ALLAREA,100.0
2015,Iceland,RURAL,100.0
2016,Iceland,RURAL,100.0
2016,Iceland,ALLAREA,100.0
2016,Iceland,URBAN,100.0
2017,Iceland,ALLAREA,100.0
2017,Iceland,URBAN,100.0
2017,Iceland,RURAL,100.0
2018,Iceland,RURAL,100.0
2018,Iceland,URBAN,100.0
2011,Slovakia,RURAL,100.0
2011,Slovakia,URBAN,100.0
2011,Slovakia,ALLAREA,100.0
2012,Slovakia,ALLAREA,100.0
2012,Slovakia,URBAN,100.0
2012,Slovakia,RURAL,100.0
2013,Slovakia,RURAL,100.0
2013,Slovakia,URBAN,100.0
2013,Slovakia,ALLAREA,100.0
2014,Slovakia,ALLAREA,100.0
2014,Slovakia,URBAN,100.0
2014,Slovakia,RURAL,100.0
2015,Slovakia,RURAL,100.0
2018,Turkmenistan,ALLAREA,100.0
2018,Turkmenistan,RURAL,100.0
2018,Turkmenistan,URBAN,100.0
2019,Turkmenistan,URBAN,99.9
2019,Turkmenistan,RURAL,99.9
2019,Turkmenistan,ALLAREA,99.9
2020,Turkmenistan,ALLAREA,100.0
2020,Turkmenistan,RURAL,100.0
2020,Turkmenistan,URBAN,100.0
2021,Turkmenistan,URBAN,100.0
2021,Turkmenistan,RURAL,100.0
2021,Turkmenistan,ALLAREA,100.0
2000,Ukraine,ALLAREA,99.1
2018,Iceland,ALLAREA,100.0
2019,Iceland,ALLAREA,100.0
2019,Iceland,URBAN,100.0
2019,Iceland,RURAL,100.0
2020,Iceland,RURAL,100.0
2020,Iceland,ALLAREA,100.0
2020,Iceland,URBAN,100.0
2021,Iceland,ALLAREA,100.0
2021,Iceland,RURAL,100.0
2021,Iceland,URBAN,100.0
2000,India,RURAL,49.2
2000,India,ALLAREA,60.3
2000,India,URBAN,89.4
2000,Ukraine,RURAL,98.3
2000,Ukraine,URBAN,99.5
2001,Ukraine,RURAL,98.5
2001,Ukraine,URBAN,99.5
2001,Ukraine,ALLAREA,99.2
2002,Ukraine,ALLAREA,99.3
2002,Ukraine,URBAN,99.5
2002,Ukraine,RURAL,98.7
2003,Ukraine,RURAL,98.8
2003,Ukraine,ALLAREA,99.3
2003,Ukraine,URBAN,99.6
2004,Ukraine,URBAN,99.6
2004,Ukraine,ALLAREA,99.4
2021,Belgium,RURAL,100.0
2021,Belgium,URBAN,100.0
2021,Belgium,ALLAREA,100.0
2000,Bosnia and Herzegovina,ALLAREA,99.0
2000,Bosnia and Herzegovina,URBAN,99.1
2000,Bosnia and Herzegovina,RURAL,98.9
2001,Bosnia and Herzegovina,RURAL,99.6
2001,Bosnia and Herzegovina,URBAN,99.1
2001,Bosnia and Herzegovina,ALLAREA,99.4
2002,Bosnia and Herzegovina,ALLAREA,98.5
2002,Bosnia and Herzegovina,URBAN,99.3
2002,Bosnia and Herzegovina,RURAL,97.9
2003,Bosnia and Herzegovina,RURAL,98.9
2001,India,ALLAREA,62.0
2001,India,RURAL,51.2
2001,India,URBAN,89.9
2002,India,RURAL,51.3
2002,India,URBAN,90.4
2002,India,ALLAREA,62.3
2003,India,ALLAREA,65.4
2003,India,RURAL,55.2
2003,India,URBAN,90.9
2004,India,URBAN,91.3
2004,India,RURAL,53.4
2004,India,ALLAREA,64.4
2005,India,URBAN,91.9
2004,Ukraine,RURAL,99.0
2005,Ukraine,RURAL,99.8
2005,Ukraine,ALLAREA,99.9
2005,Ukraine,URBAN,99.9
2006,Ukraine,URBAN,99.7
2006,Ukraine,ALLAREA,99.5
2006,Ukraine,RURAL,99.3
2007,Ukraine,RURAL,99.6
2007,Ukraine,ALLAREA,99.8
2007,Ukraine,URBAN,99.9
2008,Ukraine,ALLAREA,99.8
2008,Ukraine,RURAL,99.6
2008,Ukraine,URBAN,99.9
2015,Slovakia,URBAN,100.0
2015,Slovakia,ALLAREA,100.0
2016,Slovakia,ALLAREA,100.0
2016,Slovakia,URBAN,100.0
2016,Slovakia,RURAL,100.0
2017,Slovakia,RURAL,100.0
2017,Slovakia,URBAN,100.0
2017,Slovakia,ALLAREA,100.0
2018,Slovakia,ALLAREA,100.0
2018,Slovakia,URBAN,100.0
2018,Slovakia,RURAL,100.0
2019,Slovakia,RURAL,100.0
2019,Slovakia,URBAN,100.0
2005,India,RURAL,59.3
2005,India,ALLAREA,68.8
2006,India,URBAN,93.1
2006,India,RURAL,57.3
2006,India,ALLAREA,67.9
2007,India,ALLAREA,72.3
2007,India,RURAL,63.5
2007,India,URBAN,93.0
2008,India,URBAN,93.6
2008,India,RURAL,65.7
2008,India,ALLAREA,74.1
2009,India,ALLAREA,75.0
2009,India,RURAL,65.7
2009,Ukraine,URBAN,99.9
2009,Ukraine,RURAL,99.8
2009,Ukraine,ALLAREA,99.9
2010,Ukraine,ALLAREA,100.0
2010,Ukraine,RURAL,99.9
2010,Ukraine,URBAN,100.0
2011,Ukraine,URBAN,100.0
2011,Ukraine,RURAL,100.0
2011,Ukraine,ALLAREA,100.0
2012,Ukraine,ALLAREA,99.9
2012,Ukraine,RURAL,99.8
2012,Ukraine,URBAN,99.9
2013,Ukraine,URBAN,100.0
2009,India,URBAN,96.1
2010,India,URBAN,94.0
2010,India,RURAL,68.4
2010,India,ALLAREA,76.3
2011,India,ALLAREA,79.5
2011,India,RURAL,72.3
2011,India,URBAN,95.4
2012,India,RURAL,72.4
2012,India,ALLAREA,79.9
2012,India,URBAN,96.1
2013,India,ALLAREA,83.1
2013,India,RURAL,76.8
2013,India,URBAN,96.6
2013,Ukraine,RURAL,100.0
2013,Ukraine,ALLAREA,100.0
2014,Ukraine,ALLAREA,100.0
2014,Ukraine,RURAL,100.0
2014,Ukraine,URBAN,100.0
2015,Ukraine,URBAN,100.0
2015,Ukraine,RURAL,100.0
2015,Ukraine,ALLAREA,100.0
2016,Ukraine,ALLAREA,100.0
2016,Ukraine,RURAL,100.0
2016,Ukraine,URBAN,100.0
2017,Ukraine,RURAL,100.0
2017,Ukraine,URBAN,100.0
2019,Slovakia,ALLAREA,100.0
2020,Slovakia,URBAN,100.0
2020,Slovakia,RURAL,100.0
2020,Slovakia,ALLAREA,100.0
2021,Slovakia,URBAN,100.0
2021,Slovakia,ALLAREA,100.0
2021,Slovakia,RURAL,100.0
2000,Slovenia,RURAL,100.0
2000,Slovenia,ALLAREA,100.0
2000,Slovenia,URBAN,100.0
2001,Slovenia,URBAN,100.0
2001,Slovenia,RURAL,100.0
2001,Slovenia,ALLAREA,100.0
2014,India,URBAN,97.1
2014,India,RURAL,79.4
2014,India,ALLAREA,85.1
2015,India,ALLAREA,88.0
2015,India,RURAL,83.4
2015,India,URBAN,97.5
2016,India,URBAN,98.2
2016,India,RURAL,85.3
2016,India,ALLAREA,89.6
2017,India,ALLAREA,91.8
2017,India,RURAL,88.3
2017,India,URBAN,98.7
2018,India,URBAN,99.1
2002,Slovenia,ALLAREA,100.0
2002,Slovenia,RURAL,100.0
2002,Slovenia,URBAN,100.0
2003,Slovenia,URBAN,100.0
2003,Slovenia,RURAL,100.0
2003,Slovenia,ALLAREA,100.0
2004,Slovenia,ALLAREA,100.0
2004,Slovenia,RURAL,100.0
2004,Slovenia,URBAN,100.0
2005,Slovenia,URBAN,100.0
2005,Slovenia,RURAL,100.0
2005,Slovenia,ALLAREA,100.0
2006,Slovenia,URBAN,100.0
2017,Ukraine,ALLAREA,100.0
2018,Ukraine,RURAL,100.0
2018,Ukraine,ALLAREA,100.0
2018,Ukraine,URBAN,100.0
2019,Ukraine,URBAN,100.0
2019,Ukraine,ALLAREA,100.0
2019,Ukraine,RURAL,100.0
2020,Ukraine,RURAL,100.0
2020,Ukraine,ALLAREA,100.0
2020,Ukraine,URBAN,100.0
2021,Ukraine,URBAN,100.0
2021,Ukraine,ALLAREA,100.0
2021,Ukraine,RURAL,100.0
2003,Bosnia and Herzegovina,URBAN,99.2
2003,Bosnia and Herzegovina,ALLAREA,99.0
2004,Bosnia and Herzegovina,ALLAREA,99.1
2004,Bosnia and Herzegovina,URBAN,99.3
2004,Bosnia and Herzegovina,RURAL,98.9
2005,Bosnia and Herzegovina,ALLAREA,99.1
2005,Bosnia and Herzegovina,RURAL,98.9
2005,Bosnia and Herzegovina,URBAN,99.3
2006,Bosnia and Herzegovina,ALLAREA,99.4
2006,Bosnia and Herzegovina,URBAN,99.7
2006,Bosnia and Herzegovina,RURAL,99.1
2007,Bosnia and Herzegovina,URBAN,99.5
2007,Bosnia and Herzegovina,RURAL,99.8
2000,North Macedonia,RURAL,99.2
2000,North Macedonia,ALLAREA,99.0
2000,North Macedonia,URBAN,98.9
2001,North Macedonia,URBAN,98.9
2001,North Macedonia,ALLAREA,99.0
2001,North Macedonia,RURAL,99.2
2002,North Macedonia,RURAL,99.2
2002,North Macedonia,ALLAREA,99.0
2002,North Macedonia,URBAN,98.9
2003,North Macedonia,URBAN,98.9
2003,North Macedonia,ALLAREA,99.0
2003,North Macedonia,RURAL,99.2
