Year,SeriesCode,GeoAreaName,Age,Value
2004,SE_GPI_PART,Latvia,15-64,1.2
2004,SE_GPI_PART,Latvia,25-54,1.5
2016,SE_GPI_PART,Belarus,25-54,1.0
2017,SE_GPI_PART,Belarus,15-24,1.0
2017,SE_GPI_PART,Belarus,55-64,1.0
2017,SE_GPI_PART,Belarus,15-64,1.0
2017,SE_GPI_PART,Belarus,25-54,1.0
2018,SE_GPI_PART,Belarus,15-64,1.0
2018,SE_GPI_PART,Belarus,55-64,1.0
2005,SE_GPI_PART,Latvia,25-54,1.5
2005,SE_GPI_PART,Latvia,55-64,1.8
2005,SE_GPI_PART,Latvia,15-64,1.2
2005,SE_GPI_PART,Latvia,15-24,1.1
2006,SE_GPI_PART,Latvia,15-24,1.1
2006,SE_GPI_PART,Latvia,15-64,1.2
2006,SE_GPI_PART,Latvia,25-54,1.6
2006,SE_GPI_PART,Latvia,55-64,1.3
2007,SE_GPI_PART,Latvia,25-54,1.5
2007,SE_GPI_PART,Latvia,55-64,1.7
2007,SE_GPI_PART,Latvia,15-64,1.2
2007,SE_GPI_PART,Latvia,15-24,1.1
2008,SE_GPI_PART,Latvia,15-24,1.1
2008,SE_GPI_PART,Latvia,15-64,1.2
2018,SE_GPI_PART,Belarus,15-24,1.0
2018,SE_GPI_PART,Belarus,25-54,1.0
2019,SE_GPI_PART,Belarus,15-24,1.0
2019,SE_GPI_PART,Belarus,55-64,0.6
2019,SE_GPI_PART,Belarus,15-64,0.9
2019,SE_GPI_PART,Belarus,25-54,1.0
2020,SE_GPI_PART,Belarus,15-64,0.9
2008,SE_GPI_PART,Latvia,55-64,1.4
2008,SE_GPI_PART,Latvia,25-54,1.5
2009,SE_GPI_PART,Latvia,25-54,1.5
2009,SE_GPI_PART,Latvia,55-64,1.5
2009,SE_GPI_PART,Latvia,15-64,1.2
2009,SE_GPI_PART,Latvia,15-24,1.2
2010,SE_GPI_PART,Latvia,15-24,1.1
2010,SE_GPI_PART,Latvia,15-64,1.1
2010,SE_GPI_PART,Latvia,25-54,1.5
2010,SE_GPI_PART,Latvia,55-64,1.4
2011,SE_GPI_PART,Latvia,25-54,1.4
2011,SE_GPI_PART,Latvia,55-64,1.5
2011,SE_GPI_PART,Latvia,15-64,1.1
2011,SE_GPI_PART,Latvia,15-24,1.1
2012,SE_GPI_PART,Latvia,15-24,1.1
2012,SE_GPI_PART,Latvia,15-64,1.1
2012,SE_GPI_PART,Latvia,55-64,1.5
2012,SE_GPI_PART,Latvia,25-54,1.2
2013,SE_GPI_PART,Latvia,25-54,1.4
2013,SE_GPI_PART,Latvia,55-64,1.3
2013,SE_GPI_PART,Latvia,15-64,1.1
2013,SE_GPI_PART,Latvia,15-24,1.1
2014,SE_GPI_PART,Latvia,15-24,1.1
2014,SE_GPI_PART,Latvia,15-64,1.1
2014,SE_GPI_PART,Latvia,25-54,1.3
2014,SE_GPI_PART,Latvia,55-64,1.1
2015,SE_GPI_PART,Latvia,25-54,1.4
2015,SE_GPI_PART,Latvia,55-64,1.6
2020,SE_GPI_PART,Belarus,55-64,0.6
2020,SE_GPI_PART,Belarus,15-24,1.0
2020,SE_GPI_PART,Belarus,25-54,1.0
2000,SE_GPI_PART,Canada,15-24,1.0
2000,SE_GPI_PART,Canada,25-54,1.5
2000,SE_GPI_PART,Canada,15-64,0.9
2000,SE_GPI_PART,Canada,55-64,1.3
2015,SE_GPI_PART,Latvia,15-64,1.2
2015,SE_GPI_PART,Latvia,15-24,1.1
2016,SE_GPI_PART,Latvia,15-24,1.1
2016,SE_GPI_PART,Latvia,15-64,1.1
2016,SE_GPI_PART,Latvia,25-54,1.3
2016,SE_GPI_PART,Latvia,55-64,1.3
2017,SE_GPI_PART,Latvia,55-64,0.9
2001,SE_GPI_PART,Canada,55-64,1.8
2001,SE_GPI_PART,Canada,15-64,0.9
2001,SE_GPI_PART,Canada,25-54,1.5
2001,SE_GPI_PART,Canada,15-24,1.0
2002,SE_GPI_PART,Canada,15-64,0.9
2002,SE_GPI_PART,Canada,55-64,1.3
2002,SE_GPI_PART,Canada,15-24,1.0
2002,SE_GPI_PART,Canada,25-54,1.3
2017,SE_GPI_PART,Latvia,25-54,1.3
2017,SE_GPI_PART,Latvia,15-64,1.1
2017,SE_GPI_PART,Latvia,15-24,1.1
2018,SE_GPI_PART,Latvia,15-24,1.1
2018,SE_GPI_PART,Latvia,15-64,1.2
2018,SE_GPI_PART,Latvia,25-54,1.5
2018,SE_GPI_PART,Latvia,55-64,1.5
2019,SE_GPI_PART,Latvia,55-64,1.0
2019,SE_GPI_PART,Latvia,25-54,1.5
2019,SE_GPI_PART,Latvia,15-64,1.2
2019,SE_GPI_PART,Latvia,15-24,1.1
2020,SE_GPI_PART,Latvia,15-24,1.2
2020,SE_GPI_PART,Latvia,15-64,1.2
2020,SE_GPI_PART,Latvia,25-54,1.5
2020,SE_GPI_PART,Latvia,55-64,1.5
2004,SE_GPI_PART,Lithuania,15-24,1.1
2004,SE_GPI_PART,Lithuania,55-64,1.5
2004,SE_GPI_PART,Lithuania,25-54,1.4
2004,SE_GPI_PART,Lithuania,15-64,1.1
2005,SE_GPI_PART,Lithuania,15-64,1.1
2005,SE_GPI_PART,Lithuania,25-54,1.5
2005,SE_GPI_PART,Lithuania,55-64,1.1
2005,SE_GPI_PART,Lithuania,15-24,1.1
2006,SE_GPI_PART,Lithuania,15-24,1.1
2006,SE_GPI_PART,Lithuania,55-64,1.1
2006,SE_GPI_PART,Lithuania,25-54,1.6
2006,SE_GPI_PART,Lithuania,15-64,1.1
2007,SE_GPI_PART,Lithuania,15-64,1.1
2007,SE_GPI_PART,Lithuania,25-54,1.5
2007,SE_GPI_PART,Lithuania,55-64,1.7
2007,SE_GPI_PART,Lithuania,15-24,1.1
2008,SE_GPI_PART,Lithuania,15-24,1.1
2008,SE_GPI_PART,Lithuania,55-64,1.4
2008,SE_GPI_PART,Lithuania,25-54,1.4
2008,SE_GPI_PART,Lithuania,15-64,1.1
2009,SE_GPI_PART,Lithuania,15-64,1.1
2009,SE_GPI_PART,Lithuania,25-54,1.4
2009,SE_GPI_PART,Lithuania,55-64,1.4
2009,SE_GPI_PART,Lithuania,15-24,1.1
2010,SE_GPI_PART,Lithuania,15-24,1.1
2010,SE_GPI_PART,Lithuania,55-64,1.2
2010,SE_GPI_PART,Lithuania,25-54,1.4
2010,SE_GPI_PART,Lithuania,15-64,1.0
2011,SE_GPI_PART,Lithuania,15-64,1.1
2011,SE_GPI_PART,Lithuania,25-54,1.4
2011,SE_GPI_PART,Lithuania,55-64,1.5
2011,SE_GPI_PART,Lithuania,15-24,1.1
2012,SE_GPI_PART,Lithuania,15-24,1.1
2012,SE_GPI_PART,Lithuania,55-64,1.7
2003,SE_GPI_PART,Canada,55-64,1.0
2003,SE_GPI_PART,Canada,15-64,0.9
2003,SE_GPI_PART,Canada,25-54,1.4
2003,SE_GPI_PART,Canada,15-24,1.0
2004,SE_GPI_PART,Canada,55-64,0.8
2004,SE_GPI_PART,Canada,15-24,1.0
2004,SE_GPI_PART,Canada,25-54,1.3
2004,SE_GPI_PART,Canada,15-64,0.9
2012,SE_GPI_PART,Lithuania,25-54,1.2
2012,SE_GPI_PART,Lithuania,15-64,1.1
2013,SE_GPI_PART,Lithuania,15-64,1.1
2013,SE_GPI_PART,Lithuania,25-54,1.2
2013,SE_GPI_PART,Lithuania,55-64,1.7
2013,SE_GPI_PART,Lithuania,15-24,1.1
2014,SE_GPI_PART,Lithuania,15-24,1.1
2014,SE_GPI_PART,Lithuania,55-64,1.6
2014,SE_GPI_PART,Lithuania,25-54,1.1
2014,SE_GPI_PART,Lithuania,15-64,1.0
2015,SE_GPI_PART,Lithuania,15-64,1.1
2015,SE_GPI_PART,Lithuania,25-54,1.2
2015,SE_GPI_PART,Lithuania,55-64,1.5
2015,SE_GPI_PART,Lithuania,15-24,1.1
2016,SE_GPI_PART,Lithuania,15-24,1.1
2016,SE_GPI_PART,Lithuania,55-64,1.5
2016,SE_GPI_PART,Lithuania,25-54,1.2
2016,SE_GPI_PART,Lithuania,15-64,1.1
2017,SE_GPI_PART,Lithuania,15-64,1.1
2017,SE_GPI_PART,Lithuania,25-54,1.4
2017,SE_GPI_PART,Lithuania,55-64,1.5
2017,SE_GPI_PART,Lithuania,15-24,1.1
2018,SE_GPI_PART,Lithuania,15-24,1.1
2018,SE_GPI_PART,Lithuania,55-64,1.6
2018,SE_GPI_PART,Lithuania,25-54,1.4
2018,SE_GPI_PART,Lithuania,15-64,1.2
2019,SE_GPI_PART,Lithuania,15-64,1.1
2019,SE_GPI_PART,Lithuania,25-54,1.3
2019,SE_GPI_PART,Lithuania,55-64,1.6
2019,SE_GPI_PART,Lithuania,15-24,1.1
2020,SE_GPI_PART,Lithuania,15-24,1.1
2020,SE_GPI_PART,Lithuania,55-64,1.6
2020,SE_GPI_PART,Lithuania,25-54,1.3
2020,SE_GPI_PART,Lithuania,15-64,1.2
2004,SE_GPI_PART,Luxembourg,55-64,1.0
2004,SE_GPI_PART,Luxembourg,15-24,1.0
2004,SE_GPI_PART,Luxembourg,15-64,1.0
2004,SE_GPI_PART,Luxembourg,25-54,1.1
2005,SE_GPI_PART,Luxembourg,25-54,1.0
2005,SE_GPI_PART,Luxembourg,15-64,1.0
2005,SE_GPI_PART,Luxembourg,15-24,1.0
2005,SE_GPI_PART,Luxembourg,55-64,1.1
2006,SE_GPI_PART,Luxembourg,55-64,1.4
2006,SE_GPI_PART,Luxembourg,15-24,1.0
2006,SE_GPI_PART,Luxembourg,15-64,1.1
2006,SE_GPI_PART,Luxembourg,25-54,1.1
2007,SE_GPI_PART,Luxembourg,25-54,1.1
2007,SE_GPI_PART,Luxembourg,15-64,1.0
2007,SE_GPI_PART,Luxembourg,15-24,1.0
2007,SE_GPI_PART,Luxembourg,55-64,1.2
2008,SE_GPI_PART,Luxembourg,55-64,1.3
2008,SE_GPI_PART,Luxembourg,15-24,1.0
2008,SE_GPI_PART,Luxembourg,15-64,1.1
2008,SE_GPI_PART,Luxembourg,25-54,1.2
2009,SE_GPI_PART,Luxembourg,25-54,1.0
2009,SE_GPI_PART,Luxembourg,15-64,1.0
2009,SE_GPI_PART,Luxembourg,15-24,1.0
2009,SE_GPI_PART,Luxembourg,55-64,1.1
2010,SE_GPI_PART,Luxembourg,55-64,1.1
2010,SE_GPI_PART,Luxembourg,15-24,1.0
2010,SE_GPI_PART,Luxembourg,15-64,1.1
2010,SE_GPI_PART,Luxembourg,25-54,1.1
2011,SE_GPI_PART,Luxembourg,25-54,0.9
2011,SE_GPI_PART,Luxembourg,15-64,1.0
2011,SE_GPI_PART,Luxembourg,15-24,1.0
2011,SE_GPI_PART,Luxembourg,55-64,0.9
2012,SE_GPI_PART,Luxembourg,55-64,1.1
2012,SE_GPI_PART,Luxembourg,15-24,1.1
2012,SE_GPI_PART,Luxembourg,15-64,1.0
2012,SE_GPI_PART,Luxembourg,25-54,1.0
2013,SE_GPI_PART,Luxembourg,25-54,1.1
2013,SE_GPI_PART,Luxembourg,15-64,1.1
2013,SE_GPI_PART,Luxembourg,15-24,1.1
2013,SE_GPI_PART,Luxembourg,55-64,0.8
2014,SE_GPI_PART,Luxembourg,55-64,1.0
2014,SE_GPI_PART,Luxembourg,15-24,1.1
2014,SE_GPI_PART,Luxembourg,15-64,1.1
2014,SE_GPI_PART,Luxembourg,25-54,1.1
2015,SE_GPI_PART,Luxembourg,25-54,1.0
2015,SE_GPI_PART,Luxembourg,15-64,1.0
2015,SE_GPI_PART,Luxembourg,15-24,1.0
2015,SE_GPI_PART,Luxembourg,55-64,0.6
2016,SE_GPI_PART,Luxembourg,55-64,0.7
2016,SE_GPI_PART,Luxembourg,15-24,1.0
2005,SE_GPI_PART,Canada,55-64,1.4
2005,SE_GPI_PART,Canada,15-64,0.9
2005,SE_GPI_PART,Canada,25-54,1.2
2005,SE_GPI_PART,Canada,15-24,0.9
2006,SE_GPI_PART,Canada,15-24,1.0
2006,SE_GPI_PART,Canada,25-54,1.4
2006,SE_GPI_PART,Canada,15-64,0.9
2006,SE_GPI_PART,Canada,55-64,1.4
2007,SE_GPI_PART,Canada,55-64,1.3
2007,SE_GPI_PART,Canada,15-64,0.9
2007,SE_GPI_PART,Canada,25-54,1.2
2007,SE_GPI_PART,Canada,15-24,1.0
2008,SE_GPI_PART,Canada,15-24,1.0
2008,SE_GPI_PART,Canada,25-54,1.3
2008,SE_GPI_PART,Canada,15-64,1.0
2008,SE_GPI_PART,Canada,55-64,1.3
2016,SE_GPI_PART,Luxembourg,15-64,1.0
2016,SE_GPI_PART,Luxembourg,25-54,1.0
2017,SE_GPI_PART,Luxembourg,25-54,1.1
2017,SE_GPI_PART,Luxembourg,15-64,1.0
2017,SE_GPI_PART,Luxembourg,15-24,1.0
2017,SE_GPI_PART,Luxembourg,55-64,1.0
2018,SE_GPI_PART,Luxembourg,55-64,0.7
2018,SE_GPI_PART,Luxembourg,15-24,1.0
2018,SE_GPI_PART,Luxembourg,15-64,1.0
2018,SE_GPI_PART,Luxembourg,25-54,1.0
2019,SE_GPI_PART,Luxembourg,25-54,1.0
2019,SE_GPI_PART,Luxembourg,15-64,1.0
2019,SE_GPI_PART,Luxembourg,15-24,1.1
2019,SE_GPI_PART,Luxembourg,55-64,0.9
2009,SE_GPI_PART,Canada,15-64,0.9
2009,SE_GPI_PART,Canada,25-54,1.3
2009,SE_GPI_PART,Canada,15-24,1.0
2009,SE_GPI_PART,Canada,55-64,1.5
2010,SE_GPI_PART,Canada,15-24,0.9
2010,SE_GPI_PART,Canada,25-54,1.2
2010,SE_GPI_PART,Canada,15-64,0.9
2010,SE_GPI_PART,Canada,55-64,1.7
2020,SE_GPI_PART,Luxembourg,55-64,0.9
2020,SE_GPI_PART,Luxembourg,15-24,1.0
2020,SE_GPI_PART,Luxembourg,15-64,1.1
2020,SE_GPI_PART,Luxembourg,25-54,1.2
2009,SE_GPI_PART,Malta,55-64,1.0
2009,SE_GPI_PART,Malta,25-54,1.1
2009,SE_GPI_PART,Malta,15-64,1.0
2009,SE_GPI_PART,Malta,15-24,1.0
2010,SE_GPI_PART,Malta,15-24,1.1
2010,SE_GPI_PART,Malta,15-64,1.0
2010,SE_GPI_PART,Malta,25-54,1.1
2010,SE_GPI_PART,Malta,55-64,1.2
2011,SE_GPI_PART,Malta,55-64,1.4
2011,SE_GPI_PART,Malta,25-54,1.1
2011,SE_GPI_PART,Canada,25-54,1.3
2011,SE_GPI_PART,Canada,15-24,1.0
2011,SE_GPI_PART,Canada,55-64,1.6
2011,SE_GPI_PART,Canada,15-64,0.9
2012,SE_GPI_PART,Canada,15-24,1.0
2012,SE_GPI_PART,Canada,25-54,1.4
2012,SE_GPI_PART,Canada,15-64,0.9
2012,SE_GPI_PART,Canada,55-64,0.8
2011,SE_GPI_PART,Malta,15-64,1.1
2011,SE_GPI_PART,Malta,15-24,1.1
2012,SE_GPI_PART,Malta,15-24,1.1
2012,SE_GPI_PART,Malta,15-64,1.1
2012,SE_GPI_PART,Malta,25-54,1.1
2012,SE_GPI_PART,Malta,55-64,1.3
2013,SE_GPI_PART,Malta,55-64,1.1
2013,SE_GPI_PART,Canada,15-24,1.0
2013,SE_GPI_PART,Canada,55-64,1.1
2013,SE_GPI_PART,Canada,15-64,0.9
2013,SE_GPI_PART,Canada,25-54,1.3
2014,SE_GPI_PART,Canada,15-24,1.0
2014,SE_GPI_PART,Canada,25-54,1.2
2014,SE_GPI_PART,Canada,15-64,0.9
2014,SE_GPI_PART,Canada,55-64,1.1
2013,SE_GPI_PART,Malta,25-54,1.1
2013,SE_GPI_PART,Malta,15-64,1.1
2013,SE_GPI_PART,Malta,15-24,1.1
2014,SE_GPI_PART,Malta,15-24,1.0
2014,SE_GPI_PART,Malta,15-64,1.0
2014,SE_GPI_PART,Malta,25-54,1.1
2014,SE_GPI_PART,Malta,55-64,1.3
2015,SE_GPI_PART,Canada,55-64,1.2
2015,SE_GPI_PART,Canada,15-64,0.9
2015,SE_GPI_PART,Canada,25-54,1.3
2015,SE_GPI_PART,Canada,15-24,0.9
2016,SE_GPI_PART,Canada,15-24,1.0
2016,SE_GPI_PART,Canada,25-54,1.3
2016,SE_GPI_PART,Canada,15-64,0.9
2016,SE_GPI_PART,Canada,55-64,1.0
2015,SE_GPI_PART,Malta,55-64,1.2
2015,SE_GPI_PART,Malta,25-54,1.1
2015,SE_GPI_PART,Malta,15-64,1.1
2015,SE_GPI_PART,Malta,15-24,1.0
2016,SE_GPI_PART,Malta,15-24,1.1
2016,SE_GPI_PART,Malta,15-64,1.1
2016,SE_GPI_PART,Malta,25-54,1.2
2016,SE_GPI_PART,Malta,55-64,1.3
2017,SE_GPI_PART,Malta,55-64,1.1
2017,SE_GPI_PART,Malta,25-54,1.2
2017,SE_GPI_PART,Malta,15-64,1.1
2017,SE_GPI_PART,Malta,15-24,1.1
2018,SE_GPI_PART,Malta,15-24,1.0
2018,SE_GPI_PART,Malta,15-64,1.1
2017,SE_GPI_PART,Canada,55-64,1.3
2017,SE_GPI_PART,Canada,15-64,1.1
2017,SE_GPI_PART,Canada,25-54,1.3
2017,SE_GPI_PART,Canada,15-24,1.1
2018,SE_GPI_PART,Canada,25-54,1.3
2018,SE_GPI_PART,Canada,15-64,1.1
2018,SE_GPI_PART,Canada,55-64,1.4
2018,SE_GPI_PART,Canada,15-24,1.1
2018,SE_GPI_PART,Malta,25-54,1.3
2018,SE_GPI_PART,Malta,55-64,1.3
2019,SE_GPI_PART,Malta,55-64,1.4
2019,SE_GPI_PART,Malta,25-54,1.2
2019,SE_GPI_PART,Malta,15-64,1.1
2019,SE_GPI_PART,Malta,15-24,1.1
2020,SE_GPI_PART,Malta,15-24,1.1
2019,SE_GPI_PART,Canada,55-64,1.2
2019,SE_GPI_PART,Canada,15-64,1.1
2019,SE_GPI_PART,Canada,25-54,1.3
2019,SE_GPI_PART,Canada,15-24,1.1
2020,SE_GPI_PART,Canada,15-64,1.2
2020,SE_GPI_PART,Canada,55-64,1.4
2020,SE_GPI_PART,Canada,15-24,1.1
2020,SE_GPI_PART,Canada,25-54,1.3
2021,SE_GPI_PART,Canada,55-64,1.1
2021,SE_GPI_PART,Canada,15-64,1.2
2021,SE_GPI_PART,Canada,25-54,1.4
2021,SE_GPI_PART,Canada,15-24,1.1
2000,SE_GPI_PART,Chile,55-64,1.8
2000,SE_GPI_PART,Chile,25-54,0.8
2000,SE_GPI_PART,Chile,15-24,1.0
2020,SE_GPI_PART,Malta,15-64,1.2
2020,SE_GPI_PART,Malta,25-54,1.3
2020,SE_GPI_PART,Malta,55-64,1.2
2005,SE_GPI_PART,Mexico,15-24,1.0
2005,SE_GPI_PART,Mexico,25-54,1.1
2005,SE_GPI_PART,Mexico,55-64,1.3
2005,SE_GPI_PART,Mexico,15-64,0.9
2006,SE_GPI_PART,Mexico,15-64,0.9
2006,SE_GPI_PART,Mexico,55-64,1.3
2006,SE_GPI_PART,Mexico,25-54,1.1
2006,SE_GPI_PART,Mexico,15-24,1.0
2007,SE_GPI_PART,Mexico,15-24,1.0
2007,SE_GPI_PART,Mexico,25-54,1.1
2007,SE_GPI_PART,Mexico,55-64,1.5
2000,SE_GPI_PART,Chile,15-64,0.9
2003,SE_GPI_PART,Chile,15-64,0.9
2003,SE_GPI_PART,Chile,15-24,1.0
2003,SE_GPI_PART,Chile,25-54,0.9
2003,SE_GPI_PART,Chile,55-64,1.6
2006,SE_GPI_PART,Chile,55-64,1.0
2006,SE_GPI_PART,Chile,25-54,0.8
2007,SE_GPI_PART,Mexico,15-64,0.9
2008,SE_GPI_PART,Mexico,25-54,1.0
2008,SE_GPI_PART,Mexico,15-24,1.0
2008,SE_GPI_PART,Mexico,15-64,0.9
2008,SE_GPI_PART,Mexico,55-64,1.5
2009,SE_GPI_PART,Mexico,15-24,1.0
2009,SE_GPI_PART,Mexico,25-54,1.0
2009,SE_GPI_PART,Mexico,55-64,1.5
2009,SE_GPI_PART,Mexico,15-64,0.9
2010,SE_GPI_PART,Mexico,15-24,1.0
2010,SE_GPI_PART,Mexico,15-64,0.9
2010,SE_GPI_PART,Mexico,25-54,1.0
2010,SE_GPI_PART,Mexico,55-64,1.4
2011,SE_GPI_PART,Mexico,15-24,1.0
2011,SE_GPI_PART,Mexico,55-64,1.5
2006,SE_GPI_PART,Chile,15-24,1.0
2006,SE_GPI_PART,Chile,15-64,0.9
2009,SE_GPI_PART,Chile,15-24,1.0
2009,SE_GPI_PART,Chile,15-64,0.9
2009,SE_GPI_PART,Chile,25-54,0.9
2009,SE_GPI_PART,Chile,55-64,1.0
2010,SE_GPI_PART,Chile,25-54,1.0
2011,SE_GPI_PART,Mexico,25-54,1.0
2011,SE_GPI_PART,Mexico,15-64,0.9
2012,SE_GPI_PART,Mexico,15-64,0.9
2012,SE_GPI_PART,Mexico,55-64,1.2
2012,SE_GPI_PART,Mexico,25-54,1.0
2012,SE_GPI_PART,Mexico,15-24,1.0
2013,SE_GPI_PART,Mexico,15-24,1.0
2013,SE_GPI_PART,Mexico,55-64,1.1
2010,SE_GPI_PART,Chile,15-24,1.1
2010,SE_GPI_PART,Chile,15-64,1.0
2011,SE_GPI_PART,Chile,15-64,0.9
2011,SE_GPI_PART,Chile,15-24,1.0
2011,SE_GPI_PART,Chile,25-54,1.1
2012,SE_GPI_PART,Chile,25-54,1.1
2012,SE_GPI_PART,Chile,15-24,1.0
2013,SE_GPI_PART,Mexico,25-54,0.9
2013,SE_GPI_PART,Mexico,15-64,0.9
2014,SE_GPI_PART,Mexico,15-64,0.9
2014,SE_GPI_PART,Mexico,25-54,0.9
2014,SE_GPI_PART,Mexico,55-64,1.4
2014,SE_GPI_PART,Mexico,15-24,1.0
2015,SE_GPI_PART,Mexico,55-64,1.2
2012,SE_GPI_PART,Chile,15-64,0.9
2013,SE_GPI_PART,Chile,15-64,1.0
2013,SE_GPI_PART,Chile,15-24,1.0
2013,SE_GPI_PART,Chile,25-54,1.0
2014,SE_GPI_PART,Chile,25-54,1.1
2014,SE_GPI_PART,Chile,15-24,1.0
2014,SE_GPI_PART,Chile,15-64,0.9
2015,SE_GPI_PART,Mexico,25-54,1.0
2015,SE_GPI_PART,Mexico,15-64,0.9
2015,SE_GPI_PART,Mexico,15-24,1.0
2016,SE_GPI_PART,Mexico,15-64,0.9
2016,SE_GPI_PART,Mexico,25-54,1.0
2016,SE_GPI_PART,Mexico,55-64,1.3
2016,SE_GPI_PART,Mexico,15-24,1.0
2017,SE_GPI_PART,Mexico,25-54,0.9
2017,SE_GPI_PART,Mexico,15-64,0.9
2017,SE_GPI_PART,Mexico,15-24,1.0
2017,SE_GPI_PART,Mexico,55-64,1.4
2018,SE_GPI_PART,Mexico,15-64,0.9
2018,SE_GPI_PART,Mexico,25-54,0.9
2018,SE_GPI_PART,Mexico,55-64,1.4
2018,SE_GPI_PART,Mexico,15-24,1.0
2015,SE_GPI_PART,Chile,15-64,0.9
2015,SE_GPI_PART,Chile,15-24,1.1
2015,SE_GPI_PART,Chile,25-54,1.1
2016,SE_GPI_PART,Chile,25-54,1.2
2016,SE_GPI_PART,Chile,15-24,1.0
2016,SE_GPI_PART,Chile,15-64,0.9
2016,SE_GPI_PART,Chile,55-64,1.5
2019,SE_GPI_PART,Mexico,15-64,0.9
2019,SE_GPI_PART,Mexico,15-24,1.0
2019,SE_GPI_PART,Mexico,55-64,1.4
2019,SE_GPI_PART,Mexico,25-54,1.0
2020,SE_GPI_PART,Mexico,15-64,0.9
2020,SE_GPI_PART,Mexico,25-54,1.1
2020,SE_GPI_PART,Mexico,55-64,1.2
2007,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.0
2007,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2008,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2008,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2008,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.0
2008,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2009,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2009,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2009,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.0
2009,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2010,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.2
2010,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2010,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2010,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2017,SE_GPI_PART,Chile,15-64,0.9
2017,SE_GPI_PART,Chile,15-24,1.0
2017,SE_GPI_PART,Chile,25-54,1.2
2018,SE_GPI_PART,Chile,25-54,1.2
2018,SE_GPI_PART,Chile,15-24,1.0
2018,SE_GPI_PART,Chile,15-64,0.9
2019,SE_GPI_PART,Chile,15-64,0.9
2020,SE_GPI_PART,Mexico,15-24,1.0
2021,SE_GPI_PART,Mexico,15-24,1.0
2021,SE_GPI_PART,Mexico,55-64,1.0
2021,SE_GPI_PART,Mexico,25-54,1.0
2021,SE_GPI_PART,Mexico,15-64,0.9
2011,SE_GPI_PART,Montenegro,15-24,1.1
2011,SE_GPI_PART,Montenegro,25-54,0.8
2011,SE_GPI_PART,Montenegro,15-64,1.0
2012,SE_GPI_PART,Montenegro,15-64,1.0
2012,SE_GPI_PART,Montenegro,25-54,0.8
2012,SE_GPI_PART,Montenegro,15-24,1.0
2013,SE_GPI_PART,Montenegro,15-24,1.1
2013,SE_GPI_PART,Montenegro,25-54,1.1
2013,SE_GPI_PART,Montenegro,15-64,1.0
2019,SE_GPI_PART,Chile,15-24,1.0
2019,SE_GPI_PART,Chile,25-54,1.0
2020,SE_GPI_PART,Chile,25-54,0.9
2020,SE_GPI_PART,Chile,15-24,1.1
2020,SE_GPI_PART,Chile,15-64,1.0
2021,SE_GPI_PART,Chile,15-64,1.0
2021,SE_GPI_PART,Chile,15-24,1.1
2014,SE_GPI_PART,Montenegro,15-64,1.0
2014,SE_GPI_PART,Montenegro,25-54,0.9
2014,SE_GPI_PART,Montenegro,15-24,1.1
2015,SE_GPI_PART,Montenegro,15-24,1.1
2015,SE_GPI_PART,Montenegro,25-54,0.8
2015,SE_GPI_PART,Montenegro,15-64,1.0
2016,SE_GPI_PART,Montenegro,15-64,1.0
2016,SE_GPI_PART,Montenegro,25-54,0.8
2016,SE_GPI_PART,Montenegro,15-24,1.1
2017,SE_GPI_PART,Montenegro,15-24,1.1
2017,SE_GPI_PART,Montenegro,25-54,0.8
2017,SE_GPI_PART,Montenegro,15-64,1.0
2018,SE_GPI_PART,Montenegro,15-64,1.1
2018,SE_GPI_PART,Montenegro,25-54,1.0
2018,SE_GPI_PART,Montenegro,15-24,1.2
2019,SE_GPI_PART,Montenegro,15-24,1.2
2019,SE_GPI_PART,Montenegro,25-54,1.4
2019,SE_GPI_PART,Montenegro,15-64,1.2
2020,SE_GPI_PART,Montenegro,15-64,1.1
2020,SE_GPI_PART,Montenegro,15-24,1.2
2020,SE_GPI_PART,Montenegro,25-54,1.1
2021,SE_GPI_PART,Chile,25-54,1.1
2021,SE_GPI_PART,Chile,55-64,0.6
2002,SE_GPI_PART,Colombia,15-64,0.9
2002,SE_GPI_PART,Colombia,15-24,1.0
2002,SE_GPI_PART,Colombia,25-54,0.9
2002,SE_GPI_PART,Colombia,55-64,1.0
2003,SE_GPI_PART,Colombia,55-64,1.4
2003,SE_GPI_PART,Colombia,25-54,0.9
2003,SE_GPI_PART,Colombia,15-64,0.9
2003,SE_GPI_PART,Colombia,15-24,0.9
2004,SE_GPI_PART,Colombia,15-64,0.9
2004,SE_GPI_PART,Colombia,15-24,0.9
