Year,SeriesCode,GeoAreaName,Type of occupation,Value
2018,SH_MED_DEN,Austria,DENT,5.69
2019,SH_MED_DEN,Austria,NURSMID,106.49
2002,SH_MED_DEN,Croatia,PHYS,23.62
2003,SH_MED_DEN,Croatia,PHYS,24.25
2003,SH_MED_DEN,Croatia,PHAR,5.26
2003,SH_MED_DEN,Croatia,NURSMID,50.15
2003,SH_MED_DEN,Croatia,DENT,6.92
2004,SH_MED_DEN,Croatia,DENT,7.19
2004,SH_MED_DEN,Croatia,NURSMID,51.31
2004,SH_MED_DEN,Croatia,PHAR,5.43
2004,SH_MED_DEN,Croatia,PHYS,24.97
2014,SH_MED_DEN,Israel,NURSMID,53.15
2014,SH_MED_DEN,Israel,DENT,8.01
2014,SH_MED_DEN,Israel,PHAR,6.87
2014,SH_MED_DEN,Israel,PHYS,34.57
2015,SH_MED_DEN,Israel,PHYS,34.51
2015,SH_MED_DEN,Israel,PHAR,6.79
2015,SH_MED_DEN,Israel,DENT,8.28
2015,SH_MED_DEN,Israel,NURSMID,53.53
2016,SH_MED_DEN,Israel,NURSMID,54.72
2019,SH_MED_DEN,Austria,PHYS,53.18
2019,SH_MED_DEN,Austria,PHAR,7.3
2019,SH_MED_DEN,Austria,DENT,5.79
2020,SH_MED_DEN,Austria,PHYS,53.52
2020,SH_MED_DEN,Austria,NURSMID,107.74
2020,SH_MED_DEN,Austria,DENT,5.84
2020,SH_MED_DEN,Austria,PHAR,7.32
2021,SH_MED_DEN,Austria,PHYS,54.59
2000,SH_MED_DEN,Armenia,DENT,2.34
2016,SH_MED_DEN,Israel,DENT,8.01
2016,SH_MED_DEN,Israel,PHAR,7.07
2016,SH_MED_DEN,Israel,PHYS,34.43
2017,SH_MED_DEN,Israel,PHYS,34.52
2017,SH_MED_DEN,Israel,PHAR,7.94
2017,SH_MED_DEN,Israel,DENT,7.22
2017,SH_MED_DEN,Israel,NURSMID,55.77
2018,SH_MED_DEN,Israel,PHAR,9.05
2018,SH_MED_DEN,Israel,NURSMID,55.34
2005,SH_MED_DEN,Croatia,DENT,7.27
2005,SH_MED_DEN,Croatia,PHYS,25.06
2005,SH_MED_DEN,Croatia,PHAR,5.6
2005,SH_MED_DEN,Croatia,NURSMID,51.86
2006,SH_MED_DEN,Croatia,DENT,7.31
2006,SH_MED_DEN,Croatia,NURSMID,52.87
2006,SH_MED_DEN,Croatia,PHAR,5.77
2006,SH_MED_DEN,Croatia,PHYS,25.47
2007,SH_MED_DEN,Croatia,PHYS,26.78
2000,SH_MED_DEN,Armenia,NURSMID,57.25
2000,SH_MED_DEN,Armenia,PHAR,0.34
2000,SH_MED_DEN,Armenia,PHYS,26.16
2001,SH_MED_DEN,Armenia,DENT,1.65
2001,SH_MED_DEN,Armenia,PHYS,25.5
2001,SH_MED_DEN,Armenia,NURSMID,53.09
2001,SH_MED_DEN,Armenia,PHAR,0.31
2002,SH_MED_DEN,Armenia,PHAR,0.35
2002,SH_MED_DEN,Armenia,NURSMID,50.12
2007,SH_MED_DEN,Croatia,PHAR,5.92
2007,SH_MED_DEN,Croatia,DENT,7.41
2007,SH_MED_DEN,Croatia,NURSMID,54.14
2008,SH_MED_DEN,Croatia,DENT,7.49
2008,SH_MED_DEN,Croatia,PHYS,26.86
2008,SH_MED_DEN,Croatia,PHAR,6.01
2008,SH_MED_DEN,Croatia,NURSMID,56.29
2009,SH_MED_DEN,Croatia,PHYS,26.96
2009,SH_MED_DEN,Croatia,DENT,7.52
2018,SH_MED_DEN,Israel,DENT,8.04
2018,SH_MED_DEN,Israel,PHYS,34.99
2019,SH_MED_DEN,Israel,PHAR,8.09
2019,SH_MED_DEN,Israel,PHYS,35.42
2019,SH_MED_DEN,Israel,DENT,8.71
2019,SH_MED_DEN,Israel,NURSMID,55.31
2020,SH_MED_DEN,Israel,NURSMID,56.77
2020,SH_MED_DEN,Israel,DENT,9.14
2020,SH_MED_DEN,Israel,PHYS,35.84
2002,SH_MED_DEN,Armenia,PHYS,25.05
2002,SH_MED_DEN,Armenia,DENT,1.89
2003,SH_MED_DEN,Armenia,PHYS,24.04
2003,SH_MED_DEN,Armenia,NURSMID,48.32
2003,SH_MED_DEN,Armenia,PHAR,0.31
2003,SH_MED_DEN,Armenia,DENT,2.04
2004,SH_MED_DEN,Armenia,PHAR,0.28
2004,SH_MED_DEN,Armenia,NURSMID,47.58
2004,SH_MED_DEN,Armenia,PHYS,24.08
2020,SH_MED_DEN,Israel,PHAR,9.48
2021,SH_MED_DEN,Israel,DENT,8.88
2021,SH_MED_DEN,Israel,NURSMID,56.32
2021,SH_MED_DEN,Israel,PHAR,8.43
2021,SH_MED_DEN,Israel,PHYS,36.54
2000,SH_MED_DEN,Italy,PHYS,34.42
2000,SH_MED_DEN,Italy,NURSMID,57.38
2000,SH_MED_DEN,Italy,DENT,5.62
2000,SH_MED_DEN,Italy,PHAR,11.04
2004,SH_MED_DEN,Armenia,DENT,2.3
2005,SH_MED_DEN,Armenia,PHYS,25.09
2005,SH_MED_DEN,Armenia,NURSMID,48.81
2005,SH_MED_DEN,Armenia,DENT,3.15
2005,SH_MED_DEN,Armenia,PHAR,0.31
2006,SH_MED_DEN,Armenia,DENT,3.12
2006,SH_MED_DEN,Armenia,PHAR,0.34
2006,SH_MED_DEN,Armenia,NURSMID,49.97
2006,SH_MED_DEN,Armenia,PHYS,25.31
2007,SH_MED_DEN,Armenia,PHYS,26.09
2007,SH_MED_DEN,Armenia,NURSMID,50.19
2007,SH_MED_DEN,Armenia,PHAR,0.36
2007,SH_MED_DEN,Armenia,DENT,3.36
2008,SH_MED_DEN,Armenia,PHYS,26.74
2008,SH_MED_DEN,Armenia,DENT,4.01
2008,SH_MED_DEN,Armenia,PHAR,0.36
2008,SH_MED_DEN,Armenia,NURSMID,50.66
2009,SH_MED_DEN,Armenia,PHYS,26.97
2001,SH_MED_DEN,Italy,DENT,5.44
2001,SH_MED_DEN,Italy,PHAR,11.06
2001,SH_MED_DEN,Italy,NURSMID,57.87
2001,SH_MED_DEN,Italy,PHYS,35.06
2002,SH_MED_DEN,Italy,NURSMID,58.49
2002,SH_MED_DEN,Italy,PHAR,11.23
2002,SH_MED_DEN,Italy,DENT,5.43
2002,SH_MED_DEN,Italy,PHYS,35.63
2003,SH_MED_DEN,Italy,DENT,5.4
2009,SH_MED_DEN,Croatia,PHAR,6.1
2009,SH_MED_DEN,Croatia,NURSMID,55.23
2010,SH_MED_DEN,Croatia,NURSMID,57.23
2010,SH_MED_DEN,Croatia,DENT,7.23
2010,SH_MED_DEN,Croatia,PHYS,28.16
2010,SH_MED_DEN,Croatia,PHAR,6.53
2011,SH_MED_DEN,Croatia,DENT,7.27
2011,SH_MED_DEN,Croatia,NURSMID,58.56
2011,SH_MED_DEN,Croatia,PHAR,6.83
2009,SH_MED_DEN,Armenia,NURSMID,50.47
2009,SH_MED_DEN,Armenia,PHAR,0.37
2009,SH_MED_DEN,Armenia,DENT,4.2
2010,SH_MED_DEN,Armenia,DENT,4.27
2010,SH_MED_DEN,Armenia,PHAR,0.42
2010,SH_MED_DEN,Armenia,NURSMID,51.17
2010,SH_MED_DEN,Armenia,PHYS,27.75
2011,SH_MED_DEN,Armenia,PHAR,0.41
2011,SH_MED_DEN,Armenia,DENT,4.43
2011,SH_MED_DEN,Croatia,PHYS,28.7
2012,SH_MED_DEN,Croatia,PHAR,6.94
2012,SH_MED_DEN,Croatia,NURSMID,59.72
2012,SH_MED_DEN,Croatia,DENT,7.44
2012,SH_MED_DEN,Croatia,PHYS,29.49
2013,SH_MED_DEN,Croatia,PHYS,29.95
2013,SH_MED_DEN,Croatia,DENT,7.49
2013,SH_MED_DEN,Croatia,NURSMID,61.3
2013,SH_MED_DEN,Croatia,PHAR,6.92
2003,SH_MED_DEN,Italy,PHAR,11.51
2003,SH_MED_DEN,Italy,NURSMID,54.84
2003,SH_MED_DEN,Italy,PHYS,36.24
2004,SH_MED_DEN,Italy,PHYS,36.87
2004,SH_MED_DEN,Italy,NURSMID,53.56
2004,SH_MED_DEN,Italy,DENT,5.7
2004,SH_MED_DEN,Italy,PHAR,9.16
2005,SH_MED_DEN,Italy,PHAR,8.59
2005,SH_MED_DEN,Italy,DENT,6.01
2005,SH_MED_DEN,Italy,NURSMID,52.18
2005,SH_MED_DEN,Italy,PHYS,37.07
2006,SH_MED_DEN,Italy,PHYS,37.06
2006,SH_MED_DEN,Italy,NURSMID,53.82
2006,SH_MED_DEN,Italy,DENT,6.33
2006,SH_MED_DEN,Italy,PHAR,7.53
2007,SH_MED_DEN,Italy,PHYS,37.73
2007,SH_MED_DEN,Italy,PHAR,9.37
2007,SH_MED_DEN,Italy,DENT,5.71
2011,SH_MED_DEN,Armenia,PHYS,28.16
2011,SH_MED_DEN,Armenia,NURSMID,52.04
2012,SH_MED_DEN,Armenia,PHAR,0.43
2012,SH_MED_DEN,Armenia,DENT,4.43
2012,SH_MED_DEN,Armenia,PHYS,28.67
2012,SH_MED_DEN,Armenia,NURSMID,52.34
2013,SH_MED_DEN,Armenia,NURSMID,51.94
2013,SH_MED_DEN,Armenia,PHYS,28.99
2013,SH_MED_DEN,Armenia,PHAR,0.51
2014,SH_MED_DEN,Croatia,PHAR,7.06
2014,SH_MED_DEN,Croatia,NURSMID,61.01
2014,SH_MED_DEN,Croatia,PHYS,31.05
2014,SH_MED_DEN,Croatia,DENT,7.77
2015,SH_MED_DEN,Croatia,DENT,7.87
2015,SH_MED_DEN,Croatia,PHYS,31.56
2015,SH_MED_DEN,Croatia,NURSMID,61.6
2015,SH_MED_DEN,Croatia,PHAR,7.15
2016,SH_MED_DEN,Croatia,PHYS,31.97
2013,SH_MED_DEN,Armenia,DENT,4.19
2014,SH_MED_DEN,Armenia,PHAR,0.52
2014,SH_MED_DEN,Armenia,PHYS,29.15
2014,SH_MED_DEN,Armenia,NURSMID,51.95
2014,SH_MED_DEN,Armenia,DENT,3.94
2015,SH_MED_DEN,Armenia,NURSMID,50.34
2015,SH_MED_DEN,Armenia,PHYS,29.62
2015,SH_MED_DEN,Armenia,PHAR,0.5
2015,SH_MED_DEN,Armenia,DENT,3.75
2007,SH_MED_DEN,Italy,NURSMID,55.06
2008,SH_MED_DEN,Italy,PHYS,37.61
2008,SH_MED_DEN,Italy,NURSMID,55.01
2008,SH_MED_DEN,Italy,DENT,4.82
2008,SH_MED_DEN,Italy,PHAR,10.06
2009,SH_MED_DEN,Italy,PHAR,8.92
2009,SH_MED_DEN,Italy,NURSMID,54.97
2009,SH_MED_DEN,Italy,DENT,5.22
2009,SH_MED_DEN,Italy,PHYS,37.61
2010,SH_MED_DEN,Italy,NURSMID,54.7
2010,SH_MED_DEN,Italy,PHAR,8.66
2010,SH_MED_DEN,Italy,PHYS,37.84
2010,SH_MED_DEN,Italy,DENT,5.69
2011,SH_MED_DEN,Italy,NURSMID,54.43
2011,SH_MED_DEN,Italy,PHAR,9.59
2011,SH_MED_DEN,Italy,DENT,5.86
2011,SH_MED_DEN,Italy,PHYS,38.56
2012,SH_MED_DEN,Italy,PHYS,38.32
2017,SH_MED_DEN,Armenia,DENT,5.74
2017,SH_MED_DEN,Armenia,PHYS,45.46
2000,SH_MED_DEN,Belgium,DENT,7.46
2000,SH_MED_DEN,Belgium,PHYS,28.25
2000,SH_MED_DEN,Belgium,PHAR,10.45
2001,SH_MED_DEN,Belgium,PHYS,28.42
2001,SH_MED_DEN,Belgium,DENT,7.45
2001,SH_MED_DEN,Belgium,PHAR,10.61
2002,SH_MED_DEN,Belgium,PHAR,10.81
2002,SH_MED_DEN,Belgium,DENT,7.42
2002,SH_MED_DEN,Belgium,PHYS,28.52
2003,SH_MED_DEN,Belgium,DENT,7.38
2003,SH_MED_DEN,Belgium,PHYS,28.5
2003,SH_MED_DEN,Belgium,PHAR,10.95
2004,SH_MED_DEN,Belgium,PHAR,11.11
2004,SH_MED_DEN,Belgium,PHYS,28.59
2004,SH_MED_DEN,Belgium,DENT,7.38
2004,SH_MED_DEN,Belgium,NURSMID,92.02
2016,SH_MED_DEN,Croatia,NURSMID,80.93
2017,SH_MED_DEN,Croatia,PHYS,33.12
2018,SH_MED_DEN,Croatia,PHYS,33.83
2019,SH_MED_DEN,Croatia,PHYS,34.66
2019,SH_MED_DEN,Croatia,DENT,12.24
2000,SH_MED_DEN,Cyprus,PHYS,18.98
2000,SH_MED_DEN,Cyprus,DENT,6.53
2000,SH_MED_DEN,Cyprus,NURSMID,30.91
2000,SH_MED_DEN,Cyprus,PHAR,1.27
2001,SH_MED_DEN,Cyprus,PHYS,19.06
2001,SH_MED_DEN,Cyprus,DENT,6.57
2001,SH_MED_DEN,Cyprus,PHAR,1.35
2001,SH_MED_DEN,Cyprus,NURSMID,30.71
2002,SH_MED_DEN,Cyprus,DENT,6.62
2002,SH_MED_DEN,Cyprus,PHYS,18.68
2002,SH_MED_DEN,Cyprus,NURSMID,30.48
2002,SH_MED_DEN,Cyprus,PHAR,1.47
2003,SH_MED_DEN,Cyprus,PHAR,1.07
2005,SH_MED_DEN,Belgium,DENT,7.32
2005,SH_MED_DEN,Belgium,PHYS,28.6
2005,SH_MED_DEN,Belgium,PHAR,11.3
2005,SH_MED_DEN,Belgium,NURSMID,94.31
2006,SH_MED_DEN,Belgium,PHAR,11.44
2006,SH_MED_DEN,Belgium,PHYS,28.76
2006,SH_MED_DEN,Belgium,DENT,7.32
2006,SH_MED_DEN,Belgium,NURSMID,95.65
2007,SH_MED_DEN,Belgium,NURSMID,96.93
2007,SH_MED_DEN,Belgium,DENT,7.21
2007,SH_MED_DEN,Belgium,PHYS,28.97
2007,SH_MED_DEN,Belgium,PHAR,11.55
2008,SH_MED_DEN,Belgium,PHAR,11.75
2008,SH_MED_DEN,Belgium,PHYS,29.16
2008,SH_MED_DEN,Belgium,DENT,7.14
2008,SH_MED_DEN,Belgium,NURSMID,98.03
2009,SH_MED_DEN,Belgium,NURSMID,99.35
2009,SH_MED_DEN,Belgium,DENT,7.09
2003,SH_MED_DEN,Cyprus,NURSMID,30.68
2003,SH_MED_DEN,Cyprus,PHYS,18.49
2003,SH_MED_DEN,Cyprus,DENT,6.71
2004,SH_MED_DEN,Cyprus,DENT,6.84
2004,SH_MED_DEN,Cyprus,PHYS,18.97
2004,SH_MED_DEN,Cyprus,PHAR,1.42
2004,SH_MED_DEN,Cyprus,NURSMID,31.87
2005,SH_MED_DEN,Cyprus,PHAR,1.54
2005,SH_MED_DEN,Cyprus,PHYS,18.79
2009,SH_MED_DEN,Belgium,PHYS,29.24
2009,SH_MED_DEN,Belgium,PHAR,11.53
2010,SH_MED_DEN,Belgium,NURSMID,101.5
2010,SH_MED_DEN,Belgium,PHAR,11.61
2010,SH_MED_DEN,Belgium,PHYS,29.25
2010,SH_MED_DEN,Belgium,DENT,7.06
2011,SH_MED_DEN,Belgium,NURSMID,104.45
2011,SH_MED_DEN,Belgium,PHYS,29.38
2011,SH_MED_DEN,Belgium,PHAR,11.72
2012,SH_MED_DEN,Italy,DENT,6.56
2012,SH_MED_DEN,Italy,PHAR,9.58
2012,SH_MED_DEN,Italy,NURSMID,53.55
2013,SH_MED_DEN,Italy,NURSMID,53.23
2013,SH_MED_DEN,Italy,DENT,7.8
2013,SH_MED_DEN,Italy,PHYS,38.95
2013,SH_MED_DEN,Italy,PHAR,11.35
2014,SH_MED_DEN,Italy,PHYS,39.1
2014,SH_MED_DEN,Italy,NURSMID,55.76
2011,SH_MED_DEN,Belgium,DENT,7.1
2012,SH_MED_DEN,Belgium,DENT,7.13
2012,SH_MED_DEN,Belgium,PHAR,11.81
2012,SH_MED_DEN,Belgium,NURSMID,106.78
2012,SH_MED_DEN,Belgium,PHYS,29.54
2013,SH_MED_DEN,Belgium,PHAR,11.96
2013,SH_MED_DEN,Belgium,DENT,7.17
2013,SH_MED_DEN,Belgium,NURSMID,109.58
2013,SH_MED_DEN,Belgium,PHYS,29.72
2005,SH_MED_DEN,Cyprus,NURSMID,29.85
2005,SH_MED_DEN,Cyprus,DENT,7.02
2006,SH_MED_DEN,Cyprus,DENT,6.78
2006,SH_MED_DEN,Cyprus,NURSMID,32.95
2006,SH_MED_DEN,Cyprus,PHYS,18.2
2006,SH_MED_DEN,Cyprus,PHAR,1.52
2007,SH_MED_DEN,Cyprus,PHAR,1.56
2007,SH_MED_DEN,Cyprus,DENT,6.73
2007,SH_MED_DEN,Cyprus,NURSMID,33.43
2014,SH_MED_DEN,Belgium,DENT,7.25
2014,SH_MED_DEN,Belgium,NURSMID,112.36
2014,SH_MED_DEN,Belgium,PHAR,12.09
2014,SH_MED_DEN,Belgium,PHYS,29.84
2015,SH_MED_DEN,Belgium,PHYS,30.25
2015,SH_MED_DEN,Belgium,DENT,7.37
2015,SH_MED_DEN,Belgium,PHAR,12.13
2015,SH_MED_DEN,Belgium,NURSMID,118.5
2016,SH_MED_DEN,Belgium,DENT,7.49
2016,SH_MED_DEN,Belgium,PHAR,12.26
2016,SH_MED_DEN,Belgium,PHYS,30.78
2016,SH_MED_DEN,Belgium,NURSMID,120.18
2017,SH_MED_DEN,Belgium,PHYS,30.8
2017,SH_MED_DEN,Belgium,PHAR,12.37
2017,SH_MED_DEN,Belgium,NURSMID,119.02
2017,SH_MED_DEN,Belgium,DENT,7.48
2018,SH_MED_DEN,Belgium,NURSMID,117.7
2018,SH_MED_DEN,Belgium,DENT,7.52
2014,SH_MED_DEN,Italy,DENT,7.89
2014,SH_MED_DEN,Italy,PHAR,11.65
2015,SH_MED_DEN,Italy,PHAR,11.61
2015,SH_MED_DEN,Italy,NURSMID,57.48
2015,SH_MED_DEN,Italy,DENT,7.9
2015,SH_MED_DEN,Italy,PHYS,38.7
2016,SH_MED_DEN,Italy,PHYS,39.86
2016,SH_MED_DEN,Italy,DENT,8.08
2016,SH_MED_DEN,Italy,NURSMID,58.89
2018,SH_MED_DEN,Belgium,PHAR,12.47
2018,SH_MED_DEN,Belgium,PHYS,31.24
2019,SH_MED_DEN,Belgium,PHYS,31.57
2019,SH_MED_DEN,Belgium,DENT,7.56
2019,SH_MED_DEN,Belgium,NURSMID,193.53
2019,SH_MED_DEN,Belgium,PHAR,12.64
2020,SH_MED_DEN,Belgium,DENT,7.67
2020,SH_MED_DEN,Belgium,PHAR,12.84
2020,SH_MED_DEN,Belgium,NURSMID,201.32
2007,SH_MED_DEN,Cyprus,PHYS,19.96
2008,SH_MED_DEN,Cyprus,PHYS,20.3
2008,SH_MED_DEN,Cyprus,DENT,6.8
2008,SH_MED_DEN,Cyprus,NURSMID,32.67
2008,SH_MED_DEN,Cyprus,PHAR,1.54
2009,SH_MED_DEN,Cyprus,PHYS,20.82
2009,SH_MED_DEN,Cyprus,PHAR,1.61
2009,SH_MED_DEN,Cyprus,NURSMID,34.25
2009,SH_MED_DEN,Cyprus,DENT,6.81
2020,SH_MED_DEN,Belgium,PHYS,32.08
2021,SH_MED_DEN,Belgium,PHAR,20.27
2021,SH_MED_DEN,Belgium,PHYS,62.57
2021,SH_MED_DEN,Belgium,NURSMID,205.25
2021,SH_MED_DEN,Belgium,DENT,11.33
2000,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,40.11
2000,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.74
2000,SH_MED_DEN,Bosnia and Herzegovina,PHYS,13.06
2000,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.91
2016,SH_MED_DEN,Italy,PHAR,11.66
2017,SH_MED_DEN,Italy,PHAR,11.82
2017,SH_MED_DEN,Italy,NURSMID,61.28
2017,SH_MED_DEN,Italy,DENT,8.26
2017,SH_MED_DEN,Italy,PHYS,40.25
2018,SH_MED_DEN,Italy,PHAR,12.02
2018,SH_MED_DEN,Italy,PHYS,40.13
2018,SH_MED_DEN,Italy,DENT,8.4
2018,SH_MED_DEN,Italy,NURSMID,60.75
2001,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,39.36
2001,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.62
2001,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.83
2001,SH_MED_DEN,Bosnia and Herzegovina,PHYS,12.98
2002,SH_MED_DEN,Bosnia and Herzegovina,PHYS,12.96
2002,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.89
2002,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.63
2002,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,39.99
2003,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,43.47
2003,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.1
2003,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.87
2003,SH_MED_DEN,Bosnia and Herzegovina,PHYS,13.29
2004,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.89
2004,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.74
2004,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,43.7
2004,SH_MED_DEN,Bosnia and Herzegovina,PHYS,13.71
2005,SH_MED_DEN,Bosnia and Herzegovina,PHYS,14.1
2005,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,44.77
2010,SH_MED_DEN,Cyprus,PHYS,21.24
2010,SH_MED_DEN,Cyprus,DENT,6.83
2010,SH_MED_DEN,Cyprus,NURSMID,34.93
2010,SH_MED_DEN,Cyprus,PHAR,1.6
2011,SH_MED_DEN,Cyprus,PHAR,1.66
2011,SH_MED_DEN,Cyprus,NURSMID,36.22
2011,SH_MED_DEN,Cyprus,DENT,6.84
2011,SH_MED_DEN,Cyprus,PHYS,22.09
2012,SH_MED_DEN,Cyprus,PHAR,1.69
2019,SH_MED_DEN,Italy,PHAR,12.56
2019,SH_MED_DEN,Italy,NURSMID,64.45
2019,SH_MED_DEN,Italy,DENT,8.7
2019,SH_MED_DEN,Italy,PHYS,40.51
2020,SH_MED_DEN,Italy,DENT,8.69
2020,SH_MED_DEN,Italy,NURSMID,65.6
2020,SH_MED_DEN,Italy,PHYS,39.97
2020,SH_MED_DEN,Italy,PHAR,12.41
2021,SH_MED_DEN,Italy,NURSMID,65.53
2021,SH_MED_DEN,Italy,DENT,8.61
2021,SH_MED_DEN,Italy,PHAR,12.42
2021,SH_MED_DEN,Italy,PHYS,41.26
2000,SH_MED_DEN,Japan,PHAR,11.27
2000,SH_MED_DEN,Japan,DENT,6.97
2000,SH_MED_DEN,Japan,PHYS,19.35
2002,SH_MED_DEN,Japan,PHYS,19.79
2002,SH_MED_DEN,Japan,NURSMID,86.12
2002,SH_MED_DEN,Japan,DENT,7.11
2012,SH_MED_DEN,Cyprus,DENT,7.06
2012,SH_MED_DEN,Cyprus,PHYS,22.53
2012,SH_MED_DEN,Cyprus,NURSMID,35.5
2013,SH_MED_DEN,Cyprus,PHAR,1.6
2013,SH_MED_DEN,Cyprus,DENT,7.1
2013,SH_MED_DEN,Cyprus,NURSMID,37.88
2013,SH_MED_DEN,Cyprus,PHYS,23.6
2014,SH_MED_DEN,Cyprus,PHYS,24.47
2014,SH_MED_DEN,Cyprus,NURSMID,38.31
2014,SH_MED_DEN,Cyprus,DENT,7.13
2014,SH_MED_DEN,Cyprus,PHAR,1.6
2015,SH_MED_DEN,Cyprus,PHAR,6.32
2015,SH_MED_DEN,Cyprus,NURSMID,39.45
2015,SH_MED_DEN,Cyprus,PHYS,25.66
2015,SH_MED_DEN,Cyprus,DENT,7.38
2016,SH_MED_DEN,Cyprus,PHYS,19.06
2016,SH_MED_DEN,Cyprus,NURSMID,51.3
2017,SH_MED_DEN,Cyprus,PHYS,27.51
2005,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.76
2005,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.81
2006,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.85
2006,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.9
2006,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,45.83
2006,SH_MED_DEN,Bosnia and Herzegovina,PHYS,14.62
2007,SH_MED_DEN,Bosnia and Herzegovina,PHYS,15.43
2007,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,47.15
2007,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.87
2002,SH_MED_DEN,Japan,PHAR,12.13
2004,SH_MED_DEN,Japan,PHYS,20.31
2004,SH_MED_DEN,Japan,PHAR,12.88
2004,SH_MED_DEN,Japan,DENT,7.26
2004,SH_MED_DEN,Japan,NURSMID,89.71
2006,SH_MED_DEN,Japan,PHYS,20.83
2006,SH_MED_DEN,Japan,NURSMID,93.2
2006,SH_MED_DEN,Japan,DENT,7.4
2006,SH_MED_DEN,Japan,PHAR,13.62
2008,SH_MED_DEN,Japan,PHAR,14.53
2008,SH_MED_DEN,Japan,DENT,7.55
2008,SH_MED_DEN,Japan,NURSMID,97.74
2008,SH_MED_DEN,Japan,PHYS,21.47
2010,SH_MED_DEN,Japan,DENT,7.71
2010,SH_MED_DEN,Japan,PHAR,15.43
2010,SH_MED_DEN,Japan,NURSMID,103.09
2010,SH_MED_DEN,Japan,PHYS,22.13
2012,SH_MED_DEN,Japan,PHAR,16.09
2018,SH_MED_DEN,Cyprus,PHYS,29.08
2018,SH_MED_DEN,Cyprus,DENT,7.84
2019,SH_MED_DEN,Cyprus,PHYS,30.66
2021,SH_MED_DEN,Cyprus,DENT,8.58
2021,SH_MED_DEN,Cyprus,PHAR,13.3
2021,SH_MED_DEN,Cyprus,PHYS,53.75
2021,SH_MED_DEN,Cyprus,NURSMID,46.28
2000,SH_MED_DEN,Czechia,DENT,6.51
2000,SH_MED_DEN,Czechia,PHAR,4.94
2012,SH_MED_DEN,Japan,DENT,7.8
2012,SH_MED_DEN,Japan,PHYS,22.84
2012,SH_MED_DEN,Japan,NURSMID,107.37
2014,SH_MED_DEN,Japan,NURSMID,111.81
2014,SH_MED_DEN,Japan,PHYS,23.54
2014,SH_MED_DEN,Japan,DENT,7.92
2014,SH_MED_DEN,Japan,PHAR,16.95
2016,SH_MED_DEN,Japan,DENT,8.0
2016,SH_MED_DEN,Japan,PHYS,24.26
2000,SH_MED_DEN,Czechia,PHYS,33.81
2000,SH_MED_DEN,Czechia,NURSMID,80.82
2001,SH_MED_DEN,Czechia,NURSMID,83.19
2001,SH_MED_DEN,Czechia,PHYS,34.43
2001,SH_MED_DEN,Czechia,PHAR,5.08
2001,SH_MED_DEN,Czechia,DENT,6.55
2002,SH_MED_DEN,Czechia,PHAR,5.27
2002,SH_MED_DEN,Czechia,PHYS,34.92
2002,SH_MED_DEN,Czechia,NURSMID,84.43
2016,SH_MED_DEN,Japan,NURSMID,115.87
2016,SH_MED_DEN,Japan,PHAR,18.13
2018,SH_MED_DEN,Japan,NURSMID,120.38
2018,SH_MED_DEN,Japan,PHYS,24.98
2018,SH_MED_DEN,Japan,DENT,8.06
2018,SH_MED_DEN,Japan,PHAR,19.04
2020,SH_MED_DEN,Japan,PHAR,20.01
2020,SH_MED_DEN,Japan,DENT,8.32
2020,SH_MED_DEN,Japan,PHYS,26.14
2002,SH_MED_DEN,Czechia,DENT,6.54
2003,SH_MED_DEN,Czechia,PHYS,35.09
2003,SH_MED_DEN,Czechia,NURSMID,84.07
2003,SH_MED_DEN,Czechia,PHAR,5.47
2003,SH_MED_DEN,Czechia,DENT,6.57
2004,SH_MED_DEN,Czechia,DENT,6.67
2004,SH_MED_DEN,Czechia,PHAR,5.53
2004,SH_MED_DEN,Czechia,NURSMID,84.87
2004,SH_MED_DEN,Czechia,PHYS,34.99
2020,SH_MED_DEN,Japan,NURSMID,124.54
2000,SH_MED_DEN,Kazakhstan,PHYS,32.13
2000,SH_MED_DEN,Kazakhstan,PHAR,2.99
2000,SH_MED_DEN,Kazakhstan,DENT,2.59
2000,SH_MED_DEN,Kazakhstan,NURSMID,60.47
