Year,SeriesCode,Country,Education level,Quantile,Sex,Value
2016,SE_ALP_CPLR,Luxembourg,UPPSEC,Total or no breakdown,Both sexes,1.05999
2017,SE_ALP_CPLR,Luxembourg,PRIMAR,Total or no breakdown,Both sexes,1.01005
2017,SE_ALP_CPLR,Luxembourg,UPPSEC,Total or no breakdown,Both sexes,1.06582
2017,SE_ALP_CPLR,Luxembourg,LOWSEC,Total or no breakdown,Both sexes,1.0363
2018,SE_ALP_CPLR,Luxembourg,PRIMAR,Total or no breakdown,Both sexes,1.0
2018,SE_ALP_CPLR,Luxembourg,LOWSEC,Total or no breakdown,Both sexes,1.04986
2018,SE_ALP_CPLR,Luxembourg,UPPSEC,Total or no breakdown,Both sexes,1.0883
2019,SE_ALP_CPLR,Luxembourg,UPPSEC,Total or no breakdown,Both sexes,1.04662
2019,SE_ALP_CPLR,Luxembourg,LOWSEC,Total or no breakdown,Both sexes,1.02091
2019,SE_ALP_CPLR,Luxembourg,PRIMAR,Total or no breakdown,Both sexes,0.99084
2005,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 1 (poorest),Both sexes,0.0
2005,SE_ALP_CPLR,Moldova,PRIMAR,Total or no breakdown,Both sexes,0.98124
2005,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 4,Female,1.00975
2005,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 4,Both sexes,0.99804
2005,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 3,Female,0.98386
2005,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 2,Both sexes,1.16624
2005,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 3,Both sexes,1.00049
2005,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 2,Male,0.0
2006,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 4,Male,1.0
2006,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 1 (poorest),Female,0.99652
2006,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 1 (poorest),Male,0.99232
2006,SE_ALP_CPLR,Kazakhstan,UPPSEC,Total or no breakdown,Both sexes,0.95877
2006,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 4,Both sexes,0.99442
2006,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 3,Male,0.99014
2006,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 2,Male,1.04192
2006,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 3,Both sexes,0.99784
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 4,Both sexes,1.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 1 (poorest),Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 4,Both sexes,0.84568
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 4,Male,0.8963
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 4,Female,0.80097
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 2,Both sexes,0.0
2006,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 3,Male,0.99647
2006,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 2,Female,0.97157
2006,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 4,Male,1.00297
2006,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2006,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 1 (poorest),Female,1.01905
2006,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 2,Both sexes,0.99415
2006,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 1 (poorest),Both sexes,1.11177
2010,SE_ALP_CPLR,Kazakhstan,UPPSEC,Total or no breakdown,Both sexes,0.95533
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 1 (poorest),Female,0.0
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 1 (poorest),Female,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 2,Female,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 5 (richest),Male,0.0
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 2,Both sexes,1.07625
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 2,Male,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 4,Male,1.02177
2010,SE_ALP_CPLR,Kazakhstan,PRIMAR,Total or no breakdown,Both sexes,1.0002
2010,SE_ALP_CPLR,Kazakhstan,LOWSEC,Total or no breakdown,Both sexes,0.99929
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Total or no breakdown,Both sexes,0.95529
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 1 (poorest),Male,1.03639
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 1 (poorest),Male,1.03458
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 1 (poorest),Female,1.0
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 4,Female,1.0
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 2,Male,1.06168
2020,SE_ALP_CPLR,Luxembourg,PRIMAR,Total or no breakdown,Both sexes,1.00716
2020,SE_ALP_CPLR,Luxembourg,LOWSEC,Total or no breakdown,Both sexes,1.03024
2020,SE_ALP_CPLR,Luxembourg,UPPSEC,Total or no breakdown,Both sexes,1.02558
2021,SE_ALP_CPLR,Luxembourg,UPPSEC,Total or no breakdown,Both sexes,1.10038
2021,SE_ALP_CPLR,Luxembourg,LOWSEC,Total or no breakdown,Both sexes,1.0104
2021,SE_ALP_CPLR,Luxembourg,PRIMAR,Total or no breakdown,Both sexes,1.0057
2000,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.8571
2000,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.6171
2000,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.2604
2012,SE_ALP_CPLR,Moldova,PRIMAR,Total or no breakdown,Female,1.00126
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 2,Male,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 2,Female,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 2,Male,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 3,Male,0.66601
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 3,Female,0.72877
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 3,Female,1.0
2002,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9405
2002,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.3364
2002,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.6624
2004,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9684
2004,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8429
2004,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.3847
2006,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.5478
2006,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8724
2006,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9429
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 1 (poorest),Both sexes,1.03718
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 2,Both sexes,1.02988
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 1 (poorest),Female,1.03055
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 4,Both sexes,1.01725
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Total or no breakdown,Male,0.99964
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Total or no breakdown,Female,1.00024
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 4,Female,1.01842
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 5 (richest),Male,0.0
2008,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.953
2008,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.7701
2008,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.454
2010,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9442
2010,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.5701
2010,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8161
2012,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9649
2012,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8664
2012,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.5793
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 3,Male,1.08309
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 4,Female,1.01259
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 1 (poorest),Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,PRIMAR,Total or no breakdown,Male,1.00318
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 1 (poorest),Male,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 1 (poorest),Male,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Total or no breakdown,Female,0.99801
2014,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.5961
2014,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8675
2014,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9712
2015,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.58301
2015,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Male,0.5806
2015,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Male,0.86912
2015,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Female,0.8602
2015,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.96805
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 5 (richest),Male,0.0
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 5 (richest),Male,0.0
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 4,Male,1.00908
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 1 (poorest),Male,1.03292
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 1 (poorest),Both sexes,1.03084
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 2,Female,0.95531
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 3,Male,1.0
2015,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.86457
2015,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Female,0.97064
2015,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Female,0.58467
2015,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Male,0.96566
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 4,Female,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 4,Male,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 3,Female,0.99944
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Total or no breakdown,Male,1.00141
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 3,Both sexes,0.99428
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 2,Male,1.0
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 2,Female,1.0
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 5 (richest),Female,0.0
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 4,Both sexes,0.99734
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 1 (poorest),Both sexes,1.12742
2016,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.6262
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 4,Female,0.85534
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 2,Female,0.96549
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 2,Both sexes,1.01938
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2016,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8843
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 3,Female,0.84329
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 3,Male,0.81212
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 3,Both sexes,0.81917
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 3,Male,0.815
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 3,Female,1.01765
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 3,Both sexes,1.02728
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 3,Female,1.05332
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 4,Both sexes,1.00216
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 1 (poorest),Both sexes,1.06985
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 4,Both sexes,0.93605
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 1 (poorest),Female,1.04571
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 1 (poorest),Female,0.97346
2016,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Male,0.89878
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 2,Both sexes,1.0
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Total or no breakdown,Both sexes,1.00026
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 3,Male,0.98515
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 3,Female,1.03213
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 4,Female,1.0
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 3,Both sexes,1.01027
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 4,Both sexes,1.00145
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 1 (poorest),Female,1.13006
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 4,Male,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Male,0.76131
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 4,Male,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 2,Male,0.99366
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 2,Both sexes,1.04727
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 4,Female,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9814
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 2,Male,1.2648
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 2,Female,1.38597
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 2,Male,1.07335
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 3,Male,1.03853
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 1 (poorest),Both sexes,1.17042
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 4,Male,1.01214
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Total or no breakdown,Female,0.9989
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Total or no breakdown,Both sexes,0.99929
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 5 (richest),Female,0.0
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Total or no breakdown,Female,0.97091
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 2,Male,1.02951
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 3,Both sexes,0.99705
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 3,Male,0.98946
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 5 (richest),Male,0.0
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 1 (poorest),Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Total or no breakdown,Male,0.58736
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 4,Male,1.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Total or no breakdown,Male,0.96793
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 1 (poorest),Female,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 1 (poorest),Male,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Male,1.00317
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 1 (poorest),Male,1.20004
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 1 (poorest),Male,1.2808
2016,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Female,0.93127
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 1 (poorest),Male,1.01816
2016,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Female,0.65063
2016,SE_ALP_CPLR,Mexico,LOWSEC,Quantile 3,Both sexes,0.92589
2016,SE_ALP_CPLR,Mexico,UPPSEC,Quantile 2,Both sexes,1.32534
2017,SE_ALP_CPLR,Albania,UPPSEC,Quantile 3,Male,1.17321
2017,SE_ALP_CPLR,Albania,PRIMAR,Total or no breakdown,Male,0.94551
2017,SE_ALP_CPLR,Albania,UPPSEC,Quantile 2,Female,1.00743
2017,SE_ALP_CPLR,Albania,LOWSEC,Quantile 3,Both sexes,1.06029
2017,SE_ALP_CPLR,Albania,PRIMAR,Quantile 3,Male,1.00717
2017,SE_ALP_CPLR,Albania,UPPSEC,Quantile 5 (richest),Both sexes,0.93179
2017,SE_ALP_CPLR,Albania,LOWSEC,Quantile 5 (richest),Male,0.0
2017,SE_ALP_CPLR,Albania,PRIMAR,Total or no breakdown,Female,0.98968
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 4,Female,1.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Total or no breakdown,Both sexes,0.60189
2012,SE_ALP_CPLR,Moldova,UPPSEC,Total or no breakdown,Female,0.62338
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 3,Both sexes,1.02922
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 5 (richest),Female,0.0
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 2,Female,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Mexico,PRIMAR,Quantile 2,Female,1.11501
2016,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Female,1.00653
2018,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9905
2018,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.8972
2018,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.6711
2020,SE_ALP_CPLR,Mexico,UPPSEC,Total or no breakdown,Both sexes,0.741
2020,SE_ALP_CPLR,Mexico,LOWSEC,Total or no breakdown,Both sexes,0.9053
2020,SE_ALP_CPLR,Mexico,PRIMAR,Total or no breakdown,Both sexes,0.9894
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 4,Both sexes,1.00461
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 3,Female,0.99414
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 2,Both sexes,0.98914
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 4,Male,1.00291
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Total or no breakdown,Male,0.94342
2011,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 1 (poorest),Both sexes,1.02208
2011,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 2,Female,1.0
2011,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 1 (poorest),Female,1.04421
2017,SE_ALP_CPLR,Albania,PRIMAR,Quantile 2,Male,0.99061
2017,SE_ALP_CPLR,Albania,LOWSEC,Quantile 5 (richest),Female,0.0
2017,SE_ALP_CPLR,Albania,PRIMAR,Total or no breakdown,Both sexes,0.96692
2017,SE_ALP_CPLR,Albania,LOWSEC,Quantile 5 (richest),Both sexes,0.95729
2017,SE_ALP_CPLR,Albania,PRIMAR,Quantile 4,Both sexes,0.86424
2017,SE_ALP_CPLR,Albania,PRIMAR,Quantile 4,Female,0.94177
2017,SE_ALP_CPLR,Albania,UPPSEC,Quantile 1 (poorest),Both sexes,1.29014
2017,SE_ALP_CPLR,Albania,LOWSEC,Quantile 2,Both sexes,1.0664
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 5 (richest),Female,0.0
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 5 (richest),Female,0.0
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Total or no breakdown,Both sexes,0.98068
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 3,Male,1.0113
2012,SE_ALP_CPLR,Moldova,PRIMAR,Quantile 3,Both sexes,1.00725
2006,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.97223
2006,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.99321
2006,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.00131
2007,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.0001
2007,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.99766
2007,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.95805
2008,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.0006
2008,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.98203
2008,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.99838
2009,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.0004
2017,SE_ALP_CPLR,Albania,LOWSEC,Quantile 1 (poorest),Female,1.1779
2017,SE_ALP_CPLR,Albania,PRIMAR,Quantile 4,Male,0.79233
2000,SE_ALP_CPLR,Azerbaijan,UPPSEC,Total or no breakdown,Both sexes,0.76409
2000,SE_ALP_CPLR,Azerbaijan,PRIMAR,Total or no breakdown,Both sexes,0.97465
2000,SE_ALP_CPLR,Azerbaijan,LOWSEC,Total or no breakdown,Both sexes,0.90848
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Total or no breakdown,Both sexes,0.8523
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 2,Male,0.99273
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Total or no breakdown,Both sexes,0.98094
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Quantile 4,Female,1.17614
2015,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 2,Both sexes,1.00447
2015,SE_ALP_CPLR,Kazakhstan,PRIMAR,Quantile 3,Female,0.99469
2015,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 4,Both sexes,1.00437
2015,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 3,Male,1.00294
2015,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 1 (poorest),Male,0.99603
2015,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 3,Both sexes,0.9982
2015,SE_ALP_CPLR,Kazakhstan,LOWSEC,Quantile 4,Female,0.0
2015,SE_ALP_CPLR,Kazakhstan,UPPSEC,Quantile 3,Male,0.99387
2009,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.99827
2009,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.96453
2010,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.9622
2010,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.99543
2010,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,0.9999
2011,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.0007
2011,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.9999
2011,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.96296
2012,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.97353
2012,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,1.00081
2012,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.00251
2013,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.98102
2013,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,1.00361
2013,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,0.99766
2014,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.98489
2014,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,1.00447
2014,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,0.9986
2015,SE_ALP_CPLR,Poland,PRIMAR,Total or no breakdown,Both sexes,0.9982
2015,SE_ALP_CPLR,Poland,LOWSEC,Total or no breakdown,Both sexes,1.00264
2015,SE_ALP_CPLR,Poland,UPPSEC,Total or no breakdown,Both sexes,0.98267
2012,SE_ALP_CPLR,Moldova,UPPSEC,Quantile 2,Both sexes,0.0
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 3,Female,1.00569
2012,SE_ALP_CPLR,Moldova,LOWSEC,Quantile 4,Both sexes,1.01662
