Year,SeriesCode,Страна ,Deviation Level,Value
2020,EN_LKW_QLTRST,Таджикистан,EXTREME,1.48679
2020,EN_LKW_QLTRST,Таджикистан,MEDIUM,2.39113
2020,EN_LKW_QLTRST,Таджикистан,HIGH,1.35032
2020,EN_LKW_QLTRST,Таджикистан,LOW,94.77176
2021,EN_LKW_QLTRST,Таджикистан,EXTREME,1.43514
2021,EN_LKW_QLTRST,Таджикистан,MEDIUM,3.25235
2021,EN_LKW_QLTRST,Таджикистан,LOW,93.85102
2021,EN_LKW_QLTRST,Таджикистан,HIGH,1.46149
2017,EN_LKW_QLTRST,Türkiye,HIGH,4.86852
2017,EN_LKW_QLTRST,Türkiye,MEDIUM,10.366
2017,EN_LKW_QLTRST,Türkiye,LOW,81.21459
2017,EN_LKW_QLTRST,Türkiye,EXTREME,3.55089
2018,EN_LKW_QLTRST,Türkiye,MEDIUM,10.87435
2018,EN_LKW_QLTRST,Türkiye,HIGH,4.31463
2018,EN_LKW_QLTRST,Türkiye,EXTREME,4.24607
2018,EN_LKW_QLTRST,Türkiye,LOW,80.56496
2019,EN_LKW_QLTRST,Türkiye,HIGH,5.85817
2019,EN_LKW_QLTRST,Türkiye,MEDIUM,13.86874
2019,EN_LKW_QLTRST,Türkiye,EXTREME,0.34514
2019,EN_LKW_QLTRST,Türkiye,LOW,79.92795
2020,EN_LKW_QLTRST,Türkiye,EXTREME,0.2015
2020,EN_LKW_QLTRST,Türkiye,HIGH,2.04594
2020,EN_LKW_QLTRST,Türkiye,MEDIUM,6.74455
2020,EN_LKW_QLTRST,Türkiye,LOW,91.00801
2021,EN_LKW_QLTRST,Türkiye,EXTREME,1.52794
2021,EN_LKW_QLTRST,Türkiye,HIGH,4.24379
2021,EN_LKW_QLTRST,Türkiye,LOW,84.17856
2021,EN_LKW_QLTRST,Türkiye,MEDIUM,10.04972
2017,EN_LKW_QLTRST,Туркменистан,EXTREME,0.14812
2017,EN_LKW_QLTRST,Туркменистан,LOW,97.46618
2017,EN_LKW_QLTRST,Туркменистан,HIGH,0.86086
2017,EN_LKW_QLTRST,Туркменистан,MEDIUM,1.52484
2018,EN_LKW_QLTRST,Туркменистан,HIGH,0.98082
2018,EN_LKW_QLTRST,Туркменистан,LOW,96.27337
2018,EN_LKW_QLTRST,Туркменистан,MEDIUM,2.58948
2018,EN_LKW_QLTRST,Туркменистан,EXTREME,0.15633
2019,EN_LKW_QLTRST,Туркменистан,LOW,96.14504
2019,EN_LKW_QLTRST,Туркменистан,HIGH,0.95578
2019,EN_LKW_QLTRST,Туркменистан,MEDIUM,2.76572
2019,EN_LKW_QLTRST,Туркменистан,EXTREME,0.13346
2020,EN_LKW_QLTRST,Туркменистан,LOW,96.39424
2020,EN_LKW_QLTRST,Туркменистан,HIGH,1.27123
2020,EN_LKW_QLTRST,Туркменистан,EXTREME,0.17319
2020,EN_LKW_QLTRST,Туркменистан,MEDIUM,2.16134
2021,EN_LKW_QLTRST,Туркменистан,HIGH,1.62477
2021,EN_LKW_QLTRST,Туркменистан,EXTREME,0.19125
2021,EN_LKW_QLTRST,Туркменистан,LOW,95.36168
2021,EN_LKW_QLTRST,Туркменистан,MEDIUM,2.8223
2017,EN_LKW_QLTRST,Ukraine,MEDIUM,10.00285
2017,EN_LKW_QLTRST,Ukraine,HIGH,2.38572
2017,EN_LKW_QLTRST,Ukraine,LOW,87.25882
2017,EN_LKW_QLTRST,Ukraine,EXTREME,0.35261
2018,EN_LKW_QLTRST,Ukraine,MEDIUM,8.93433
2018,EN_LKW_QLTRST,Ukraine,EXTREME,0.11456
2018,EN_LKW_QLTRST,Ukraine,LOW,89.84738
2018,EN_LKW_QLTRST,Ukraine,HIGH,1.10373
2019,EN_LKW_QLTRST,Ukraine,MEDIUM,10.73551
2019,EN_LKW_QLTRST,Ukraine,EXTREME,0.26804
2019,EN_LKW_QLTRST,Ukraine,HIGH,1.92836
2019,EN_LKW_QLTRST,Ukraine,LOW,87.06809
2020,EN_LKW_QLTRST,Ukraine,HIGH,2.66228
2020,EN_LKW_QLTRST,Ukraine,EXTREME,0.3579
2020,EN_LKW_QLTRST,Ukraine,LOW,85.37161
2020,EN_LKW_QLTRST,Ukraine,MEDIUM,11.60821
2021,EN_LKW_QLTRST,Ukraine,HIGH,1.75026
2021,EN_LKW_QLTRST,Ukraine,LOW,88.6536
2021,EN_LKW_QLTRST,Ukraine,EXTREME,0.30018
2021,EN_LKW_QLTRST,Ukraine,MEDIUM,9.29596
2017,EN_LKW_QLTRST,North Macedonia,EXTREME,0.55993
2017,EN_LKW_QLTRST,North Macedonia,LOW,86.82204
2017,EN_LKW_QLTRST,North Macedonia,HIGH,3.7699
2017,EN_LKW_QLTRST,North Macedonia,MEDIUM,8.84812
2018,EN_LKW_QLTRST,North Macedonia,HIGH,5.94609
2018,EN_LKW_QLTRST,North Macedonia,LOW,83.01537
2018,EN_LKW_QLTRST,North Macedonia,EXTREME,0.33461
2018,EN_LKW_QLTRST,North Macedonia,MEDIUM,10.70393
2019,EN_LKW_QLTRST,North Macedonia,MEDIUM,8.92571
2019,EN_LKW_QLTRST,North Macedonia,EXTREME,0.11066
2019,EN_LKW_QLTRST,North Macedonia,HIGH,2.28572
2019,EN_LKW_QLTRST,North Macedonia,LOW,88.6779
2020,EN_LKW_QLTRST,North Macedonia,MEDIUM,8.77169
2020,EN_LKW_QLTRST,North Macedonia,EXTREME,0.01455
2020,EN_LKW_QLTRST,North Macedonia,HIGH,0.85057
2020,EN_LKW_QLTRST,North Macedonia,LOW,90.36319
2021,EN_LKW_QLTRST,North Macedonia,EXTREME,0.21085
2021,EN_LKW_QLTRST,North Macedonia,LOW,91.15614
2021,EN_LKW_QLTRST,North Macedonia,HIGH,4.5446
2021,EN_LKW_QLTRST,North Macedonia,MEDIUM,4.08841
2017,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,EXTREME,6.02191
2017,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,MEDIUM,6.27417
2017,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,HIGH,5.96526
2017,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,LOW,81.73867
2018,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,LOW,80.08652
2018,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,MEDIUM,6.80619
2018,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,HIGH,6.17489
2018,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,EXTREME,6.9324
2019,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,MEDIUM,7.07873
2019,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,EXTREME,4.61932
2019,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,HIGH,5.71796
2019,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,LOW,82.584
2020,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,MEDIUM,7.07491
2020,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,LOW,83.00328
2020,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,HIGH,6.11544
2020,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,EXTREME,3.80636
2021,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,HIGH,6.35616
2021,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,LOW,82.5401
2021,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,EXTREME,4.03812
2021,EN_LKW_QLTRST,United Kingdom of Great Britain and Northern Ireland,MEDIUM,7.06563
2017,EN_LKW_QLTRST,Узбекистан,LOW,95.13326
2017,EN_LKW_QLTRST,Узбекистан,EXTREME,0.30246
2017,EN_LKW_QLTRST,Узбекистан,MEDIUM,3.84774
2017,EN_LKW_QLTRST,Узбекистан,HIGH,0.71654
2018,EN_LKW_QLTRST,Узбекистан,LOW,93.78599
2018,EN_LKW_QLTRST,Узбекистан,HIGH,0.97227
2018,EN_LKW_QLTRST,Узбекистан,EXTREME,0.32633
2018,EN_LKW_QLTRST,Узбекистан,MEDIUM,4.91541
2019,EN_LKW_QLTRST,Узбекистан,EXTREME,0.24839
2019,EN_LKW_QLTRST,Узбекистан,MEDIUM,1.62443
2019,EN_LKW_QLTRST,Узбекистан,HIGH,0.5048
2019,EN_LKW_QLTRST,Узбекистан,LOW,97.62238
2019,EN_LKW_QLTRST,Croatia,EXTREME,0.0
2019,EN_LKW_QLTRST,Croatia,HIGH,0.04897
2020,EN_LKW_QLTRST,Croatia,MEDIUM,1.63505
2020,EN_LKW_QLTRST,Croatia,EXTREME,0.02043
2020,EN_LKW_QLTRST,Croatia,LOW,98.13989
2020,EN_LKW_QLTRST,Croatia,HIGH,0.20463
2021,EN_LKW_QLTRST,Croatia,HIGH,0.31211
2021,EN_LKW_QLTRST,Croatia,MEDIUM,0.85069
2021,EN_LKW_QLTRST,Croatia,EXTREME,0.0
2021,EN_LKW_QLTRST,Croatia,LOW,98.8372
2020,EN_LKW_QLTRST,Узбекистан,LOW,96.54304
2020,EN_LKW_QLTRST,Узбекистан,HIGH,0.51911
2020,EN_LKW_QLTRST,Узбекистан,EXTREME,0.26809
2020,EN_LKW_QLTRST,Узбекистан,MEDIUM,2.66976
2021,EN_LKW_QLTRST,Узбекистан,LOW,96.20538
2021,EN_LKW_QLTRST,Узбекистан,HIGH,0.52579
2021,EN_LKW_QLTRST,Узбекистан,EXTREME,0.25934
2021,EN_LKW_QLTRST,Узбекистан,MEDIUM,3.00948
2021,EN_LKW_QLTRST,Узбекистан,MEDIUM,3.00948
