Year,SeriesCode,Страна ,Name of international institution,Value
2021,SG_INT_VRTDEV,Chile,IADB,3.119
2021,SG_INT_VRTDEV,Chile,UNGA,0.51813
2021,SG_INT_VRTDEV,Chile,IFC,0.46567
2021,SG_INT_VRTDEV,Chile,WTO,0.60976
2022,SG_INT_VRTDEV,Chile,ECOSOC,1.85185
2022,SG_INT_VRTDEV,Chile,UNGA,0.51813
2022,SG_INT_VRTDEV,Chile,IMF,0.37795
2022,SG_INT_VRTDEV,Chile,WTO,0.60976
2022,SG_INT_VRTDEV,Chile,IBRD,0.40083
2022,SG_INT_VRTDEV,Chile,IFC,0.4486
2020,SG_INT_VRTDEV,Australia,IFC,1.77175
2020,SG_INT_VRTDEV,Australia,IBRD,1.27922
2020,SG_INT_VRTDEV,Australia,WTO,0.60976
2020,SG_INT_VRTDEV,Australia,UNGA,0.5181
2020,SG_INT_VRTDEV,Australia,IMF,1.33464
2021,SG_INT_VRTDEV,Australia,IMF,1.33301
2021,SG_INT_VRTDEV,Australia,IBRD,1.34755
2021,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Australia,UNGA,0.51813
2021,SG_INT_VRTDEV,Australia,WTO,0.60976
2020,SG_INT_VRTDEV,Germany,IBRD,4.19829
2020,SG_INT_VRTDEV,Germany,FSB,5.26316
2020,SG_INT_VRTDEV,Germany,IADB,1.896
2020,SG_INT_VRTDEV,Germany,UNSC,6.667
2020,SG_INT_VRTDEV,Germany,WTO,0.60976
2020,SG_INT_VRTDEV,Germany,UNGA,0.5181
2020,SG_INT_VRTDEV,Germany,AFDB,5.97427
2020,SG_INT_VRTDEV,Germany,ADB,3.747
2020,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Germany,ADB,3.747
2021,SG_INT_VRTDEV,Germany,AFDB,4.08782
2021,SG_INT_VRTDEV,Australia,ADB,4.913
2021,SG_INT_VRTDEV,Australia,IFC,1.84543
2021,SG_INT_VRTDEV,Australia,FSB,3.50877
2022,SG_INT_VRTDEV,Australia,FSB,3.50877
2022,SG_INT_VRTDEV,Australia,WTO,0.60976
2022,SG_INT_VRTDEV,Australia,UNGA,0.51813
2022,SG_INT_VRTDEV,Australia,IMF,1.34333
2022,SG_INT_VRTDEV,Australia,IBRD,1.36738
2022,SG_INT_VRTDEV,Australia,IFC,1.86371
2000,SG_INT_VRTDEV,Austria,IMF,0.8863
2000,SG_INT_VRTDEV,Austria,IFC,0.8326
2000,SG_INT_VRTDEV,China,ECOSOC,1.85185
2000,SG_INT_VRTDEV,China,IMF,2.2012
2000,SG_INT_VRTDEV,China,UNSC,6.6667
2000,SG_INT_VRTDEV,China,IFC,1.0308
2000,SG_INT_VRTDEV,China,IBRD,2.7989
2000,SG_INT_VRTDEV,China,UNGA,0.5291
2000,SG_INT_VRTDEV,China,AFDB,1.174
2000,SG_INT_VRTDEV,China,ADB,5.588
2005,SG_INT_VRTDEV,China,IBRD,2.7831
2005,SG_INT_VRTDEV,China,IFC,1.0277
2005,SG_INT_VRTDEV,China,UNSC,6.6667
2021,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Germany,IFC,4.97458
2021,SG_INT_VRTDEV,Germany,UNGA,0.51813
2021,SG_INT_VRTDEV,Germany,IADB,1.896
2021,SG_INT_VRTDEV,Germany,FSB,5.26316
2021,SG_INT_VRTDEV,Germany,IMF,5.31363
2021,SG_INT_VRTDEV,Germany,WTO,0.60976
2021,SG_INT_VRTDEV,Germany,IBRD,4.21453
2022,SG_INT_VRTDEV,Germany,WTO,0.60976
2022,SG_INT_VRTDEV,Germany,IBRD,4.10169
2022,SG_INT_VRTDEV,Germany,IFC,5.02465
2000,SG_INT_VRTDEV,Austria,ADB,0.616
2000,SG_INT_VRTDEV,Austria,UNGA,0.5291
2000,SG_INT_VRTDEV,Austria,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Austria,AFDB,0.487
2000,SG_INT_VRTDEV,Austria,IADB,0.161
2000,SG_INT_VRTDEV,Austria,WTO,0.7143
2000,SG_INT_VRTDEV,Austria,IBRD,0.7029
2005,SG_INT_VRTDEV,Austria,ADB,0.587
2005,SG_INT_VRTDEV,Austria,IFC,0.8301
2005,SG_INT_VRTDEV,Austria,IADB,0.161
2005,SG_INT_VRTDEV,Austria,IBRD,0.6989
2005,SG_INT_VRTDEV,China,IMF,2.9394
2005,SG_INT_VRTDEV,China,ADB,5.51
2005,SG_INT_VRTDEV,China,ECOSOC,1.85185
2005,SG_INT_VRTDEV,China,AFDB,1.124
2005,SG_INT_VRTDEV,China,UNGA,0.5236
2005,SG_INT_VRTDEV,China,WTO,0.6711
2010,SG_INT_VRTDEV,China,AFDB,1.105
2010,SG_INT_VRTDEV,China,IBRD,2.7786
2010,SG_INT_VRTDEV,China,ECOSOC,1.85185
2010,SG_INT_VRTDEV,China,WTO,0.6536
2010,SG_INT_VRTDEV,China,IMF,3.6644
2010,SG_INT_VRTDEV,Latvia,IBRD,0.1008
2015,SG_INT_VRTDEV,Latvia,IFC,0.10931
2015,SG_INT_VRTDEV,Latvia,IMF,0.0857
2015,SG_INT_VRTDEV,Latvia,IBRD,0.1044
2015,SG_INT_VRTDEV,Latvia,WTO,0.625
2015,SG_INT_VRTDEV,Latvia,UNGA,0.5181
2016,SG_INT_VRTDEV,Latvia,IMF,0.096
2016,SG_INT_VRTDEV,Latvia,IFC,0.10931
2016,SG_INT_VRTDEV,Latvia,UNGA,0.5181
2016,SG_INT_VRTDEV,Latvia,WTO,0.6173
2016,SG_INT_VRTDEV,Latvia,IBRD,0.11
2010,SG_INT_VRTDEV,China,UNSC,6.6667
2010,SG_INT_VRTDEV,China,ADB,6.153
2010,SG_INT_VRTDEV,China,UNGA,0.5208
2010,SG_INT_VRTDEV,China,IFC,1.0249
2010,SG_INT_VRTDEV,China,FSB,5.7692
2010,SG_INT_VRTDEV,China,IADB,0.004
2014,SG_INT_VRTDEV,China,AFDB,1.126
2015,SG_INT_VRTDEV,China,IMF,3.8085
2015,SG_INT_VRTDEV,China,UNGA,0.5181
2015,SG_INT_VRTDEV,China,ECOSOC,1.85185
2015,SG_INT_VRTDEV,China,WTO,0.625
2022,SG_INT_VRTDEV,Germany,FSB,5.26316
2022,SG_INT_VRTDEV,Germany,UNGA,0.51813
2022,SG_INT_VRTDEV,Germany,IMF,5.35473
2000,SG_INT_VRTDEV,Greece,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Greece,UNGA,0.5291
2000,SG_INT_VRTDEV,Greece,IFC,0.2977
2000,SG_INT_VRTDEV,Greece,WTO,0.7143
2000,SG_INT_VRTDEV,Greece,IMF,0.3961
2000,SG_INT_VRTDEV,Greece,IBRD,0.1202
2005,SG_INT_VRTDEV,Greece,IMF,0.3898
2005,SG_INT_VRTDEV,Greece,IBRD,0.1195
2015,SG_INT_VRTDEV,China,UNSC,6.6667
2015,SG_INT_VRTDEV,China,IFC,2.30306
2015,SG_INT_VRTDEV,China,IADB,0.004
2015,SG_INT_VRTDEV,China,ADB,5.459
2015,SG_INT_VRTDEV,China,AFDB,1.15
2015,SG_INT_VRTDEV,China,IBRD,4.8335
2015,SG_INT_VRTDEV,China,FSB,5.2632
2016,SG_INT_VRTDEV,China,ADB,5.454
2016,SG_INT_VRTDEV,China,WTO,0.6173
2016,SG_INT_VRTDEV,China,UNGA,0.5181
2016,SG_INT_VRTDEV,China,IBRD,4.64
2005,SG_INT_VRTDEV,Greece,UNSC,6.6667
2005,SG_INT_VRTDEV,Greece,IFC,0.2968
2005,SG_INT_VRTDEV,Greece,UNGA,0.5236
2005,SG_INT_VRTDEV,Greece,WTO,0.6711
2010,SG_INT_VRTDEV,Greece,WTO,0.6536
2010,SG_INT_VRTDEV,Greece,IBRD,0.1193
2010,SG_INT_VRTDEV,Greece,IFC,0.296
2010,SG_INT_VRTDEV,Greece,UNGA,0.5208
2010,SG_INT_VRTDEV,Greece,IMF,0.3829
2015,SG_INT_VRTDEV,Greece,IMF,0.4664
2015,SG_INT_VRTDEV,Greece,IBRD,0.1054
2005,SG_INT_VRTDEV,Austria,AFDB,0.466
2005,SG_INT_VRTDEV,Austria,WTO,0.6711
2005,SG_INT_VRTDEV,Austria,UNGA,0.5236
2005,SG_INT_VRTDEV,Austria,IMF,0.8722
2010,SG_INT_VRTDEV,Austria,IFC,0.8278
2010,SG_INT_VRTDEV,Austria,UNSC,6.6667
2010,SG_INT_VRTDEV,Austria,ADB,0.608
2010,SG_INT_VRTDEV,Austria,IMF,0.8567
2010,SG_INT_VRTDEV,Austria,UNGA,0.5208
2010,SG_INT_VRTDEV,Austria,AFDB,0.458
2010,SG_INT_VRTDEV,Austria,WTO,0.6536
2015,SG_INT_VRTDEV,Greece,WTO,0.625
2015,SG_INT_VRTDEV,Greece,UNGA,0.5181
2015,SG_INT_VRTDEV,Greece,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Greece,IFC,0.28406
2016,SG_INT_VRTDEV,Greece,IBRD,0.1
2016,SG_INT_VRTDEV,Greece,UNGA,0.5181
2016,SG_INT_VRTDEV,Greece,IMF,0.516
2016,SG_INT_VRTDEV,Greece,IFC,0.28406
2016,SG_INT_VRTDEV,Greece,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Greece,WTO,0.6173
2017,SG_INT_VRTDEV,Greece,IMF,0.5119
2017,SG_INT_VRTDEV,Latvia,WTO,0.6098
2017,SG_INT_VRTDEV,Latvia,UNGA,0.5181
2017,SG_INT_VRTDEV,Latvia,IBRD,0.1037
2017,SG_INT_VRTDEV,Latvia,IFC,0.10931
2017,SG_INT_VRTDEV,Latvia,IMF,0.0952
2018,SG_INT_VRTDEV,Latvia,UNGA,0.5181
2018,SG_INT_VRTDEV,Latvia,IBRD,0.1021
2018,SG_INT_VRTDEV,Latvia,IFC,0.1093
2018,SG_INT_VRTDEV,Latvia,IMF,0.0952
2018,SG_INT_VRTDEV,Latvia,WTO,0.6098
2019,SG_INT_VRTDEV,Latvia,IBRD,0.1008
2010,SG_INT_VRTDEV,Austria,IBRD,0.6978
2010,SG_INT_VRTDEV,Austria,IADB,0.161
2014,SG_INT_VRTDEV,Austria,AFDB,0.456
2015,SG_INT_VRTDEV,Austria,IBRD,0.6602
2015,SG_INT_VRTDEV,Austria,IMF,0.8679
2015,SG_INT_VRTDEV,Austria,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Austria,WTO,0.625
2015,SG_INT_VRTDEV,Austria,UNGA,0.5181
2015,SG_INT_VRTDEV,Austria,IFC,0.75673
2015,SG_INT_VRTDEV,Austria,ADB,0.571
2015,SG_INT_VRTDEV,Austria,AFDB,0.45
2016,SG_INT_VRTDEV,China,FSB,5.2632
2016,SG_INT_VRTDEV,China,IADB,0.004
2016,SG_INT_VRTDEV,China,IFC,2.30306
2016,SG_INT_VRTDEV,China,UNSC,6.6667
2016,SG_INT_VRTDEV,China,IMF,6.139
2016,SG_INT_VRTDEV,China,AFDB,1.1797
2016,SG_INT_VRTDEV,China,ECOSOC,1.85185
2017,SG_INT_VRTDEV,China,IBRD,4.5454
2017,SG_INT_VRTDEV,China,WTO,0.6098
2017,SG_INT_VRTDEV,China,IADB,0.004
2017,SG_INT_VRTDEV,China,UNGA,0.5181
2017,SG_INT_VRTDEV,Greece,UNGA,0.5181
2017,SG_INT_VRTDEV,Greece,ECOSOC,1.85185
2017,SG_INT_VRTDEV,Greece,WTO,0.6098
2017,SG_INT_VRTDEV,Greece,IFC,0.28406
2017,SG_INT_VRTDEV,Greece,IBRD,0.1077
2018,SG_INT_VRTDEV,Greece,WTO,0.6098
2018,SG_INT_VRTDEV,Greece,IBRD,0.1706
2018,SG_INT_VRTDEV,Greece,UNGA,0.5181
2018,SG_INT_VRTDEV,Greece,IMF,0.5118
2018,SG_INT_VRTDEV,Greece,IFC,0.2841
2019,SG_INT_VRTDEV,Greece,WTO,0.6098
2015,SG_INT_VRTDEV,Austria,IADB,0.161
2016,SG_INT_VRTDEV,Austria,AFDB,0.4539
2016,SG_INT_VRTDEV,Austria,IADB,0.161
2016,SG_INT_VRTDEV,Austria,IFC,0.75673
2016,SG_INT_VRTDEV,Austria,IMF,0.817
2016,SG_INT_VRTDEV,Austria,WTO,0.6173
2016,SG_INT_VRTDEV,Austria,ADB,0.571
2016,SG_INT_VRTDEV,Austria,UNGA,0.5181
2016,SG_INT_VRTDEV,Austria,IBRD,0.66
2017,SG_INT_VRTDEV,Austria,WTO,0.6098
2017,SG_INT_VRTDEV,Austria,IBRD,0.6484
2017,SG_INT_VRTDEV,China,AFDB,1.1797
2017,SG_INT_VRTDEV,China,ADB,5.454
2017,SG_INT_VRTDEV,China,ECOSOC,1.85185
2017,SG_INT_VRTDEV,China,IMF,6.0887
2017,SG_INT_VRTDEV,China,UNSC,6.6667
2017,SG_INT_VRTDEV,China,IFC,2.30306
2017,SG_INT_VRTDEV,China,FSB,5.2632
2018,SG_INT_VRTDEV,China,FSB,5.2632
2018,SG_INT_VRTDEV,China,IADB,0.004
2018,SG_INT_VRTDEV,China,IFC,2.3031
2018,SG_INT_VRTDEV,China,WTO,0.6098
2019,SG_INT_VRTDEV,Greece,IMF,0.51184
2019,SG_INT_VRTDEV,Greece,UNGA,0.5181
2019,SG_INT_VRTDEV,Greece,IBRD,0.168
2019,SG_INT_VRTDEV,Greece,IFC,0.282
2020,SG_INT_VRTDEV,Greece,WTO,0.60976
2020,SG_INT_VRTDEV,Greece,UNGA,0.5181
2020,SG_INT_VRTDEV,Greece,IFC,0.28385
2020,SG_INT_VRTDEV,Greece,IBRD,0.16407
2020,SG_INT_VRTDEV,Greece,IMF,0.51159
2021,SG_INT_VRTDEV,Greece,IMF,0.51088
2021,SG_INT_VRTDEV,Greece,IBRD,0.18403
2017,SG_INT_VRTDEV,Austria,UNGA,0.5181
2017,SG_INT_VRTDEV,Austria,ADB,0.571
2017,SG_INT_VRTDEV,Austria,AFDB,0.4539
2017,SG_INT_VRTDEV,Austria,IMF,0.8107
2017,SG_INT_VRTDEV,Austria,IFC,0.75673
2017,SG_INT_VRTDEV,Austria,IADB,0.161
2018,SG_INT_VRTDEV,Austria,WTO,0.6098
2018,SG_INT_VRTDEV,Austria,AFDB,0.4578
2018,SG_INT_VRTDEV,Austria,ADB,0.5701
2018,SG_INT_VRTDEV,Austria,IBRD,0.6353
2018,SG_INT_VRTDEV,Austria,IADB,0.161
2018,SG_INT_VRTDEV,China,IMF,6.0874
2018,SG_INT_VRTDEV,China,ADB,5.4419
2018,SG_INT_VRTDEV,China,ECOSOC,1.85185
2018,SG_INT_VRTDEV,China,AFDB,1.1915
2018,SG_INT_VRTDEV,China,UNSC,6.6667
2018,SG_INT_VRTDEV,China,UNGA,0.5181
2018,SG_INT_VRTDEV,China,IBRD,4.4502
2019,SG_INT_VRTDEV,China,ECOSOC,1.85185
2019,SG_INT_VRTDEV,China,AFDB,1.22247
2019,SG_INT_VRTDEV,China,UNGA,0.5181
2019,SG_INT_VRTDEV,China,ADB,5.43741
2018,SG_INT_VRTDEV,Austria,IFC,0.7567
2018,SG_INT_VRTDEV,Austria,IMF,0.8106
2018,SG_INT_VRTDEV,Austria,UNGA,0.5181
2019,SG_INT_VRTDEV,Austria,ADB,0.56572
2019,SG_INT_VRTDEV,Austria,UNGA,0.5181
2019,SG_INT_VRTDEV,Austria,AFDB,0.45711
2019,SG_INT_VRTDEV,Austria,WTO,0.6098
2019,SG_INT_VRTDEV,Austria,IBRD,0.624
2019,SG_INT_VRTDEV,Austria,IMF,0.81057
2019,SG_INT_VRTDEV,Austria,IFC,0.7516
2019,SG_INT_VRTDEV,Austria,IADB,0.161
2019,SG_INT_VRTDEV,China,WTO,0.6098
2019,SG_INT_VRTDEV,China,IMF,6.08739
2019,SG_INT_VRTDEV,China,IFC,2.2877
2019,SG_INT_VRTDEV,China,IBRD,4.3676
2019,SG_INT_VRTDEV,China,UNSC,6.6667
2019,SG_INT_VRTDEV,China,FSB,5.2632
2019,SG_INT_VRTDEV,China,IADB,0.004
2020,SG_INT_VRTDEV,China,UNGA,0.5181
2020,SG_INT_VRTDEV,China,IMF,6.08415
2020,SG_INT_VRTDEV,China,ECOSOC,1.85185
2020,SG_INT_VRTDEV,China,UNSC,6.667
2020,SG_INT_VRTDEV,Austria,WTO,0.60976
2020,SG_INT_VRTDEV,Austria,UNGA,0.5181
2020,SG_INT_VRTDEV,Austria,IMF,0.81016
2020,SG_INT_VRTDEV,Austria,ADB,0.566
2020,SG_INT_VRTDEV,Austria,AFDB,0.6472
2020,SG_INT_VRTDEV,Austria,IADB,0.161
2020,SG_INT_VRTDEV,Austria,IFC,0.75648
2020,SG_INT_VRTDEV,Austria,IBRD,0.74714
2021,SG_INT_VRTDEV,Austria,AFDB,0.44282
2021,SG_INT_VRTDEV,Austria,WTO,0.60976
2021,SG_INT_VRTDEV,Austria,UNGA,0.51813
2021,SG_INT_VRTDEV,Greece,UNGA,0.51813
2021,SG_INT_VRTDEV,Greece,IFC,0.28407
2021,SG_INT_VRTDEV,Greece,WTO,0.60976
2022,SG_INT_VRTDEV,Greece,WTO,0.60976
2022,SG_INT_VRTDEV,Greece,IMF,0.51483
2022,SG_INT_VRTDEV,Greece,ECOSOC,1.85185
2022,SG_INT_VRTDEV,Greece,IFC,0.27405
2022,SG_INT_VRTDEV,Greece,UNGA,0.51813
2022,SG_INT_VRTDEV,Greece,IBRD,0.18211
2000,SG_INT_VRTDEV,Hungary,IFC,0.4657
2000,SG_INT_VRTDEV,Hungary,IMF,0.4967
2000,SG_INT_VRTDEV,Hungary,WTO,0.7143
2000,SG_INT_VRTDEV,Hungary,UNGA,0.5291
2000,SG_INT_VRTDEV,Hungary,IBRD,0.5157
2005,SG_INT_VRTDEV,Hungary,IBRD,0.5128
2005,SG_INT_VRTDEV,Hungary,UNGA,0.5236
2005,SG_INT_VRTDEV,Hungary,WTO,0.6711
2005,SG_INT_VRTDEV,Hungary,IMF,0.4888
2005,SG_INT_VRTDEV,Hungary,IFC,0.4643
2010,SG_INT_VRTDEV,Hungary,UNGA,0.5208
2010,SG_INT_VRTDEV,Hungary,IMF,0.4802
2010,SG_INT_VRTDEV,Hungary,WTO,0.6536
2010,SG_INT_VRTDEV,Hungary,IBRD,0.5119
2010,SG_INT_VRTDEV,Hungary,IFC,0.463
2015,SG_INT_VRTDEV,Hungary,IBRD,0.4954
2015,SG_INT_VRTDEV,Hungary,WTO,0.625
2015,SG_INT_VRTDEV,Hungary,IMF,0.4413
2015,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2015,SG_INT_VRTDEV,Hungary,IFC,0.4634
2016,SG_INT_VRTDEV,Hungary,IFC,0.4634
2016,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2016,SG_INT_VRTDEV,Hungary,IMF,0.418
2016,SG_INT_VRTDEV,Hungary,WTO,0.6173
2020,SG_INT_VRTDEV,China,AFDB,1.74414
2020,SG_INT_VRTDEV,China,ADB,5.437
2020,SG_INT_VRTDEV,China,FSB,5.26316
2020,SG_INT_VRTDEV,China,IADB,0.004
2020,SG_INT_VRTDEV,China,IFC,2.30267
2020,SG_INT_VRTDEV,China,IBRD,4.72277
2020,SG_INT_VRTDEV,China,WTO,0.60976
2021,SG_INT_VRTDEV,China,IBRD,5.01114
2021,SG_INT_VRTDEV,China,IADB,0.004
2021,SG_INT_VRTDEV,China,FSB,5.26316
2021,SG_INT_VRTDEV,China,ADB,5.437
2021,SG_INT_VRTDEV,Austria,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Austria,ADB,0.566
2021,SG_INT_VRTDEV,Austria,IFC,0.75828
2021,SG_INT_VRTDEV,Austria,IMF,0.80912
2021,SG_INT_VRTDEV,Austria,IBRD,0.72105
2021,SG_INT_VRTDEV,Austria,IADB,0.161
2022,SG_INT_VRTDEV,Austria,IBRD,0.70242
2022,SG_INT_VRTDEV,Austria,IFC,0.77621
2022,SG_INT_VRTDEV,Austria,WTO,0.60976
2022,SG_INT_VRTDEV,Austria,ECOSOC,1.85185
2022,SG_INT_VRTDEV,Austria,UNGA,0.51813
2016,SG_INT_VRTDEV,Hungary,IBRD,0.5
2017,SG_INT_VRTDEV,Hungary,WTO,0.6098
2017,SG_INT_VRTDEV,Hungary,IMF,0.4148
2017,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2017,SG_INT_VRTDEV,Hungary,IFC,0.4634
2017,SG_INT_VRTDEV,Hungary,IBRD,0.4866
2018,SG_INT_VRTDEV,Hungary,IMF,0.4147
2018,SG_INT_VRTDEV,Hungary,IFC,0.4634
2018,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2018,SG_INT_VRTDEV,Hungary,IBRD,0.477
2021,SG_INT_VRTDEV,China,AFDB,1.1935
2021,SG_INT_VRTDEV,China,UNGA,0.51813
2021,SG_INT_VRTDEV,China,ECOSOC,1.85185
2021,SG_INT_VRTDEV,China,WTO,0.60976
2021,SG_INT_VRTDEV,China,UNSC,6.66667
2021,SG_INT_VRTDEV,China,IFC,2.1574
2021,SG_INT_VRTDEV,China,IMF,6.07723
2022,SG_INT_VRTDEV,China,FSB,5.26316
2022,SG_INT_VRTDEV,China,IBRD,5.33073
2022,SG_INT_VRTDEV,China,IFC,2.36513
2022,SG_INT_VRTDEV,China,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Hungary,WTO,0.6098
2019,SG_INT_VRTDEV,Hungary,IFC,0.4602
2019,SG_INT_VRTDEV,Hungary,IBRD,0.4686
2019,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2019,SG_INT_VRTDEV,Hungary,WTO,0.6098
2019,SG_INT_VRTDEV,Hungary,IMF,0.41468
2020,SG_INT_VRTDEV,Hungary,UNGA,0.5181
2020,SG_INT_VRTDEV,Hungary,WTO,0.60976
2020,SG_INT_VRTDEV,Hungary,IFC,0.46318
2020,SG_INT_VRTDEV,Hungary,IBRD,0.45636
2020,SG_INT_VRTDEV,Hungary,IMF,0.41448
2022,SG_INT_VRTDEV,China,IMF,6.12424
2022,SG_INT_VRTDEV,China,UNGA,0.51813
2022,SG_INT_VRTDEV,China,WTO,0.60976
2000,SG_INT_VRTDEV,Colombia,IMF,0.3732
2000,SG_INT_VRTDEV,Colombia,WTO,0.7143
2000,SG_INT_VRTDEV,Colombia,IADB,2.953
2000,SG_INT_VRTDEV,Colombia,IBRD,0.4102
2000,SG_INT_VRTDEV,Colombia,UNGA,0.5291
2000,SG_INT_VRTDEV,Colombia,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Colombia,IFC,0.5354
2005,SG_INT_VRTDEV,Colombia,IBRD,0.4079
2021,SG_INT_VRTDEV,Hungary,IBRD,0.47252
2021,SG_INT_VRTDEV,Hungary,IFC,0.47727
2021,SG_INT_VRTDEV,Hungary,UNGA,0.51813
2021,SG_INT_VRTDEV,Hungary,WTO,0.60976
2021,SG_INT_VRTDEV,Hungary,IMF,0.41387
2022,SG_INT_VRTDEV,Hungary,IBRD,0.47602
2022,SG_INT_VRTDEV,Hungary,WTO,0.60976
2022,SG_INT_VRTDEV,Hungary,UNGA,0.51813
2022,SG_INT_VRTDEV,Hungary,IMF,0.41708
2022,SG_INT_VRTDEV,Hungary,IFC,0.45975
2000,SG_INT_VRTDEV,Iceland,WTO,0.7143
2022,SG_INT_VRTDEV,Austria,IMF,0.81538
2000,SG_INT_VRTDEV,Armenia,UNGA,0.5291
2000,SG_INT_VRTDEV,Armenia,IMF,0.0547
2000,SG_INT_VRTDEV,Armenia,IFC,0.0517
2000,SG_INT_VRTDEV,Armenia,IBRD,0.0863
2005,SG_INT_VRTDEV,Armenia,ADB,0.553
2005,SG_INT_VRTDEV,Armenia,WTO,0.6711
2005,SG_INT_VRTDEV,Armenia,UNGA,0.5236
2005,SG_INT_VRTDEV,Armenia,IBRD,0.0858
2005,SG_INT_VRTDEV,Armenia,IFC,0.0516
2005,SG_INT_VRTDEV,Armenia,IMF,0.0538
2005,SG_INT_VRTDEV,Colombia,IADB,2.953
2005,SG_INT_VRTDEV,Colombia,IMF,0.3673
2005,SG_INT_VRTDEV,Colombia,IFC,0.5338
2005,SG_INT_VRTDEV,Colombia,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Colombia,UNGA,0.5236
2005,SG_INT_VRTDEV,Colombia,WTO,0.6711
2010,SG_INT_VRTDEV,Colombia,IMF,0.3608
2010,SG_INT_VRTDEV,Colombia,UNGA,0.5208
2010,SG_INT_VRTDEV,Colombia,IADB,2.953
2010,SG_INT_VRTDEV,Colombia,IBRD,0.4072
2010,SG_INT_VRTDEV,Colombia,WTO,0.6536
2000,SG_INT_VRTDEV,Iceland,UNGA,0.5291
2000,SG_INT_VRTDEV,Iceland,IBRD,0.0937
2000,SG_INT_VRTDEV,Iceland,IFC,0.0122
2000,SG_INT_VRTDEV,Iceland,IMF,0.0666
2005,SG_INT_VRTDEV,Iceland,IFC,0.0121
2005,SG_INT_VRTDEV,Iceland,IBRD,0.0932
2005,SG_INT_VRTDEV,Iceland,UNGA,0.5236
2005,SG_INT_VRTDEV,Iceland,WTO,0.6711
2005,SG_INT_VRTDEV,Iceland,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Iceland,IMF,0.0656
2010,SG_INT_VRTDEV,Iceland,IBRD,0.093
2005,SG_INT_VRTDEV,Armenia,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Armenia,WTO,0.6536
2010,SG_INT_VRTDEV,Armenia,IBRD,0.0857
2010,SG_INT_VRTDEV,Armenia,ADB,0.57
2010,SG_INT_VRTDEV,Armenia,UNGA,0.5208
2010,SG_INT_VRTDEV,Armenia,IMF,0.0528
2010,SG_INT_VRTDEV,Armenia,IFC,0.0514
2015,SG_INT_VRTDEV,Armenia,IFC,0.06669
2015,SG_INT_VRTDEV,Armenia,IMF,0.0658
2015,SG_INT_VRTDEV,Armenia,UNGA,0.5181
2015,SG_INT_VRTDEV,Armenia,ADB,0.537
2010,SG_INT_VRTDEV,Colombia,IFC,0.5324
2015,SG_INT_VRTDEV,Colombia,IADB,3.097
2015,SG_INT_VRTDEV,Colombia,IMF,0.3364
2015,SG_INT_VRTDEV,Colombia,UNGA,0.5181
2015,SG_INT_VRTDEV,Colombia,WTO,0.625
2015,SG_INT_VRTDEV,Colombia,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Colombia,IBRD,0.468
2015,SG_INT_VRTDEV,Colombia,IFC,0.53285
2016,SG_INT_VRTDEV,Colombia,IMF,0.439
2016,SG_INT_VRTDEV,Colombia,IADB,3.097
2016,SG_INT_VRTDEV,Colombia,IFC,0.53285
2010,SG_INT_VRTDEV,Iceland,IFC,0.0121
2010,SG_INT_VRTDEV,Iceland,UNGA,0.5208
2010,SG_INT_VRTDEV,Iceland,IMF,0.0644
2010,SG_INT_VRTDEV,Iceland,WTO,0.6536
2015,SG_INT_VRTDEV,Iceland,IFC,0.03173
2015,SG_INT_VRTDEV,Iceland,IBRD,0.0971
2015,SG_INT_VRTDEV,Iceland,WTO,0.625
2015,SG_INT_VRTDEV,Iceland,IMF,0.0759
2015,SG_INT_VRTDEV,Iceland,UNGA,0.5181
2016,SG_INT_VRTDEV,Iceland,UNGA,0.5181
2016,SG_INT_VRTDEV,Iceland,WTO,0.6173
2015,SG_INT_VRTDEV,Armenia,WTO,0.625
2015,SG_INT_VRTDEV,Armenia,IBRD,0.0809
2016,SG_INT_VRTDEV,Armenia,IFC,0.06669
2016,SG_INT_VRTDEV,Armenia,IBRD,0.08
2016,SG_INT_VRTDEV,Armenia,WTO,0.6173
2016,SG_INT_VRTDEV,Armenia,ADB,0.537
2016,SG_INT_VRTDEV,Armenia,UNGA,0.5181
2016,SG_INT_VRTDEV,Armenia,IMF,0.055
