Year,SeriesCode,Страна ,Activity,Value
2014,NV_IND_MANF,Israel,ISIC4_C,13.23
2015,NV_IND_MANF,Israel,ISIC4_C,12.7
2016,NV_IND_MANF,Israel,ISIC4_C,11.65
2017,NV_IND_MANF,Israel,ISIC4_C,11.7
2018,NV_IND_MANF,Israel,ISIC4_C,12.24
2019,NV_IND_MANF,Israel,ISIC4_C,11.93
2020,NV_IND_MANF,Israel,ISIC4_C,12.29
2021,NV_IND_MANF,Israel,ISIC4_C,11.9
2022,NV_IND_MANF,Israel,ISIC4_C,11.78
2000,NV_IND_MANF,Italy,ISIC4_C,15.63
2001,NV_IND_MANF,Italy,ISIC4_C,15.28
2002,NV_IND_MANF,Italy,ISIC4_C,15.23
2003,NV_IND_MANF,Italy,ISIC4_C,14.9
2004,NV_IND_MANF,Italy,ISIC4_C,14.94
2005,NV_IND_MANF,Italy,ISIC4_C,14.92
2006,NV_IND_MANF,Italy,ISIC4_C,15.31
2007,NV_IND_MANF,Italy,ISIC4_C,15.55
2008,NV_IND_MANF,Italy,ISIC4_C,15.19
2009,NV_IND_MANF,Italy,ISIC4_C,13.08
2010,NV_IND_MANF,Italy,ISIC4_C,14.07
2011,NV_IND_MANF,Italy,ISIC4_C,14.19
2012,NV_IND_MANF,Italy,ISIC4_C,14.04
2013,NV_IND_MANF,Italy,ISIC4_C,14.12
2014,NV_IND_MANF,Italy,ISIC4_C,14.15
2015,NV_IND_MANF,Italy,ISIC4_C,14.4
2016,NV_IND_MANF,Italy,ISIC4_C,14.63
2017,NV_IND_MANF,Italy,ISIC4_C,14.89
2018,NV_IND_MANF,Italy,ISIC4_C,15.01
2019,NV_IND_MANF,Italy,ISIC4_C,14.87
2020,NV_IND_MANF,Italy,ISIC4_C,14.16
2021,NV_IND_MANF,Italy,ISIC4_C,14.97
2022,NV_IND_MANF,Italy,ISIC4_C,15.24
2000,NV_IND_MANF,Japan,ISIC4_C,19.61
2001,NV_IND_MANF,Japan,ISIC4_C,18.52
2002,NV_IND_MANF,Japan,ISIC4_C,18.26
2003,NV_IND_MANF,Japan,ISIC4_C,18.77
2004,NV_IND_MANF,Japan,ISIC4_C,19.36
2017,NV_IND_MANF,Slovakia,ISIC4_C,18.69
2018,NV_IND_MANF,Slovakia,ISIC4_C,20.14
2019,NV_IND_MANF,Slovakia,ISIC4_C,21.14
2020,NV_IND_MANF,Slovakia,ISIC4_C,18.57
2021,NV_IND_MANF,Slovakia,ISIC4_C,19.41
2022,NV_IND_MANF,Slovakia,ISIC4_C,19.85
2000,NV_IND_MANF,Viet Nam,ISIC4_C,14.01
2001,NV_IND_MANF,Viet Nam,ISIC4_C,14.59
2002,NV_IND_MANF,Viet Nam,ISIC4_C,15.21
2003,NV_IND_MANF,Viet Nam,ISIC4_C,15.8
2004,NV_IND_MANF,Viet Nam,ISIC4_C,16.29
2005,NV_IND_MANF,Viet Nam,ISIC4_C,17.1
2006,NV_IND_MANF,Viet Nam,ISIC4_C,19.15
2007,NV_IND_MANF,Viet Nam,ISIC4_C,21.16
2008,NV_IND_MANF,Viet Nam,ISIC4_C,23.16
2009,NV_IND_MANF,Viet Nam,ISIC4_C,23.69
2010,NV_IND_MANF,Viet Nam,ISIC4_C,18.71
2011,NV_IND_MANF,Viet Nam,ISIC4_C,19.8
2012,NV_IND_MANF,Viet Nam,ISIC4_C,20.34
2013,NV_IND_MANF,Viet Nam,ISIC4_C,20.52
2014,NV_IND_MANF,Viet Nam,ISIC4_C,20.54
2015,NV_IND_MANF,Viet Nam,ISIC4_C,20.96
2016,NV_IND_MANF,Viet Nam,ISIC4_C,21.83
2017,NV_IND_MANF,Viet Nam,ISIC4_C,22.89
2018,NV_IND_MANF,Viet Nam,ISIC4_C,23.75
2019,NV_IND_MANF,Viet Nam,ISIC4_C,24.24
2020,NV_IND_MANF,Viet Nam,ISIC4_C,24.74
2021,NV_IND_MANF,Viet Nam,ISIC4_C,25.59
2022,NV_IND_MANF,Viet Nam,ISIC4_C,26.57
2000,NV_IND_MANF,Slovenia,ISIC4_C,18.33
2001,NV_IND_MANF,Slovenia,ISIC4_C,18.68
2002,NV_IND_MANF,Slovenia,ISIC4_C,19.02
2003,NV_IND_MANF,Slovenia,ISIC4_C,19.53
2004,NV_IND_MANF,Slovenia,ISIC4_C,19.8
2005,NV_IND_MANF,Slovenia,ISIC4_C,19.77
2006,NV_IND_MANF,Slovenia,ISIC4_C,20.0
2007,NV_IND_MANF,Slovenia,ISIC4_C,20.34
2008,NV_IND_MANF,Slovenia,ISIC4_C,19.87
2009,NV_IND_MANF,Slovenia,ISIC4_C,18.14
2010,NV_IND_MANF,Slovenia,ISIC4_C,19.03
2011,NV_IND_MANF,Slovenia,ISIC4_C,19.48
2012,NV_IND_MANF,Slovenia,ISIC4_C,19.43
2013,NV_IND_MANF,Slovenia,ISIC4_C,19.49
2014,NV_IND_MANF,Slovenia,ISIC4_C,19.82
2015,NV_IND_MANF,Slovenia,ISIC4_C,19.94
2016,NV_IND_MANF,Slovenia,ISIC4_C,20.4
2017,NV_IND_MANF,Slovenia,ISIC4_C,20.97
2018,NV_IND_MANF,Slovenia,ISIC4_C,20.73
2019,NV_IND_MANF,Slovenia,ISIC4_C,21.68
2020,NV_IND_MANF,Slovenia,ISIC4_C,21.96
2021,NV_IND_MANF,Slovenia,ISIC4_C,22.61
2022,NV_IND_MANF,Slovenia,ISIC4_C,23.01
2000,NV_IND_MANF,Spain,ISIC4_C,14.94
2001,NV_IND_MANF,Spain,ISIC4_C,14.87
2002,NV_IND_MANF,Spain,ISIC4_C,14.49
2003,NV_IND_MANF,Spain,ISIC4_C,14.28
2004,NV_IND_MANF,Spain,ISIC4_C,13.91
2005,NV_IND_MANF,Spain,ISIC4_C,13.6
2006,NV_IND_MANF,Spain,ISIC4_C,13.37
2007,NV_IND_MANF,Spain,ISIC4_C,13.04
2008,NV_IND_MANF,Spain,ISIC4_C,12.59
2009,NV_IND_MANF,Spain,ISIC4_C,11.59
2010,NV_IND_MANF,Spain,ISIC4_C,11.53
2011,NV_IND_MANF,Spain,ISIC4_C,11.44
2012,NV_IND_MANF,Spain,ISIC4_C,11.09
2013,NV_IND_MANF,Spain,ISIC4_C,11.14
2014,NV_IND_MANF,Spain,ISIC4_C,11.21
2015,NV_IND_MANF,Spain,ISIC4_C,11.29
2016,NV_IND_MANF,Spain,ISIC4_C,11.21
2017,NV_IND_MANF,Spain,ISIC4_C,11.51
2005,NV_IND_MANF,Japan,ISIC4_C,19.95
2006,NV_IND_MANF,Japan,ISIC4_C,20.43
2007,NV_IND_MANF,Japan,ISIC4_C,21.18
2008,NV_IND_MANF,Japan,ISIC4_C,21.38
2009,NV_IND_MANF,Japan,ISIC4_C,18.61
2010,NV_IND_MANF,Japan,ISIC4_C,20.81
2011,NV_IND_MANF,Japan,ISIC4_C,20.18
2012,NV_IND_MANF,Japan,ISIC4_C,20.33
2013,NV_IND_MANF,Japan,ISIC4_C,19.81
2014,NV_IND_MANF,Japan,ISIC4_C,20.21
2015,NV_IND_MANF,Japan,ISIC4_C,20.46
2016,NV_IND_MANF,Japan,ISIC4_C,20.33
2017,NV_IND_MANF,Japan,ISIC4_C,20.82
2018,NV_IND_MANF,Japan,ISIC4_C,21.39
2019,NV_IND_MANF,Japan,ISIC4_C,20.93
2020,NV_IND_MANF,Japan,ISIC4_C,20.47
2021,NV_IND_MANF,Japan,ISIC4_C,20.06
2022,NV_IND_MANF,Japan,ISIC4_C,20.14
2000,NV_IND_MANF,Казахстан,ISIC4_C,12.95
2001,NV_IND_MANF,Казахстан,ISIC4_C,12.97
2002,NV_IND_MANF,Казахстан,ISIC4_C,12.72
2003,NV_IND_MANF,Казахстан,ISIC4_C,12.55
2004,NV_IND_MANF,Казахстан,ISIC4_C,12.61
2005,NV_IND_MANF,Казахстан,ISIC4_C,12.31
2006,NV_IND_MANF,Казахстан,ISIC4_C,12.0
2007,NV_IND_MANF,Казахстан,ISIC4_C,11.85
2008,NV_IND_MANF,Казахстан,ISIC4_C,11.13
2009,NV_IND_MANF,Казахстан,ISIC4_C,10.69
2010,NV_IND_MANF,Казахстан,ISIC4_C,11.33
2011,NV_IND_MANF,Казахстан,ISIC4_C,11.13
2018,NV_IND_MANF,Spain,ISIC4_C,11.12
2019,NV_IND_MANF,Spain,ISIC4_C,10.95
2020,NV_IND_MANF,Spain,ISIC4_C,10.45
2021,NV_IND_MANF,Spain,ISIC4_C,10.79
2022,NV_IND_MANF,Spain,ISIC4_C,10.8
2000,NV_IND_MANF,Sweden,ISIC4_C,16.3
2001,NV_IND_MANF,Sweden,ISIC4_C,15.93
2002,NV_IND_MANF,Sweden,ISIC4_C,16.31
2003,NV_IND_MANF,Sweden,ISIC4_C,16.49
2004,NV_IND_MANF,Sweden,ISIC4_C,16.7
2012,NV_IND_MANF,Казахстан,ISIC4_C,10.95
2013,NV_IND_MANF,Казахстан,ISIC4_C,10.64
2014,NV_IND_MANF,Казахстан,ISIC4_C,10.37
2015,NV_IND_MANF,Казахстан,ISIC4_C,10.28
2016,NV_IND_MANF,Казахстан,ISIC4_C,10.35
2017,NV_IND_MANF,Казахстан,ISIC4_C,10.32
2018,NV_IND_MANF,Казахстан,ISIC4_C,10.36
2019,NV_IND_MANF,Казахстан,ISIC4_C,10.49
2020,NV_IND_MANF,Казахстан,ISIC4_C,11.18
2021,NV_IND_MANF,Казахстан,ISIC4_C,11.35
2022,NV_IND_MANF,Казахстан,ISIC4_C,11.34
2000,NV_IND_MANF,Republic of Korea,ISIC4_C,22.96
2001,NV_IND_MANF,Republic of Korea,ISIC4_C,22.52
2002,NV_IND_MANF,Republic of Korea,ISIC4_C,22.89
2003,NV_IND_MANF,Republic of Korea,ISIC4_C,23.31
2004,NV_IND_MANF,Republic of Korea,ISIC4_C,24.44
2005,NV_IND_MANF,Republic of Korea,ISIC4_C,24.68
2006,NV_IND_MANF,Republic of Korea,ISIC4_C,25.29
2007,NV_IND_MANF,Republic of Korea,ISIC4_C,25.86
2008,NV_IND_MANF,Republic of Korea,ISIC4_C,25.99
2009,NV_IND_MANF,Republic of Korea,ISIC4_C,25.19
2010,NV_IND_MANF,Republic of Korea,ISIC4_C,26.79
2011,NV_IND_MANF,Republic of Korea,ISIC4_C,27.2
2012,NV_IND_MANF,Republic of Korea,ISIC4_C,26.93
2013,NV_IND_MANF,Republic of Korea,ISIC4_C,26.91
2014,NV_IND_MANF,Republic of Korea,ISIC4_C,26.9
2015,NV_IND_MANF,Republic of Korea,ISIC4_C,26.61
2016,NV_IND_MANF,Republic of Korea,ISIC4_C,26.44
2017,NV_IND_MANF,Republic of Korea,ISIC4_C,26.58
2018,NV_IND_MANF,Republic of Korea,ISIC4_C,26.68
2019,NV_IND_MANF,Republic of Korea,ISIC4_C,26.39
2020,NV_IND_MANF,Republic of Korea,ISIC4_C,26.29
2021,NV_IND_MANF,Republic of Korea,ISIC4_C,26.99
2022,NV_IND_MANF,Republic of Korea,ISIC4_C,27.01
2000,NV_IND_MANF,Кыргызстан,ISIC4_C,23.87
2001,NV_IND_MANF,Кыргызстан,ISIC4_C,24.72
2002,NV_IND_MANF,Кыргызстан,ISIC4_C,22.03
2003,NV_IND_MANF,Кыргызстан,ISIC4_C,24.26
2004,NV_IND_MANF,Кыргызстан,ISIC4_C,23.17
2005,NV_IND_MANF,Кыргызстан,ISIC4_C,19.3
2006,NV_IND_MANF,Кыргызстан,ISIC4_C,16.07
2007,NV_IND_MANF,Кыргызстан,ISIC4_C,15.75
2008,NV_IND_MANF,Кыргызстан,ISIC4_C,17.61
2009,NV_IND_MANF,Кыргызстан,ISIC4_C,15.52
2010,NV_IND_MANF,Кыргызстан,ISIC4_C,17.36
2011,NV_IND_MANF,Кыргызстан,ISIC4_C,17.29
2012,NV_IND_MANF,Кыргызстан,ISIC4_C,12.53
2013,NV_IND_MANF,Кыргызстан,ISIC4_C,16.67
2014,NV_IND_MANF,Кыргызстан,ISIC4_C,15.57
2015,NV_IND_MANF,Кыргызстан,ISIC4_C,14.05
2016,NV_IND_MANF,Кыргызстан,ISIC4_C,14.25
2017,NV_IND_MANF,Кыргызстан,ISIC4_C,14.52
2018,NV_IND_MANF,Кыргызстан,ISIC4_C,14.7
2019,NV_IND_MANF,Кыргызстан,ISIC4_C,15.16
2020,NV_IND_MANF,Кыргызстан,ISIC4_C,15.38
2021,NV_IND_MANF,Кыргызстан,ISIC4_C,15.43
2022,NV_IND_MANF,Кыргызстан,ISIC4_C,15.63
2000,NV_IND_MANF,Latvia,ISIC4_C,13.52
2001,NV_IND_MANF,Latvia,ISIC4_C,13.63
2002,NV_IND_MANF,Latvia,ISIC4_C,14.18
2005,NV_IND_MANF,Sweden,ISIC4_C,16.7
2006,NV_IND_MANF,Sweden,ISIC4_C,17.14
2007,NV_IND_MANF,Sweden,ISIC4_C,17.25
2008,NV_IND_MANF,Sweden,ISIC4_C,16.61
2009,NV_IND_MANF,Sweden,ISIC4_C,13.33
2010,NV_IND_MANF,Sweden,ISIC4_C,15.3
2011,NV_IND_MANF,Sweden,ISIC4_C,15.69
2012,NV_IND_MANF,Sweden,ISIC4_C,14.66
2013,NV_IND_MANF,Sweden,ISIC4_C,13.98
2014,NV_IND_MANF,Sweden,ISIC4_C,13.47
2003,NV_IND_MANF,Latvia,ISIC4_C,13.5
2004,NV_IND_MANF,Latvia,ISIC4_C,13.26
2005,NV_IND_MANF,Latvia,ISIC4_C,12.6
2006,NV_IND_MANF,Latvia,ISIC4_C,12.08
2007,NV_IND_MANF,Latvia,ISIC4_C,10.91
2008,NV_IND_MANF,Latvia,ISIC4_C,10.46
2009,NV_IND_MANF,Latvia,ISIC4_C,9.52
2010,NV_IND_MANF,Latvia,ISIC4_C,11.36
2011,NV_IND_MANF,Latvia,ISIC4_C,11.31
2012,NV_IND_MANF,Latvia,ISIC4_C,11.09
2015,NV_IND_MANF,Sweden,ISIC4_C,13.61
2016,NV_IND_MANF,Sweden,ISIC4_C,13.39
2017,NV_IND_MANF,Sweden,ISIC4_C,13.55
2018,NV_IND_MANF,Sweden,ISIC4_C,13.6
2019,NV_IND_MANF,Sweden,ISIC4_C,13.09
2020,NV_IND_MANF,Sweden,ISIC4_C,12.64
2021,NV_IND_MANF,Sweden,ISIC4_C,13.12
2022,NV_IND_MANF,Sweden,ISIC4_C,13.26
2000,NV_IND_MANF,Switzerland,ISIC4_C,16.57
2001,NV_IND_MANF,Switzerland,ISIC4_C,17.24
2013,NV_IND_MANF,Latvia,ISIC4_C,10.78
2014,NV_IND_MANF,Latvia,ISIC4_C,10.41
2015,NV_IND_MANF,Latvia,ISIC4_C,10.47
2016,NV_IND_MANF,Latvia,ISIC4_C,10.4
2017,NV_IND_MANF,Latvia,ISIC4_C,10.75
2018,NV_IND_MANF,Latvia,ISIC4_C,11.12
2019,NV_IND_MANF,Latvia,ISIC4_C,11.24
2020,NV_IND_MANF,Latvia,ISIC4_C,11.78
2021,NV_IND_MANF,Latvia,ISIC4_C,12.16
2022,NV_IND_MANF,Latvia,ISIC4_C,11.99
2002,NV_IND_MANF,Switzerland,ISIC4_C,17.63
2003,NV_IND_MANF,Switzerland,ISIC4_C,17.58
2004,NV_IND_MANF,Switzerland,ISIC4_C,17.38
2005,NV_IND_MANF,Switzerland,ISIC4_C,17.7
2006,NV_IND_MANF,Switzerland,ISIC4_C,18.13
2007,NV_IND_MANF,Switzerland,ISIC4_C,18.34
2008,NV_IND_MANF,Switzerland,ISIC4_C,18.42
2009,NV_IND_MANF,Switzerland,ISIC4_C,16.5
2010,NV_IND_MANF,Switzerland,ISIC4_C,17.14
2011,NV_IND_MANF,Switzerland,ISIC4_C,18.34
2012,NV_IND_MANF,Switzerland,ISIC4_C,17.67
2013,NV_IND_MANF,Switzerland,ISIC4_C,17.74
2014,NV_IND_MANF,Switzerland,ISIC4_C,17.64
2015,NV_IND_MANF,Switzerland,ISIC4_C,17.47
2016,NV_IND_MANF,Switzerland,ISIC4_C,17.88
2017,NV_IND_MANF,Switzerland,ISIC4_C,18.45
2018,NV_IND_MANF,Switzerland,ISIC4_C,18.84
2019,NV_IND_MANF,Switzerland,ISIC4_C,19.17
2020,NV_IND_MANF,Switzerland,ISIC4_C,19.06
2021,NV_IND_MANF,Switzerland,ISIC4_C,20.44
2000,NV_IND_MANF,Liechtenstein,ISIC4_C,33.6
2001,NV_IND_MANF,Liechtenstein,ISIC4_C,35.79
2002,NV_IND_MANF,Liechtenstein,ISIC4_C,36.61
2003,NV_IND_MANF,Liechtenstein,ISIC4_C,37.13
2004,NV_IND_MANF,Liechtenstein,ISIC4_C,36.73
2005,NV_IND_MANF,Liechtenstein,ISIC4_C,36.56
2006,NV_IND_MANF,Liechtenstein,ISIC4_C,35.92
2007,NV_IND_MANF,Liechtenstein,ISIC4_C,35.11
2008,NV_IND_MANF,Liechtenstein,ISIC4_C,36.88
2009,NV_IND_MANF,Liechtenstein,ISIC4_C,37.85
2022,NV_IND_MANF,Switzerland,ISIC4_C,20.66
2000,NV_IND_MANF,Таджикистан,ISIC4_C,39.33
2001,NV_IND_MANF,Таджикистан,ISIC4_C,40.1
2002,NV_IND_MANF,Таджикистан,ISIC4_C,40.25
2003,NV_IND_MANF,Таджикистан,ISIC4_C,39.63
2004,NV_IND_MANF,Таджикистан,ISIC4_C,35.23
2005,NV_IND_MANF,Таджикистан,ISIC4_C,35.11
2006,NV_IND_MANF,Таджикистан,ISIC4_C,34.32
2007,NV_IND_MANF,Таджикистан,ISIC4_C,29.08
2008,NV_IND_MANF,Таджикистан,ISIC4_C,24.62
2010,NV_IND_MANF,Liechtenstein,ISIC4_C,36.29
2011,NV_IND_MANF,Liechtenstein,ISIC4_C,39.14
2012,NV_IND_MANF,Liechtenstein,ISIC4_C,38.52
2013,NV_IND_MANF,Liechtenstein,ISIC4_C,37.59
2014,NV_IND_MANF,Liechtenstein,ISIC4_C,36.77
2015,NV_IND_MANF,Liechtenstein,ISIC4_C,36.41
2016,NV_IND_MANF,Liechtenstein,ISIC4_C,36.87
2017,NV_IND_MANF,Liechtenstein,ISIC4_C,38.73
2018,NV_IND_MANF,Liechtenstein,ISIC4_C,36.54
2019,NV_IND_MANF,Liechtenstein,ISIC4_C,38.73
2020,NV_IND_MANF,Liechtenstein,ISIC4_C,38.0
2021,NV_IND_MANF,Liechtenstein,ISIC4_C,37.76
2022,NV_IND_MANF,Liechtenstein,ISIC4_C,37.71
2000,NV_IND_MANF,Lithuania,ISIC4_C,13.62
2001,NV_IND_MANF,Lithuania,ISIC4_C,14.48
2002,NV_IND_MANF,Lithuania,ISIC4_C,14.27
2003,NV_IND_MANF,Lithuania,ISIC4_C,14.66
2004,NV_IND_MANF,Lithuania,ISIC4_C,15.48
2005,NV_IND_MANF,Lithuania,ISIC4_C,15.7
2006,NV_IND_MANF,Lithuania,ISIC4_C,16.03
2007,NV_IND_MANF,Lithuania,ISIC4_C,15.13
2008,NV_IND_MANF,Lithuania,ISIC4_C,15.08
2009,NV_IND_MANF,Lithuania,ISIC4_C,14.87
2010,NV_IND_MANF,Lithuania,ISIC4_C,15.94
2011,NV_IND_MANF,Lithuania,ISIC4_C,16.57
2012,NV_IND_MANF,Lithuania,ISIC4_C,16.75
2013,NV_IND_MANF,Lithuania,ISIC4_C,16.92
2014,NV_IND_MANF,Lithuania,ISIC4_C,17.05
2015,NV_IND_MANF,Lithuania,ISIC4_C,17.21
2016,NV_IND_MANF,Lithuania,ISIC4_C,17.32
2009,NV_IND_MANF,Таджикистан,ISIC4_C,22.13
2010,NV_IND_MANF,Таджикистан,ISIC4_C,19.18
2011,NV_IND_MANF,Таджикистан,ISIC4_C,11.63
2012,NV_IND_MANF,Таджикистан,ISIC4_C,12.22
2013,NV_IND_MANF,Таджикистан,ISIC4_C,9.0
2014,NV_IND_MANF,Таджикистан,ISIC4_C,8.77
2015,NV_IND_MANF,Таджикистан,ISIC4_C,10.08
2016,NV_IND_MANF,Таджикистан,ISIC4_C,12.17
2017,NV_IND_MANF,Таджикистан,ISIC4_C,14.08
2018,NV_IND_MANF,Таджикистан,ISIC4_C,14.79
2017,NV_IND_MANF,Lithuania,ISIC4_C,17.54
2018,NV_IND_MANF,Lithuania,ISIC4_C,17.51
2019,NV_IND_MANF,Lithuania,ISIC4_C,17.41
2020,NV_IND_MANF,Lithuania,ISIC4_C,17.6
2021,NV_IND_MANF,Lithuania,ISIC4_C,18.52
2022,NV_IND_MANF,Lithuania,ISIC4_C,18.65
2000,NV_IND_MANF,Luxembourg,ISIC4_C,7.15
2001,NV_IND_MANF,Luxembourg,ISIC4_C,6.77
2002,NV_IND_MANF,Luxembourg,ISIC4_C,6.87
2003,NV_IND_MANF,Luxembourg,ISIC4_C,7.5
2019,NV_IND_MANF,Таджикистан,ISIC4_C,15.41
2020,NV_IND_MANF,Таджикистан,ISIC4_C,18.74
2021,NV_IND_MANF,Таджикистан,ISIC4_C,19.14
2022,NV_IND_MANF,Таджикистан,ISIC4_C,19.05
2000,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.81
2001,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.76
2002,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.81
2003,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.4
2004,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.26
2005,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.41
2006,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.19
2007,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.07
2008,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.7
2009,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.8
2010,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.86
2011,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.98
2012,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.76
2013,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.84
2014,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.79
2015,NV_IND_MANF,United Arab Emirates,ISIC4_C,8.83
2016,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.01
2017,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.52
2018,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.33
2019,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.22
2020,NV_IND_MANF,United Arab Emirates,ISIC4_C,9.92
2021,NV_IND_MANF,United Arab Emirates,ISIC4_C,10.28
2022,NV_IND_MANF,United Arab Emirates,ISIC4_C,10.57
2000,NV_IND_MANF,Türkiye,ISIC4_C,15.21
2001,NV_IND_MANF,Türkiye,ISIC4_C,14.75
2002,NV_IND_MANF,Türkiye,ISIC4_C,14.46
2003,NV_IND_MANF,Türkiye,ISIC4_C,15.0
2004,NV_IND_MANF,Türkiye,ISIC4_C,15.51
2005,NV_IND_MANF,Türkiye,ISIC4_C,15.58
2006,NV_IND_MANF,Türkiye,ISIC4_C,15.97
2007,NV_IND_MANF,Türkiye,ISIC4_C,16.22
2008,NV_IND_MANF,Türkiye,ISIC4_C,16.17
2009,NV_IND_MANF,Türkiye,ISIC4_C,15.46
2010,NV_IND_MANF,Türkiye,ISIC4_C,15.57
2011,NV_IND_MANF,Türkiye,ISIC4_C,16.84
2012,NV_IND_MANF,Türkiye,ISIC4_C,16.41
2013,NV_IND_MANF,Türkiye,ISIC4_C,16.62
2014,NV_IND_MANF,Türkiye,ISIC4_C,16.72
2015,NV_IND_MANF,Türkiye,ISIC4_C,16.7
2016,NV_IND_MANF,Türkiye,ISIC4_C,16.81
2017,NV_IND_MANF,Türkiye,ISIC4_C,17.08
2018,NV_IND_MANF,Türkiye,ISIC4_C,16.79
2019,NV_IND_MANF,Türkiye,ISIC4_C,16.25
2020,NV_IND_MANF,Türkiye,ISIC4_C,16.48
2021,NV_IND_MANF,Türkiye,ISIC4_C,17.53
2022,NV_IND_MANF,Türkiye,ISIC4_C,17.72
2000,NV_IND_MANF,Туркменистан,ISIC4_C,33.01
2001,NV_IND_MANF,Туркменистан,ISIC4_C,33.2
2002,NV_IND_MANF,Туркменистан,ISIC4_C,30.76
2003,NV_IND_MANF,Туркменистан,ISIC4_C,30.68
2004,NV_IND_MANF,Туркменистан,ISIC4_C,29.87
2005,NV_IND_MANF,Туркменистан,ISIC4_C,28.93
2006,NV_IND_MANF,Туркменистан,ISIC4_C,28.13
2007,NV_IND_MANF,Туркменистан,ISIC4_C,29.61
2008,NV_IND_MANF,Туркменистан,ISIC4_C,47.46
2009,NV_IND_MANF,Туркменистан,ISIC4_C,47.82
2004,NV_IND_MANF,Luxembourg,ISIC4_C,7.09
2005,NV_IND_MANF,Luxembourg,ISIC4_C,6.86
2006,NV_IND_MANF,Luxembourg,ISIC4_C,6.2
2007,NV_IND_MANF,Luxembourg,ISIC4_C,6.7
2008,NV_IND_MANF,Luxembourg,ISIC4_C,5.45
2009,NV_IND_MANF,Luxembourg,ISIC4_C,4.57
2010,NV_IND_MANF,Luxembourg,ISIC4_C,4.63
2011,NV_IND_MANF,Luxembourg,ISIC4_C,4.1
2012,NV_IND_MANF,Luxembourg,ISIC4_C,4.24
2013,NV_IND_MANF,Luxembourg,ISIC4_C,4.59
2010,NV_IND_MANF,Туркменистан,ISIC4_C,46.4
2011,NV_IND_MANF,Туркменистан,ISIC4_C,51.68
2012,NV_IND_MANF,Туркменистан,ISIC4_C,52.25
2013,NV_IND_MANF,Туркменистан,ISIC4_C,49.77
2014,NV_IND_MANF,Туркменистан,ISIC4_C,47.6
2015,NV_IND_MANF,Туркменистан,ISIC4_C,42.6
2016,NV_IND_MANF,Туркменистан,ISIC4_C,40.36
2017,NV_IND_MANF,Туркменистан,ISIC4_C,34.81
2018,NV_IND_MANF,Туркменистан,ISIC4_C,34.01
2019,NV_IND_MANF,Туркменистан,ISIC4_C,32.46
2020,NV_IND_MANF,Туркменистан,ISIC4_C,33.76
2021,NV_IND_MANF,Туркменистан,ISIC4_C,33.41
2022,NV_IND_MANF,Туркменистан,ISIC4_C,32.58
2000,NV_IND_MANF,Ukraine,ISIC4_C,15.0
2001,NV_IND_MANF,Ukraine,ISIC4_C,15.46
2002,NV_IND_MANF,Ukraine,ISIC4_C,16.25
2003,NV_IND_MANF,Ukraine,ISIC4_C,17.34
2004,NV_IND_MANF,Ukraine,ISIC4_C,17.37
2005,NV_IND_MANF,Ukraine,ISIC4_C,16.83
2006,NV_IND_MANF,Ukraine,ISIC4_C,16.96
2007,NV_IND_MANF,Ukraine,ISIC4_C,17.2
2008,NV_IND_MANF,Ukraine,ISIC4_C,16.03
2009,NV_IND_MANF,Ukraine,ISIC4_C,14.81
2010,NV_IND_MANF,Ukraine,ISIC4_C,15.06
2011,NV_IND_MANF,Ukraine,ISIC4_C,14.75
2012,NV_IND_MANF,Ukraine,ISIC4_C,14.38
2013,NV_IND_MANF,Ukraine,ISIC4_C,12.96
2014,NV_IND_MANF,Ukraine,ISIC4_C,12.67
2015,NV_IND_MANF,Ukraine,ISIC4_C,11.9
2016,NV_IND_MANF,Ukraine,ISIC4_C,12.05
2017,NV_IND_MANF,Ukraine,ISIC4_C,12.24
2018,NV_IND_MANF,Ukraine,ISIC4_C,12.02
2019,NV_IND_MANF,Ukraine,ISIC4_C,11.75
2020,NV_IND_MANF,Ukraine,ISIC4_C,11.5
2021,NV_IND_MANF,Ukraine,ISIC4_C,11.39
2022,NV_IND_MANF,Ukraine,ISIC4_C,9.71
2000,NV_IND_MANF,North Macedonia,ISIC4_C,9.16
2001,NV_IND_MANF,North Macedonia,ISIC4_C,8.91
2002,NV_IND_MANF,North Macedonia,ISIC4_C,9.04
2003,NV_IND_MANF,North Macedonia,ISIC4_C,9.65
