Year,Показатели,Страна,Quantile,Sex,Value
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Spain,,BOTHSEX,45.0
2016,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Sweden,,FEMALE,100.0
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Sweden,,MALE,100.0
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2016,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Switzerland,,BOTHSEX,70.2
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",China,,BOTHSEX,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Colombia,,BOTHSEX,14.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Colombia,,MALE,53.6
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Colombia,,FEMALE,53.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Colombia,,BOTHSEX,51.7
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Colombia,,BOTHSEX,50.6
2021,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Colombia,,BOTHSEX,45.7
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Costa Rica,,BOTHSEX,28.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Costa Rica,,BOTHSEX,68.8
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Costa Rica,,MALE,68.0
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Switzerland,,BOTHSEX,70.2
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Таджикистан,,BOTHSEX,7.5
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",United Arab Emirates,,BOTHSEX,1.2
2021,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Туркменистан,,BOTHSEX,10.9
2021,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Туркменистан,,MALE,1.9
2021,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Туркменистан,,FEMALE,13.2
2018,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Ukraine,,BOTHSEX,39.0
2016,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,76.6
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,76.6
2017,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Узбекистан,,BOTHSEX,16.0
2020,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",Узбекистан,,BOTHSEX,15.6
2008,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Albania,,BOTHSEX,34.0
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Albania,,BOTHSEX,40.7
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Azerbaijan,,BOTHSEX,32.1
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Australia,,BOTHSEX,72.0
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Austria,,BOTHSEX,77.4
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Armenia,,BOTHSEX,53.2
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Belgium,,BOTHSEX,63.1
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Bulgaria,,BOTHSEX,86.8
2006,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,30.50476
2006,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,36.79194
2007,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,33.16355
2007,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,46.45131
2008,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,56.0718
2008,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,37.05219
2009,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,17.96611
2009,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,41.70753
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Costa Rica,,BOTHSEX,56.2
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Costa Rica,,FEMALE,46.1
2021,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Costa Rica,,BOTHSEX,56.2
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Croatia,,BOTHSEX,57.6
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Croatia,,FEMALE,63.1
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Croatia,,BOTHSEX,89.8
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Croatia,,MALE,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,BOTHSEX,74.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,FEMALE,73.8
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,MALE,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Belarus,,BOTHSEX,70.9
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Canada,,BOTHSEX,69.1
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Chile,,BOTHSEX,68.7
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Chile,,FEMALE,65.9
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Chile,,MALE,70.8
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Chile,,FEMALE,78.6
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Chile,,MALE,81.3
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Chile,,BOTHSEX,80.2
2017,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",China,,BOTHSEX,28.2
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",China,,BOTHSEX,31.8
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,BOTHSEX,91.4
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,FEMALE,76.8
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,BOTHSEX,94.3
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,FEMALE,79.9
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Cyprus,,BOTHSEX,97.8
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,FEMALE,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,MALE,100.0
2015,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Colombia,,BOTHSEX,39.6
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Colombia,,BOTHSEX,37.7
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Colombia,,BOTHSEX,43.5
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Costa Rica,,BOTHSEX,58.1
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Costa Rica,,MALE,61.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Costa Rica,,FEMALE,53.6
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Costa Rica,,MALE,53.3
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Costa Rica,,FEMALE,48.1
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Costa Rica,,BOTHSEX,51.2
2011,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Croatia,,BOTHSEX,68.0
2007,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Cyprus,,BOTHSEX,68.2
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Czechia,,BOTHSEX,66.2
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Denmark,,BOTHSEX,88.0
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Estonia,,BOTHSEX,76.8
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Finland,,BOTHSEX,66.5
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",France,,BOTHSEX,74.1
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Georgia,,BOTHSEX,48.9
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Germany,,BOTHSEX,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Germany,,MALE,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Germany,,FEMALE,100.0
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Greece,,BOTHSEX,46.9
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Hungary,,BOTHSEX,78.3
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Iceland,,BOTHSEX,95.1
2016,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",India,,BOTHSEX,3.7
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",India,,BOTHSEX,3.7
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Ireland,,BOTHSEX,71.8
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Israel,,BOTHSEX,74.1
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Italy,,BOTHSEX,72.2
2007,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Japan,,BOTHSEX,83.6
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Japan,,BOTHSEX,84.0
2010,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,18.44495
2010,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,47.49978
2011,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,18.39216
2011,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,48.06989
2012,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,15.86075
2012,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,42.4554
2013,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,16.69057
2013,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,44.48992
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,FEMALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,BOTHSEX,91.3
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,MALE,84.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Czechia,,FEMALE,96.9
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,MALE,95.2
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,BOTHSEX,96.8
2015,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Казахстан,,BOTHSEX,43.1
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Казахстан,,BOTHSEX,75.4
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Republic of Korea,,BOTHSEX,85.2
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Republic of Korea,,BOTHSEX,85.2
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Кыргызстан,,BOTHSEX,44.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Кыргызстан,,BOTHSEX,64.6
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Latvia,,BOTHSEX,69.2
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Lithuania,,BOTHSEX,64.7
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Luxembourg,,BOTHSEX,77.1
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Malta,,BOTHSEX,73.5
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,FEMALE,98.2
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,BOTHSEX,99.2
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,MALE,97.8
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,FEMALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,FEMALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Denmark,,BOTHSEX,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,BOTHSEX,92.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,MALE,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,FEMALE,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Mexico,,FEMALE,35.6
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Mexico,,BOTHSEX,35.4
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Mexico,,MALE,35.3
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Mexico,,FEMALE,36.8
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Mexico,,MALE,36.8
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Mexico,,BOTHSEX,36.8
2011,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Republic of Moldova,,BOTHSEX,71.6
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Republic of Moldova,,BOTHSEX,71.6
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Netherlands (Kingdom of the),,BOTHSEX,97.6
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",New Zealand,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,MALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,FEMALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,BOTHSEX,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Estonia,,FEMALE,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,FEMALE,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",New Zealand,,FEMALE,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",New Zealand,,MALE,100.0
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Norway,,BOTHSEX,89.6
2008,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Poland,,BOTHSEX,95.2
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Poland,,BOTHSEX,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Poland,,BOTHSEX,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Poland,,MALE,100.0
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Poland,,FEMALE,100.0
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Portugal,,BOTHSEX,77.3
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Romania,,BOTHSEX,63.1
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,MALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,MALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,FEMALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,BOTHSEX,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,FEMALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Finland,,MALE,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,FEMALE,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,MALE,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,FEMALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,MALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,BOTHSEX,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,BOTHSEX,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",France,,FEMALE,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,BOTHSEX,80.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,MALE,97.7
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,BOTHSEX,91.9
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Serbia,,BOTHSEX,66.2
2021,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Serbia,,BOTHSEX,63.9
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Slovakia,,BOTHSEX,66.4
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Slovakia,,BOTHSEX,66.4
2015,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Viet Nam,,BOTHSEX,21.1
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Viet Nam,,BOTHSEX,26.2
2015,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Slovenia,,BOTHSEX,80.5
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Slovenia,,BOTHSEX,80.5
2016,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Spain,,BOTHSEX,76.2
2020,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Spain,,BOTHSEX,76.2
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,FEMALE,89.7
2018,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,BOTHSEX,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,BOTHSEX,90.9
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,MALE,98.7
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Georgia,,FEMALE,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,BOTHSEX,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,MALE,77.1
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,FEMALE,66.4
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,BOTHSEX,71.1
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,FEMALE,66.7
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Sweden,,BOTHSEX,84.8
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Switzerland,,BOTHSEX,66.7
2010,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Türkiye,,BOTHSEX,38.6
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Türkiye,,BOTHSEX,60.3
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Туркменистан,,BOTHSEX,52.6
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,68.0
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",Узбекистан,,BOTHSEX,44.1
2021,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Albania,,BOTHSEX,77.6
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Azerbaijan,,BOTHSEX,40.3
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Azerbaijan,,BOTHSEX,39.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Australia,,BOTHSEX,82.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Australia,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Australia,,FEMALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Australia,,MALE,100.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Austria,,BOTHSEX,98.6
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Austria,,BOTHSEX,98.6
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Armenia,,BOTHSEX,47.3
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Armenia,,BOTHSEX,54.4
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Belgium,,MALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,MALE,77.6
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,BOTHSEX,71.5
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,BOTHSEX,100.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,FEMALE,100.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,FEMALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Germany,,BOTHSEX,100.0
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Greece,,BOTHSEX,91.0
2010,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Greece,,BOTHSEX,77.4
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Belgium,,FEMALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Bosnia and Herzegovina,,BOTHSEX,40.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Bulgaria,,BOTHSEX,88.3
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Bulgaria,,BOTHSEX,88.3
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Belarus,,BOTHSEX,36.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Canada,,BOTHSEX,99.8
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Canada,,BOTHSEX,99.8
2017,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Chile,,BOTHSEX,69.2
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Chile,,BOTHSEX,70.2
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Greece,,MALE,100.0
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Greece,,BOTHSEX,95.8
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Greece,,FEMALE,79.1
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,BOTHSEX,97.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,FEMALE,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,MALE,100.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,BOTHSEX,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,FEMALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,MALE,100.0
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,BOTHSEX,100.0
2021,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Chile,,BOTHSEX,83.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",China,,BOTHSEX,63.0
2017,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",China,,BOTHSEX,67.4
